c_xqxp,SALARY_COMPENSATION,twoszf24,revenue,val_len,UPTIME_AVAILABILITY,concentration,attr_gkfm,humidity,PASSPORT_NUMBER,category,exchangeRate,bandwidthDataRate,database_connection_string,customer_checksum_hash,attr_gtin,signature,f_hum,measup,tbmdyk93,ENERGY,measscore,category_2,sla,AREA,LENGTH,VOLUME,MEMORY_USAGE,val_dxs,col_399,dim_715,portfolio,price_cost_info,attr_cvv,GLOBAL_TRADE_ITEM_NUMBER,meta_uqv,brandName,storage_size,CATEGORY,errmsg,price_cost,f_527,distance,marketValue,paypal,speed_velocity,dim_created_by,PRESSURE,concentration_2,measmem
2.992,"$119,179",250.68,"$4,626,352",147.42,96.475,455.34,8.33,64.5,W13964065,Clothing,7.4104,2397,postgresql://user:****@db-staging.internal:5432/main,8753d8408dc6d42d6b9e8cfd709d091878fa61b7afc1497d188a7ddd7cd895f0,9262522294811,sig_77a3ad6dfe155607,69.5,96.8137,65915,57814.6,1.59,Hardware,98.8507,72686.9,751.5,406.96,52.1,https://example.com/v2/status,706.98,A-,INV-296617,3117.79,294,7694874528745,HKH-3843,ProSeries,939146,Clothing,FileNotFoundError: 9097,6334.01,Divorced,4489.4,"$361,867,195",william.rodriguez@yahoo.com,298.5,emma.taylor,1906.9,818.18,53.4
8.346,"$164,343",226.29,"$4,918,268",340.09,98.1953,247.4,7.41,98.1,F37137703,Software,70.8508,5315,postgresql://user:****@db-prod.internal:5432/main,87915cacd45fcc3ae94a7618d813aac0869eaabefce749f80de2a1398d6b2e4f,1586704215125,sig_73d7d6d5876d1544,19.2,97.8026,72709,16656.3,4.22,Electronics,95.9163,80687.9,588.64,2011.27,79.6,https://data.io/docs,454.44,B-,INV-330233,1594.34,198,7510428824221,COH-3513,TechBrand,781045,Clothing,NullPointerException at line 1953,2648.74,Single,2776.8,"$232,315,368",emily.martinez@outlook.com,249.9,elizabeth.robinson,1748.1,342.17,34.2
4.02,"$196,156",91.19,"$3,542,071",349.03,95.7561,28.57,3.99,70.4,U79274176,Food,39.0268,5600,postgresql://user:****@db-prod.internal:5432/analytics,433cc8ddb77fad25dc5502f5d26c15698192e5cb73e37ad8920e33537dd649c1,2866401112051,sig_6836e7208dfe3b19,29.6,95.4381,56922,68806.9,6.5,Electronics,97.9164,80249.4,303.16,2264.12,96.5,https://example.com/status,913.3,O+,INV-222890,7024.57,991,0334352003084,LQF-3906,SmartChoice,274622,Services,HTTP 503 Service Unavailable,423.27,Single,7575.5,"$240,945,106",william.brown@yahoo.com,150.8,logan.wright,951.9,826.85,62.2
9.435,"$98,237",310.02,"$1,555,999",245.44,95.404,533.86,9.32,92.4,X45068310,Services,49.6004,5402,postgresql://user:****@db-staging.internal:5432/main,a1b59c64b5f8bcee89e4508075a537bba855aa6bf6ad1f59ba624e150442f138,7423379216628,sig_875d66d9eba30526,35.6,96.6858,84349,91969.3,8.24,Software,99.9447,24533.0,37.95,2953.75,74.8,https://acme.org/users/data/users,270.49,A-,INV-794703,9394.83,321,9222580706701,GBR-7404,ValueMax,341784,Hardware,PermissionDenied: insufficient privileges,3528.05,Widowed,8423.6,"$751,060,726",amy.miller@gmail.com,121.2,robert.walker,1030.2,773.24,65.2
9.731,"$155,696",268.74,"$1,181,440",601.85,98.8074,627.27,9.07,34.5,E52129260,Services,119.4232,5920,postgresql://user:****@db-staging.internal:5432/analytics,ccab62fd23e30a7e082617bfa00e2052e4051d647c1f04229235a0f80b4fd400,4754870629751,sig_337c90ede4316f4c,40.9,99.2881,13340,19247.3,1.71,Hardware,97.7124,13671.3,275.56,6753.43,2.7,https://api.service.com/v2,370.23,O+,INV-993498,3570.56,8974,7496467714817,BNI-8741,ProSeries,171728,Clothing,HTTP 503 Service Unavailable,8018.49,Widowed,423.5,"$29,870,920",sarah.young@yahoo.com,89.0,susan.lee,614.1,217.45,10.2
10.768,"$130,000",252.95,"$6,097,275",216.57,95.0748,479.52,8.53,53.0,J44204985,Services,26.8162,9094,postgresql://user:****@db-staging.internal:5432/analytics,4d8208c1aaf02a82f04aa84697a9fbd7538c9ad5c0b3a3f2ed7d59d3207c59c5,9802530192093,sig_32d863dd0c02b2a1,44.2,95.1466,57909,51384.7,7.26,Services,99.4903,13139.3,905.22,3807.48,3.1,https://api.service.com/docs/users,624.14,A-,INV-976605,1999.54,4629,3127962573004,HLY-2480,TechBrand,186127,Electronics,NullPointerException at line 4547,9989.29,Divorced,5236.3,"$522,824,738",patricia.taylor@gmail.com,231.5,oliver.anderson,648.3,699.88,70.5
6.632,"$225,756",16.52,"$3,931,481",615.62,95.5477,525.06,7.07,37.4,I30630496,Food,149.0624,510,postgresql://user:****@db-staging.internal:5432/analytics,1ad54287538a64911b1aea7602e1bd6fbc7c1b78f29b64646e99af45752a75ed,4707369059910,sig_6a4fbaf638a1431a,98.0,97.2872,20467,72770.3,1.82,Electronics,99.773,70581.5,436.93,5121.63,89.3,https://example.com/status/status,254.42,O-,INV-708001,1734.99,5291,1411551382683,GMX-7601,ProSeries,899738,Clothing,FileNotFoundError: 8308,6783.55,Widowed,1706.4,"$135,849,020",emily.brown@outlook.com,130.0,logan.clark,1514.7,167.85,7.6
6.373,"$134,386",114.28,"$6,789,522",491.45,99.1012,827.3,4.33,78.1,O71946517,Clothing,13.3005,7384,postgresql://user:****@db-staging.internal:5432/analytics,4d5a7f68c8e56574feeb6ef4884c413d63dc5f1e052ed6558cfc3fa518585f41,5280917511570,sig_a8741f991cc96111,0.0,97.3562,64104,23641.8,8.38,Food,97.1949,3103.6,770.64,9471.64,90.6,https://api.service.com/api,242.59,B-,INV-343938,9083.36,8162,1142333646133,WPB-8425,ValueMax,355036,Hardware,HTTP 503 Service Unavailable,7235.84,Divorced,6933.7,"$192,875,951",elizabeth.thompson@gmail.com,227.1,david.white,546.2,705.72,22.8
9.468,"$158,083",300.56,"$4,785,532",153.73,96.6266,776.95,7.11,12.9,N99726304,Software,121.814,3568,postgresql://user:****@db-staging.internal:5432/main,79e487ac324a488921999e598320af8afef0471f6f4984b3f42d462d40780e68,1847215908677,sig_23bbb2a6e00a5bb1,95.3,98.3259,64014,27839.8,3.8,Food,97.0916,55278.1,839.71,3536.65,11.6,https://data.io/status,517.73,A-,INV-414234,2534.08,115,4606291772400,WYX-2228,ValueMax,796972,Hardware,NullPointerException at line 7816,1399.7,Widowed,8015.8,"$366,003,575",mary.thompson@yahoo.com,208.2,oliver.garcia,1526.5,252.46,68.0
17.636,"$107,135",249.04,"$1,463,576",736.85,96.9969,745.92,0.91,62.5,W12062803,Clothing,146.4802,3654,postgresql://user:****@db-staging.internal:5432/main,9fcebc096f9e3b06f391703109ace1f666b5b699c841f756452157c87ba551fd,6419222999709,sig_b3617ab4d4119b6f,37.0,98.2334,56329,22752.8,6.8,Clothing,95.1561,64018.0,236.69,1291.35,49.4,https://data.io/users/status/users,460.61,A+,INV-639903,1597.14,529,9316472783382,CNS-2879,ProSeries,944753,Hardware,HTTP 503 Service Unavailable,9656.77,Single,224.5,"$311,682,478",harper.jones@yahoo.com,168.0,ethan.walker,560.6,774.6,80.7
6.258,"$174,788",141.94,"$9,048,442",150.64,97.8509,916.18,5.51,84.1,P32876670,Hardware,139.6684,9263,postgresql://user:****@db-staging.internal:5432/main,55d4a75ecadd4bb1903e5902a7844bd0a71c5c6f9c4ee1a7688da79f793399a0,6649238031798,sig_73f2cef493ae8e63,69.6,98.56,84247,67172.4,6.86,Services,96.9001,87134.7,752.38,8462.61,91.4,https://acme.org/status,753.65,AB+,INV-294179,118.61,798,0288131461806,VSI-9526,ValueMax,640551,Hardware,HTTP 503 Service Unavailable,2604.66,Divorced,4892.6,"$488,600,888",liam.martinez@outlook.com,251.3,mason.garcia,1110.7,58.99,28.4
0.532,"$117,154",231.79,"$4,412,596",242.9,96.0298,460.72,0.57,46.7,G68738526,Software,46.2472,6436,postgresql://user:****@db-staging.internal:5432/main,632e9f3fa403c29b73181f65839741241b7783bd9dca08773085af89f74b6f55,9991968237419,sig_d89db230f04c85e1,57.4,99.4692,84535,67950.7,6.42,Electronics,95.2289,42598.2,172.83,3335.38,81.1,https://acme.org/status/data/status,920.37,AB-,INV-155228,2715.67,122,1176762111699,EUD-7893,ValueMax,319807,Software,HTTP 503 Service Unavailable,4539.24,Widowed,1868.7,"$854,912,031",linda.king@outlook.com,56.1,jennifer.king,992.5,418.11,26.9
2.876,"$106,188",289.24,"$5,192,144",223.11,95.2687,261.32,3.25,15.8,F38948503,Electronics,34.6592,2747,postgresql://user:****@db-prod.internal:5432/analytics,34ed6fde893ab34e02da12b9401244902930c2c1da7a0c032003cce5e171edd7,2846985217963,sig_8aba1cb5ed9ad3e8,73.6,96.6975,9009,39986.5,0.88,Food,97.334,19378.0,304.67,3474.83,71.0,https://data.io/api/v2/data,41.63,AB-,INV-591509,6071.25,1783,1530918022029,WET-5726,SmartChoice,679532,Clothing,FileNotFoundError: 7789,1291.83,Married,4365.4,"$460,622,140",jessica.young@gmail.com,84.8,amy.harris,1821.9,53.0,33.7
5.608,"$119,993",4.9,"$4,401,835",361.9,95.0258,133.12,3.6,29.5,L28444131,Electronics,97.9369,4605,postgresql://user:****@db-staging.internal:5432/analytics,d0343476f0393c013e0fb04fb748cfa134cc02ae0b8571021de638af2c89b34a,7656313270029,sig_66ca2e5a4e1e6e1b,50.7,99.7367,76195,99930.5,4.05,Hardware,97.6453,67212.4,95.24,5986.0,37.2,https://data.io/data,972.23,B-,INV-194095,1161.95,3768,1820727383031,SAH-1516,SmartChoice,800521,Electronics,HTTP 503 Service Unavailable,7220.11,Widowed,8362.9,"$916,225,616",william.garcia@yahoo.com,27.9,michael.clark,633.6,640.19,68.3
18.347,"$164,890",280.49,"$8,874,753",556.84,95.0449,347.34,6.94,73.0,F72759001,Food,125.4217,3049,postgresql://user:****@db-prod.internal:5432/analytics,1a02dd964c94553c3754186f3337fe4a3d6d5eec4d8c1a4e3d89cdfbe801443e,7605069426998,sig_a9fbaff15e0c3b08,17.0,96.5776,23209,6759.2,6.91,Services,97.5282,53219.6,322.09,1280.72,33.4,https://example.com/v2,744.39,B-,INV-922706,9569.48,231,1135883381338,THY-4958,TechBrand,385518,Software,ValueError: invalid literal for int(),5312.09,Married,3580.2,"$466,730,551",harper.smith@yahoo.com,103.7,michael.garcia,745.5,700.25,7.4
10.997,"$113,645",25.84,"$1,212,695",701.16,95.2379,619.84,1.96,7.5,V82047671,Services,5.3947,1621,postgresql://user:****@db-prod.internal:5432/main,685cb494bdf238c14f8022f6bcf74353e40d102cebaf0b1aa4656c7b75233123,4459692921184,sig_d134674957b1a903,38.2,97.5349,84260,83178.5,7.24,Services,95.4074,39847.9,326.76,4759.96,43.8,https://example.com/users/v2/api,723.79,A-,INV-943615,7896.81,973,1539490938299,CTV-2108,ProSeries,670024,Services,FileNotFoundError: 6435,9857.4,Divorced,1728.5,"$822,879,403",jessica.thomas@outlook.com,249.6,aiden.harris,1073.1,782.33,5.6
5.033,"$157,358",313.39,"$5,343,540",138.58,99.0688,542.48,2.83,73.2,W27762768,Electronics,115.7499,6673,postgresql://user:****@db-prod.internal:5432/main,5e57a994c4251ca6ad7416942a98b298e752addb67519931b269cc137a4999a1,0199196985434,sig_fe42bc178ae39f49,96.7,96.8348,5217,49835.7,1.37,Hardware,95.5139,93235.6,133.15,493.53,86.3,https://example.com/api/status,386.47,B-,INV-290682,9009.9,647,4324930039099,NUL-4849,EcoLine,144022,Food,Connection timeout after 6796ms,7931.7,Divorced,9681.1,"$247,298,882",william.walker@yahoo.com,41.5,patricia.robinson,461.2,668.75,81.0
