scoreIndex,year,user_checksum_hash,user_device_type,qtrval,kdjl79,dtval,dt,raw_time_of_day,date_time,command_action_raw,remark,command_action,SCORE_INDEX,measscore,dim_modi,val_zeq,checksum_hash_38,binval,policy,versionNumber,ssn,ljsm84,month_38,q3,score,month_info,fact_storage_size,partition,time_of_day_38,date_data,month,insid,DUNS_NUMBER,airport,stddev,cron_schedule_val,mar89,ethnicity_race_val,browserUserAgent,BROWSER_USER_AGENT,rank,dev_type,scientific_nm,platform,definition,periodInterval,rectype,cron_schedule,model,tkbhr17,end_date_val,fact_quarter,quarter_54,yqfr20,user_day_of_week,user_score_index,wdllkl4,iso_country_code,time_of_day_data,legal_entity_identifier_raw,date,PERIOD_INTERVAL,members,dim_ebg,col_mont,date_2,meta_577,shippingMethod,end_date,fit,area_v2,vydk33,ivehq84,encoding,device_type_field,attr_35,MONTH,v_load,score_index_62
2.2,1997,c8eb9bb94e51dc46a4fe9c2a931d432422292a76d2405c0aaf92532c9ccacdb4,Tablet,Q2 2025,-49.14%,2018-01-20T00:00:00Z,2019-02-02,22:49:19,2026-07-08T00:00:00Z,docker run,Resolved — no further action.,npm install,2.58,0.85,2026-11-09 05:56:35,2020-01-30T00:00:00Z,8535d1a97279db2bbc86674de1f88c59c75d238c0de9a6d4eacd307fa9bae900,1,Data retained for 7 years,0.6.54,XXX-XX-8170,"-----BEGIN CERTIFICATE-----
9mNjaBFgXFR+FD5BKnVigL90DLP3nqAr0yXfOhYb6RHYdME933r3yDeS5q/QI6OS
-----END CERTIFICATE-----",February,Q4 2021,7.88,January,190349,dt=2024-01,18:18:35,2020-10-08,June,INS-339480,435118694,JFK,7.8743,29 6 * * 1-5,Hemoglobin: 182.8 g/dL,White,Chrome,Firefox,95,Desktop,E. coli,Social Media,A systematic definition of data quality.,H2 2023,upsert,41 21 * * 1-5,public.users,FL,2022-03-17,Q3 2023,Q2 2023,ADV-SKPACJX1GQ,Sunday,7.72,In-Store,MX,10:23:29,G6XPNVSEWUN2X96O05BP,2019-04-25,2020-2025,789514,Mobility,June,2024-09-04,560,Standard,2018-02-04,L,47498.0,HTTPS,2010,UTF-16,Mobile,H2 2023,January,2021-02-04T11:46:57Z,9.64
7.79,2012,88188da74d5ea180d1978e050da13cb83f11991a12c078974d9577656161be5a,Wearable,Q4 2026,-25.93%,2023-04-24T00:00:00Z,2025-06-09,02:49:13,2019-01-06T00:00:00Z,GET /api/users,Escalated to management.,npm install,5.11,7.88,2022-11-07 09:51:55,2024-11-01T00:00:00Z,ca2de07777b206d2817aa1f4c5506ada41c164779d0d522fb2dbdbc9fcb54498,1,Data retained for 7 years,0.7.33,XXX-XX-7195,"-----BEGIN CERTIFICATE-----
wsGmnFV36gvR5rR8QilYPW99Fh7yre9I7T4uV3WR/HSar4MUwXViiODNXnxEAhQI
-----END CERTIFICATE-----",September,Q2 2023,0.63,March,652623,tenant=us-east,20:47:03,2024-09-20,September,INS-725599,782208813,NRT,6.6341,46 2 * * 1-5,Cholesterol: 273.8 g/dL,Asian,Opera,Firefox,14,Desktop,H2O,Web,A systematic definition of compliance.,Q1 2024,snapshot,9 9 * * *,hr.employees,CA,2021-05-02,Q3 2020,Q2 2020,ADV-BGVQRAWBMJ,Monday,9.08,Social Media,IN,15:19:08,2MEB5N27IKRY5W11PGNF,2026-05-21,FY 2025,5849529,Visual,April,2022-08-09,651,Express,2021-05-24,S,81355.7,WebSocket,2002,UTF-8,Mobile,Q1 2024,December,2026-08-23 22:28:32,0.42
8.36,2012,7ba832646fb9b9ebcb8c360237cef226baa3adc13ecc76ab91697ee4fe647595,Desktop,Q3 2026,-38.96%,2018-02-07T00:00:00Z,2024-05-26,09:59:37,2019-04-29T00:00:00Z,GET /api/users,Pending verification.,kubectl apply,0.42,2.67,2026-02-04T21:51:44Z,2020-05-22T00:00:00Z,1a5c66f3c37fe8d5356e7ac9dc8018125394b583271a7edb0ac8d0e4419b7a6a,1,MFA required for admin,5.9.54,XXX-XX-8382,"-----BEGIN CERTIFICATE-----
CJvaZn1ha+7w3PUSxqhzhyXDjEfxzVAVOg6iIp4mlIzAxkJBf5KxBAIXcbKaO+ng
-----END CERTIFICATE-----",June,Q3 2026,5.94,April,878054,tenant=2024-01,17:10:05,2026-11-06,April,INS-787720,627537091,NRT,45.0371,31 17 * * *,Cholesterol: 240.7 mg/dL,Other,Brave,Firefox,50,Mobile,Homo sapiens,Phone,A formal definition of compliance.,Q1 2024,insert,20 8 * * *,sales.orders,PA,2019-11-20,Q3 2024,Q1 2025,ADV-D6H6CO9OWK,Friday,6.94,Web,GB,18:47:39,KCIVNFX34CLMRLF0W08N,2020-12-14,Q1 2024,1338598,Visual,January,2023-10-19,360,Freight,2024-05-13,S,82370.8,FTP,1991,ISO-8859-1,Wearable,2020-2025,January,2025-04-05T15:26:14Z,9.64
4.91,2013,85b974533f8f1b788b67d7aa17c4c75056f34e086cfae0dd1973709089c5272b,Tablet,Q2 2026,34.87%,2024-05-11T00:00:00Z,2025-08-11,04:25:49,2020-05-17T00:00:00Z,npm install,Needs follow-up next quarter.,kubectl apply,9.26,5.87,2023-05-03 22:35:29,2024-08-02T00:00:00Z,5b2b60a6ca635c49fa8422c7c06154101406267aa568a64703a34bcfbb18d485,1,Data retained for 7 years,1.16.41,195-98-5778,"-----BEGIN CERTIFICATE-----
t+q/elYGmyiOL+h17gbBGRfa80twg29AtnHDlPKHu+DJDgJKjbVurQaDhsubLNo6
-----END CERTIFICATE-----",June,Q2 2023,0.11,August,569538,region=us-east,07:05:52,2020-05-13,September,INS-795833,407975286,LAX,22.6679,"18 15 * * 0,6",WBC: 83.3 K/uL,Other,Brave,Safari,24,Desktop,Homo sapiens,Mobile,A formal definition of compliance.,2020-2025,snapshot,30 12 * * *,sales.orders,WA,2019-02-05,Q2 2026,Q3 2021,ADV-H1LEUMX5S0,Tuesday,9.1,Web,FR,19:14:11,Q2LDY1RKXUE0S35PMMCZ,2026-06-14,H2 2023,6091460,Visual,October,2020-06-13,643,Overnight,2020-09-22,M,99532.4,MQTT,2002,UTF-16,Tablet,2020-2025,October,2026-10-12T21:57:28Z,1.76
2.11,1999,7d4529e57f8a4f55b5ae07f32115ce531a1d44585e80d1485d7fd570aaac630c,Smart TV,Q1 2020,3.63%,2020-07-25T00:00:00Z,2025-08-25,07:56:13,2025-03-09T00:00:00Z,POST /api/orders,Updated per client request.,GET /api/users,4.2,8.79,2021-06-05 02:36:40,2025-06-22T00:00:00Z,d08b48067288ed3f9a49d737f04f21e972d93c3f53e637bd3edbeac52933cd9b,0,MFA required for admin,5.15.63,XXX-XX-6771,"-----BEGIN CERTIFICATE-----
lpQgKyMhUvgRyOPigXJpptjDrK95q1s+iRDTU9OPdt3SrcqQSnH7EaSkfW3+uv7o
-----END CERTIFICATE-----",January,Q3 2020,9.69,July,752907,region=acme,13:21:01,2021-01-23,July,INS-834885,054832742,LHR,20.9099,4 20 * * 1-5,Cholesterol: 230.6 g/dL,Black,Firefox,Brave,90,Mobile,Fe2O3,Chat,A operational definition of compliance.,H2 2023,insert,23 20 * * *,hr.employees,IL,2024-03-08,Q3 2025,Q2 2021,ADV-A4RLM74AD1,Sunday,1.75,Mobile,US,05:53:26,Z9SXSMU0IZXMGB8EIEYF,2018-11-15,FY 2025,1753470,Visual,August,2023-02-19,385,Economy,2025-08-01,XL,40424.6,HTTP,1996,ISO-8859-1,Tablet,FY 2025,May,2021-02-21 15:10:58,1.49
0.75,2000,545d6892946944b5c1f949fa9307aee3e989af1411cf2fd9f0e9ea6b64fa86bb,Desktop,Q1 2024,-0.81%,2022-04-24T00:00:00Z,2019-01-29,11:54:01,2026-04-15T00:00:00Z,docker run,Escalated to management.,GET /api/users,9.09,2.54,2024-12-21 20:45:41,2026-04-20T00:00:00Z,c62919f705aa26c3b178c7bd3ddf692e9d973c0f74587d8cb40e99d3b4543322,1,PII encrypted at rest,1.7.16,771-40-9483,"-----BEGIN CERTIFICATE-----
dzLn4HR+4frWxNgfvXxnVrBpt8jydAU2fOcoxVm2w35JvrSjkDNHzJjt3mxbqly3
-----END CERTIFICATE-----",March,Q3 2024,7.92,October,840532,dt=us-east,22:06:09,2024-06-19,January,INS-393804,608546672,SIN,3.298,35 15 * * 1-5,Hemoglobin: 117.7 K/uL,Asian,Safari,Edge,18,Mobile,C6H12O6,Web,A systematic definition of compliance.,FY 2025,delete,26 3 * * *,hr.employees,WA,2018-04-11,Q4 2023,Q4 2025,ADV-RQE3KONJH6,Tuesday,7.58,In-Store,DE,15:58:45,S40SMHLI7YUWEE15UUR3,2026-01-21,Q1 2024,1296105,Cognitive,December,2025-07-16,703,Freight,2022-04-03,XXL,66821.5,SSH,1996,Latin-1,Desktop,Jan-Mar,December,2021-02-28 14:30:43,8.61
5.85,2022,3b657a2efa65c0f9a2a6a9a4d5f38fb29319e5a489709e4263f69f63a70c34f8,Mobile,Q1 2023,-0.89%,2024-02-12T00:00:00Z,2025-02-17,10:42:59,2022-09-12T00:00:00Z,npm install,Reviewed and approved.,docker run,4.78,2.3,2022-11-17 12:59:38,2018-11-11T00:00:00Z,b6546875009551363f87cb884300bac250e695cb6a7fdeab96305e03e0cef7f1,1,MFA required for admin,5.2.30,XXX-XX-8710,"-----BEGIN CERTIFICATE-----
NHy98pqlx8EyVaApRnRTvaQG+uNctvg2WbxJxjTWRTWWXhuHnKABoBNR+S2+8N0c
-----END CERTIFICATE-----",January,Q1 2024,7.77,November,726910,region=2024-01,01:53:08,2019-03-07,July,INS-798694,739400974,SFO,47.3032,15 15 * * *,Cholesterol: 196.3 K/uL,Black,Chrome,Brave,10,Mobile,NaCl,Social Media,A operational definition of compliance.,Jan-Mar,insert,22 7 * * 1-5,sales.orders,NC,2026-10-22,Q4 2022,Q3 2020,ADV-CQ55IXL2VX,Saturday,7.08,Mobile,BR,03:47:29,MGF6798DA5F7H08O7A5X,2021-03-08,FY 2025,712766,Hearing,July,2024-11-08,463,Overnight,2021-05-29,XXL,10552.2,HTTP,2002,UTF-8,IoT,H2 2023,July,2021-04-14 09:06:43,6.35
6.85,2010,6f4d319d6f318cbf63cd3b5f96c59aae94e5894a6da41597c63159716b73d9ae,Wearable,Q1 2024,-47.56%,2021-10-12T00:00:00Z,2022-02-04,15:10:55,2018-03-02T00:00:00Z,npm install,Needs follow-up next quarter.,docker run,5.78,0.49,2023-10-16T21:57:43Z,2024-02-07T00:00:00Z,434c3bc4073d6e18eb8d19a5915f5b30454629e66feb108d005c7e86cd8b1103,1,PII encrypted at rest,1.19.46,XXX-XX-3701,"-----BEGIN CERTIFICATE-----
vokdAltfdeHLHb9Pxy7EK9VyDuhzx5jJoapq0xIuUwr/hgD2F+CSHSMSauH57pEI
-----END CERTIFICATE-----",June,Q2 2026,7.61,February,451500,region=acme,00:09:26,2026-07-17,May,INS-932034,856262128,LAX,11.5692,"39 16 * * 0,6",WBC: 110.5 K/uL,Other,Brave,Firefox,67,Wearable,H2O,Phone,A systematic definition of data quality.,FY 2025,update,46 18 * * *,public.users,PA,2021-01-25,Q3 2021,Q3 2022,ADV-5IOB1R0SXZ,Sunday,3.7,In-Store,MX,23:24:17,5RXJ03MS75KKSK19M96R,2023-02-10,2020-2025,2200269,Hearing,September,2025-07-23,371,Same Day,2020-10-23,XXL,60638.1,HTTP,2020,UTF-8,Desktop,FY 2025,January,2024-05-23 10:15:56,4.32
4.91,2018,da110c761f1cb839748bc8de6591bd9bc0e3e79aeada18dba1a5a8674a36d338,Desktop,Q1 2025,8.58%,2021-10-25T00:00:00Z,2025-03-20,04:01:25,2019-08-26T00:00:00Z,docker run,Flagged for review.,GET /api/users,6.42,8.15,2023-01-23T01:14:37Z,2025-11-17T00:00:00Z,799df0a8afa4e9bc9cf1f43488cf9f6943fe2ddbd29f16e769721cc266cfcef6,0,Data retained for 7 years,3.14.3,781-52-2026,"-----BEGIN CERTIFICATE-----
v5m0y1Bbc7mjC0q55L+qiW0DF5qYnkp2o6H1/DmP7TH6NRx7RRuHfBu53g5nWaiv
-----END CERTIFICATE-----",October,Q2 2024,0.41,June,967195,region=acme,01:13:56,2020-05-14,September,INS-761294,454179371,ORD,2.9275,"49 7 * * 0,6",Hemoglobin: 242.7 g/dL,Black,Brave,Opera,29,Mobile,H2O,Email,A systematic definition of risk.,Jan-Mar,update,27 12 * * *,analytics.events,IL,2022-03-06,Q3 2026,Q2 2024,ADV-CHNPWJ1CTX,Saturday,9.88,Chat,JP,16:09:25,RGL09L2VZ6SLDOQ52I37,2020-03-14,Jan-Mar,2123148,Visual,October,2020-11-19,691,Standard,2024-05-20,XL,22919.9,gRPC,2014,UTF-8,IoT,Jan-Mar,June,2022-04-24T03:46:04Z,3.41
9.44,2015,5e6aa6522adc0bae75ef0735ad163eb43fa201f6bce53390e86777d32bcc320c,Desktop,Q1 2025,-13.28%,2025-06-30T00:00:00Z,2023-05-15,01:54:52,2024-01-29T00:00:00Z,kubectl apply,Automated processing complete.,npm install,0.7,5.98,2023-06-11T15:53:01Z,2022-04-24T00:00:00Z,0d3dfae6de2225070e23ceafbb5be53a16121f544fdc5456a1f34b36a7a07fd2,1,Data retained for 7 years,3.20.4,257-86-9860,"-----BEGIN CERTIFICATE-----
WpKdR97Xg4/+fKiI6jpSTP3BkFQy71eDdS8n/9y4/3+rmic89mmHgOrQpwKVzdvV
-----END CERTIFICATE-----",February,Q3 2023,3.43,September,457571,tenant=2024-01,02:47:42,2018-06-28,January,INS-967409,035344122,CDG,22.4861,"40 13 * * 0,6",WBC: 278.3 mg/dL,Hispanic,Chrome,Brave,46,Tablet,E. coli,Web,A systematic definition of data quality.,Jan-Mar,update,38 14 * * *,analytics.events,PA,2019-01-04,Q3 2022,Q1 2024,ADV-WN73T0B9H5,Saturday,8.28,Phone,AU,12:24:50,Q7S89T3HCL96E9ISK2LQ,2024-11-17,Jan-Mar,4862448,Hearing,August,2024-01-21,775,Standard,2025-07-27,XL,51069.5,WebSocket,2012,ISO-8859-1,Wearable,Q1 2024,July,2019-02-23 19:26:42,4.87
5.92,1991,36aa2d1435de6c305816c1d50658e1d7cd57580628ad922bbea94361cce6be2a,Tablet,Q4 2021,-38.47%,2022-02-19T00:00:00Z,2021-12-18,08:20:17,2025-01-21T00:00:00Z,docker run,Reviewed and approved.,docker run,8.17,2.63,2019-01-15T11:06:06Z,2026-09-26T00:00:00Z,1b26a8b0a36ad7d6ee88494d7a252cb8d4358242578ade08b447bce292934c86,1,PII encrypted at rest,2.4.86,605-21-8471,"-----BEGIN CERTIFICATE-----
gpHCLVtRXb7v7/7nI2/vae7IiJMAV85aPV1MENnPwrKpJDKZGYbgrHl8ZRc6eJYD
-----END CERTIFICATE-----",February,Q1 2024,9.27,January,222657,region=us-east,07:04:11,2019-09-03,August,INS-461835,371446552,LHR,45.8291,26 1 * * 1-5,Glucose: 192.8 g/dL,Black,Brave,Safari,31,IoT,NaCl,Web,A operational definition of risk.,FY 2025,snapshot,"18 0 * * 0,6",hr.employees,CA,2024-12-08,Q2 2022,Q3 2020,ADV-132TJ82R40,Thursday,7.05,Social Media,CA,10:12:16,560H206XN01UXKKEV6ME,2024-05-23,FY 2025,3104840,Hearing,July,2020-07-07,485,Economy,2022-10-01,M,97703.3,MQTT,2017,UTF-8,Smart TV,Q1 2024,November,2026-02-19T10:53:35Z,1.62
0.27,1991,cda8396450570b983ed0ca251691a8230e09713eaa81646a30d5f9ac0f38b214,Tablet,Q3 2026,-21.89%,2018-09-04T00:00:00Z,2023-12-02,08:08:58,2019-07-30T00:00:00Z,GET /api/users,Resolved — no further action.,POST /api/orders,0.1,1.95,2026-10-20T04:47:13Z,2020-12-31T00:00:00Z,0e38b9ca8731d1e1807519e204f017839f250129d3d0ef04024d7c34309e7b7f,0,PII encrypted at rest,2.3.6,305-66-8893,"-----BEGIN CERTIFICATE-----
xYue/m5/y8gxaduIfg/TVz9FMBBV1FA3XC++pp6aYhVUMgDmRd5RRMxc9IPLL8Z9
-----END CERTIFICATE-----",May,Q1 2025,1.77,April,63535,dt=2024-01,23:02:50,2024-01-10,October,INS-717769,748136218,CDG,6.7437,6 8 * * *,Glucose: 195.6 g/dL,White,Firefox,Opera,63,Desktop,Homo sapiens,Chat,A formal definition of compliance.,FY 2025,delete,"37 10 * * 0,6",public.users,MA,2021-03-17,Q1 2023,Q3 2020,ADV-P2ZWAUSGL9,Monday,7.42,Mobile,IN,15:06:11,05EYVW8IBY1DNENAEBKF,2025-09-29,FY 2025,5571928,Cognitive,March,2019-10-03,773,Express,2026-08-10,XS,40083.9,SMTP,2013,UTF-8,Smart TV,Jan-Mar,October,2019-12-01 01:47:06,5.38
9.79,2012,ffdf395d3ec91db7af22830caec10eea2fe5f733468dd81fe6fac6c2ae5f1bb2,Desktop,Q4 2021,43.1%,2026-09-25T00:00:00Z,2018-11-16,16:42:03,2026-08-23T00:00:00Z,kubectl apply,Updated per client request.,GET /api/users,5.23,6.49,2019-02-06 13:20:51,2019-03-18T00:00:00Z,e2eb27af17a7ac974070c3818fa546b851f86abf4f5d4bd7048b6710e6483aff,1,MFA required for admin,0.0.51,714-79-4308,"-----BEGIN CERTIFICATE-----
tducAStFOxMqthHI4y94GDs1G4GK/U1Pyxn3uK8h+vMjpj7HiYSG+j1cajNo95xO
-----END CERTIFICATE-----",April,Q2 2021,4.45,March,450780,region=us-east,23:52:03,2026-10-17,November,INS-433321,607997920,SIN,2.1828,"38 13 * * 0,6",WBC: 175.6 mg/dL,Hispanic,Brave,Brave,6,Wearable,Homo sapiens,In-Store,A formal definition of data quality.,H2 2023,upsert,38 18 * * 1-5,analytics.events,OH,2026-09-04,Q3 2020,Q1 2026,ADV-CCNXQD4JHL,Wednesday,1.48,Phone,US,07:29:52,TMXHBTBK6PTRZV3FUJPH,2019-02-10,Q1 2024,590933,Visual,February,2023-11-15,336,Economy,2023-11-05,L,22936.7,HTTP,2005,ASCII,IoT,2020-2025,September,2024-11-26 16:12:09,6.69
4.46,2018,23be27d99bbb1a6f29708020c28c596abf6363e3d3c7761c28f063fd2c93611b,Smart TV,Q1 2025,21.83%,2020-05-14T00:00:00Z,2020-04-04,20:43:29,2020-04-20T00:00:00Z,POST /api/orders,Updated per client request.,POST /api/orders,0.96,6.64,2019-09-10T09:33:40Z,2022-08-26T00:00:00Z,03f00888f00b58f0765f65108d5507b58f75b3dea52c97dc021960c251220044,1,PII encrypted at rest,3.1.78,691-96-1316,"-----BEGIN CERTIFICATE-----
O3AgtE3m4+LhR6VcI4ieGtvTeR1qDP9PGLXzrKEcA4EhQa301tTOphZrnEWx+KI0
-----END CERTIFICATE-----",November,Q2 2020,0.09,July,267738,tenant=acme,05:30:25,2020-03-13,February,INS-172383,637346966,NRT,41.5739,"55 8 * * 0,6",WBC: 192.0 K/uL,Asian,Firefox,Brave,71,Smart TV,H2O,Mobile,A formal definition of compliance.,FY 2025,update,"6 9 * * 0,6",hr.employees,WA,2023-03-07,Q4 2025,Q3 2022,ADV-I208PLMJP0,Monday,6.12,Web,US,02:51:04,JFHV6H6YCPAWPL1Z8430,2022-04-18,H2 2023,1564590,Cognitive,July,2021-01-10,522,Freight,2023-10-29,S,59361.3,FTP,2007,UTF-16,Mobile,2020-2025,December,2021-09-27T17:50:44Z,9.56
5.96,2019,2a3662bf9d7bca510012de8b8f16a8b5c485ed657d45b486bbaf97618f18f2ca,Mobile,Q2 2020,8.85%,2019-08-14T00:00:00Z,2020-01-28,15:03:48,2026-03-09T00:00:00Z,kubectl apply,Needs follow-up next quarter.,npm install,5.27,5.97,2024-01-12 23:41:48,2024-10-20T00:00:00Z,297c18d8e492e72268c411b50676f5a92abf0410bc7f11e346a71937a8a8ce86,1,PII encrypted at rest,3.16.88,XXX-XX-7121,"-----BEGIN CERTIFICATE-----
3Ursf4G2j8B93EWGhwkRkAXrtkdchNzIbrp+sW1XSJy2u2VeIcRbDHd3jb1Vm3Q5
-----END CERTIFICATE-----",March,Q4 2026,8.6,March,667568,tenant=2024-01,00:25:28,2024-06-14,September,INS-418809,381355727,LHR,23.2309,7 18 * * *,Hemoglobin: 117.2 g/dL,Other,Edge,Firefox,66,Tablet,NaCl,Phone,A formal definition of risk.,FY 2025,snapshot,"37 11 * * 0,6",sales.orders,NY,2024-05-09,Q4 2024,Q4 2024,ADV-WQLZH2LCVT,Thursday,7.34,In-Store,FR,15:55:20,XPUTO6RV3FQS9IVIPHSH,2019-11-29,FY 2025,4679652,Mobility,November,2021-11-08,451,Economy,2019-01-05,XS,78984.4,WebSocket,2004,UTF-8,Desktop,H2 2023,April,2021-10-23 14:19:07,8.7
3.35,1994,529b0df044a92b3d6d86a11a39316ad53f5515f211d6ff5c28ed4e7d8be869be,Mobile,Q3 2022,10.8%,2018-01-28T00:00:00Z,2026-08-15,10:38:01,2025-01-30T00:00:00Z,docker run,Needs follow-up next quarter.,kubectl apply,2.1,0.32,2026-11-20 21:34:21,2026-05-07T00:00:00Z,882b00931bba831ff579d10e77039aed5ee240fd0152783d3c53c2eb9df85fe2,1,MFA required for admin,5.9.24,XXX-XX-8144,"-----BEGIN CERTIFICATE-----
xgiGMPuqus9ZnLcPqfKcWl1nfarZ8d2UVoRkRfW/ruzFaSWMzfGvR2OK8asZb7NS
-----END CERTIFICATE-----",May,Q4 2020,9.84,December,167664,dt=us-east,20:09:58,2023-01-08,December,INS-860239,784871977,CDG,17.2777,39 5 * * 1-5,Hemoglobin: 186.7 g/dL,Hispanic,Opera,Chrome,26,Mobile,Fe2O3,Chat,A systematic definition of data quality.,Q1 2024,snapshot,"54 13 * * 0,6",public.users,NC,2021-11-08,Q3 2025,Q1 2026,ADV-BVJ28YRUKJ,Tuesday,7.4,Chat,IN,03:04:05,D9QN1APD6DZ2WRQIDSSB,2023-06-08,Jan-Mar,7052908,None,March,2020-06-20,398,Express,2022-04-13,M,81340.1,MQTT,2023,ASCII,IoT,Jan-Mar,June,2025-01-09 07:45:10,3.66
7.31,2016,9fb70a165d9f175c8b968cfc902fa22b1ea4db7c2273a22e1f0a1f15cd9c2554,Tablet,Q4 2025,36.27%,2021-01-19T00:00:00Z,2024-11-21,18:09:36,2026-03-25T00:00:00Z,npm install,Needs follow-up next quarter.,docker run,2.53,6.23,2022-10-19 21:32:23,2023-07-18T00:00:00Z,bb770e71749816a02dfb3942af88b4af95bd6c090a51c2b0ddd787ede9e87c04,0,MFA required for admin,0.4.79,863-74-8130,"-----BEGIN CERTIFICATE-----
UAhQ2Od4jkMWL2g+lgPSjTKRxdfWUkINqvk8qReJjaGfYKQPaIALoOEFjmmx8vC+
-----END CERTIFICATE-----",August,Q3 2020,4.75,May,436611,region=us-east,07:59:20,2019-10-28,May,INS-457638,842901638,SFO,31.8805,49 13 * * 1-5,WBC: 292.6 mg/dL,Mixed,Edge,Chrome,46,Desktop,H2O,In-Store,A formal definition of data quality.,2020-2025,update,"41 11 * * 0,6",hr.employees,PA,2026-04-09,Q3 2022,Q4 2020,ADV-8E8BXD6T4P,Saturday,6.59,Web,BR,20:29:53,7JTLCYZPK26UUO291K58,2019-09-13,2020-2025,7547335,Hearing,June,2025-02-26,332,Economy,2021-08-19,L,81455.8,FTP,2010,UTF-8,Smart TV,2020-2025,December,2019-02-04 18:47:06,5.4
8.97,2025,267ee07bedb13a9bc475ce4745045038c7e0aac871ee1e357d2b8cf7a60001b1,Desktop,Q2 2020,43.96%,2019-03-18T00:00:00Z,2019-01-19,05:32:17,2022-08-28T00:00:00Z,POST /api/orders,Updated per client request.,docker run,2.71,1.93,2022-05-11T16:43:47Z,2020-04-11T00:00:00Z,f34a63c342f751ca15c4bffa897bec03e5dc458319237fd0f702527f952a37f8,0,PII encrypted at rest,1.3.99,759-59-2789,"-----BEGIN CERTIFICATE-----
INocD8Cl/4QlK/uzfBP0w2R3rT1YSNv4rnvRV/l1CH5Hlw3+qWLt8DU1Z6iIuIvT
-----END CERTIFICATE-----",October,Q2 2023,3.89,May,138605,dt=us-east,01:46:37,2018-03-05,February,INS-351311,984034435,SFO,15.9706,"48 7 * * 0,6",Glucose: 84.5 K/uL,Asian,Brave,Chrome,87,Desktop,Fe2O3,Web,A operational definition of data quality.,2020-2025,upsert,50 4 * * *,analytics.events,CA,2021-10-30,Q1 2026,Q1 2022,ADV-CANMXRWF17,Friday,4.66,Email,IN,00:17:50,ORC1HEDL9KJ2EFYNZ42M,2025-04-17,Jan-Mar,2474717,Mobility,September,2020-07-27,563,Standard,2022-10-25,S,26569.0,WebSocket,1993,UTF-16,Smart TV,FY 2025,November,2024-04-21T12:18:55Z,0.78
0.8,2022,040c6ff8f8fa40b20b0a6a620031fed89865b1cca8876f0f8985ba981bfdc504,Desktop,Q4 2026,39.79%,2025-07-29T00:00:00Z,2018-11-05,07:01:24,2019-07-19T00:00:00Z,POST /api/orders,Updated per client request.,GET /api/users,8.73,7.14,2020-12-14T22:36:20Z,2026-07-09T00:00:00Z,84f3b7b209d5ef754a93a6e74304b8d72483ec8963d9ffe914b3d4f31ae31575,1,MFA required for admin,2.20.43,325-80-2940,"-----BEGIN CERTIFICATE-----
hrMV3dQOtToBIRm2rlo9Nn74jc/XBCsS5RgaGiLj/MOXYE6DyACNoCzIh5E2iX3u
-----END CERTIFICATE-----",October,Q3 2020,1.33,October,32821,tenant=acme,18:52:32,2022-08-21,May,INS-801262,806732657,SFO,12.3887,0 12 * * *,Cholesterol: 173.4 g/dL,White,Edge,Chrome,45,Tablet,H2O,Email,A formal definition of data quality.,H2 2023,update,"10 2 * * 0,6",analytics.events,FL,2018-03-12,Q3 2024,Q2 2025,ADV-PP8ANLRH27,Saturday,1.3,Email,AU,12:19:48,6LGY1UQLR33O76TBFSG4,2022-05-16,Q1 2024,2959755,Visual,July,2020-09-05,579,Express,2021-05-16,XL,10718.0,SSH,2006,UTF-8,Wearable,H2 2023,November,2018-04-24T23:53:27Z,1.01
5.54,2016,a951d57e95a797405917e3ce8d41417172f150f6c61372a9ba9ec43e8eba2c27,Desktop,Q1 2026,-46.98%,2023-11-26T00:00:00Z,2020-02-25,08:03:56,2025-11-21T00:00:00Z,POST /api/orders,Resolved — no further action.,npm install,7.34,7.29,2024-07-14 16:01:58,2024-05-11T00:00:00Z,e919c826583373cd9511e59e3fb80e83ac1e0e65af208396c794907bf98d9f43,1,MFA required for admin,4.18.93,123-66-5386,"-----BEGIN CERTIFICATE-----
mZA++TsYSSrvh9LiD6wGIpGqQsMt1lVIzx6fKttRYAHTBki+OM4gmniLfUHLfE5j
-----END CERTIFICATE-----",September,Q4 2025,1.95,February,996632,dt=acme,01:25:32,2025-05-13,March,INS-979948,762649960,JFK,19.335,40 6 * * *,Hemoglobin: 96.6 mg/dL,White,Safari,Firefox,45,Wearable,H2O,In-Store,A formal definition of risk.,Jan-Mar,insert,41 0 * * *,sales.orders,NC,2024-06-11,Q1 2021,Q2 2023,ADV-QFDGTX2X14,Thursday,5.61,In-Store,CA,12:09:20,GHX4A73X3R1KBDIMPCA1,2018-02-28,H2 2023,8512707,Cognitive,December,2019-04-14,693,Overnight,2022-03-19,XXL,5847.1,FTP,2015,ASCII,Smart TV,Q1 2024,November,2025-01-12 23:45:16,2.79
