checksum_hash_info,p_296,dim_ix,tz,continent,female,filter,permissionAccessControl,user_region_state_province,card_verification_value_v2,raw_district_borough,d_83,continent_2,brokerage,c_loca,CONTINENT,score_index_info,longitude_info,d_tim,p_835,longitude,dim_airport,paypal_account_val,COUNTRY,location_text_54,val_jnt,isoCountryCode,src_time_zone,location_text_val,district_borough_30,fingerprint_raw,user_port_harbor,continent_3,user_city_town,var_con,e_mail,field_718,BANDWIDTH_DATA_RATE,dataLineage,SESSION_TOKEN,d_oe,humidity,compliance,port_harbor_54,city_town_46
8e8d0f98769142058067cf692e044711d679316c9cba9577937422a47f117cd0,rejected,Norway,America/New_York,Africa,Non-binary,date < 'active',rw,TX,253,East Side,Portland,Africa,INV-271163,"Atlanta, Mexico",Oceania,4.17,0.327264,Europe/London,-87.218117,-3.236511,LAX,elizabeth.brown@outlook.com,Italy,"Atlanta, India",70662,DE,Europe/London,"San Francisco, Italy",North Shore,fp_1ed45e2278285fc7,Rotterdam,Africa,Houston,Africa,noahking34@yahoo.com,Oceania,3393,curated.orders -> exports,sess_5E0EvN52EVQKiAASNaazromK0BaZYo9KWVDTh3lv,2325 Park Blvd,21.2,Data retained for 7 years,Singapore,Denver
9fbc173c69dbe2d9cd4a1175357cf7774799ffa5d0b18323d68aa8360394e917,active,Netherlands,Europe/London,North America,Female,status < 'active',r-x,OH,0739,North Shore,Paris,Antarctica,INV-532629,"New York, Germany",Europe,8.87,96.868681,JST,50.222504,105.775916,JFK,mary.williams@yahoo.com,United Kingdom,"Boston, Sweden",5360,JP,UTC,"Denver, Israel",Downtown,fp_cbddd5e1eb7e5f9b,Busan,Africa,Miami,North America,ethananderson@company.com,Oceania,1722,raw.events -> exports,sess_roh3tD4edxBcxcAoYb2KXIhTJhmEqVk2jzbKRnuw,5597 Elm St,32.2,MFA required for admin,Singapore,Dallas
ece27ff56a971873b3bab183bfa973b4f7b00d011885531ffbc559ce38e620d8,active,United Kingdom,UTC,Africa,Female,status != 'prod',rwx,IL,218,North Shore,Berlin,Africa,INV-309061,"Los Angeles, France",South America,6.61,71.276537,CET,7.053859,126.888136,ORD,elizabeth.martinez@yahoo.com,Mexico,"San Francisco, Sweden",93525,IN,JST,"Los Angeles, Sweden",East Side,fp_fc8d8164c4dce024,Busan,Europe,Chicago,Europe,patriciarodriguez@gmail.com,Africa,4155,staging.orders -> reports,sess_YzOcP8bBCTgI00USdaFEuEkw6VM6u2nkJFURusVV,9376 Oak Ave,28.1,MFA required for admin,Rotterdam,Los Angeles
8d29cef2bba6ba394e973f5f6140ec0df3dccfaee6954e4796dbe4c8e65ec761,active,Italy,EST,Europe,Female,type < '2024',read,NC,954,North Shore,Houston,Antarctica,INV-885787,"Boston, Brazil",Antarctica,2.34,-165.484799,EST,-0.618961,-88.716731,ORD,mary.martinez@yahoo.com,Germany,"Dallas, Israel",83007,DE,UTC,"Portland, Mexico",Downtown,fp_4cb8834e2643d66f,Busan,North America,Seattle,Oceania,jessica_king@gmail.com,Europe,8688,staging.events -> exports,sess_pQ3hFl60qUjZCCS7QChOFAJySVZpzPru0j7D3R2T,6437 Oak Ave,40.3,MFA required for admin,Shanghai,Tokyo
535eec16a9bdee25f9f14a474b3388ae4c56a08146637501f27871ab7ec3e112,cancelled,India,PST,North America,Male,date IN '2024',write,PA,4222,Downtown,Los Angeles,Asia,INV-175480,"Dallas, Singapore",Africa,7.8,-50.033093,UTC,-70.55238,93.636957,CDG,elizabeth.walker@yahoo.com,Italy,"Berlin, Netherlands",9890,US,EST,"Atlanta, Norway",North Shore,fp_ed38554d7efd0f7b,Singapore,Asia,New York,Africa,mason.walker@gmail.com,Asia,5271,raw.users -> analytics,sess_Av9aTeIOFQTWJmagsZz2De5lDC4A0mbTNcKlfa1l,7908 Elm St,49.7,PII encrypted at rest,Hamburg,Phoenix
424f9b967f0d4efecd35756bc933fae715404dc6027ce87a2a0f516e5a85991f,inactive,Japan,JST,North America,Male,date IN 'active',execute,FL,362,Midtown,Paris,North America,INV-622788,"London, United States",Asia,2.24,-92.60803,PST,1.839019,141.584448,LHR,jessica.clark@gmail.com,Australia,"Chicago, Singapore",95145,DE,CET,"Phoenix, Japan",Midtown,fp_2f09bd3c01f5214d,Busan,Europe,Miami,Oceania,jennifer.martin20@gmail.com,North America,4556,raw.users -> exports,sess_JFdRVUE72AgHA7FX3XJjFZeZV99avDSKpvgcyxmZ,4524 Elm St,42.0,PII encrypted at rest,Hamburg,Los Angeles
f47346f7bd3e311d943a817d0ca4e68ca36e2a2ef82b858f8fdae5bdc5739b29,completed,India,UTC,Africa,Male,date IN 'prod',execute,OH,2589,East Side,Houston,Oceania,INV-128037,"Miami, Norway",Africa,2.41,122.08913,EST,-55.229484,53.364398,LHR,john.jones@yahoo.com,United Kingdom,"Boston, South Korea",97,BR,America/New_York,"Portland, Israel",North Shore,fp_99a87ec43fc48c7b,Busan,Asia,Sydney,North America,mary_rodriguez@gmail.com,Antarctica,4469,raw.orders -> reports,sess_PfO0dDCHKv1ZX2jcxx0OBcTH6ewpPW0bi3IjgrZ1,5980 Maple Dr,7.9,PII encrypted at rest,Shanghai,Toronto
47429a43c17ad16529ab0210450e3457bfdcb46883df764d16c35d1792da16ea,cancelled,Singapore,JST,South America,Male,status = 'active',r-x,CO,1075,North Shore,Atlanta,South America,INV-291363,"San Francisco, Spain",North America,4.55,-114.594708,PST,-41.773362,17.19312,CDG,aiden.brown@gmail.com,Australia,"Tokyo, Canada",4149,CA,UTC,"Berlin, United States",West End,fp_c780762b4d317c97,Shanghai,South America,London,South America,olivia_rodriguez82@outlook.com,Oceania,7199,curated.orders -> exports,sess_7dwIPMWBXJeu6aWduc9ypMSiw7cjx7SwLC2AwASW,4076 Cedar Ln,25.7,PII encrypted at rest,Singapore,Portland
3ecf4f29d09ba0d1a265586d8d475d5a9b2a618281ac090a7ce3a16bc4449f3c,completed,Brazil,Europe/London,South America,Male,status IN 'prod',r-x,MA,006,North Shore,San Francisco,North America,INV-763645,"Dallas, Italy",North America,3.2,163.805967,UTC,-36.935216,-107.607443,LAX,lucas.young@outlook.com,United Kingdom,"Denver, Switzerland",91549,MX,UTC,"Sydney, Sweden",North Shore,fp_6df911c1a14ddea5,Shanghai,Oceania,Berlin,Oceania,liam_williams44@yahoo.com,Asia,1622,curated.users -> analytics,sess_k4b5iF80YXM76KCrJ4R8WgFfQrq35PbBoBdooqU3,8102 Maple Dr,16.0,Data retained for 7 years,Shanghai,London
039e79a248d59cf6001b4b3bad135f578eae57658dad40f079ecc910c07ee985,completed,Switzerland,JST,Asia,Female,type = 'active',r-x,IL,2607,East Side,Boston,South America,INV-223838,"Houston, Australia",Europe,1.17,-148.757589,JST,21.312419,171.276025,CDG,sarah.johnson@yahoo.com,Brazil,"Paris, Australia",22523,US,EST,"Boston, Singapore",Downtown,fp_d0c3a6aa291e3be0,Shanghai,Africa,Tokyo,Antarctica,harper_jackson@example.com,South America,4438,curated.events -> exports,sess_T8bvr4zlBAyDx6Z0n9iyewnifmvSxpb8OguvEEg5,5794 Maple Dr,71.4,MFA required for admin,Busan,Austin
4064bdd040298e1d0d80a732fb14a7d88d1b42dd30ae3d9624354f0e8bff843d,approved,France,EST,Oceania,Male,status < '2024',write,FL,990,East Side,Sydney,Antarctica,INV-511581,"Phoenix, South Korea",Asia,6.97,136.311937,America/New_York,81.140863,125.73119,NRT,susan.white@gmail.com,Brazil,"New York, United States",88068,DE,America/New_York,"Houston, India",Downtown,fp_90992e512531b4af,Rotterdam,Asia,Miami,South America,robertwilliams12@yahoo.com,Asia,6714,staging.orders -> reports,sess_IyYscCltH2PbKBQbd0LRZGGbAqUKA2FBUGYcuqPl,4356 Elm St,29.4,Data retained for 7 years,Singapore,Boston
6d072ed33cfdde66bac2d837fa7f8a5ea19dc6321a04383059eb7e8ae9aceeb2,active,France,America/New_York,Oceania,Other,status < '2024',r-x,OH,1331,East Side,Tokyo,North America,INV-514863,"Austin, Switzerland",Asia,1.71,-42.946322,UTC,-42.459704,98.289703,LAX,susan.lee@yahoo.com,Brazil,"New York, Germany",59725,FR,PST,"Miami, Spain",North Shore,fp_5155ab18febf58c1,Rotterdam,North America,Phoenix,South America,emily.thomas@gmail.com,South America,6380,curated.users -> analytics,sess_2f6RyMarLBe1FXtSUm0k58cCojs5TeDf9ocp3sRn,8717 Cedar Ln,36.2,MFA required for admin,Singapore,Paris
e1d46addc7a939e401c5eaceefc7c0964541f02fc512b80f351b5ee87a14253e,rejected,India,PST,Oceania,Male,date < 'active',execute,CO,2756,Midtown,Denver,Africa,INV-467344,"San Francisco, France",South America,9.19,65.80223,UTC,86.964726,-20.19389,LAX,linda.martinez@yahoo.com,Mexico,"Berlin, Japan",40934,IN,UTC,"Los Angeles, India",West End,fp_c2292c885a6af527,Port of LA,Oceania,Phoenix,North America,lindathomas@company.com,South America,2767,staging.orders -> reports,sess_r6vbfhwvJAYeGZbjw5P8CWDuRsCRVlOKLkvEc3fp,9104 Main St,48.5,PII encrypted at rest,Hamburg,Paris
d5e6c8e048556fd83cbf934c572f913dd7b733cc0d148d0c66077d84c4a6e459,failed,Israel,Europe/London,South America,Male,type = 'prod',rwx,NY,114,Midtown,Chicago,North America,INV-768006,"Miami, Sweden",Africa,3.5,110.767326,CET,54.635,99.187573,LHR,linda.jackson@gmail.com,India,"New York, Netherlands",94414,FR,PST,"Los Angeles, Canada",Midtown,fp_5719ca87ebce370f,Hamburg,Asia,London,Africa,james.davis@yahoo.com,South America,3640,raw.users -> analytics,sess_gOHdnAqYYWozDFExlYmw1dRcoM6npUhtGlpYbnOZ,6872 Pine Rd,11.0,PII encrypted at rest,Shanghai,San Francisco
b33264ce31f14015d7077955ef7cec226051a3f4ef7291e052edd32861fdc337,cancelled,Brazil,EST,South America,Non-binary,type != 'active',rw,NY,6446,North Shore,New York,Antarctica,INV-769121,"Denver, Brazil",Asia,6.97,87.057632,PST,-44.944764,-102.976611,SIN,linda.rodriguez@yahoo.com,France,"Austin, Singapore",16183,MX,JST,"New York, Germany",East Side,fp_0f7dbb2b865e6744,Shanghai,Antarctica,Boston,North America,amyjones@acme.org,South America,1126,raw.events -> analytics,sess_AlFRro8ZOUV1B6PqiBVNNzmKdPS8mcxjbIvqrpR2,234 Elm St,28.6,PII encrypted at rest,Singapore,Tokyo
348e95581969a21c19a9db95eb665da87301e950acb563f1c42652ea8236c97d,pending,Mexico,JST,North America,Female,date < '2024',write,FL,121,West End,San Francisco,South America,INV-691545,"Austin, United States",Oceania,8.84,96.367787,CET,71.247465,-60.451567,JFK,john.miller@yahoo.com,Mexico,"Denver, South Korea",62240,BR,CET,"Chicago, Brazil",East Side,fp_480532dbab50234a,Port of LA,Europe,New York,North America,robert.thompson@yahoo.com,Asia,1895,staging.events -> reports,sess_FYj5S7JBQpjzU4ipxDe8bMycfx6EsawX38BVgOys,7594 Elm St,78.6,PII encrypted at rest,Rotterdam,Portland
e859f14989bf317cfbe3c44475323227d372be9c42a389c6939d4e0b01391aef,inactive,Israel,CET,Antarctica,Non-binary,date = 'active',rwx,FL,4037,East Side,Denver,Oceania,INV-829575,"Tokyo, Japan",North America,2.75,-108.187841,UTC,-59.03327,-104.24024,CDG,sophia.thomas@gmail.com,Brazil,"Sydney, Israel",39145,GB,Europe/London,"Atlanta, India",South Bay,fp_ec62840589531cef,Rotterdam,North America,Dallas,Asia,emma.white27@outlook.com,Europe,8020,raw.orders -> exports,sess_esTQMo7zDA6rTWXnVU3qOdBZINxRzgNpCmXzBs4C,3608 Elm St,37.3,PII encrypted at rest,Port of LA,Phoenix
a152261e0e0342690af6c5eecc249fcf42780ea916d052a8584b16519f23e203,approved,Norway,JST,South America,Male,type = 'prod',r-x,CO,619,South Bay,Toronto,South America,INV-948386,"Miami, France",Africa,3.96,-16.114501,Europe/London,81.431438,58.854032,ORD,patricia.wright@gmail.com,Sweden,"Los Angeles, South Korea",44072,BR,PST,"Austin, Japan",East Side,fp_ca5526fcf6d29ec2,Shanghai,Asia,Denver,North America,mary_thomas@gmail.com,South America,8679,raw.orders -> analytics,sess_cYMkftJIR0R2nv5yxnN0Hn5FigyhPagrtNXs51hX,9363 Maple Dr,81.7,MFA required for admin,Singapore,Toronto
