iso_country_code,fact_blood_type,COUNTRY,postalCode,port_harbor_38,territory,field_exr,LONGITUDE,p_658,isoCountryCode,measlon,RETENTION_POLICY,score_index,timeZone,TIME_ZONE,d_coun,nation,customer_country,location_text_info,adr_line,p_abbr,address_line_v2,address_line,col_396,dim_130,LANDMARK_POI,continent,created_at,addressLine,RANK_RATING,geographic_coordinates,lon,location_text,disname,user_region_state_province,attr_635,geographicCoordinates,tz,margin,x_tax,rmta95,cron_schedule,col_brz,region_state_province_v2,KEYWORDS,user_airport,country_30,MAPPING_TRANSFORM,CONTINENT,country_raw,TITLE_PREFIX,user_longitude,col_293,attr_602,longitude_38,src_global_trade_item_number,continent_2,d_ssm,p_trans,tz_2,locationText,bnk_identification_number,landmark,country,license_terms_v2,ward,LOCATION_TEXT,addrline,src_distance,meta_pm,city_town_30,street,continent_3,col_cou,meta_nh,city_town_data,severity_level,dim_687,isocc,flight,val_252,col_lan,ppb,customer_district_borough,GEOGRAPHIC_COORDINATES,template_pattern,coords,x_fips,COUNTRY_2,subdomain,urlPiiContext,lhd6,airport_raw,adr_line_2,customer_time_zone,user_iata_code,threshold_limit_14,airport,age_14,longitude_v2,arw56,loctxt,country_2,iso_alpha_2,employee_rec,PORT_HARBOR,fact_landmark_poi,cityTown,field_cxs,landmark_poi_data,region_state_province,data_lineage,time_zone_30,field_dox,decimal_float_v2,latitude_info,time_zone_val,meta_601,bvbesn62,regionStateProvince,lat,CARD_EXPIRY_DATE,v_wj,customer_iso_country_code,REGION_STATE_PROVINCE,AIRPORT,dim_geographic_coordinates,iso_country_cd,CITY_TOWN,customer_default_value,qfee71,pmkng90,TENANT_IDENTIFIER,city,c_yc,district_borough_22,country_38,passport_num,createdat,port,src_continent,timeZone_2,dtype
US,AB-,Mexico,20584,Port of LA,OH,Big Ben,-110.830575,Busan,MX,-151.532213,7 days,2.51,JST,UTC,South Korea,Mexico,Mexico,"Berlin, Singapore",8315 Maple Dr,KJWP,3541 Oak Ave,4564 Pine Rd,North America,b226aa7f-4d3b-455f-ac80-6fefeca41e3a,Eiffel Tower,Europe,2024-09-13T22:24:25Z,5021 Pine Rd,33,"14.369463, -158.031061",-17.633313,"Tokyo, Switzerland",COVID-19,FL,Seattle,"17.158531, 132.565106",UTC,Cost-plus 25%,69-8628371,GA,52 11 * * 1-5,Q3 2025,OH,"reporting, monitoring, cloud",JFK,India,source_col -> field_b,Africa,Mexico,Rev.,-44.923529,7626 Oak Ave,LHR,55.475756,7620050210561,Antarctica,AU,Konnichiwa,CET,"Toronto, Mexico",492988,Big Ben,Italy,BSD-3-Clause,West End,"Los Angeles, Italy",7457 Elm St,3449.6,sarah.wright,Los Angeles,3896 Pine Rd,North America,United States,Shanghai,Miami,Low,ADV-54X1YAOCG8,US,ME5945,Singapore,Eiffel Tower,604.19,Midtown,"10.442894, -106.188854",{{date}} - {{event}},"5.653414, -13.025904",35636,Japan,example.com,https://example.com/users/0766cea7/profile,5089 Oak Ave,CDG,5514 Park Blvd,America/New_York,JBE,warn=2744,ORD,107,102.641022,Austin,"Boston, United States",Japan,BR,EMP-63943,Shanghai,Big Ben,Austin,Statue of Liberty,Eiffel Tower,MA,raw.users -> reports,PST,5785 Park Blvd,1683.6808,-86.583615,Europe/London,SFO,Europe/London,GA,"-84.505643, 30.571955",02/29,cancelled,MX,OH,SFO,"-31.241807, -132.058334",JP,San Francisco,'',Switzerland,South Korea,tenant-013,Miami,1UFKGJQM3Q6UAQ9VL7TA,Midtown,Israel,I34063702,2023-03-07 02:24:57,Hamburg,Antarctica,EST,delete
JP,B-,Sweden,FT4 6QT,Shanghai,TX,Golden Gate Bridge,77.146809,Rotterdam,IN,-46.645464,7 years,9.55,JST,JST,Canada,Switzerland,United States,"Paris, Japan",1090 Pine Rd,QB,4982 Maple Dr,5043 Maple Dr,Europe,c4e92cfb-fc0c-44d0-aa63-1da8bc664134,Golden Gate Bridge,South America,2022-02-14T03:00:35Z,6282 Elm St,56,"34.070213, -91.922244",-176.879035,"Miami, Canada",Diabetes Mellitus,NY,New York,"52.747069, -8.42736",CET,Cost-plus 25%,47-3986385,NC,"29 21 * * 0,6",Q1 2020,FL,"analytics, compliance, scalability, automation, cloud",SFO,South Korea,source_col -> field_b,North America,Mexico,Rev.,164.410253,1350 Cedar Ln,CDG,70.372944,5989525765334,Antarctica,JP,Namaste,America/New_York,"Sydney, Norway",465424,Statue of Liberty,Switzerland,GPL-3.0,South Bay,"Chicago, United States",1328 Maple Dr,2782.6,oliver.young,New York,7506 Main St,Europe,Mexico,Singapore,Denver,High,ADV-YC3ZXL5C96,US,FH1759,Singapore,Golden Gate Bridge,328.82,South Bay,"-85.543887, 5.046369",Dear {{customer}},"-16.870352, 98.289898",42524,Japan,data.io,https://example.com/users/6582cf23/profile,480 Maple Dr,SIN,6983 Park Blvd,JST,OUI,max=4542,ORD,49,-155.942378,San Francisco,"Portland, Brazil",Singapore,US,EMP-42591,Singapore,Eiffel Tower,Chicago,Central Park,Big Ben,MA,staging.users -> analytics,UTC,6348 Main St,910.5736,-14.674531,CET,ORD,UTC,IL,"-89.415969, -43.466975",10/24,completed,JP,WA,JFK,"88.998998, -156.973187",MX,Austin,CURRENT_TIMESTAMP,United Kingdom,Japan,tenant-045,Los Angeles,3ZES1Q3YOIVFS5QRKMOT,East Side,Israel,Z44317562,2020-10-28 11:51:14,Singapore,Africa,EST,delete
IN,AB-,India,33150,Shanghai,TX,Big Ben,29.270667,Rotterdam,GB,-179.312958,7 days,0.98,JST,EST,Australia,Spain,Spain,"London, Sweden",4712 Cedar Ln,SZ,3218 Park Blvd,1925 Main St,Asia,5193f8f8-f46c-4c02-90b4-747e65cdb355,Eiffel Tower,Antarctica,2022-06-08T15:26:13Z,9757 Cedar Ln,10,"-89.734613, 59.704217",-15.212251,"Denver, United Kingdom",Influenza,CA,Chicago,"35.076869, 138.591489",America/New_York,Value pricing,34-9194992,FL,54 19 * * *,Q4 2026,CA,"security, performance, compliance",SIN,Israel,source_col -> field_b,Europe,Brazil,Mr.,132.443198,3676 Main St,LHR,10.474901,6237231170541,North America,FR,Hola,Europe/London,"Miami, India",601114545,Central Park,Singapore,BSD-3-Clause,East Side,"Dallas, Australia",2884 Maple Dr,897.0,lucas.johnson,Denver,4939 Oak Ave,Oceania,Israel,Busan,Denver,Low,ADV-QSG1TZ14WL,IN,FK7641,Port of LA,Statue of Liberty,599.81,Downtown,"10.474001, 17.285645",Order #{{id}},"87.687083, 94.266473",11718,Netherlands,company.net,https://example.com/users/065079bd/profile,3600 Maple Dr,JFK,614 Main St,PST,IZA,max=4499,SIN,68,-79.20589,Miami,"Sydney, Netherlands",Brazil,IN,EMP-41610,Busan,Statue of Liberty,Toronto,Eiffel Tower,Eiffel Tower,PA,raw.users -> analytics,America/New_York,9923 Cedar Ln,3218.3178,57.915004,America/New_York,NRT,CET,NC,"13.886902, 34.292486",05/28,failed,MX,TX,SIN,"-2.079275, 117.485859",DE,San Francisco,'',Australia,France,tenant-028,San Francisco,8IU01OKYI3FA3NY88O4U,East Side,Italy,R39594304,2019-09-22T22:20:05Z,Singapore,North America,Europe/London,update
BR,B-,Canada,QI5 2GQ,Shanghai,NY,Central Park,-178.427845,Busan,JP,60.567978,7 days,0.3,JST,America/New_York,Norway,Brazil,South Korea,"Tokyo, France",1914 Park Blvd,YC,12 Cedar Ln,6010 Pine Rd,Antarctica,31619416-3255-4ad0-b08b-e0465a2cead9,Big Ben,Antarctica,2019-04-17 00:42:15,4526 Maple Dr,37,"72.885721, -138.969179",22.798278,"Paris, United States",Diabetes Mellitus,NY,Chicago,"60.367164, 157.813965",CET,Cost-plus 25%,98-5799007,MA,59 14 * * 1-5,Q3 2025,TX,"monitoring, analytics",LAX,United States,source_col -> target_col,South America,Netherlands,Ms.,-94.984727,1422 Main St,JFK,-3.584063,0807308155118,North America,MX,Namaste,JST,"Tokyo, Canada",510926,Eiffel Tower,Mexico,CC BY 4.0,East Side,"Houston, Italy",8399 Cedar Ln,513.7,mason.thompson,Boston,4813 Elm St,South America,Mexico,Busan,Houston,Critical,ADV-MRKQ2QTYNB,BR,FO314,Port of LA,Golden Gate Bridge,502.35,South Bay,"19.264583, 76.702175",Order #{{id}},"-57.908896, 28.972366",49304,Switzerland,acme.org,https://example.com/users/4dcf3ed8/profile,7160 Cedar Ln,LAX,9929 Maple Dr,PST,AOD,min=7496,JFK,84,83.4731,Paris,"Los Angeles, Spain",South Korea,BR,EMP-14066,Busan,Eiffel Tower,Boston,Big Ben,Central Park,TX,raw.users -> reports,UTC,1602 Oak Ave,2695.8239,-81.978684,PST,CDG,EST,TX,"19.423748, -32.980746",11/30,pending,AU,PA,LHR,"20.987694, 57.484265",BR,Toronto,1,Switzerland,Spain,tenant-002,Portland,UW5A1R84NMSL0J1OWVCK,Downtown,France,Y69062288,2020-01-25 19:43:31,Hamburg,Asia,UTC,update
CA,A-,Switzerland,74547,Port of LA,IL,Eiffel Tower,107.884512,Hamburg,BR,115.022566,7 days,2.23,EST,America/New_York,France,Canada,Singapore,"Berlin, Australia",2223 Elm St,MT,9158 Oak Ave,3193 Oak Ave,North America,b1cd91c3-f1d4-4ac8-86e1-054bc5547f30,Statue of Liberty,Africa,2025-11-22 10:35:10,3831 Oak Ave,22,"18.82401, 125.967973",109.953738,"Paris, Israel",Influenza,GA,Berlin,"-76.14962, -67.844555",EST,Market-based,28-5215940,NY,31 21 * * *,Q3 2021,OH,"data, analytics",SFO,Spain,input -> output,Europe,Netherlands,Hon.,-108.794429,620 Pine Rd,LHR,-49.857267,2824160989483,Europe,IN,Konnichiwa,Europe/London,"San Francisco, France",49793,Central Park,Netherlands,GPL-3.0,East Side,"Atlanta, India",1350 Cedar Ln,8208.5,jennifer.johnson,Austin,7089 Pine Rd,North America,Spain,Shanghai,New York,Low,ADV-SSW9CUPPCC,US,UI8057,Shanghai,Big Ben,752.07,West End,"66.662992, 109.784703",Order #{{id}},"84.519707, 72.548069",31704,Norway,data.io,https://example.com/users/c29fbb43/profile,970 Maple Dr,SFO,842 Oak Ave,CET,KIL,max=8477,NRT,34,36.298401,Toronto,"Seattle, Israel",South Korea,MX,EMP-52433,Shanghai,Golden Gate Bridge,Sydney,Statue of Liberty,Central Park,CA,raw.users -> exports,CET,5259 Maple Dr,5601.5292,70.475005,UTC,JFK,JST,MA,"-46.198815, 136.197315",03/30,completed,JP,MA,LHR,"77.549452, 156.558458",IN,New York,CURRENT_TIMESTAMP,South Korea,Germany,tenant-045,Austin,UPPL1943E1RMJA072VI9,West End,Brazil,U55359182,2022-06-24T17:40:52Z,Busan,North America,Europe/London,insert
MX,AB-,Norway,63327,Hamburg,FL,Central Park,-21.029166,Port of LA,CA,35.449751,30 days,7.04,EST,CET,Canada,Italy,Japan,"Chicago, United Kingdom",3884 Park Blvd,AYBF,1375 Park Blvd,370 Maple Dr,North America,3a61d481-e5a5-4685-babc-e7c593580c79,Central Park,North America,2025-12-08 21:44:21,560 Elm St,5,"14.387413, 139.675499",-8.969918,"Phoenix, Israel",COVID-19,CA,Paris,"-20.709793, 19.547604",UTC,Value pricing,46-8396237,FL,53 0 * * 1-5,Q2 2022,CA,"monitoring, compliance, data",LAX,United Kingdom,input -> output,Asia,Sweden,Prof.,-150.263058,4498 Elm St,LAX,-172.406674,1297096956105,North America,JP,Hola,PST,"Los Angeles, Brazil",3723482,Big Ben,United States,MIT,North Shore,"Boston, France",9897 Cedar Ln,4108.1,mary.anderson,New York,9295 Elm St,North America,Israel,Rotterdam,New York,Info,ADV-V10IQMOYQQ,US,BC164,Port of LA,Golden Gate Bridge,82.37,West End,"81.94884, -55.810667",Dear {{customer}},"33.129948, -80.423148",31427,Japan,service.cloud,https://example.com/users/548e06b9/profile,37 Maple Dr,LHR,2476 Pine Rd,PST,YHF,warn=7965,LAX,115,40.436301,New York,"Paris, Brazil",South Korea,CA,EMP-25110,Hamburg,Eiffel Tower,Phoenix,Central Park,Big Ben,FL,curated.users -> reports,America/New_York,3590 Elm St,4437.0088,-42.454072,UTC,JFK,PST,FL,"82.715375, -92.32427",08/24,active,DE,IL,SFO,"33.54997, 89.467726",AU,Boston,0,Norway,Italy,tenant-027,San Francisco,A7GP77X540W84S07FPYX,East Side,United Kingdom,Q13744841,2019-03-28 08:13:15,Hamburg,Asia,CET,snapshot
CA,B+,Spain,BN2 4UE,Rotterdam,TX,Statue of Liberty,65.921252,Hamburg,BR,143.65554,indefinite,0.36,PST,CET,Brazil,Spain,Australia,"Miami, Mexico",3539 Main St,CU,4662 Oak Ave,9634 Elm St,Antarctica,79f190cd-3913-499a-b799-5907bf81bf00,Central Park,Europe,2024-05-16T08:03:50Z,548 Maple Dr,39,"-50.184358, 136.205818",105.408978,"New York, Israel",Diabetes Mellitus,WA,Atlanta,"85.90565, -151.296915",Europe/London,Cost-plus 25%,38-5659400,CA,53 4 * * *,Q1 2021,OH,"automation, monitoring",ORD,Israel,input -> target_col,Oceania,France,Prof.,-75.267803,7236 Park Blvd,JFK,105.337367,7268849004877,North America,CA,Guten Tag,UTC,"Seattle, Australia",3793194,Big Ben,Switzerland,Apache-2.0,South Bay,"Paris, India",5612 Elm St,933.4,olivia.white,Miami,3252 Park Blvd,Africa,Canada,Busan,Toronto,Low,ADV-ULO9BLVK10,MX,CQ8004,Port of LA,Eiffel Tower,619.73,Midtown,"0.531824, 145.62193",Hello {{name}},"-75.46944, -134.724661",07855,Japan,acme.org,https://example.com/users/d8393e61/profile,9175 Main St,SIN,2252 Cedar Ln,PST,DXH,min=9305,SIN,5,151.375687,Atlanta,"London, United States",Italy,FR,EMP-88772,Rotterdam,Statue of Liberty,Houston,Big Ben,Golden Gate Bridge,FL,raw.users -> reports,EST,6423 Park Blvd,9307.5725,64.32973,JST,NRT,JST,CA,"-58.496278, 44.840152",11/25,pending,FR,MA,LHR,"56.042484, -130.378587",JP,Houston,CURRENT_TIMESTAMP,Sweden,Japan,tenant-015,Dallas,GWN12WDV0LGA6P9MS04W,East Side,Israel,Q23058098,2022-12-18 06:13:06,Rotterdam,South America,CET,snapshot
IN,O+,Sweden,GB1 1VM,Shanghai,CO,Central Park,137.469179,Hamburg,GB,171.196511,7 days,2.29,JST,JST,Spain,South Korea,Japan,"New York, Sweden",6565 Elm St,HQF,5797 Oak Ave,4833 Main St,Europe,9ef5511d-7ddc-488c-8ca8-e33fde940b80,Big Ben,North America,2026-07-15T18:10:49Z,3913 Pine Rd,89,"-59.432488, -87.450849",-39.353244,"Tokyo, United States",Diabetes Mellitus,NY,Denver,"-8.000872, 93.224055",JST,Premium,53-7091240,FL,6 21 * * *,Q1 2022,CA,"automation, performance, monitoring, integration, security",LHR,Japan,input -> target_col,Oceania,Canada,Rev.,-112.965727,8092 Maple Dr,LHR,-37.126004,8671611865911,Asia,MX,Konnichiwa,Europe/London,"Miami, Spain",48934,Statue of Liberty,United States,MIT,Downtown,"Miami, Canada",6987 Cedar Ln,7677.8,emma.thomas,San Francisco,425 Elm St,South America,Switzerland,Rotterdam,Toronto,Low,ADV-N8RQ5X2UFF,JP,FP2585,Busan,Central Park,905.59,North Shore,"-62.329135, -23.368755",Hello {{name}},"-70.708628, -62.198998",07798,Australia,service.cloud,https://example.com/users/f1876d79/profile,7244 Elm St,CDG,5112 Cedar Ln,Europe/London,EOU,crit=2133,SIN,34,112.229345,Dallas,"Atlanta, Australia",India,JP,EMP-40505,Singapore,Statue of Liberty,Denver,Eiffel Tower,Eiffel Tower,NC,raw.orders -> reports,EST,458 Elm St,662.806,46.822492,America/New_York,CDG,EST,TX,"-51.858639, 116.398568",02/27,active,IN,GA,LAX,"56.511233, 91.404472",AU,Miami,CURRENT_TIMESTAMP,Singapore,Australia,tenant-009,Seattle,5VNVC0ZX1DG4YNSMM35I,East Side,Norway,P70883844,2023-08-26 20:46:29,Singapore,South America,America/New_York,upsert
MX,B+,Spain,PQ1 1UA,Busan,NC,Golden Gate Bridge,-30.847114,Busan,US,66.405823,1 year,6.86,CET,UTC,Spain,South Korea,Norway,"Dallas, Brazil",5751 Pine Rd,XRO,8306 Cedar Ln,8072 Maple Dr,Europe,85bfdcd8-278f-42e7-9852-ed3625e938f1,Eiffel Tower,Oceania,2026-05-21T13:25:25Z,542 Main St,16,"48.561075, -155.337893",-30.293674,"Dallas, Spain",COVID-19,CO,Dallas,"-10.734001, -57.517253",CET,Market-based,60-1027517,TX,4 3 * * 1-5,Q1 2026,NY,"performance, analytics, integration, security, cloud",SIN,France,source_col -> output,Antarctica,United States,Mr.,133.764003,6735 Oak Ave,JFK,86.227941,1817444142472,South America,CA,Namaste,Europe/London,"Sydney, Singapore",46948,Eiffel Tower,Spain,CC BY 4.0,South Bay,"Miami, Switzerland",671 Main St,6058.7,anna.jones,Portland,170 Park Blvd,North America,Australia,Hamburg,Miami,Critical,ADV-BZ7R06ONFX,JP,TJ2614,Busan,Eiffel Tower,55.04,Downtown,"-76.585521, 68.731527",Dear {{customer}},"-73.908792, -146.767326",47002,Japan,example.com,https://example.com/users/c9970988/profile,5364 Cedar Ln,JFK,9462 Oak Ave,Europe/London,NVF,min=5061,ORD,31,-117.814122,Houston,"Toronto, Singapore",Singapore,CA,EMP-71457,Shanghai,Statue of Liberty,Denver,Central Park,Eiffel Tower,NC,raw.orders -> reports,JST,7289 Maple Dr,480.705,-86.4658,America/New_York,LAX,JST,OH,"58.004951, -69.245581",04/25,completed,GB,CA,LHR,"-60.312771, -121.639515",BR,Seattle,null,Germany,Singapore,tenant-022,Houston,UCJRFQSMXARFWQ353G6P,South Bay,Sweden,P85878404,2023-02-17 01:41:14,Busan,South America,EST,update
US,AB+,Spain,99176,Busan,MA,Statue of Liberty,-129.528014,Busan,FR,-51.415608,7 years,3.08,PST,JST,India,Spain,Singapore,"Berlin, United Kingdom",3499 Elm St,DX,6833 Oak Ave,3827 Pine Rd,Antarctica,4c4fff4a-0d58-416a-8e18-b249aa410efa,Big Ben,Africa,2022-11-27T10:31:52Z,4224 Main St,37,"-86.465443, 145.510751",-131.896732,"Houston, Germany",Malaria,PA,Austin,"-79.663835, 88.848156",JST,Cost-plus 25%,53-8209086,WA,6 17 * * *,Q3 2023,TX,"automation, data, performance, cloud",CDG,Germany,field_a -> output,Europe,Mexico,Hon.,-80.259226,764 Main St,LHR,85.825036,3537991411456,Europe,GB,Guten Tag,CET,"Los Angeles, Israel",60113986,Big Ben,Japan,GPL-3.0,Downtown,"Miami, Canada",5269 Cedar Ln,6114.8,mary.wright,Paris,6298 Pine Rd,Antarctica,Mexico,Singapore,Portland,Medium,ADV-ZAPFR8XUOL,IN,XD1972,Port of LA,Statue of Liberty,244.75,South Bay,"-71.305748, 12.818195",Order #{{id}},"-51.85629, -19.941371",55710,Italy,company.net,https://example.com/users/d4b65d01/profile,5969 Elm St,JFK,6373 Cedar Ln,EST,RDQ,warn=6467,LHR,87,113.631572,Sydney,"San Francisco, France",Japan,MX,EMP-46950,Singapore,Eiffel Tower,Portland,Eiffel Tower,Eiffel Tower,GA,raw.orders -> analytics,America/New_York,2862 Pine Rd,9879.3227,17.612914,Europe/London,ORD,UTC,NY,"1.159724, 108.2186",12/29,active,GB,FL,JFK,"15.545872, 117.190779",IN,Portland,false,France,India,tenant-004,Berlin,C2AZTW2E73SR3WW1E3XO,East Side,Spain,Z80276320,2026-07-05 18:40:17,Busan,Oceania,CET,delete
AU,B-,Brazil,92506,Singapore,FL,Eiffel Tower,178.623138,Hamburg,IN,-89.843643,1 year,4.16,PST,EST,Israel,Germany,Israel,"Atlanta, United States",2333 Oak Ave,JRCJO,3161 Cedar Ln,6858 Park Blvd,Europe,2b69c157-130e-4b08-abb3-cba1be2809a5,Central Park,South America,2026-12-14T19:50:09Z,8650 Cedar Ln,1,"23.745645, 19.604625",38.966452,"Los Angeles, Brazil",Influenza,FL,Los Angeles,"-31.651539, -85.989233",JST,Premium,80-6718903,MA,27 18 * * *,Q1 2026,NY,"reporting, performance, scalability, monitoring",CDG,India,field_a -> field_b,South America,India,Mr.,-54.163661,4715 Park Blvd,LHR,154.500325,1884381414097,Asia,MX,Hola,CET,"Berlin, Japan",55441,Eiffel Tower,Canada,GPL-3.0,East Side,"Chicago, Singapore",6104 Maple Dr,850.2,noah.moore,Austin,3048 Elm St,Africa,Switzerland,Port of LA,Houston,Medium,ADV-J0T9LS7ZSK,GB,CF6185,Hamburg,Statue of Liberty,988.73,North Shore,"-39.670374, 144.168861",Order #{{id}},"77.140175, 3.628217",47405,France,company.net,https://example.com/users/8e42bb68/profile,1105 Park Blvd,JFK,4650 Maple Dr,America/New_York,YOK,max=7348,SIN,13,120.066078,Seattle,"Tokyo, Switzerland",Brazil,DE,EMP-40026,Port of LA,Central Park,Portland,Golden Gate Bridge,Big Ben,MA,raw.events -> exports,Europe/London,4974 Park Blvd,4321.9907,65.149628,CET,CDG,UTC,WA,"26.209011, -24.371516",06/28,cancelled,BR,WA,CDG,"26.621009, -88.716849",CA,Portland,false,India,Singapore,tenant-004,Sydney,VP8I072M6AOC4NSGCJ09,Downtown,India,O59662797,2023-07-14T23:54:14Z,Hamburg,South America,America/New_York,upsert
DE,B-,Mexico,ST2 2RD,Shanghai,OH,Statue of Liberty,170.099071,Rotterdam,BR,173.479468,1 year,4.05,UTC,Europe/London,Singapore,Italy,India,"New York, Singapore",3733 Cedar Ln,DRSQ,7104 Park Blvd,4471 Elm St,Africa,174dfff5-8b80-4a76-a6d5-11f6df3cdecf,Statue of Liberty,Oceania,2019-03-10T02:38:08Z,5798 Elm St,42,"-61.483944, 88.120489",110.970051,"Phoenix, Germany",Diabetes Mellitus,MA,London,"-72.399224, -29.346717",America/New_York,Cost-plus 25%,65-1599370,PA,"29 11 * * 0,6",Q3 2022,NY,"cloud, security, performance, compliance",ORD,Spain,field_a -> output,Antarctica,Switzerland,Ms.,112.872921,6785 Oak Ave,SIN,-142.953586,9301765713680,South America,BR,Hola,PST,"San Francisco, United States",458130,Golden Gate Bridge,Israel,Apache-2.0,East Side,"Denver, Switzerland",9800 Pine Rd,6284.1,olivia.walker,Portland,3883 Cedar Ln,Antarctica,Israel,Singapore,Phoenix,High,ADV-XXSFA4897T,CA,AF9789,Busan,Golden Gate Bridge,702.95,East Side,"-13.537263, 6.278599",{{date}} - {{event}},"-42.565873, -158.672656",39728,Brazil,example.com,https://example.com/users/01585053/profile,300 Oak Ave,SFO,9843 Oak Ave,CET,HCB,crit=5936,LHR,48,-48.783636,Paris,"Austin, India",Mexico,CA,EMP-92261,Hamburg,Statue of Liberty,London,Golden Gate Bridge,Statue of Liberty,CO,staging.events -> exports,UTC,6880 Main St,612.7957,-46.59251,Europe/London,LAX,EST,FL,"-80.761125, -52.484674",05/28,cancelled,DE,NY,JFK,"27.723556, 89.000798",AU,San Francisco,CURRENT_TIMESTAMP,Brazil,Spain,tenant-027,Austin,E6MYVK68O3IYWM5LAETP,East Side,Canada,S88560020,2025-01-23T09:23:22Z,Rotterdam,Asia,EST,delete
AU,O+,Singapore,42324,Busan,NY,Golden Gate Bridge,171.550133,Busan,JP,-91.389875,7 years,8.33,EST,CET,India,United Kingdom,Switzerland,"Phoenix, Australia",2204 Park Blvd,JPOC,3080 Elm St,9811 Cedar Ln,South America,3d14378e-39f6-40f6-be33-f2e1f73dc213,Big Ben,Asia,2018-10-12 20:27:05,578 Park Blvd,66,"68.293128, -48.633405",-126.689049,"Denver, Australia",Diabetes Mellitus,IL,Paris,"-59.690796, 26.875831",CET,Cost-plus 25%,81-2920023,MA,50 17 * * *,Q2 2025,TX,"automation, analytics",LAX,France,source_col -> output,Asia,Mexico,Mrs.,32.030809,3948 Oak Ave,NRT,-135.475497,6347057075399,Africa,GB,Hola,Europe/London,"New York, South Korea",373582,Statue of Liberty,Singapore,MIT,Downtown,"Toronto, Germany",8463 Cedar Ln,3493.9,noah.jones,San Francisco,5155 Maple Dr,Oceania,Spain,Hamburg,Phoenix,Info,ADV-INFE8AK7XG,IN,UN7109,Port of LA,Big Ben,19.62,Downtown,"24.484535, -45.985369",Hello {{name}},"58.391961, -0.641854",45116,Norway,data.io,https://example.com/users/6322b7a2/profile,7342 Elm St,NRT,9038 Park Blvd,JST,RJD,warn=5215,CDG,118,9.599667,Atlanta,"Portland, Norway",Mexico,MX,EMP-96166,Rotterdam,Central Park,Chicago,Central Park,Central Park,CO,staging.events -> exports,PST,4500 Cedar Ln,6253.7705,76.090565,CET,SFO,America/New_York,IL,"32.610554, -6.542219",01/29,approved,AU,WA,ORD,"44.225177, -3.499608",AU,Boston,1,France,Australia,tenant-030,Sydney,C15H1Y58USPDIZHNGV1K,Midtown,Israel,V28680730,2018-04-19 09:11:19,Hamburg,South America,EST,delete
CA,O+,Germany,98712,Rotterdam,NC,Statue of Liberty,126.561637,Rotterdam,CA,19.068821,indefinite,0.75,JST,JST,India,Netherlands,Sweden,"Boston, Israel",5637 Pine Rd,YM,2526 Oak Ave,9978 Cedar Ln,Africa,f6011f60-236d-413d-a12f-e52467e61ba9,Big Ben,Asia,2025-08-19T08:32:13Z,6068 Park Blvd,86,"69.799974, -14.469141",-34.6199,"San Francisco, Norway",Influenza,CO,Phoenix,"-13.553603, 124.473231",UTC,Market-based,97-1413822,CO,0 8 * * *,Q1 2020,OH,"reporting, data",LAX,Italy,field_a -> output,Africa,India,Mrs.,29.728259,9073 Park Blvd,CDG,-136.29257,3737300099361,Africa,DE,Namaste,America/New_York,"San Francisco, France",60115675,Statue of Liberty,Sweden,GPL-3.0,West End,"New York, Sweden",5881 Cedar Ln,6005.4,david.harris,Portland,3258 Maple Dr,Oceania,Australia,Hamburg,Phoenix,Info,ADV-1L3D662E7R,FR,JV1084,Hamburg,Statue of Liberty,551.32,South Bay,"-71.970616, -98.360206",Hello {{name}},"-43.46948, -147.901238",45004,Israel,company.net,https://example.com/users/9b34e6d6/profile,4477 Elm St,LHR,9612 Oak Ave,EST,ZCB,min=1875,JFK,51,-134.587435,New York,"Chicago, South Korea",Israel,US,EMP-83961,Singapore,Central Park,Tokyo,Golden Gate Bridge,Eiffel Tower,MA,staging.events -> analytics,CET,6777 Oak Ave,8866.1613,-71.773703,UTC,ORD,Europe/London,OH,"-85.332772, -147.651908",04/25,inactive,AU,FL,SIN,"69.154324, -51.099804",GB,Toronto,null,Italy,Canada,tenant-043,Houston,4GQ62N74M964EV9XWTYU,North Shore,Israel,O25808349,2024-10-20 14:54:20,Singapore,Asia,UTC,update
