postalcd,corr,subject_line,ise74,decimal_float_raw,energy,lbpoq47,customer_feature_vector,ALLERGY,sciname,MODIFIED_AT,caption,decimal_float,encoding_6,dim_numeric_range,attr_word_,fact_data_lineage,association,feature_vector_6,nullable_flag_v2,feature_vector_field,raw_correlation,word_embedding_6,val_corre,employeeRecord,image_embedding,CRYPTOCURRENCY_ADDRESS,word_embedding_v2,ordinal_position_v2,SSH_KEY,latitude_data,attr_zi,field_featu,DIGITAL_CERTIFICATE,mean,ohccdp37,SONG_TRACK_TITLE,correlation_raw,f_mbto,dim_integer,gender_pii_data,fact_category,src_length,v_ixgu,attr_issn,raw_iso_currency_code,RISK_LEVEL,nullable_flag,v_su
ZR6 9SZ,0.4238,Executive Analysis 2022,"[-0.4009, -0.2943, 0.334, 0.0038, 0.1774, -0.0309, -0.2713, -0.838]",4860.3786,52956.6,6.6307,"[0.622, 0.9926, 0.54, 0.8453, 0.8202, 0.2944, 0.2073, 0.7978]",Peanuts,Homo sapiens,2024-07-23 07:00:16,Figure 12: Overview,1974.2357,ISO-8859-1,3-64,"[0.6724, -0.2571, 0.9247, -0.9808, 0.5592, -1.0009, 1.2613, -1.7047]",curated.orders -> reports,0.611,"[0.0399, 0.5875, 0.1745, 0.6674, 0.2736, 0.7161, 0.0723, 0.662]",NO,"[0.5647, 0.1675, 0.6264, 0.1177, 0.8019, 0.4998, 0.6938, 0.7723]",0.5298,"[2.9848, -1.2655, -0.7644, 0.6665, 1.1435, 0.4736, 0.3258, 0.9174]",0.1119,EMP-62206,"[0.5903, -0.5873, -0.0143, 0.0584, -0.5912, 0.0296, 0.8291, 0.2083]",0x5d694691ab184dadee32f4e64e1d8d3e78294529,"[-0.2058, 0.3208, -0.6366, 0.6396, -0.1103, 1.3807, -0.7064, -1.1762]",271,ssh-rsa YdOlfSy5/VUxrZI+jxbgIRU8iKZUZci0GyQcTFJc5T4v=,-31.243872,-53.0705,"[0.6903, 0.7331, 0.6462, 0.0728, 0.2072, 0.5372, 0.8834, 0.8983]","-----BEGIN CERTIFICATE-----
f+Yg8YKnJBctPANB7oJiXB33lM9pcKN16U5b+sNt5T/Fo7NJWliH0LicuZHOBmJw
-----END CERTIFICATE-----",-60.1093,"[0.1428, 0.837, 0.127, -0.1687, 0.1987, -0.817, -0.7035, -0.1422]",Bohemian Rhapsody,-0.2615,724,4058,Other,Services,394.85,28-97,8922-8746,CHF,Negligible,false,"[0.8253, 0.1152, -0.1501, 0.5101, -0.3433, -0.2411, -0.0111, -0.3165]"
65440,0.7135,Quarterly Review 2020,"[-0.3965, 0.5276, 0.4513, 0.0439, -0.6695, -0.1308, -0.6584, -0.1072]",9303.4239,55495.9,2.8586,"[0.4532, 0.3064, 0.0525, 0.2403, 0.0612, 0.3038, 0.7299, 0.628]",None,Homo sapiens,2021-09-25T14:47:15Z,Figure 1: Comparison,5903.0089,ASCII,33-55,"[-1.0683, -0.0851, -1.0303, -0.3888, -0.4718, -1.6775, 1.8726, -0.2487]",curated.users -> exports,-0.4637,"[0.9678, 0.6611, 0.2216, 0.3045, 0.9, 0.0283, 0.0359, 0.2121]",NO,"[0.8621, 0.2496, 0.2306, 0.9754, 0.5384, 0.207, 0.4981, 0.9694]",-0.5769,"[0.133, 0.955, -1.239, -0.4291, 0.3139, 0.0327, -1.0716, -0.1299]",-0.0452,EMP-89939,"[0.1113, -0.6153, 0.1326, 0.349, -0.7847, -0.0759, 0.0357, 0.8105]",0xdac30ae455000b14b0141a85ab60b59bc578e8b0,"[0.242, 0.4309, -0.8852, -0.6423, -0.3372, 0.5802, 2.1442, -2.2617]",538,ssh-rsa ARDCn5C1Hw0B8IGVZVdcCgfPl7YmEV/x+R2ox5eWHTLm=,65.346073,-51.3558,"[0.0536, 0.4602, 0.988, 0.5241, 0.4221, 0.0033, 0.9011, 0.4658]","-----BEGIN CERTIFICATE-----
jwC7yZjNAHT4lzayChTauLQ0RxoOJPoWtDcmaNN+iOew/Vv58A3p1khh1J+8un1+
-----END CERTIFICATE-----",72.8538,"[0.3885, 0.1818, -0.1523, -0.1822, 0.2359, 1.1581, 1.1349, -0.2283]",Bohemian Rhapsody,-0.5756,571,7814,Female,Food,164.65,43-56,2746-5856,CHF,Critical,NO,"[-0.2044, -0.3136, -0.4565, 0.0519, -0.3106, -0.7679, 0.1805, -0.5289]"
ID1 8KT,-0.1642,Annual Analysis 2024,"[-0.5724, 0.3487, -0.4725, -0.4488, 0.3484, 0.5456, 0.4474, -0.0332]",-702.0697,41166.6,17.5376,"[0.0663, 0.5951, 0.4449, 0.603, 0.0087, 0.2572, 0.6483, 0.8545]",Peanuts,Homo sapiens,2022-06-26T13:50:14Z,Figure 12: Distribution,232.9899,UTF-16,11-97,"[-0.8451, 0.7866, -1.2296, 0.4379, 0.0497, 1.119, -0.7277, 0.4365]",staging.orders -> exports,0.0861,"[0.816, 0.8215, 0.7454, 0.3425, 0.7432, 0.8517, 0.2571, 0.2457]",YES,"[0.8296, 0.3133, 0.3277, 0.1717, 0.0463, 0.1584, 0.0006, 0.4814]",0.1422,"[-1.7829, -0.4633, -0.5507, -0.2706, 1.056, -0.8567, -0.4961, 0.3514]",-0.305,EMP-27257,"[-0.0933, -0.3378, -0.0403, 0.662, -0.0175, 0.4051, 0.1292, 0.194]",0xf3e93a837716ecd965b24633d484fd00227e40c7,"[0.9638, 1.3285, -1.1578, -1.1594, -0.3508, -0.9021, 1.12, 0.4083]",721,ssh-rsa ABhMITvddtFa7S/VfH//0y1ys1hRtLArQ1c21G3aNn5U=,69.056983,-71.6519,"[0.1658, 0.1585, 0.8379, 0.8912, 0.4121, 0.2102, 0.4584, 0.3125]","-----BEGIN CERTIFICATE-----
bCZCjb+aSRf1ahmdZxtbRIt6W5pSG7QRF8yELSLMr6cPzHXzmXFtRmOl56aVMP98
-----END CERTIFICATE-----",30.5019,"[0.4911, -0.015, -0.0367, -0.474, -0.1375, 0.2175, -0.3178, -0.7454]",Hotel California,-0.8056,314,8367,Male,Clothing,492.19,37-70,5638-5405,INR,High,YES,"[1.0879, -0.7933, 0.5879, -0.5885, 0.0641, 0.1164, 0.085, -0.3464]"
73403,0.4601,Executive Analysis 2025,"[-1.3764, -0.0138, -0.5793, 0.4985, 0.2401, -2.1448, -0.0158, -0.3315]",7109.8451,54028.2,16.0969,"[0.3285, 0.1189, 0.9254, 0.0179, 0.5224, 0.6993, 0.1, 0.5229]",Penicillin,E. coli,2019-02-18T03:42:25Z,Figure 8: Comparison,6667.4058,Latin-1,23-83,"[-0.055, 0.9543, -0.5142, -0.8499, 0.157, 0.3882, -2.0254, -0.462]",staging.events -> analytics,-0.2909,"[0.7759, 0.9976, 0.7396, 0.873, 0.083, 0.0412, 0.4294, 0.4773]",false,"[0.51, 0.3836, 0.7974, 0.0429, 0.2811, 0.8295, 0.3223, 0.5572]",0.9832,"[-0.1036, -0.2191, -2.2515, -0.3737, -0.2274, 0.2338, -0.2003, 0.4476]",0.9553,EMP-54934,"[-0.2969, 0.0022, -0.2785, -0.9629, 0.5415, 0.2606, 0.5927, 0.2414]",0x7465041f20495672962bfd0b04fc044f4896f013,"[0.587, 0.963, 0.3248, 0.2897, -1.9301, 0.5382, 0.1337, 0.1868]",590,ssh-rsa S6f37FcXYfyAwJUHQMez8fLK5bG3vV/mczsSS4KcbC9B=,-29.34006,-13.5211,"[0.9916, 0.2496, 0.4902, 0.795, 0.0603, 0.693, 0.6937, 0.2554]","-----BEGIN CERTIFICATE-----
ifiSGC/diOvT86ySNvb0/UxEn7eQEbA7x4/eWtkipqq+t/0uSc31rb8sQz8ihLhy
-----END CERTIFICATE-----",21.9405,"[0.1421, -0.7509, 0.0916, 0.0074, 0.2902, 0.1865, 0.03, -0.4402]",Hotel California,0.7562,434,9966,Other,Software,232.12,22-73,9463-6462,CHF,Critical,true,"[-0.749, 0.1172, 0.4, -0.2412, 0.0135, -1.3525, 0.6759, 0.2318]"
11851,-0.1233,Executive Analysis 2025,"[0.2658, -0.5334, -0.7194, -0.3013, 0.3784, 0.3265, 0.3372, 0.4278]",4718.0904,67389.6,2.4311,"[0.4191, 0.3896, 0.2051, 0.3708, 0.8048, 0.8062, 0.6042, 0.7785]",None,C6H12O6,2025-08-05 05:47:39,Figure 14: Distribution,8982.0862,Latin-1,15-80,"[-0.116, 0.1676, -0.7392, -0.7557, -1.1456, 1.1387, -0.7742, 0.3471]",curated.users -> analytics,0.8356,"[0.1736, 0.8226, 0.1234, 0.1063, 0.1824, 0.0542, 0.8584, 0.9151]",YES,"[0.4472, 0.5708, 0.6469, 0.6083, 0.0586, 0.4583, 0.7693, 0.1963]",0.4672,"[0.3053, 0.5946, -1.3441, -0.016, -1.6893, -0.4483, -1.0729, -0.1233]",-0.1906,EMP-20223,"[0.3495, -0.1242, 0.6993, 0.0447, 0.0499, 0.6965, -0.8403, 0.154]",0x8942daf25a2e3ac97385932d5df58a287f33d241,"[-0.9942, 3.416, -0.7496, -0.7788, -1.4374, 0.2383, 1.7796, -1.233]",255,ssh-rsa lD8Wb7Ict+9bt4LlOLocXkUe+QooGWBgBhRrcZOdY+B+=,22.241039,-45.3848,"[0.3773, 0.2393, 0.755, 0.6931, 0.0409, 0.7795, 0.3248, 0.3934]","-----BEGIN CERTIFICATE-----
qIkQy8LeCcbYoApAqOyRuez/1LCO4UscVWg8s2Hig6KW/CDt/5gwr55/NHIfwnZe
-----END CERTIFICATE-----",-90.6575,"[0.2187, -0.0701, -0.2796, -0.0549, 0.0882, 0.8606, 0.4144, 0.6056]",Stairway to Heaven,-0.7487,381,1550,Male,Food,376.54,28-59,1594-9947,CAD,Critical,YES,"[0.1511, -0.3536, 0.8782, 0.351, -0.1222, -0.8663, 0.3546, 0.2144]"
NS5 1OM,-0.728,Annual Review 2021,"[0.4441, -0.1421, 0.635, 0.1566, -1.0008, 0.3088, 0.2308, 0.0141]",3127.4196,11527.4,32.9568,"[0.1376, 0.6116, 0.868, 0.365, 0.508, 0.2038, 0.9469, 0.5363]",Pollen,H2O,2023-07-24T07:51:24Z,Figure 12: Timeline,5824.0798,ASCII,33-52,"[0.6808, -0.105, -0.5242, -0.5752, -0.6754, -1.5208, 0.8119, -0.4549]",curated.orders -> analytics,-0.2905,"[0.3431, 0.6161, 0.4972, 0.0264, 0.5035, 0.5653, 0.9793, 0.1077]",NO,"[0.4578, 0.4825, 0.5543, 0.2744, 0.4555, 0.246, 0.4167, 0.9291]",-0.856,"[-0.2455, -0.5521, -0.7895, -0.2666, -0.9866, -0.1926, 0.754, 0.5]",0.3887,EMP-36755,"[0.9117, -0.733, -0.0572, -0.0489, -0.1563, -0.3278, 0.2475, 1.0355]",0xe3b236b61e61acb1b46918e662c2d80bc4386965,"[0.8396, -0.3059, -0.2983, -0.3787, -0.5758, -0.4465, 0.2405, 1.0975]",301,ssh-rsa HaI0Zm5kSRh4pZp7FpqXGoTJdUuJjkEvxIq6Q2BI2Lku=,20.731111,49.3685,"[0.018, 0.2522, 0.2545, 0.1256, 0.9913, 0.6743, 0.5451, 0.7879]","-----BEGIN CERTIFICATE-----
ZgQutn4+Neb3PGZ9tRuf6VCc2aQJlOV4E/f8CZpGLxNjVHgw0sAgDTeVxU4PEQQD
-----END CERTIFICATE-----",-36.6785,"[-0.3509, 0.2671, -1.3069, 0.0354, 0.5347, -0.3159, -0.0795, -0.6943]",Stairway to Heaven,0.6816,372,1116,Other,Clothing,903.6,36-97,6847-1483,GBP,Low,false,"[-0.3649, 0.1004, -0.273, 0.0556, -0.0196, -0.41, -0.5675, -0.119]"
74036,-0.5907,Executive Report 2021,"[-0.6803, -0.3513, -0.0098, 0.611, 0.4471, 0.5224, -0.0486, -0.633]",3250.0529,71155.9,41.3906,"[0.3526, 0.3864, 0.8914, 0.3689, 0.64, 0.6124, 0.1615, 0.9829]",Latex,Fe2O3,2026-04-15 20:50:39,Figure 5: Timeline,-731.1851,UTF-8,16-57,"[-0.7792, 0.1173, 0.0039, 0.217, -0.7445, 0.8933, -0.564, -1.1566]",raw.events -> analytics,0.7591,"[0.074, 0.8707, 0.626, 0.0903, 0.4265, 0.0316, 0.6695, 0.2088]",YES,"[0.9685, 0.0742, 0.9297, 0.6767, 0.8196, 0.478, 0.081, 0.222]",-0.9858,"[-0.6224, 0.3756, 1.9924, 0.8905, 0.4948, -0.6769, -0.4922, 0.9417]",-0.0543,EMP-51161,"[0.3685, 0.2163, 0.237, -0.601, 0.3007, 0.2989, -0.4902, 0.2192]",0x301378cd16a6d479f6cc92de81be9e7e1d9a01bb,"[-0.0255, -0.1639, -0.7975, 1.3244, -1.2339, 1.5732, -0.5603, 0.848]",789,ssh-rsa 9t8CrFekyu+oRAXKr0choY1rCmiJ7o37C1vHENytkJ2W=,-69.285535,60.2794,"[0.4095, 0.4094, 0.6533, 0.1679, 0.0587, 0.3938, 0.2801, 0.0093]","-----BEGIN CERTIFICATE-----
gMP2Jaojk32G/LvrNy6hzExcsyA9DEohV9BHXLtTSoS1zvvuewT/kDQ3JtOOyhUd
-----END CERTIFICATE-----",75.0623,"[-0.4001, -0.8622, -0.4386, -0.2075, -0.576, -0.585, 0.3207, -0.5723]",Yesterday,-0.9387,64,3686,Female,Hardware,580.58,16-65,3374-4024,JPY,High,NO,"[0.1753, -0.5467, -1.0174, -0.1917, -0.5824, -0.6723, -0.0903, -0.5007]"
99960,0.1986,Executive Summary 2020,"[-0.6921, 0.1812, -0.0496, 0.6963, 0.1198, 0.7995, -0.3336, 0.3902]",7374.5063,55920.6,18.1368,"[0.9976, 0.1918, 0.8939, 0.9489, 0.0881, 0.0771, 0.1258, 0.6726]",Shellfish,C6H12O6,2018-03-12T16:33:36Z,Figure 19: Timeline,122.3009,UTF-8,29-95,"[-0.7345, -0.2602, -0.4821, -1.225, 1.0396, -1.4316, -1.6728, 1.5022]",curated.events -> analytics,-0.0949,"[0.6182, 0.1516, 0.717, 0.4566, 0.1496, 0.6706, 0.3906, 0.3183]",YES,"[0.118, 0.9865, 0.7902, 0.7016, 0.1257, 0.2643, 0.5326, 0.4194]",-0.3218,"[-1.2515, -1.1481, -0.7391, 0.5687, 1.3221, -0.9479, 1.8446, 0.5233]",0.4967,EMP-46603,"[0.5371, -0.2734, 0.1096, 0.6771, 0.0194, -0.645, -0.1349, -0.2731]",0xbba5cc15c4de7d751dc2fd313e06656f122e4b4a,"[-1.01, -0.2992, 0.3611, 2.4342, -1.9623, -0.8164, 0.417, -0.4291]",823,ssh-rsa DpB+laZdFk3KfOEAlKjpBPWHuqAFjTmtCEo/ZEAhGtf0=,-10.312595,24.3196,"[0.9202, 0.1581, 0.499, 0.2869, 0.6781, 0.8762, 0.3154, 0.7541]","-----BEGIN CERTIFICATE-----
nmj0hwyqL30Le+6zryyhRG0hpchbpvRTk1thFGhlFFwf9fwCYWMv6OytTW26QO3U
-----END CERTIFICATE-----",19.1562,"[-0.6798, 0.5332, -0.2119, 0.1169, -0.0722, 0.3472, -0.8257, -0.6211]",Bohemian Rhapsody,0.2748,793,9315,Non-binary,Food,973.55,25-96,5342-9379,INR,High,false,"[0.181, 0.0029, -0.8199, -0.2088, 0.9234, -0.0768, 0.0286, 0.5412]"
OW6 2QN,0.1363,Technical Review 2024,"[-0.3026, -0.1567, -0.0315, -0.7159, 0.6798, -0.4241, 0.4697, -0.0996]",4378.0142,25938.9,22.7602,"[0.7326, 0.5516, 0.724, 0.8519, 0.7629, 0.0057, 0.9367, 0.5989]",Pollen,NaCl,2020-09-05 00:04:39,Figure 13: Timeline,6588.5996,UTF-8,40-51,"[1.094, -0.7118, -2.0552, 2.0135, 1.3774, -0.543, -1.2958, 0.484]",curated.orders -> reports,-0.3854,"[0.2553, 0.8729, 0.4634, 0.5907, 0.5465, 0.4962, 0.4086, 0.7542]",false,"[0.8352, 0.8698, 0.4038, 0.042, 0.581, 0.9762, 0.4901, 0.5262]",-0.9916,"[-1.0695, -0.5302, 1.8159, -1.5083, -1.0525, -1.0094, 0.1287, 0.0123]",0.1237,EMP-70820,"[0.9556, -1.1497, -0.064, -0.2428, -0.5302, 0.1946, -0.5421, -0.4056]",0x1c91aec110ba5210f33fb4d1ed728a77e26a8006,"[1.7256, 1.9315, 0.5704, -0.3071, -0.5878, -1.2594, 1.1332, -0.8798]",571,ssh-rsa EeO+pyYkMwU21MambmT72bXXRQeleBWJU9E8adj9DiFS=,7.604674,51.0055,"[0.1862, 0.5131, 0.7231, 0.1646, 0.0002, 0.2858, 0.9378, 0.134]","-----BEGIN CERTIFICATE-----
EiSD1zjlZ+jPPVQ8kCEvvFiKi+ACd7Ep+M+GUxZWmuUQlcVTh6xcvsUJOhU52bVF
-----END CERTIFICATE-----",-98.4678,"[0.2047, -0.0267, 0.0187, -0.0329, 0.8813, 0.4339, -0.2792, 1.0502]",Hotel California,-0.6504,441,8315,Male,Hardware,882.22,30-68,8132-9305,GBP,Critical,false,"[0.0844, -0.3951, -0.1075, -0.1993, -0.4454, 0.3906, 0.0565, 0.2938]"
93667,0.5225,Executive Report 2020,"[-0.7319, 0.595, 0.2693, 0.0856, 0.299, 0.4293, -0.6347, -0.5129]",6963.6347,61638.0,23.6342,"[0.3202, 0.2075, 0.302, 0.4716, 0.9583, 0.3625, 0.3968, 0.6097]",Peanuts,E. coli,2019-06-17 19:48:01,Figure 12: Distribution,5747.534,ISO-8859-1,3-99,"[-1.8011, -0.6037, -1.6093, 0.9206, -1.0178, 0.3224, 0.0121, -0.029]",raw.orders -> exports,-0.8999,"[0.0085, 0.6747, 0.9834, 0.0641, 0.274, 0.1384, 0.8958, 0.4738]",false,"[0.3928, 0.1904, 0.2537, 0.712, 0.2804, 0.545, 0.6538, 0.5947]",0.3189,"[-1.2509, -0.3497, 0.1464, 1.2588, 1.1838, 0.5533, 0.0365, -0.7516]",-0.6807,EMP-17167,"[-0.0256, 0.216, 0.0156, -0.3131, -0.7078, -0.8705, 1.0507, 0.3861]",0x3900638f96caeb5c43537d0fc7fa4e8a3d997d15,"[1.0267, 0.1232, 0.4646, 0.3765, 0.6559, 0.0099, -1.6369, 0.0514]",880,ssh-rsa 03J01grjiOLG4I5G3VuRivgz9V++2y7orQLWmfwa4cra=,-28.35609,-68.6723,"[0.2588, 0.0145, 0.2288, 0.5614, 0.5485, 0.5527, 0.044, 0.6869]","-----BEGIN CERTIFICATE-----
QRPyMVYhmb+SbvGC0ltjbMZaVwNEPSHQciBcC1wI8UI4BvnTTaljai+GTLug+0+O
-----END CERTIFICATE-----",-59.0155,"[-0.5893, 0.6022, 0.4604, 0.6345, -0.5148, -0.0898, -0.0701, 0.3886]",Hotel California,0.6484,395,1034,Non-binary,Clothing,505.47,23-63,9820-3773,CHF,Medium,YES,"[-0.2642, -0.4987, -0.1987, -0.3463, -0.1926, -0.3594, 0.2031, 0.3935]"
48377,-0.8372,Quarterly Review 2022,"[0.1222, 0.3352, 0.0059, 0.2343, 0.2659, -0.4739, 0.6864, -0.5419]",309.8106,14786.1,13.3951,"[0.1877, 0.5536, 0.2982, 0.8428, 0.3106, 0.0907, 0.0819, 0.1624]",Penicillin,C6H12O6,2020-10-25T09:20:12Z,Figure 19: Comparison,403.8452,UTF-16,29-55,"[0.7089, 0.0466, 0.6656, 1.6211, 1.0178, -0.2337, 0.8289, -1.3691]",curated.events -> reports,-0.0976,"[0.1261, 0.0515, 0.6983, 0.1881, 0.2823, 0.088, 0.9944, 0.7063]",true,"[0.6534, 0.5186, 0.7098, 0.7813, 0.5443, 0.1419, 0.8036, 0.5707]",-0.9377,"[-0.0305, -0.239, -0.1183, 0.7025, -0.1764, -1.2626, -0.8176, -1.6567]",-0.96,EMP-88796,"[0.5547, -0.5268, -0.2039, -0.6501, 0.0926, -0.2328, 0.4176, 0.2406]",0x9dac559a64aa184a6e7db457d4478d185364e17a,"[0.1837, -0.7763, 0.2734, -1.9869, -0.4891, 1.376, -0.6261, -0.105]",927,ssh-rsa 0OVOVTNZPK/fVtCVP0rOk82WAKOC7eVaT9q+l3LQfCa0=,21.85102,-54.8193,"[0.3322, 0.6429, 0.7199, 0.0471, 0.4044, 0.8032, 0.6651, 0.5789]","-----BEGIN CERTIFICATE-----
7TW8NZH9UkznvKGXlb+5zUKb+79Ja8c5Jgdg8BJR677ZBwCONUQVejsOMiyq/Y3v
-----END CERTIFICATE-----",-10.567,"[-0.0576, 0.227, -0.1158, 0.1759, -0.1388, -1.6977, -0.0148, -0.149]",Hotel California,-0.4391,866,8938,Male,Software,151.85,2-81,5917-2472,GBP,Critical,false,"[-0.0172, -0.0277, 0.1753, 0.2976, -0.2249, -0.654, 0.751, -0.2219]"
YV9 4MF,-0.1671,Executive Review 2024,"[0.4747, -0.4797, 0.0677, -0.1923, 0.2216, -0.791, -0.5351, 0.5728]",9750.0319,40973.1,3.6071,"[0.6921, 0.7975, 0.5775, 0.8887, 0.247, 0.428, 0.2425, 0.0527]",Peanuts,C6H12O6,2026-03-14T23:31:01Z,Figure 2: Distribution,1295.4786,ISO-8859-1,20-97,"[-0.7866, 0.2876, -0.2628, 0.9165, -0.1706, -1.0847, -0.525, 1.083]",staging.users -> exports,0.1629,"[0.9424, 0.4655, 0.4254, 0.8475, 0.6235, 0.0617, 0.8501, 0.2903]",false,"[0.2257, 0.251, 0.863, 0.6417, 0.7845, 0.9912, 0.3424, 0.2369]",-0.2139,"[1.0927, -1.0282, -0.0542, -0.7425, 1.6912, -1.1861, 0.3022, -1.3173]",-0.6575,EMP-79398,"[-0.5679, 0.4047, -1.3502, -0.6682, -0.6147, -0.5494, 0.4809, 0.6247]",0xb9d4a9b8cc0fbd4b88f0780574968066ad2472d9,"[-1.0143, -1.5498, 1.3059, -0.4634, 0.1986, -1.0275, 0.5317, 0.9934]",603,ssh-rsa sPanQGnR1UwcqJI51LoAUAdSrOgiHZgvIvq2CMRPDFUc=,-13.088875,-25.3877,"[0.8715, 0.0903, 0.2242, 0.4493, 0.7439, 0.8047, 0.6933, 0.7741]","-----BEGIN CERTIFICATE-----
93KeY7hOE/l1JaHI1xUVRAxnYUQG91ShpYvNcLQ7Y5u6MyIhth5YHOSGUqVdIfrd
-----END CERTIFICATE-----",-82.3532,"[-0.0006, 1.1383, 0.7566, 0.158, 0.7391, -0.1046, 0.0926, -0.3772]",Yesterday,0.4901,729,350,Other,Hardware,495.94,48-96,8797-8794,CAD,High,true,"[-0.8501, 0.1059, -0.1347, -0.2778, 0.1092, -0.0899, -0.227, 0.3831]"
LG1 9ZZ,-0.4472,Quarterly Analysis 2020,"[-0.1447, 0.6049, -0.6839, 0.4864, 0.0737, -0.761, 0.2316, -0.3527]",8663.6063,15775.6,7.938,"[0.2768, 0.6878, 0.6449, 0.3808, 0.185, 0.3195, 0.9767, 0.1374]",Shellfish,E. coli,2019-08-14 19:51:28,Figure 6: Comparison,4120.417,ASCII,2-72,"[-0.6888, -2.0899, -0.3486, -0.4964, -0.3809, 0.3022, -0.1, -0.4197]",staging.users -> exports,0.3243,"[0.7891, 0.9372, 0.5649, 0.1714, 0.3471, 0.9328, 0.0477, 0.5079]",NO,"[0.4957, 0.8832, 0.9716, 0.196, 0.8262, 0.2475, 0.246, 0.7336]",0.7523,"[0.0627, 1.0675, -0.6681, 0.4394, 0.0491, 0.4704, 0.8996, -0.2721]",-0.7751,EMP-97623,"[-0.415, 0.153, 0.3788, -0.1027, -0.2682, 0.0201, -0.3053, 0.9978]",0xa1d779664d9c8a815c9378f580ec317dc74938ce,"[0.0238, 0.0776, -1.4262, 0.9096, -1.6233, 1.3997, 0.9284, 2.1566]",95,ssh-rsa vI3PhHgkk7RgD2/Y8uL1WK2G+dtLpODRM7FfOzoxfivZ=,-13.18783,-46.515,"[0.9453, 0.5327, 0.4161, 0.8399, 0.0023, 0.3142, 0.4678, 0.8082]","-----BEGIN CERTIFICATE-----
GKTfrDMe7m7TW5MXfBM0V1Zqnez4RN7M2PneccRoc2VAgIErTveq04O5YR9AtDQN
-----END CERTIFICATE-----",-92.2831,"[-0.5363, -0.1999, 1.1456, -0.9389, -0.3545, -0.361, 0.0189, -0.277]",Yesterday,0.9409,44,5821,Male,Software,249.71,21-56,4664-3400,BRL,Low,true,"[0.2545, -0.4198, -0.1882, -0.0249, 0.3453, -0.4045, -0.0439, 0.0715]"
27064,-0.5135,Annual Report 2023,"[0.9809, -0.0594, -0.1704, -0.2185, 0.0548, 0.2757, 0.2534, -0.3088]",2180.2291,21746.9,7.5934,"[0.4034, 0.0132, 0.0227, 0.5033, 0.1079, 0.3432, 0.8967, 0.352]",Penicillin,C6H12O6,2019-07-24T08:23:35Z,Figure 20: Timeline,9632.263,ASCII,18-64,"[-0.0402, 0.1396, 0.2375, 0.1152, 2.5652, -0.3988, 0.5282, 0.4137]",raw.events -> analytics,-0.7596,"[0.0496, 0.4041, 0.3221, 0.4411, 0.6871, 0.0741, 0.1049, 0.1558]",true,"[0.7051, 0.6351, 0.5941, 0.1726, 0.6112, 0.3446, 0.7811, 0.2346]",-0.3232,"[1.1452, -0.1044, -0.4658, -0.4623, -0.6335, -2.1122, 0.4521, 0.4151]",0.7597,EMP-26660,"[-0.1032, -0.5996, -0.5601, -0.0492, 0.2106, 0.1166, 0.2606, -0.1368]",0x7530efc612adc3cdc7fbf764a908b9c214ac330a,"[-1.3141, -0.0365, 0.5613, 0.7405, -0.8685, -0.4903, -1.5463, 1.4195]",448,ssh-rsa oXd/SGXDQ6NMjegFuVvOdqagDZUQEMIlYFMM0IQilKQo=,-46.751077,-72.8644,"[0.1907, 0.7375, 0.4252, 0.497, 0.2504, 0.697, 0.0299, 0.0468]","-----BEGIN CERTIFICATE-----
Zgo720Iocf9ii1WFiyHDKAOVLsCTi1XUR+3SSl2VMMbWIRjLLbbakqOLKnKkEwQN
-----END CERTIFICATE-----",53.1408,"[0.7927, -0.4823, -1.1991, -0.3983, -0.3066, 0.8741, 0.2434, -0.4492]",Yesterday,-0.637,543,1034,Male,Clothing,491.64,46-69,6008-1959,INR,Negligible,false,"[-0.3177, -0.6075, -0.2294, 0.0308, -0.6009, -0.7692, -0.2683, 0.6089]"
