raw_percentile,pressure_22,category,power,fact_duns_number,kelvin,gtin,fact_frequency,cnqtcx35,issn_v2,customer_password_hash,attr_655,ANGLE,dim_temperature,humidity,frequency_14,gbps,modifiedAt,f_spe,measlon,fact_humidity,pressure_val,v_ynmq,ormwr76,rate,ratio,data_type,title_prefix_30,humidity_14,dim_73,user_percentage,v_ejxl,c_uv,frequency_data,measmktval,age,d_21,humidity_v2,preference,duns_nbr,field_174,customer_bandwidth_data_rate,src_legal_hold_document,scoreIndex,src_unit_of_measure,fact_longitude,sound_level_field,flowRate,raw_duration,field_dw,pressure,dim_ew,retention_policy,x_mq,risk_level,cpu_usage,pypsrp88,mime_type,dev_type,measlat,speed_velocity_field,fact_weight_mass,flightnum,c_ele,v_zntu,tenantid,iyjcd53,cpuUsage,dim_qd,akr17,population,d_sk,attr_844,translation_14,cusip_number_info,soundLevel,d_creat,attr_508,luminosity_brightness_raw,iso_country_cd,fact_length,speed_velocity,POWER,label_tag,age_2,altitude,percentile_14,price_cost_data,umb99,c_918,luminosity_brightness,humidity_2,gakd76,weight_mass_94,mktintel,timeZone,field_165,postal_code,frequency,filterPredicate,measph,product,AGE
80.52,419.5,Electronics,31184.7,182356569,35.5,3904794732652,3192.78,493,9392-5430,$2b$12$YnBC3scC1Yvq99pSG6MR2OyA0Ya6gNQsiMYpTQeF6e6dHJgfPmMmy,415.8,305.48,-13.2,28.4,4911.8,1157,2022-08-12T13:46:54Z,164.4,34.018845,18.2,1813.5,1131963,SmartChoice,93.19%,7.8245,CSV,Mrs.,99.0,-18.490868,77.14%,8.44,212.3,3808.03,"$412,719,231",52,25959.1,5.8,batch_size=842,084948344,id,6297,HOLD-2021-441,4.26,°F,-108.065435,32.8,847.43,77983,38067,1908.5,false,1 year,124.9,Negligible,38.0,289.34,application/xml,Wearable,-33.787387,114.6,787.46,ST7614,1123,41859,tenant-026,47.81,75.9,ethan.davis,HOLD-2026-438,2593342,2024-07-16 12:04:51,99.83%,Hola,MXOGZ7IUR,103.0,jessica.king,EMP48197,35857.7,IN,206.41,139.0,16032.5,deprecated,3,2354,31.76,3792.77,"$982,734,010",68.76,32046.3,53.1,95.6377,764.71,Competitor TechCo Industries launched DataSync 3000,PST,35591,YL8 2ZB,5081.91,date < '2024',12.83,FlexPay Platform,9
76.01,497.5,Clothing,44611.5,784405653,15.2,9111738785602,7444.67,3860,5294-4162,$2b$12$t9TfHPya3LJSnQsNLi6Tcspjx1XZ3k1qZeQ9CoAKIgeqGd8MJN7HN,129.3,233.84,-39.3,20.9,8268.86,1880,2024-02-28 00:57:14,126.8,94.768064,35.6,294.1,683251,ProSeries,5.59%,4.9987,YAML,Mr.,5.8,-135.192907,73.74%,10.32,93.1,4610.55,"$975,329,453",61,72667.4,51.0,batch_size=951,012109366,type,5775,HOLD-2025-291,3.26,lb,-163.939962,128.8,686.3,5233,98795,586.9,false,indefinite,127.2,Medium,29.5,138.78,text/html,Smart TV,-15.591913,283.0,441.8,GR1380,7944,85189,tenant-020,96.22,58.0,lucas.wright,HOLD-2021-806,68850,2023-03-13 21:53:51,45.31%,Hola,0E7UBH4GS,89.1,logan.martin,EMP72641,60360.5,FR,447.09,108.9,15665.6,deprecated,91,8264,88.38,1490.02,"$336,567,845",13.34,18049.0,13.1,95.5292,803.42,Competitor Meridian Health launched AuditTrail Plus,JST,15945,15215,6124.49,date < '2024',13.23,Widget Pro,41
95.83,997.5,Electronics,39453.2,688446195,-9.0,8927884215102,1950.84,6215,6303-6351,$2b$12$9n1D143RX3hypHb19im09nE8vNjcXcD8G8UmWe4KlUl7YfPh8Umb3,147.1,288.29,19.4,11.4,6166.64,2369,2018-05-26T02:18:05Z,259.9,-98.200161,22.6,1464.2,8593754,SmartChoice,26.62%,4.1657,CSV,Rev.,29.8,170.160393,87.36%,9.4,395.7,9782.65,"$215,236,591",63,63219.3,46.8,max_retries=793,040369492,status,4244,HOLD-2021-570,8.86,L,157.508407,37.1,135.02,9978,95881,1518.8,false,7 years,57.7,High,57.6,337.1,application/pdf,Wearable,-6.29217,263.8,423.92,HA7825,5150,82227,tenant-038,5.59,40.6,harper.anderson,HOLD-2020-227,3429292,2023-01-17T21:26:39Z,18.45%,Konnichiwa,8YO2LWVL3,43.0,linda.king,EMP15499,41705.2,US,241.62,274.3,39031.3,deprecated,77,2074,75.92,5888.07,"$534,364,438",15.67,89751.7,5.2,95.4037,458.22,Competitor Vertex Technologies launched StreamLine ERP,JST,42473,DK5 1BV,1228.56,status > 'prod',5.37,SmartHub X1,34
49.72,353.0,Clothing,18730.5,781025887,36.6,9052769861796,5791.55,4010,8540-3911,$2b$12$8TNn2dRpvf9X1jnSHyDdAaGnZ4kFU82U3DvhMhf65EtoZCFRDaQhq,416.0,275.47,19.8,45.7,3111.82,1562,2021-06-05 22:48:28,14.2,172.957179,52.8,671.8,664789,ProSeries,93.67%,1.2926,JSON,Mrs.,30.1,-16.938612,64.69%,9.95,135.2,416.67,"$848,334,956",74,94279.7,88.4,max_retries=839,752373018,id,8592,HOLD-2025-720,4.48,°F,-148.881907,40.2,176.47,69518,37579,1498.1,false,7 days,24.0,Low,15.4,600.59,text/csv,Tablet,63.841699,6.0,976.58,MF8618,3567,15032,tenant-010,73.49,65.5,sarah.smith,HOLD-2020-413,6017985,2019-12-07T11:41:52Z,17.99%,Konnichiwa,ZVI2J5DZ1,30.7,susan.king,EMP70626,92248.8,DE,58.34,189.5,7630.5,needs-review,25,34,53.0,6760.32,"$15,816,375",81.63,82948.7,11.8,96.4398,898.83,Competitor Pacific Research Group launched CloudGuard,EST,1346,63487,4712.09,date = 'active',0.19,Sentinel Monitor,57
35.81,1723.6,Software,16190.6,766871693,49.7,7660241650228,1089.91,7065,4383-6217,$2b$12$YhcscWUptnsFftf1G7D4KuburT56TJnCGBMqLK7gu5Erb2WuKPjaB,56.3,41.57,-30.0,23.7,1587.36,6343,2021-02-08 09:20:41,12.6,124.186998,19.8,1796.4,2722640,ProSeries,24.78%,1.3979,Parquet,Hon.,71.2,-126.008087,32.41%,12.52,229.1,7942.39,"$599,525,080",25,54151.2,64.8,batch_size=259,446783364,email,9844,HOLD-2025-546,4.6,m,5.961154,10.0,347.25,26881,18950,294.5,false,indefinite,128.4,High,42.2,712.19,application/pdf,Tablet,-27.185035,186.2,509.14,HR6850,1742,85929,tenant-034,24.16,29.1,john.williams,HOLD-2022-322,4405846,2022-04-17 04:48:10,35.89%,Namaste,JVM7OEN2D,9.6,elizabeth.miller,EMP17633,67672.7,JP,216.67,284.9,24719.9,approved,114,793,18.94,7132.6,"$275,762,234",17.88,67953.2,63.4,95.8869,618.3,Competitor Skyline Partners launched SmartHub X1,UTC,71297,SM4 1RE,5841.73,status != 'prod',9.27,NanoCore SDK,118
50.86,794.6,Software,49178.8,582822456,-0.2,8143303655641,4914.17,5386,7598-5425,$2b$12$wLAAYem2vTMBiVei1AYbV0u18IjZjWQ1v6bAXAvjtJMeghDbUI3q5,363.5,46.96,44.0,58.1,4464.65,9117,2019-08-11 12:00:47,96.2,25.889077,55.3,1536.2,8469898,SmartChoice,2.82%,0.5514,XML,Mr.,62.5,58.835733,11.2%,13.12,447.9,5925.5,"$139,237,782",43,76763.8,46.2,batch_size=956,230024224,type,7757,HOLD-2026-940,1.36,m,-141.970774,80.4,220.35,85387,86769,1047.3,false,7 days,16.6,Medium,6.7,96.32,application/json,Desktop,-86.242341,15.1,333.13,RF5793,5243,10056,tenant-018,82.93,20.1,oliver.jones,HOLD-2026-725,1994271,2022-03-08T19:50:36Z,87.39%,Konnichiwa,PX262I0Y1,129.1,elizabeth.martin,EMP90994,2545.5,BR,76.85,150.1,11873.2,deprecated,113,7472,48.26,4874.08,"$73,283,696",18.35,64136.6,47.0,99.0507,826.4,Competitor Skyline Partners launched CloudGuard,EST,55299,MI5 1SI,4241.77,type = 'active',6.06,CloudGuard,51
90.23,842.9,Electronics,48819.7,799019024,20.2,4741174353356,1228.18,1884,2179-4149,$2b$12$ZRKNRIABd2XxuBydNMy9bJSyPgrywv4lPkCsPpXza9G6FAsUdXyNQ,340.8,170.13,36.7,78.5,2995.22,5248,2024-08-07 19:39:39,129.1,160.269931,57.5,411.4,4409717,EcoLine,27.16%,9.8739,JSON,Dr.,99.1,14.801402,90.48%,7.84,52.5,2265.78,"$218,820,899",1,91567.0,74.6,batch_size=511,245747381,id,4944,HOLD-2026-121,2.42,gal,176.998122,117.0,938.73,79652,46132,1932.5,false,7 days,18.4,Low,42.0,120.3,text/csv,Tablet,69.635241,296.8,999.25,ST129,5147,74584,tenant-001,43.48,3.6,robert.davis,HOLD-2022-377,986322,2020-09-23T22:22:38Z,77.08%,Hola,XNZJ3UXJ2,6.3,mary.garcia,EMP31153,99557.1,CA,748.13,156.5,17797.1,stable,65,30,50.15,7094.18,"$566,488,374",45.92,64300.0,5.7,98.6112,838.76,Competitor DataCraft Inc launched DataSync 3000,PST,37417,77443,5455.48,type IN '2024',13.09,Widget Pro,4
43.01,1129.1,Clothing,6551.3,962905691,21.3,1086698190358,3566.91,3110,2565-1508,$2b$12$NYMdCKq09ANbAx6wug8nmkk7EoRgkzaezAhdMkgzFQ6nDAAOauK7f,382.7,337.19,-24.7,96.5,4465.85,8826,2018-11-27 15:46:58,226.9,-38.457831,8.0,1716.9,6442703,TechBrand,3.62%,0.4702,Avro,Ms.,12.9,176.513067,42.68%,12.01,185.1,127.87,"$492,737,876",37,51868.2,18.7,pool_size=472,871906119,type,6679,HOLD-2020-972,7.82,°F,-146.778406,124.3,619.66,48563,92751,1928.0,true,7 days,119.4,Low,1.6,959.47,application/pdf,Smart TV,-29.382405,50.6,645.84,TU6421,7614,19489,tenant-037,19.58,87.0,lucas.williams,HOLD-2020-747,835599,2026-01-08 06:32:27,87.12%,Guten Tag,TN2UCYTV1,118.3,james.jackson,EMP79762,55916.4,BR,406.85,12.4,22999.4,approved,112,5883,2.87,347.2,"$803,592,420",33.59,38012.1,12.4,98.6326,672.94,Competitor Vertex Technologies launched AuditTrail Plus,UTC,54653,18308,242.25,date > 'prod',10.73,VaultKeeper,29
48.77,1085.2,Software,36024.6,702162952,11.4,5473189905412,1213.49,2905,6780-1885,$2b$12$vblUGxxAdk99yNbhF4bYRu5kcHB3C80bFqRqPei1yR7cPhwrgzbZ2,75.8,264.01,30.3,12.8,2965.11,2769,2026-07-12T21:37:00Z,113.0,-91.362726,62.7,1169.7,5308872,ValueMax,77.09%,1.4075,XML,Prof.,0.8,-106.71684,28.7%,8.17,161.1,6851.01,"$281,946,348",67,23521.0,53.1,pool_size=41,183019352,id,9214,HOLD-2022-307,9.57,kg,-83.145826,73.7,944.75,21257,20160,1406.0,false,7 years,26.6,Low,95.9,162.02,application/xml,Smart TV,75.998292,256.6,973.92,NP8248,7218,76800,tenant-008,89.46,76.7,james.walker,HOLD-2022-888,7550838,2018-06-18 13:06:04,0.86%,Guten Tag,1J5B7XS3Z,21.0,william.anderson,EMP43898,82675.2,MX,671.29,6.7,13454.0,deprecated,23,681,21.72,4151.79,"$464,940,294",67.99,43687.5,50.2,98.2754,776.52,Competitor Beacon Analytics launched DataSync 3000,PST,21680,10416,3160.54,date IN 'active',6.03,NanoCore SDK,59
75.04,307.6,Food,4966.1,332099001,17.9,1212121404694,7987.39,862,7992-9387,$2b$12$UhFWXZ0JrNqyNjWDAXOWG2F9GU5RbK4LPTOTisMA8ZHdUJGbVnpPj,335.3,126.46,-15.4,30.2,4901.47,1071,2019-10-04 05:52:04,259.9,20.373688,14.4,410.3,7383961,ProSeries,70.05%,2.3099,Parquet,Prof.,98.2,127.270127,78.89%,12.9,203.2,8026.28,"$331,978,135",2,93359.0,61.4,pool_size=756,542050835,amount,9199,HOLD-2025-118,8.64,m,171.583751,121.6,316.02,48998,67553,1977.4,true,1 year,120.2,Low,7.3,984.45,application/json,Mobile,-59.889008,243.8,117.34,MR5769,3154,57874,tenant-026,49.88,54.9,olivia.robinson,HOLD-2025-837,8477971,2018-11-20T10:48:21Z,52.56%,Bonjour,HP72GRHL8,22.7,emma.miller,EMP40042,32025.9,MX,776.69,25.2,2034.7,stable,41,7412,48.61,4954.55,"$443,738,101",13.78,27672.3,89.2,96.0205,571.98,Competitor DataCraft Inc launched SmartHub X1,PST,51367,85932,2948.44,type < '2024',7.83,Widget Pro,48
38.05,799.1,Services,2699.1,289978324,-37.4,4837337950404,5565.97,3032,8576-2125,$2b$12$SnxCzbRbjxFH8A8HLCUBwIDPLRLrl2C9YYbXMcfecELX7H1o5fFCI,404.8,192.23,-26.5,60.2,627.78,8691,2021-04-16 16:53:33,32.0,50.687199,89.8,553.1,304312,ValueMax,45.77%,2.0677,Parquet,Ms.,60.1,168.465881,33.95%,6.06,466.8,1978.17,"$679,948,198",16,4052.8,51.5,timeout_ms=771,716887338,id,5009,HOLD-2024-502,7.15,ft,149.336406,66.4,329.86,17441,37112,1948.4,true,7 years,28.6,Negligible,31.9,537.96,application/json,Smart TV,-85.648171,66.3,263.91,WU3810,2658,86322,tenant-017,30.5,77.1,elizabeth.white,HOLD-2023-820,3373542,2026-09-09T07:08:21Z,81.09%,Konnichiwa,ILCK4I9E0,85.0,patricia.harris,EMP34978,64354.5,JP,874.53,54.6,26862.0,deprecated,37,2911,40.59,4641.46,"$687,172,429",10.34,63357.7,84.8,99.892,944.67,Competitor Pacific Research Group launched SmartHub X1,America/New_York,64031,YS6 7AQ,7788.42,date > 'prod',13.07,StreamLine ERP,60
66.57,730.0,Food,15830.5,377008967,-15.8,0554420357634,570.87,7292,6488-4000,$2b$12$Zfi5nAPr6fOxJVuu3AhJkT0AymmBqoZ7TpiftrvMfIpPnXlaBuAbu,129.7,240.11,27.7,42.4,1675.08,8020,2025-03-10 01:06:36,137.7,40.348145,42.0,389.7,4939844,EcoLine,0.09%,3.8148,XML,Hon.,50.9,-11.571644,88.5%,6.47,413.5,2434.09,"$537,720,459",116,39008.4,90.1,timeout_ms=449,534203216,status,9215,HOLD-2023-263,7.88,°C,35.499797,59.3,409.18,66515,41176,315.0,false,30 days,105.8,Negligible,1.0,150.32,image/png,Mobile,52.031444,145.4,269.84,YZ8397,8603,50980,tenant-010,51.96,88.1,lucas.thomas,HOLD-2020-805,825278,2020-06-16T20:33:00Z,29.85%,Bonjour,UY59DRTCP,124.3,mason.moore,EMP82156,79621.0,MX,794.69,203.2,38080.8,stable,29,7264,36.78,8877.05,"$944,218,776",11.11,18709.3,16.8,96.8486,631.86,Competitor TechCo Industries launched FlexPay Platform,JST,58240,13348,9779.36,date = 'prod',2.59,StreamLine ERP,44
12.18,1559.3,Software,21449.1,470785890,-4.1,0763478661877,7162.31,7979,3725-8619,$2b$12$ZpiMjUGFLNJdS4po30Y6F9okPEKnkZ2wiY8WvIJo1WCIoQQzMufRq,47.5,117.25,-28.1,8.0,8230.44,2919,2018-10-12T11:14:22Z,195.9,-106.975235,80.4,649.9,9272430,EcoLine,90.31%,4.2659,YAML,Mrs.,42.1,-36.756085,12.27%,2.14,288.8,4374.67,"$642,551,876",70,51970.5,10.2,pool_size=308,715988345,type,8459,HOLD-2026-181,6.47,°F,-155.32264,122.7,136.82,2794,41948,1855.3,false,7 years,19.3,Critical,10.0,274.63,application/xml,Mobile,-35.613127,30.9,17.05,RT9618,5547,46149,tenant-008,85.8,5.6,emily.johnson,HOLD-2020-500,7740689,2026-11-11 21:00:05,19.7%,Guten Tag,AN10W9ZE2,102.4,michael.martin,EMP95370,64355.6,DE,590.07,20.1,37790.9,needs-review,106,2548,33.06,5768.51,"$664,439,861",70.96,30041.6,62.1,99.3201,925.42,Competitor Skyline Partners launched SmartHub X1,EST,20026,VF5 5TU,9542.5,status > '2024',2.05,Widget Pro,76
36.69,964.3,Software,38280.5,252415561,-37.1,4636010996222,2193.05,7785,1796-3470,$2b$12$pOTBm4iPkEhFSHXFIolFG0Xq2qg72vdsq5Cc4ghmoGLsMm2YsY24J,208.3,12.21,-4.6,50.6,4997.45,5620,2023-11-16T12:45:05Z,24.9,6.562517,80.1,188.6,2967391,ValueMax,94.85%,1.4686,YAML,Ms.,28.7,-114.261011,63.23%,13.04,426.2,5802.36,"$753,004,604",53,58372.0,38.5,pool_size=71,063196847,email,9281,HOLD-2022-893,3.96,m,118.598082,57.8,502.05,70429,38140,909.2,true,1 year,32.6,Medium,7.6,340.66,image/png,IoT,27.907521,263.3,901.8,YK5232,442,77445,tenant-013,35.7,33.0,susan.thompson,HOLD-2022-893,2350070,2023-10-21 21:57:10,33.45%,Konnichiwa,ZB8V52CZX,62.5,aiden.anderson,EMP13186,34062.3,GB,955.38,145.1,23665.7,stable,77,2178,95.16,5761.9,"$750,013,945",21.34,38692.2,71.2,98.921,298.61,Competitor Pacific Research Group launched StreamLine ERP,America/New_York,59188,70161,8272.19,status != '2024',7.92,VaultKeeper,67
10.81,469.5,Clothing,33457.6,574947001,-0.2,8708864313127,790.69,648,9421-9978,$2b$12$VzFuFAxOHWcYqaiRnRsYa8SPHrUw3mjgkiOiY2VYLtQAsiTd0NThe,461.8,32.75,23.3,1.4,1265.5,1851,2024-12-20 17:30:22,298.1,48.507875,47.9,1658.3,5488752,EcoLine,2.51%,4.2237,CSV,Ms.,70.2,103.648302,72.79%,2.13,358.1,8462.84,"$80,825,395",28,22883.8,81.8,timeout_ms=564,916952344,name,9957,HOLD-2026-478,5.01,kg,-136.706285,116.1,401.35,30506,32504,1364.5,false,1 year,31.6,Negligible,98.5,745.77,image/png,Tablet,-37.45501,230.7,440.03,VT1493,3813,32898,tenant-008,5.03,75.9,jennifer.thomas,HOLD-2022-869,4890267,2024-07-15T20:03:50Z,5.77%,Namaste,EX70143HH,43.4,lucas.harris,EMP61069,17448.6,AU,818.67,178.4,49435.7,needs-review,64,1961,48.48,4647.98,"$680,256,950",19.07,74572.6,75.9,99.7989,423.08,Competitor Global Solutions launched AuditTrail Plus,JST,3823,WA6 4JK,9514.21,status < 'prod',8.48,Widget Pro,38
43.46,83.2,Services,48808.4,380220275,37.2,3312325333056,1150.2,4572,6476-7837,$2b$12$UyXWVcXmXSBvtlYPygN6ngUDro2RVX4xLfSJvG3mvVhD6Qf9g4fBH,91.4,234.5,30.4,4.4,3463.3,5534,2021-02-25T22:15:17Z,79.5,-75.820855,21.9,1426.6,3588704,ProSeries,99.83%,7.2015,XML,Hon.,62.5,75.653511,46.19%,10.05,181.7,2406.68,"$274,136,303",19,32481.6,54.9,pool_size=717,480903864,id,472,HOLD-2025-284,9.69,°C,-39.813079,116.2,675.55,72842,32460,634.6,false,30 days,0.5,Critical,32.2,149.34,application/xml,Mobile,61.032841,277.2,60.28,BU2684,944,18796,tenant-008,27.11,8.8,patricia.moore,HOLD-2024-394,5312483,2026-02-06T01:19:44Z,64.86%,Konnichiwa,G9SR21DQ4,21.5,emma.johnson,EMP31338,15743.2,CA,243.5,0.4,37438.4,experimental,19,2509,91.27,5110.99,"$818,471,798",0.2,51728.8,80.4,99.0461,31.37,Competitor Quantum Dynamics launched CloudGuard,UTC,76762,37168,5173.77,date = 'prod',4.31,VaultKeeper,42
60.72,1586.9,Software,44777.9,904491362,-26.6,2921400069528,4286.54,1925,5069-6824,$2b$12$riGZE41OoahW8jGvCeAhte3C8fq0Wp9SQlEytNzp1feaqOo1SCifl,311.7,263.8,28.9,72.4,2952.21,5530,2020-10-08T01:32:55Z,155.4,93.797283,59.9,1679.8,3971687,ValueMax,63.41%,9.7059,Avro,Mr.,17.4,-68.501893,81.66%,2.19,32.4,5579.63,"$386,801,614",18,84353.5,28.8,timeout_ms=799,635378295,status,7403,HOLD-2021-296,2.86,kg,-96.88352,13.0,337.54,58769,58991,1214.5,false,1 year,79.3,Low,69.9,139.08,image/png,Wearable,-54.398341,230.9,78.94,VU3929,6859,69350,tenant-037,62.97,28.2,jessica.lewis,HOLD-2022-184,6142511,2026-06-06 06:40:16,12.15%,Guten Tag,ME7M3FWQP,38.0,david.king,EMP94344,47521.5,US,811.28,111.0,27803.8,deprecated,75,4881,68.61,4818.16,"$883,417,461",27.15,52843.5,61.4,97.9129,298.99,Competitor Meridian Health launched VaultKeeper,EST,56689,94790,2728.59,type != '2024',9.31,DataSync 3000,59
63.81,123.6,Software,49370.7,260852527,7.7,9721550182795,3689.59,7917,6832-2957,$2b$12$ki2ngpqXZUxNQ2bbhwR5kmgsaOK1ZFwCVc8GrLcHkM3nU8TSnVI3v,327.1,309.81,0.7,15.1,5393.08,8091,2023-12-06T04:23:50Z,0.2,86.251613,53.0,1288.1,7468526,TechBrand,57.49%,7.948,Parquet,Mrs.,96.3,103.91799,33.57%,1.93,236.8,5468.78,"$537,966,901",98,42554.1,47.3,pool_size=803,271076191,amount,4,HOLD-2026-855,4.31,L,-120.103684,63.7,331.26,24837,38289,80.9,false,indefinite,65.3,Critical,82.0,693.35,application/xml,Mobile,-86.515832,198.8,207.29,LB941,2877,57807,tenant-032,3.08,84.5,olivia.rodriguez,HOLD-2020-598,9508216,2021-01-28 06:48:47,29.79%,Konnichiwa,M1WPXN9BL,71.1,sarah.white,EMP30409,72330.5,CA,452.2,180.0,28078.8,high-priority,67,2470,33.37,4093.7,"$419,507,649",34.59,84359.1,66.4,95.2893,255.86,Competitor TechCo Industries launched Widget Pro,PST,50392,NL3 6ZX,6072.81,date > '2024',3.4,Widget Pro,117
21.01,8.5,Services,47258.4,979188096,25.8,8707882112401,8582.27,3115,9039-5797,$2b$12$zDzsnUf6eeqiXk7arrHMZzvCy9kLlqzt3CvcK8MQJscWTOUWvlcO7,348.7,292.99,-17.6,50.4,8543.11,9675,2019-12-06T21:42:02Z,80.3,-108.451322,55.3,822.6,4594069,TechBrand,63.74%,4.8649,CSV,Hon.,32.7,138.14617,68.28%,9.53,240.8,8706.45,"$25,656,347",2,16844.3,20.0,pool_size=732,524822450,email,568,HOLD-2021-287,2.94,gal,96.910808,20.1,632.28,65394,71538,911.0,false,7 years,61.3,Low,14.1,645.79,text/html,Desktop,55.651179,211.9,644.39,XN1350,8764,70371,tenant-038,88.93,85.4,emma.anderson,HOLD-2023-401,8568827,2022-07-02 11:55:14,84.23%,Bonjour,DPY3TI6MH,18.5,oliver.martinez,EMP43654,44764.8,AU,162.47,193.3,6665.4,needs-review,73,7548,48.62,8436.51,"$901,178,566",50.47,49501.1,70.1,99.5116,363.06,Competitor Catalyst Ventures launched CloudGuard,UTC,42506,RR9 3XJ,2962.91,date IN 'active',9.72,VaultKeeper,77
24.84,586.2,Food,15343.4,064296508,-31.9,3319654307522,2719.86,8289,2856-4332,$2b$12$TxTvQ27nsvx6zUy8ULUxSuYruS8PUJKSuo7dGbwdO8dnbe3yPZ36Q,438.2,353.87,17.6,96.2,490.14,6761,2025-03-06 16:39:26,44.4,-76.804131,2.1,1613.9,1692388,ProSeries,73.86%,9.9336,YAML,Mr.,31.1,33.298231,3.24%,5.48,140.2,3745.32,"$999,238,805",93,89773.4,1.4,pool_size=267,526325676,created_at,7098,HOLD-2020-211,4.86,gal,121.963691,91.7,609.24,30471,59504,1381.3,true,1 year,93.1,Medium,35.9,566.72,application/pdf,Wearable,83.451649,58.2,864.62,DV1664,7135,35708,tenant-014,63.15,83.8,anna.rodriguez,HOLD-2024-960,7337014,2022-12-05 20:36:00,40.32%,Hola,E6NBHY2K3,68.9,amy.thompson,EMP62192,77891.0,DE,567.97,6.0,15477.9,stable,62,3872,93.73,6730.99,"$554,279,960",0.83,88810.7,70.8,95.6196,226.13,Competitor DataCraft Inc launched Widget Pro,America/New_York,94334,70680,7740.04,status = 'prod',12.89,NanoCore SDK,87
95.62,200.2,Services,26455.5,599959760,0.3,0338243834469,5244.19,8760,1883-4139,$2b$12$0F3TdkYehVVAneoRS72rUyeUUaQSXVQljFTwvnDsWO5uBd0Xev7YL,207.7,216.83,29.5,3.1,3635.39,6523,2019-08-23 18:42:23,15.6,25.446286,75.0,475.0,877601,ProSeries,73.87%,5.6036,XML,Rev.,29.4,-13.688067,63.13%,12.06,91.4,1678.33,"$74,509,783",4,45586.6,15.3,max_retries=169,798437192,created_at,2782,HOLD-2021-281,5.14,kg,-134.079762,85.6,531.13,10566,72316,1141.7,false,30 days,21.2,High,46.5,828.31,image/png,Mobile,-59.249249,166.1,701.94,VV2445,1816,85967,tenant-003,22.06,58.4,david.robinson,HOLD-2024-705,2099935,2026-04-26 19:59:24,31.79%,Guten Tag,HQBERIB0B,41.9,patricia.thompson,EMP33647,74893.4,FR,596.82,87.8,23626.4,deprecated,13,3816,41.39,3594.37,"$462,928,270",50.47,59.1,71.7,95.2891,50.19,Competitor Acme Corp launched VaultKeeper,Europe/London,25090,WN3 4HV,3527.99,status < 'active',10.71,Sentinel Monitor,19
3.7,312.2,Hardware,277.2,189376518,-34.3,5601386106674,4830.15,3849,7111-7764,$2b$12$MtntTHodxVNNYLkzBNjTNBsrtYV94Fs0pgpOB9rKpvhNlWxAz7v9D,336.1,58.78,23.5,54.4,9129.14,386,2018-01-19 17:49:37,5.6,-54.583341,45.1,4.9,8266596,ValueMax,72.73%,0.0669,XML,Mrs.,95.0,-108.101838,76.28%,6.74,52.6,4220.76,"$344,596,824",58,30693.3,58.1,pool_size=377,231663898,status,3862,HOLD-2021-118,5.73,°F,-106.277841,69.3,893.36,8624,56986,4.6,true,7 years,8.5,Low,17.4,227.78,application/xml,Tablet,-13.357624,292.0,243.12,PG448,7957,38694,tenant-025,17.16,1.0,william.wright,HOLD-2020-673,417246,2018-04-17 23:28:35,48.28%,Namaste,960Q5PI4C,11.3,emily.garcia,EMP27928,38047.7,DE,756.72,19.2,17068.9,stable,109,1807,16.93,9581.47,"$115,560,559",73.39,14139.6,19.2,95.6612,437.86,Competitor Skyline Partners launched Sentinel Monitor,CET,46263,50004,4792.49,date IN 'active',13.92,FlexPay Platform,13
63.52,87.3,Food,24992.6,577544553,16.8,5122580877635,9707.75,1472,5589-4022,$2b$12$4OhWxe8d6QJUdv1tH9tacymIlEaXi8xnZRfdGHS65izSqQCOIocVo,245.9,204.43,44.5,28.2,5934.07,9255,2024-10-02 23:14:19,47.3,147.256979,63.8,1026.6,3447040,ValueMax,9.08%,8.3645,CSV,Mr.,54.5,-44.947108,49.22%,10.48,13.2,3277.57,"$652,404,903",83,97403.6,96.5,batch_size=715,697418366,status,6420,HOLD-2022-125,2.26,°C,-15.678325,90.3,796.85,62726,3444,1315.1,false,indefinite,16.2,Medium,1.1,64.99,application/pdf,Mobile,60.491397,252.0,635.79,MG8404,3219,28037,tenant-039,40.3,37.6,emma.brown,HOLD-2020-440,6107114,2019-12-01 12:27:38,79.37%,Namaste,THUDE185E,64.1,noah.lee,EMP48476,71526.1,JP,267.29,164.1,41652.2,approved,15,4789,49.32,8416.21,"$672,526,499",84.49,39469.8,59.3,99.6743,461.94,Competitor Meridian Health launched SmartHub X1,JST,22324,UK1 8GI,1069.51,date != '2024',10.8,AuditTrail Plus,66
