x_727,d_longi,pan,credit_score_raw,CARD_VERIFICATION_VALUE,col_ut,INTERNAL_COMMUNICATION,currency_name_data,field_299,INDUSTRY_SECTOR,schemaDefinition,currency_name,PRICE_COST,txnamt,p_70,bonus,p_cur,dim_986,industry,bankAccountNumber,cardexp,creditScore,intmemo,valid_thru,CURRENCY_NAME,d_527,variable_pay,BANK_ACCOUNT_NUMBER,CREDIT_SCORE,modified_by,port_harbor_6,d_fra,port_harbor_info,ph,SEMANTIC_VERSION,customer_bonus_variable_pay,measprice,c_syqn,revenue_sales_field,cvv,bank_identification_number_field,iso_currency_cd,markup,bonus_variable_pay_6,customer_billing_account,dim_419,humidity,histogram_bin_6,attr_iso_,natl,movieFilmTitle,var_aiiq,cost,raw_transaction_amount,c_toy,jriqr54,field_791,revenue_sales,ban,stock_rsu_grant_6,paypal_id,x_ju,bank_identification_number,iso_currency_code,x_insu,rec_type_discriminator,p_640,DISTRICT_BOROUGH,billing_acct,src_price_cost,raw_first_name,credit_card,messaging_id_6,isoCurrencyCode,ISO_CURRENCY_CODE,f_asd,f_huma,bonus_variable_pay,cd_last_four,user_routing_number,browserCookie,v_694,date,EMAIL_ADDRESS,billing_account_val,dim_payment_card_number,v_mt,cvc,attr_qu,c_lau,smukr77,pay,field_881,transaction_amount_val,pmt_card_number,BONUS_VARIABLE_PAY,c_643,card_last_four,c_474,f_798,c_481,confidence_interval,revenueSales,passhash,var_cii,credit_score,dim_829,floor,iso_4217,bankIdentificationNumber,routing_no,routing_number_raw,cardLastFour,field_crypt
Emily Brown,4.023392,4382-4260-9789-2154,549,0685,"$108,573",[INTERNAL] Q1 strategy review pending board approval,Euro,355,Education,CREATE TABLE t (id INT PRIMARY KEY),Japanese Yen,8304.07,70503.02,CNY,"$41,135",Swiss Franc,91303.33,Energy,24690049,09/26,793,[INTERNAL] Q3 strategy review pending board approval,09/25,British Pound,INS-381742,"$11,047",0528138631,679,ethan.lewis,Shanghai,0.2,Singapore,4.68,4.6.85,"$21,665",1680.23,2026-12-10 05:12:31,"$9,713,378",654,568250,CAD,Value pricing,"$47,503",BILL-937391,07/27,99.3,14.74,INR,United Kingdom,The Matrix,DataSync 3000,58.68,"$15,969.21",54389,sales.orders,0x4600ee7ad90ef0e4680b5990b4ecf1fe3c05cf46,"$2,403,496",749525859221,74 shares @ $148.57,richard.jones@outlook.com,"$27,475",372172,CNY,INS-601156,upsert,99634.32,North Shore,BILL-453257,9702.1,Richard,4737-2814-6345-9414,richard_lewis,AUD,USD,INV-795792,47.37,"$28,750",7141,304551034,_ga=8162539946.6972829,hr.employees,2018-12-04,emily.taylor94@company.com,BILL-553343,6011-1739-0724-1216,AUD,912,"$18,778",4872,2026-06-10T11:35:11Z,"$120,211",819,10862.33,XXXX-XXXX-XXXX-3353,"$3,627",49.0,8507,FR,INV-249105,robert.moore@yahoo.com,"[12.84, 71.84]","$9,097,569",$2b$12$Ph6SxcWMaHLulKCRKs8SHDCZD79QRmj9VkeQt4CxzLBmDIFTe66ra,INV-837013,740,3413.76,343 Maple Dr,BRL,575372,009181887,947828894,7744,0x84c688714979dbd94ec2107e4876e184f1907a23
Oliver L. Garcia,-144.724842,XXXX-XXXX-XXXX-0000,575,721,"$201,007",[INTERNAL] Q1 strategy review pending board approval,Euro,317,Education,message Msg { string id = 1; },US Dollar,5355.19,"$91,866.43",CAD,"$27,936",Japanese Yen,73871.63,Finance,83365578,02/27,780,[INTERNAL] Q1 strategy review pending board approval,11/28,Japanese Yen,INS-431561,"$13,616",458049738993,313,amy.thompson,Singapore,32.7,Port of LA,11.57,1.2.14,"$41,162",662.61,2024-05-23T06:30:31Z,"$2,261,015",8998,3798163,JPY,Market-based,"$38,905",BILL-867798,06/29,96.2,12.45,CHF,Australia,Blade Runner,CloudGuard,2481.57,"$17,816.45",AX2 8FG,hr.employees,0xbfab30e225b823886b7f37a0b3a18bca958e8dc3,"$9,193,410",973978222344,2899 shares @ $341.68,harper.harris@outlook.com,"$4,017",53886,EUR,INS-791082,delete,"$30,381.01",Midtown,BILL-297339,1893.34,Michael,XXXX-XXXX-XXXX-2145,linda_king,BRL,AUD,INV-609660,36.91,"$1,748",5818,249235394,_ga=4703878281.9364321,public.users,2020-07-02,sarahclark@gmail.com,BILL-158869,XXXX-XXXX-XXXX-8436,JPY,824,"$49,557",3149,2026-03-03 07:39:52,"$103,450",407,"$45,857.54",3765-5972-5783-4680,"$47,568",14.6,5463,GB,INV-973131,logan.lee@yahoo.com,"[26.75, 78.38]","$1,532,848",$2b$12$a4boBlHjDIIIXhRnhPGefqlEcoRSj3ijReCMvjbj1pGfKG7McXHh9,INV-754680,471,9189.54,4451 Oak Ave,EUR,371583,898730209,057725193,2431,0xec5bd09d888e20142557b0630894810956285844
Olivia Lee,-61.609496,XXXX-XXXX-XXXX-9614,729,882,"$149,162",[INTERNAL] Q1 strategy review pending board approval,Euro,542,Education,CREATE TABLE t (id INT PRIMARY KEY),US Dollar,8961.25,33806.04,INR,"$13,020",British Pound,"$51,236.13",Retail,9956808002,03/25,438,[INTERNAL] Q2 strategy review pending board approval,11/27,Japanese Yen,INS-431759,"$38,913",0758344783,663,robert.martin,Port of LA,11.6,Hamburg,8.32,1.6.95,"$17,784",354.02,2021-05-23 05:51:42,"$4,415,407",4010,528809,AUD,Cost-plus 25%,"$36,801",BILL-664552,11/24,97.4,63.38,CAD,Netherlands,Inception,VaultKeeper,4652.92,"$47,502.63",ND1 5WA,hr.employees,0xbb873d988413aeadbb7ad9e2d5d7ea592ab1aa30,"$9,065,557",37372276,2420 shares @ $73.3,liam.robinson@gmail.com,"$49,354",438101,JPY,INS-677833,update,"$20,829.14",Midtown,BILL-365176,8698.49,Richard,XXXX-XXXX-XXXX-5526,liam_lewis,EUR,EUR,INV-398528,23.4,"$17,874",0397,481642268,_ga=3871710198.6268790,hr.employees,2025-12-23,emily.rodriguez@outlook.com,BILL-318025,3756-5980-9456-0935,BRL,0142,"$49,636",6796,2022-10-28 03:46:47,"$102,632",698,"$15,650.85",5519-3575-7359-0820,"$19,477",44.3,6974,IN,INV-989611,harper.smith@gmail.com,"[1.17, 88.05]","$3,745,397",$2b$12$M6D2W27W8RwpYr5hEHHVXi0ysNDvxvabrYKoKRK1kxeL1Buj19x9J,INV-406037,767,8928.53,7715 Elm St,CNY,552087,661624592,393549070,4656,0x90adb4e811c4ee2669f1245c019d8d87684e0709
Amy U. Williams,-53.365366,XXXX-XXXX-XXXX-5950,525,498,"$167,995",[INTERNAL] Q3 strategy review pending board approval,Euro,480,Energy,message Msg { string id = 1; },British Pound,488.66,"$91,383.97",AUD,"$13,675",British Pound,"$66,354.15",Finance,88346258,04/25,658,[INTERNAL] Q3 strategy review pending board approval,07/30,British Pound,INS-554142,"$19,938",1243237498,321,james.thompson,Hamburg,75.4,Hamburg,6.53,0.4.22,"$44,700",8348.33,2021-04-26 06:42:15,"$3,695,659",8350,443795,CHF,Value pricing,"$40,000",BILL-442381,06/24,69.3,73.09,GBP,Mexico,The Matrix,Widget Pro,8857.11,"$3,358.40",21538,public.users,0xff05fee9e03b464969b11af6d804ae8eb7446d3c,"$9,595,855",33283814,3519 shares @ $24.04,amy.brown@gmail.com,"$8,945",3706326,AUD,INS-294853,delete,"$33,763.44",Midtown,BILL-589159,7133.54,Jessica,XXXX-XXXX-XXXX-3669,james_white,CNY,CHF,INV-840094,20.51,"$33,050",7003,030370193,_ga=2500973647.9930607,hr.employees,2026-07-19,oliviagarcia70@outlook.com,BILL-675361,5494-0730-9163-6586,JPY,707,"$13,776",8024,2019-01-26 12:01:00,"$171,385",493,"$57,044.32",3729-1336-8893-0682,"$6,979",10.4,6539,CA,INV-383633,noah.johnson@gmail.com,"[31.41, 91.37]","$9,966,131",$2b$12$YziTfLCdikldUr1MMg4VKg4S1tracfLfr3V7tXCdnMUEJ44zOXuax,INV-529425,347,3868.47,3460 Pine Rd,EUR,578151,673256339,473846542,2758,0x13c598199729e0e32a4d9d45ff56b44c73104b8d
James Taylor,45.311931,4509-4884-6798-1504,712,7372,"$206,697",[INTERNAL] Q3 strategy review pending board approval,Euro,684,Retail,"{""type"": ""object"", ""properties"": {}}",Euro,598.06,42494.34,USD,"$49,573",Euro,91654.14,Healthcare,45176717,08/28,487,[INTERNAL] Q1 strategy review pending board approval,06/28,British Pound,INS-164293,"$10,787",14351947,789,robert.walker,Shanghai,74.8,Port of LA,12.38,1.3.57,"$14,011",6360.7,2020-12-27 02:52:03,"$9,788,429",647,51245,AUD,Premium,"$35,677",BILL-371317,12/28,1.8,82.05,USD,United Kingdom,Inception,AuditTrail Plus,2200.15,5209.88,94608,analytics.events,0xe65a2c37ee33acdd1d19adff3c63aaed3e44674c,"$392,530",9061688033,4279 shares @ $40.66,emma.anderson@outlook.com,"$20,884",503768,AUD,INS-188812,update,"$88,913.89",West End,BILL-342832,804.0,Aiden,6011-3193-3532-4982,olivia_davis,CHF,CAD,INV-690304,8.65,"$16,524",8887,508994898,_ga=2736018093.6289350,public.users,2026-07-01,anna_brown@outlook.com,BILL-392953,XXXX-XXXX-XXXX-3028,CNY,161,"$46,724",4660,2023-12-05 20:18:20,"$116,019",696,"$78,711.55",3768-9503-9780-8956,"$46,055",93.9,3310,BR,INV-636342,lucas.martin@gmail.com,"[37.69, 61.21]","$7,943,551",$2b$12$Sj3XlYSJhJUlhsxdT0kPHZehwKwFqJTt8VwS2IRF1sWmyWXVicr1m,INV-901947,682,4119.88,9688 Park Blvd,GBP,43554,263373722,161741747,3077,0x858ce60b970077463eed53fadb2b624a8c38becc
Sarah Davis,57.510956,6011-8320-8705-7962,499,196,"$48,256",[INTERNAL] Q1 strategy review pending board approval,US Dollar,362,Retail,message Msg { string id = 1; },British Pound,6590.12,70975.66,INR,"$17,714",Swiss Franc,73578.64,Energy,136892621863,11/27,649,[INTERNAL] Q1 strategy review pending board approval,11/29,British Pound,INS-387342,"$1,770",54404299,838,patricia.walker,Shanghai,89.5,Port of LA,6.07,3.5.39,"$33,983",6209.21,2023-08-07T16:52:33Z,"$9,520,150",322,601128666,GBP,Premium,"$1,434",BILL-131950,01/24,87.0,25.71,CNY,France,The Godfather,DataSync 3000,7597.7,"$92,434.01",39534,analytics.events,0xf6033f1ef368e343d468bd3ff29870ec9b578239,"$7,369,017",4361741547,4866 shares @ $317.56,olivia.williams@gmail.com,"$23,314",3748391,CNY,INS-147652,upsert,"$63,641.45",Downtown,BILL-117962,5366.39,David,3761-3886-1287-7047,patricia_lee,JPY,EUR,INV-604084,82.22,"$16,176",5116,151588682,_ga=2368373249.3988778,public.users,2019-05-01,susanrodriguez@gmail.com,BILL-693884,XXXX-XXXX-XXXX-8878,CNY,0119,"$16,532",5298,2022-06-20 14:53:45,"$52,160",496,31142.85,5720-2342-6757-8684,"$38,933",67.1,3990,DE,INV-117550,sophia.king@gmail.com,"[6.57, 82.63]","$1,385,191",$2b$12$siYZaqaqbpAiQZi7lTe04J6Q0jJ1DG5i3v5MlU8fPSJwfLPK6GxYw,INV-307055,309,2698.27,2254 Main St,BRL,60113641,909343146,807146598,0265,0x1b5ef273ae7db56fce76d5772e11ac066451f3df
Jessica Garcia,-88.22563,5350-2984-9760-3638,581,2158,"$51,608",[INTERNAL] Q2 strategy review pending board approval,British Pound,491,Education,"{""type"": ""object"", ""properties"": {}}",Euro,4793.27,60303.10,CAD,"$47,944",Swiss Franc,8134.52,Energy,00820757,08/28,325,[INTERNAL] Q4 strategy review pending board approval,12/24,US Dollar,INS-712221,"$25,297",318891665047,764,lucas.taylor,Rotterdam,88.1,Shanghai,10.24,1.6.8,"$36,543",6028.49,2026-12-12 22:39:40,"$1,609,672",7069,3797909,EUR,Premium,"$3,211",BILL-823413,09/27,27.4,71.77,CAD,Spain,The Godfather,Widget Pro,1556.37,66943.01,ST9 9DN,public.users,0xd2fd3111740dfa966df77cb4c2da9320b708d64d,"$982,369",3045906708,3691 shares @ $18.46,sarah.jones@gmail.com,"$45,722",379730,CNY,INS-767002,upsert,"$58,580.01",Midtown,BILL-975425,1901.18,Linda,5000-4711-5962-2616,liam_lee,CHF,INR,INV-927881,30.4,"$47,436",9892,352042419,_ga=4809477892.8533748,analytics.events,2019-01-02,emilymartin@example.com,BILL-234407,XXXX-XXXX-XXXX-1742,EUR,699,"$12,934",8334,2025-06-15T06:46:46Z,"$79,252",837,93233.88,6011-2328-4194-3503,"$42,515",4.8,0784,FR,INV-629550,liam.garcia@gmail.com,"[33.57, 76.07]","$2,820,880",$2b$12$xokjrSmrETPtFl9D3dDKEzdICRKMHB9sr2UhVRgmdt48t9Pve4zSS,INV-442516,426,9465.93,9680 Cedar Ln,USD,60112070,615024957,464791389,2911,0xa5198e5e09bb40249d210e53db22748b8b7201f5
Elizabeth Young,136.715776,6011-5568-9616-0424,825,3549,"$155,977",[INTERNAL] Q1 strategy review pending board approval,Swiss Franc,373,Education,CREATE TABLE t (id INT PRIMARY KEY),Euro,8560.16,"$62,817.83",INR,"$10,319",Japanese Yen,"$82,930.18",Manufacturing,7900049982,10/28,807,[INTERNAL] Q3 strategy review pending board approval,08/27,Swiss Franc,INS-888092,"$28,251",2234703819,705,sophia.jones,Singapore,76.7,Shanghai,12.64,5.1.13,"$25,537",2435.9,2019-11-08 07:49:47,"$2,652,673",867,563210,BRL,Penetration,"$18,038",BILL-640049,12/30,42.1,66.94,EUR,Australia,Inception,FlexPay Platform,2571.86,33256.81,VJ2 7LX,sales.orders,0x3615363f5e9d0c4f0290df81845a0550d19d73de,"$5,216,651",35971550,4671 shares @ $303.1,richard.brown@gmail.com,"$7,203",60114098,BRL,INS-184402,snapshot,"$95,541.02",West End,BILL-485283,1624.22,Aiden,6011-9981-4762-6324,lucas_robinson,JPY,JPY,INV-684154,95.62,"$3,807",0657,064781210,_ga=7679386632.3915339,public.users,2026-07-07,lucas_wright@yahoo.com,BILL-392881,6011-7513-7948-5043,CAD,133,"$3,982",2783,2021-12-09 22:14:15,"$191,795",723,"$84,015.32",XXXX-XXXX-XXXX-2028,"$36,661",39.6,1224,JP,INV-692170,amy.wright@outlook.com,"[25.41, 83.45]","$2,807,047",$2b$12$TUKoMhWyiMKeqI5h19GddRY6bPUdlTowvcTknU85HxbE1g4FJkhrB,INV-569426,561,2811.38,9551 Park Blvd,EUR,60110592,379366731,369856645,4523,0x281050313e2ceb6ac2802f6bb16b8b0e399c3beb
David Harris,-128.239904,XXXX-XXXX-XXXX-4402,806,884,"$62,058",[INTERNAL] Q4 strategy review pending board approval,British Pound,728,Energy,message Msg { string id = 1; },British Pound,6396.25,"$49,470.64",CNY,"$15,874",US Dollar,78645.76,Education,8541056526,09/24,427,[INTERNAL] Q3 strategy review pending board approval,04/30,Swiss Franc,INS-885983,"$12,448",33938168,835,mason.martinez,Port of LA,29.7,Port of LA,7.5,1.16.25,"$9,234",118.32,2023-09-10 16:18:47,"$4,166,317",6459,601100703,CNY,Market-based,"$5,082",BILL-800629,06/29,77.5,16.53,BRL,Spain,Inception,Widget Pro,956.55,97217.88,79211,public.users,0x8c1ed015c07f6fb062b765254999682d15ca7502,"$7,900,205",991770717155,4112 shares @ $86.98,anna.jones@gmail.com,"$4,481",3737715,CNY,INS-122747,update,13159.88,South Bay,BILL-741054,3598.89,Linda,XXXX-XXXX-XXXX-5780,james_smith,EUR,AUD,INV-908610,3.45,"$33,277",4967,275979468,_ga=6094805394.1061495,hr.employees,2022-09-05,jessicadavis@company.com,BILL-584276,XXXX-XXXX-XXXX-6606,CAD,1103,"$38,238",5169,2018-12-14 14:10:22,"$95,705",370,$325.95,3719-9107-1524-0105,"$10,819",62.3,5697,FR,INV-145679,sarah.anderson@yahoo.com,"[19.35, 98.1]","$4,369,309",$2b$12$JoLazWoPld3J6SJR7LRkNpZNU0lsUJ8F8iOwuH30ZXp497KicyVFK,INV-875131,344,8566.96,6058 Oak Ave,CNY,57667,819782868,261333428,5418,0x9ca0bed62294a4a844be93a842b7d67d6d30de6f
Susan King,80.28339,4579-7477-2773-2958,791,153,"$115,125",[INTERNAL] Q4 strategy review pending board approval,US Dollar,706,Finance,CREATE TABLE t (id INT PRIMARY KEY),British Pound,772.77,"$90,522.99",CAD,"$49,983",British Pound,71682.13,Manufacturing,471948926862,07/29,612,[INTERNAL] Q3 strategy review pending board approval,07/29,British Pound,INS-358872,"$23,641",82293151,696,james.lee,Singapore,74.8,Rotterdam,5.03,4.2.13,"$28,368",4649.36,2022-08-15 07:56:36,"$815,719",014,60110836,CHF,Cost-plus 25%,"$6,110",BILL-242891,01/26,55.3,44.5,JPY,United States,The Godfather,StreamLine ERP,3843.35,"$76,384.88",GR7 4GZ,sales.orders,0xfe5e4b5e992feff5d5edf001a0a8f92d6fc0c66c,"$8,019,440",79330744,2527 shares @ $44.21,olivia.harris@yahoo.com,"$40,520",601187968,CAD,INS-908624,snapshot,13695.94,West End,BILL-782008,7588.67,Liam,XXXX-XXXX-XXXX-4930,ethan_taylor,EUR,CNY,INV-154678,14.85,"$35,815",7166,361901829,_ga=6957749552.4513676,hr.employees,2019-04-11,david.davis2@acme.org,BILL-368546,3733-0938-0717-4986,INR,0675,"$45,200",4947,2026-08-20 09:14:35,"$82,796",304,36229.09,XXXX-XXXX-XXXX-0098,"$2,173",99.6,7135,US,INV-298514,richard.rodriguez@gmail.com,"[21.11, 75.91]","$5,303,117",$2b$12$Sm5fVMduijs2bI8GX8ce2mXsZ1Dul5mvZrPDhRgXcoA9lv2qeYzph,INV-581861,356,8908.65,8077 Oak Ave,AUD,424412,769043524,896024073,2891,0x3d3007e9676d91d52d063f885254be51921aec0d
Mary Martinez,-165.660044,4164-9924-4718-4323,302,7597,"$234,259",[INTERNAL] Q2 strategy review pending board approval,Euro,635,Energy,"{""type"": ""object"", ""properties"": {}}",Swiss Franc,4624.71,"$80,282.71",JPY,"$2,880",Swiss Franc,"$9,194.58",Education,5964881380,01/24,312,[INTERNAL] Q1 strategy review pending board approval,03/25,Euro,INS-566253,"$11,938",244160882641,739,anna.williams,Shanghai,80.9,Singapore,3.29,3.5.97,"$44,324",8420.07,2022-02-27T09:35:23Z,"$5,873,504",7051,601121366,CNY,Cost-plus 25%,"$44,865",BILL-545583,03/28,34.3,96.21,CHF,Australia,Interstellar,DataSync 3000,4326.07,67837.31,74375,hr.employees,0x5435c10448d15637a6a0bbaac10ced1e42380f76,"$2,356,008",834050408538,599 shares @ $22.55,elizabeth.walker@yahoo.com,"$23,094",601174952,USD,INS-410358,delete,"$75,265.95",North Shore,BILL-911413,8961.43,Olivia,3782-0983-3856-7737,oliver_wright,INR,CNY,INV-697405,7.89,"$18,873",0482,618525094,_ga=1571592508.9178088,hr.employees,2019-04-17,anna.jackson@outlook.com,BILL-886608,XXXX-XXXX-XXXX-8503,USD,5309,"$46,339",9990,2020-07-03 12:18:37,"$235,733",798,"$94,789.92",6011-0904-9987-3711,"$36,345",42.1,4435,CA,INV-177997,emily.taylor@gmail.com,"[30.97, 71.27]","$142,031",$2b$12$mzcoR2ACK23ZbSULnQKriPX3w7YOITCbCWQDdUIecuQ8aN401KotQ,INV-247566,657,2612.73,2913 Park Blvd,INR,55326,216591681,371606979,7717,0x41c41b5afc2c9cf8c99978be2456cbdd0c5d3066
Susan Harris,-152.101013,XXXX-XXXX-XXXX-0804,355,109,"$197,115",[INTERNAL] Q2 strategy review pending board approval,Euro,542,Retail,CREATE TABLE t (id INT PRIMARY KEY),US Dollar,4715.37,"$54,125.52",CAD,"$12,709",Euro,"$27,973.22",Finance,6441221772,05/27,510,[INTERNAL] Q1 strategy review pending board approval,07/27,Japanese Yen,INS-285173,"$16,012",61829582,481,michael.lewis,Singapore,49.9,Hamburg,1.1,0.15.47,"$34,043",5384.96,2021-03-13 20:06:12,"$8,149,061",5277,378530,GBP,Market-based,"$11,332",BILL-147242,11/29,79.5,64.91,JPY,Canada,The Godfather,SmartHub X1,8200.13,"$16,677.28",KZ9 6WM,public.users,0xd9cda69de7014c37b3e8bed3cfe0c4e4fd5f0862,"$3,332,065",07075950,118 shares @ $333.21,patricia.smith@yahoo.com,"$6,471",60114984,EUR,INS-957955,insert,"$4,477.01",Midtown,BILL-726130,112.31,Anna,3774-5563-3911-8037,sarah_jackson,BRL,CAD,INV-314237,69.65,"$1,304",0596,099275117,_ga=1563648701.1867937,analytics.events,2022-01-03,susan.brown@outlook.com,BILL-606862,4586-2889-9924-0185,EUR,249,"$29,939",3053,2021-03-25 22:34:03,"$108,594",514,"$7,048.62",3707-6572-2314-5853,"$33,194",78.7,3441,AU,INV-429404,aiden.miller@yahoo.com,"[1.03, 61.19]","$2,000,481",$2b$12$lxUcgl5XemQkpUkXrTSKFEzFrkubfiBadf1Hm3ouKqjox66Nv1kQP,INV-227419,345,4184.23,1389 Oak Ave,BRL,41490,910780539,505758728,3663,0xd84b17e901b6648125a6e2e8fe96be3e5e13f67b
Linda Miller,-9.436504,XXXX-XXXX-XXXX-7289,757,5296,"$220,506",[INTERNAL] Q2 strategy review pending board approval,Swiss Franc,614,Manufacturing,message Msg { string id = 1; },US Dollar,7233.38,"$14,826.98",CNY,"$9,834",British Pound,"$30,264.10",Healthcare,5725033063,10/24,563,[INTERNAL] Q1 strategy review pending board approval,06/28,Swiss Franc,INS-102127,"$44,331",2923123761,326,lucas.johnson,Hamburg,94.4,Shanghai,7.47,1.10.2,"$5,258",2683.11,2023-09-04 03:21:49,"$9,674,866",423,55802,CNY,Value pricing,"$40,449",BILL-782803,12/29,66.4,83.62,CAD,France,Blade Runner,Widget Pro,3078.52,"$81,672.92",91068,sales.orders,0x6508b34d24de586719623df775c60f2bf942f22c,"$1,221,679",0862601523,2157 shares @ $235.12,john.wright@yahoo.com,"$2,534",376073,BRL,INS-997485,delete,"$47,226.04",East Side,BILL-342240,9173.97,Jennifer,5884-2791-0083-5262,james_thomas,CHF,JPY,INV-408248,50.64,"$19,968",1152,792877644,_ga=9349370767.6504337,public.users,2020-09-08,sophia_taylor@acme.org,BILL-511397,XXXX-XXXX-XXXX-8113,CAD,3428,"$45,959",5776,2022-07-10 17:46:03,"$102,178",770,"$82,672.86",3728-7156-1235-0548,"$43,702",14.5,3474,BR,INV-474412,anna.harris@gmail.com,"[25.54, 91.7]","$8,194,525",$2b$12$JS8y8VgMB43W3pdcYHUUNSiLgArayMd0rzMUnQyDFOGtwacHJtV3t,INV-326700,543,5820.05,7426 Park Blvd,INR,569089,909945865,127645141,6933,0xc9fe2f0ca390438c7434d3809e284c94dc94d809
William W. Young,-136.392479,6011-4107-0332-1960,389,800,"$243,912",[INTERNAL] Q2 strategy review pending board approval,Swiss Franc,430,Retail,message Msg { string id = 1; },Euro,3144.21,79039.77,CNY,"$34,767",British Pound,"$80,769.67",Manufacturing,19055811,06/26,613,[INTERNAL] Q3 strategy review pending board approval,04/24,Euro,INS-893895,"$44,949",6122711464,387,liam.clark,Rotterdam,86.0,Port of LA,2.01,4.19.49,"$42,893",3845.44,2026-03-14 23:07:04,"$1,121,682",299,601152051,CNY,Value pricing,"$31,853",BILL-712178,08/25,81.2,65.67,JPY,Canada,The Godfather,Sentinel Monitor,5835.79,"$62,365.30",TE4 9OE,public.users,0x23961e1b4ee0768f377aea120fce1612c3a725bd,"$492,780",351564155671,2346 shares @ $362.76,olivia.jones@outlook.com,"$10,194",60111932,INR,INS-100514,upsert,"$38,024.54",Downtown,BILL-969816,2571.74,Lucas,5010-9393-2486-3700,john_anderson,CNY,JPY,INV-184614,46.99,"$38,142",9705,756980823,_ga=4656042698.3308566,sales.orders,2023-04-03,patricialewis@outlook.com,BILL-120768,XXXX-XXXX-XXXX-2964,USD,8713,"$33,128",9338,2026-09-18T09:51:27Z,"$219,205",806,5319.01,3748-1384-5023-7275,"$33,323",74.4,1726,DE,INV-544811,richard.thompson@gmail.com,"[31.02, 98.58]","$4,655,380",$2b$12$wbQh2RSzJ83r1SYP0v1yD5Z2XNVN9mnwrypAsV6JEkFDDhqC9OIvx,INV-264337,849,7335.76,3632 Main St,AUD,372104,515588588,599408144,0919,0x98c10dfe0b0d03e36d46d9e346f33914f0f1e825
Anna Anderson,-145.612055,XXXX-XXXX-XXXX-7091,717,1060,"$66,958",[INTERNAL] Q1 strategy review pending board approval,Swiss Franc,478,Healthcare,"{""type"": ""object"", ""properties"": {}}",Swiss Franc,9599.01,"$15,438.86",INR,"$5,678",Swiss Franc,81669.62,Education,98860445,10/29,589,[INTERNAL] Q2 strategy review pending board approval,02/28,Japanese Yen,INS-262090,"$43,835",04800340,440,mason.young,Port of LA,41.8,Singapore,10.23,1.12.78,"$7,465",3496.36,2019-03-06T08:06:12Z,"$6,213,719",8493,43317,EUR,Value pricing,"$30,834",BILL-794542,10/28,9.9,14.41,CNY,Japan,Blade Runner,Widget Pro,8098.07,51957.32,LK6 3TE,hr.employees,0x0e4429469c427c10e3ba6f760405dcd504a6d33f,"$6,347,875",5378534787,1430 shares @ $118.5,william.miller@outlook.com,"$34,061",601183039,INR,INS-198558,insert,27724.31,North Shore,BILL-639361,9700.11,Susan,4326-3249-8591-9542,michael_lewis,INR,BRL,INV-858420,77.96,"$31,591",6285,826614543,_ga=4242309183.9971119,analytics.events,2019-08-22,jessica_garcia@yahoo.com,BILL-514556,5417-4441-9311-3506,BRL,275,"$37,963",2649,2021-02-06 20:49:21,"$136,291",366,"$64,033.05",3767-0835-4981-8291,"$30,026",32.7,8467,CA,INV-669110,mary.jackson@outlook.com,"[5.92, 86.38]","$4,176,103",$2b$12$GmP80upC6N3lQotG8f7ff3eK8WWRrpPqnTxdUq7iuuvxfigWMbn7A,INV-371372,749,281.69,786 Maple Dr,INR,519607,999587279,419930203,2859,0xc217d72eec80ba82fac7d65d6ca05eed1cfdbec5
Linda G. Smith,-74.661233,4934-5383-9101-2143,467,3112,"$74,263",[INTERNAL] Q1 strategy review pending board approval,British Pound,731,Energy,CREATE TABLE t (id INT PRIMARY KEY),Japanese Yen,816.8,72918.94,BRL,"$40,642",Japanese Yen,23643.29,Education,34109078,12/30,621,[INTERNAL] Q1 strategy review pending board approval,12/30,British Pound,INS-853360,"$33,863",9223474252,700,logan.rodriguez,Singapore,99.7,Port of LA,0.86,4.13.32,"$10,332",4358.88,2023-01-24T20:21:32Z,"$303,239",044,3795009,GBP,Cost-plus 25%,"$40,675",BILL-983052,05/25,17.8,27.86,AUD,Netherlands,The Matrix,Sentinel Monitor,4230.83,"$48,507.32",47643,public.users,0x0f21bf991774062d873345929bddfe64c6d8e2fc,"$8,062,315",1647558363,351 shares @ $497.79,susan.harris@gmail.com,"$33,928",48118,EUR,INS-348419,insert,"$63,119.96",Downtown,BILL-515925,2251.22,Susan,3726-3766-4752-5355,elizabeth_white,JPY,USD,INV-131968,68.46,"$7,158",0193,703001621,_ga=4502910534.8272156,public.users,2018-11-16,jennifersmith34@gmail.com,BILL-698959,3737-0023-9614-0571,AUD,105,"$23,138",3769,2024-12-27T01:54:56Z,"$64,324",830,95851.89,XXXX-XXXX-XXXX-4047,"$8,615",32.0,0658,JP,INV-133684,emily.clark@gmail.com,"[23.28, 97.07]","$3,442,791",$2b$12$EOhgwhmpcMQctMD9o5F4lF0pKzq5OuJKkhWjGAQT9EZYp5490Haua,INV-643725,724,9757.65,1338 Main St,CHF,60115913,079637714,970421298,0182,0x582cc304c8f9ad8fb2f8b027ccbcf9b48198bf78
