insurance_id_6,x_bil,p_294,val_520,rutrst65,equity,BANK_IDENTIFICATION_NUMBER,user_bank_account_number,kfgkgn18,ordinalPosition,cd_verification_value,yfhbk81,card_expiry_date_data,investment_account,investmentAccount,val_title,routing_number,lbkx12,v_209,confidenceInterval,yqtph69,paypal_acct,mapping,financial_forecast,etl_batch_id_6,col_inves,fraud_score_6,tenantIdentifier,channel,cryptoaddr,hcr34,magstripe,shipmethod,routingNumber,x_214,val_973,bank_account_number_v2,insurance_id,axpsk17,priceCost,field_388,ts,decimalFloat,col_700,salary,bin,NULLABLE_FLAG,apprvstat,raw_stock_rsu_grant,fraud_score_v2,cred_score,invest,column_field_nm,d_881,card_verification_value,credit_score_field,standard_deviation,p_insur,stock_rsu_grant_14,ahgfh10,dataFormat,stock_rsu_grant_raw,income,INSURANCE_ID,dim_budget_allocation,curname,PRICE_COST,REVENUE_SALES,col_wc,meta_804,credit_score,billingAccount,field_billi,measprice,issuer,fact_distance,rzrk29,c_767,cardVerificationValue,TRANSACTION_AMOUNT,meta_670,col_154,sbkh9,src_bank_identification_number,bonus_variable_pay_field,digital_object_identifier,bank_account_number,user_investment_account,role_job_title_raw,raw_api_key_token,longitude,attr_hhjw,investment_acct,bonus_variable_pay,creditScore,CARD_VERIFICATION_VALUE,PAYMENT_CARD_NUMBER,pctile,cardExpiryDate,v_739,ijr6,datatype,ROUTING_NUMBER,tnz42,rate,uzkumu60,FRAUD_SCORE,insid,src_salary_compensation
INS-675183,BILL-432571,INS-329197,7269,1920x1080,1344 shares @ $273.15,601163630,70932800,6357,587,0386,727,10/25,INV-970272,INV-184897,Technical Report 2020,986693624,6011-1685-2683-7310,Type 2 Diabetes,"[10.62, 76.41]",6011-3569-9602-3952,robert.rodriguez@yahoo.com,field_a -> output,Q2 2024: $31M projected,batch-20260113-99,INV-557706,67.7,tenant-014,Mobile,0x8b25125a072808532a92fab64dad965ac166df27,22933308,%B3050345188303258^GARCIA/NOAH^2802,Standard,758783973,04/24,2501.47,48561352,INS-405261,Hispanic,9992.25,"$8,964.55",2023-08-17T08:27:50Z,3132.0489,4720,"$214,738",45803,true,Rejected,892 shares @ $389.79,93.9,511,INV-212714,email,Figure 3: Overview,099,730,47.7094,INS-688224,2754 shares @ $343.16,1280x720,XML,4339 shares @ $298.97,"$99,169",INS-857524,"$296,410",Euro,7461.66,"$1,180,861","$99,923.71",INV-950473,586,BILL-555398,BILL-306989,8371.41,427863,9135.2,"$9,504,503",XXXX-XXXX-XXXX-3387,4145,"$32,075.58",40.4,Child,Approved,601117256,"$28,979",10.9730/h655.34,26178164,INV-799132,Software Engineer,sk_vOVXLT3Z9hpA050Kbu60Cgmg74ihFDOf,-94.25126,29.8,INV-324296,"$13,466",736,663,3764-4300-9977-4375,82.95,12/30,2.4,%B4997617474892332^MARTINEZ/EMMA^2605,BOOLEAN,604373109,145.9264,2600.24,Euro,65.2,INS-135027,"$102,225"
INS-218485,BILL-321006,INS-656662,2001,3840x2160,3639 shares @ $393.5,601152681,609114583316,5439,3,4542,548,03/30,INV-677137,INV-738319,Executive Review 2024,484659761,5472-9294-6355-0250,Arthritis,"[6.56, 66.09]",6011-8213-3647-5816,james.martin@outlook.com,input -> field_b,Q3 2025: $65M projected,batch-20190404-46,INV-762154,63.8,tenant-020,Chat,0x5715bae4335617c250791e4d269b43c13013161f,095261156354,%B6410453217055594^GARCIA/MASON^2710,Economy,765721458,02/27,8455.88,7570969140,INS-449986,Black,6710.81,"$98,026.00",2022-02-09T18:51:38Z,3058.8954,835,"$64,227",457143,false,In Review,1577 shares @ $135.45,96.8,380,INV-976644,name,Figure 8: Comparison,1926,304,0.3835,INS-323594,2285 shares @ $123.73,3840x2160,YAML,3707 shares @ $108.56,"$158,180",INS-811437,"$2,087,460",US Dollar,4777.81,"$4,622,694",63314.00,INV-622685,436,BILL-198176,BILL-113883,5134.95,50856,5154.6,"$9,948,422",5980-6293-4590-1822,2419,"$35,178.78",68.0,Spouse,Pending,378059,"$28,084",10.8653/d631.19,55779572,INV-199029,Designer,sk_QpuFGAevQCYUk3sx5cJVuYC92wczDgQ5,-177.423995,78.3,INV-716677,"$49,017",747,6348,5739-4917-9542-0019,91.81,01/28,1.5,%B7516214328913913^KING/AIDEN^3012,TIMESTAMP,589645777,71.3819,8374.8,US Dollar,23.9,INS-646736,"$100,455"
INS-844971,BILL-646870,INS-442284,1397,3840x2160,1434 shares @ $22.55,527561,9257128832,46,157,012,382,07/28,INV-417122,INV-672201,Annual Report 2022,147852415,XXXX-XXXX-XXXX-7746,Hypertension,"[13.11, 72.75]",5946-6475-8822-5283,william.king@gmail.com,input -> target_col,Q3 2024: $27M projected,batch-20230212-91,INV-744850,71.1,tenant-041,Mobile,0x509ea671a642fcd4d8fa35f51002acb185d378bd,5962085483,%B3936893582048724^WILLIAMS/ETHAN^2903,Express,084413654,04/28,2284.08,826784097926,INS-157892,Black,1682.05,26782.07,2018-05-19T15:23:56Z,6797.8068,2482,"$114,881",3705865,YES,Rejected,3298 shares @ $303.52,76.3,414,INV-576149,name,Figure 18: Comparison,1608,372,18.1382,INS-964025,4419 shares @ $491.08,1280x720,JSON,3161 shares @ $245.95,"$206,953",INS-510889,"$3,177,979",Swiss Franc,7399.56,"$9,477,285",39243.14,INV-702559,559,BILL-787474,BILL-211052,4496.57,3770731,5340.3,"$5,575,572",5109-9998-6610-5955,9731,"$18,122.04",89.6,Spouse,Approved,599865,"$17,962",10.8171/t288.16,585187225791,INV-548722,Product Manager,sk_SEWMFdwSgGIRdzCadscKuY4M5xf1JLiZ,-71.035751,82.4,INV-579925,"$44,282",848,7630,XXXX-XXXX-XXXX-4341,68.16,01/27,12.2,%B3188912247713346^WHITE/OLIVER^2509,VARCHAR,184659378,135.7991,3043.27,Swiss Franc,69.0,INS-504384,"$37,601"
INS-855713,BILL-901896,INS-662266,8004,1920x1080,817 shares @ $22.13,59150,16254227,5145,165,128,390,04/24,INV-814821,INV-931330,Quarterly Analysis 2023,468097200,3706-1295-7990-2809,Hypertension,"[37.95, 67.23]",3790-3995-9696-1388,susan.martinez@outlook.com,input -> field_b,Q1 2025: $59M projected,batch-20260718-57,INV-357918,71.4,tenant-015,In-Store,0x15de1dba7c3347750c3812f0190ee9bb91244f6c,62520685,%B9068863251759666^JACKSON/ELIZABETH^2911,Overnight,989699918,05/27,436.96,57195356,INS-918601,Asian,1623.64,"$70,876.54",2020-04-28T09:42:50Z,5870.6245,6549,"$156,741",601126171,true,In Review,1473 shares @ $322.01,48.1,658,INV-752082,amount,Figure 7: Overview,402,408,14.34,INS-687701,259 shares @ $198.41,2560x1440,XML,3821 shares @ $204.26,"$155,121",INS-656729,"$1,056,932",British Pound,22.54,"$6,806,233","$25,166.34",INV-776076,456,BILL-950067,BILL-823600,820.09,404431,9892.5,"$6,658,911",5092-1103-1531-7743,807,"$73,491.67",81.0,Spouse,Approved,458300,"$4,945",10.3068/u507.13,4370974029,INV-440305,Designer,sk_qxHqS3LPen5FNwPDs5uWapNLFk9bNpSz,-39.914469,43.6,INV-700703,"$18,152",835,8296,6011-1251-1761-3910,54.91,04/26,16.5,%B9251135851830774^KING/AMY^2709,BOOLEAN,188157670,127.0282,5471.83,US Dollar,66.4,INS-373204,"$113,537"
INS-616389,BILL-336538,INS-446131,8850,1920x1080,2821 shares @ $271.93,54565,37666967,8496,978,8283,793,08/24,INV-468775,INV-499079,Quarterly Analysis 2020,232500770,XXXX-XXXX-XXXX-2925,Type 2 Diabetes,"[39.85, 75.02]",XXXX-XXXX-XXXX-8526,james.jackson@outlook.com,field_a -> target_col,Q3 2025: $89M projected,batch-20220806-42,INV-216199,91.3,tenant-010,Web,0x2765a14122ad2cf5036b23af24a967b5282ebc3d,80662284,%B1916536377101515^YOUNG/JAMES^2512,Overnight,816396123,11/28,5715.18,067240793897,INS-685326,Hispanic,7357.19,74570.06,2025-01-20 12:22:28,1996.7838,417,"$64,192",430618,YES,Approved,2043 shares @ $77.27,50.4,576,INV-699953,email,Figure 13: Distribution,5205,672,17.6838,INS-214470,1007 shares @ $92.83,1280x720,YAML,2315 shares @ $52.69,"$238,563",INS-393220,"$888,344",Japanese Yen,8173.1,"$6,560,558","$88,646.56",INV-734728,596,BILL-381158,BILL-729305,693.62,379787,4569.3,"$957,070",XXXX-XXXX-XXXX-5886,044,"$18,431.27",65.2,Manager,Rejected,49624,"$6,885",10.2519/r331.5,5388441143,INV-881811,CTO,sk_xEZOCxuDG0ZjCtFSzU5qtr6KxBBKL1Gx,-78.094084,69.6,INV-673582,"$22,274",433,5737,6011-0198-7733-7157,22.82,09/28,69.0,%B7552421782206381^CLARK/LOGAN^2904,TEXT,025631152,117.2006,8483.36,Japanese Yen,21.4,INS-570576,"$228,760"
INS-214176,BILL-867154,INS-574597,2437,1920x1080,4327 shares @ $166.32,458958,357901763891,6380,35,518,603,11/27,INV-912828,INV-100817,Technical Review 2025,987909928,XXXX-XXXX-XXXX-3038,Depression,"[25.07, 86.49]",3790-1381-1329-2350,olivia.thomas@yahoo.com,field_a -> field_b,Q3 2024: $38M projected,batch-20261218-66,INV-381832,16.4,tenant-002,Web,0x77f9b9b615194cd65cc3672d07b49966c946309a,2703231671,%B9813401028408758^KING/LUCAS^2509,Economy,711936792,03/27,1704.7,9364967774,INS-130743,Hispanic,102.0,"$89,831.12",2025-12-16T12:16:11Z,-709.3861,900,"$246,121",374516,YES,Rejected,4652 shares @ $355.75,66.8,630,INV-893385,amount,Figure 13: Overview,0357,371,34.4724,INS-419921,1135 shares @ $458.47,2560x1440,Parquet,110 shares @ $164.17,"$217,170",INS-164401,"$1,028,411",British Pound,1125.29,"$2,984,620",64736.87,INV-520049,462,BILL-883388,BILL-326829,8965.36,407240,9312.6,"$6,734,719",XXXX-XXXX-XXXX-5808,605,98864.58,58.1,Manager,Rejected,42280,"$40,854",10.4736/n762.43,54165537,INV-568924,VP Engineering,sk_8ZeKOPY8chUZ52vNYxCUAbwWXPdQRq7b,-111.047009,97.9,INV-913409,"$43,727",699,1891,XXXX-XXXX-XXXX-7641,55.86,06/28,25.7,%B6589346187467718^MARTIN/PATRICIA^3002,JSON,019701023,62.4556,6332.99,British Pound,7.7,INS-151861,"$167,029"
INS-766217,BILL-484378,INS-666497,0510,1280x720,1034 shares @ $464.18,377633,787384797504,4240,214,205,586,07/29,INV-858348,INV-140495,Technical Report 2022,404892619,3722-5195-0178-3291,Migraine,"[13.55, 86.51]",XXXX-XXXX-XXXX-3984,mason.thomas@gmail.com,field_a -> output,Q4 2026: $73M projected,batch-20200601-12,INV-626759,15.1,tenant-001,Email,0xbd72c31b71b518b5a03f58e2b1a4637ac5237e70,7297060218,%B1561595709374722^THOMPSON/EMMA^2701,Express,619756977,03/29,9764.03,27723476,INS-123842,Other,9668.04,"$94,096.64",2026-11-01T18:51:32Z,4084.1822,177,"$205,208",601158879,true,Rejected,2904 shares @ $170.56,92.0,570,INV-535472,id,Figure 3: Distribution,1819,843,47.319,INS-683889,598 shares @ $226.88,1920x1080,XML,2647 shares @ $159.13,"$220,749",INS-359160,"$2,480,011",US Dollar,7385.45,"$8,739,085",94944.81,INV-747312,711,BILL-981372,BILL-208154,1458.58,568064,4451.2,"$1,046,322",XXXX-XXXX-XXXX-3462,660,89027.53,27.1,Child,Pending,601159948,"$21,297",10.7157/t667.19,774858516582,INV-435598,Product Manager,sk_VoXZMP4akGpVbypj7VTU8oQS8m2ZwKn0,-74.491151,75.9,INV-745968,"$12,458",556,5615,5951-1069-5512-3095,3.22,11/27,41.6,%B0102735938292216^SMITH/EMILY^2509,BOOLEAN,382945610,33.0588,7929.76,Japanese Yen,18.6,INS-899002,"$43,732"
INS-319974,BILL-957967,INS-791364,8934,3840x2160,2611 shares @ $227.07,427875,80797946,8647,478,4493,710,03/27,INV-257267,INV-509309,Annual Analysis 2021,239535344,4187-9829-1958-4057,Type 2 Diabetes,"[1.51, 94.91]",5010-7417-5905-0563,robert.davis@gmail.com,source_col -> field_b,Q1 2026: $84M projected,batch-20181009-89,INV-644398,51.8,tenant-044,Email,0x2cfa134b9c1a7561c5babdd48fa8788fac842f9f,617054721289,%B9856906506580028^BROWN/JOHN^3011,Standard,598740538,09/25,2575.58,8118255752,INS-659963,White,7765.99,21977.36,2019-08-11T18:05:33Z,3968.7844,766,"$66,646",3743578,YES,Rejected,2243 shares @ $30.95,37.6,532,INV-124979,id,Figure 13: Overview,647,307,8.3206,INS-194796,1510 shares @ $129.76,3840x2160,JSON,4488 shares @ $149.56,"$92,982",INS-861278,"$3,890,035",Swiss Franc,7671.37,"$5,109,375","$75,380.56",INV-375427,735,BILL-714497,BILL-394389,6296.33,601126970,4065.1,"$5,060,254",XXXX-XXXX-XXXX-9477,4646,31255.77,68.6,Sibling,Pending,601149307,"$17,183",10.1215/q248.20,715829626837,INV-821778,Software Engineer,sk_aRdIReaigYVg5WjCBj7vEnFNC2BxNPv0,-163.478131,21.9,INV-334315,"$45,446",699,3699,3735-7133-4098-4385,95.93,01/29,20.9,%B8040723372324296^MARTIN/SOPHIA^2607,JSON,968918844,100.0187,5570.96,British Pound,56.3,INS-822533,"$113,363"
INS-521592,BILL-917799,INS-215140,355,1920x1080,2741 shares @ $375.85,60116589,1479761566,1497,193,0429,550,11/28,INV-981587,INV-607878,Technical Review 2023,833415236,3773-2927-1095-4065,Depression,"[6.61, 62.42]",6011-1856-5956-9616,elizabeth.lee@outlook.com,input -> output,Q1 2024: $80M projected,batch-20200518-77,INV-520488,26.7,tenant-031,Web,0xd1a447f2d7e2aae923597d26011d2ecca244e3a9,507945771481,%B6102979230836180^WRIGHT/WILLIAM^2712,Economy,600311960,08/30,2558.06,60281700,INS-273080,Other,4488.44,34872.81,2024-09-19 19:37:42,1868.0111,450,"$138,858",60110842,false,Pending,2754 shares @ $313.92,35.6,489,INV-975449,id,Figure 4: Timeline,099,730,36.1537,INS-536655,1241 shares @ $436.63,1280x720,Parquet,3414 shares @ $47.99,"$156,377",INS-856886,"$509,777",Japanese Yen,7091.0,"$6,542,980",49846.79,INV-230519,382,BILL-214636,BILL-903439,1099.35,3745292,5695.6,"$7,571,349",3793-6800-6534-9622,592,"$52,923.07",47.4,Peer,In Review,3767164,"$33,665",10.7570/i388.32,723242650816,INV-639763,Designer,sk_98q8feq15aXVlUDvJqguFpsIzr4GvZaP,-162.490123,4.0,INV-841225,"$4,876",526,010,3705-7414-5529-1179,11.9,12/25,70.4,%B6109959135412118^HARRIS/LUCAS^3003,FLOAT,597142935,75.3414,1.81,Swiss Franc,90.9,INS-995655,"$191,959"
INS-319213,BILL-790332,INS-912871,0696,3840x2160,2923 shares @ $418.0,503303,5475823122,6683,494,9388,754,04/25,INV-260986,INV-774481,Quarterly Report 2022,650391985,4732-2215-8125-8524,Asthma,"[19.24, 80.92]",3751-1008-6052-8750,elizabeth.king@yahoo.com,source_col -> field_b,Q3 2027: $66M projected,batch-20241210-14,INV-927212,44.8,tenant-021,Email,0x10321b3f29075dde88d4d18c7dbba2333c355175,512566335360,%B2153895074171644^ANDERSON/ANNA^2704,Express,267782251,06/24,1332.73,045389519624,INS-180431,Hispanic,4876.45,39739.35,2026-07-09 09:05:16,3653.6791,150,"$134,880",60110527,NO,In Review,820 shares @ $204.13,52.0,662,INV-777447,id,Figure 1: Distribution,5600,790,9.3915,INS-638717,3168 shares @ $15.71,2560x1440,Parquet,467 shares @ $22.86,"$182,600",INS-744836,"$1,354,013",US Dollar,3250.4,"$1,077,166",69412.48,INV-207616,797,BILL-207511,BILL-455461,6318.71,3706092,7169.1,"$2,438,737",XXXX-XXXX-XXXX-1173,106,"$34,424.67",45.7,Child,Pending,3785686,"$4,441",10.5663/h604.48,23208057,INV-692912,Software Engineer,sk_63QQSzCbEFBwwJbusAa4XgGnoqSnrL1u,129.752912,12.2,INV-266239,"$29,465",637,958,XXXX-XXXX-XXXX-7878,59.36,02/24,53.4,%B0076263072787283^LEWIS/NOAH^2912,FLOAT,090067638,80.731,6960.02,Euro,14.2,INS-193864,"$171,436"
INS-448683,BILL-157124,INS-396918,509,1920x1080,1873 shares @ $257.16,601166740,423959248780,9996,751,9079,819,08/26,INV-553056,INV-102077,Technical Report 2024,364766265,XXXX-XXXX-XXXX-8124,Asthma,"[11.44, 99.86]",3762-1080-9248-3392,olivia.martin@gmail.com,field_a -> output,Q1 2024: $86M projected,batch-20180524-92,INV-204947,30.7,tenant-046,Mobile,0xaa0a5b9eb4459517abf45cf4c411735ac8fe4618,184966629893,%B4152832960430861^WHITE/JENNIFER^2809,Express,926312555,09/26,614.67,95494912,INS-361454,Mixed,9732.68,"$85,953.53",2024-04-06T01:50:37Z,5049.3784,3544,"$241,461",54738,true,Approved,752 shares @ $190.19,48.6,740,INV-925523,created_at,Figure 1: Timeline,0559,616,38.2726,INS-801101,4408 shares @ $135.83,2560x1440,CSV,1102 shares @ $110.18,"$186,524",INS-619212,"$248,943",Japanese Yen,3425.08,"$7,472,128",62920.98,INV-258588,450,BILL-750211,BILL-810538,3161.28,60117473,4669.3,"$9,400,654",3710-6786-4967-3710,208,81677.95,66.6,Manager,In Review,49086,"$20,183",10.2360/e574.43,582476337385,INV-549040,Data Analyst,sk_KKn2oz4PoDm6TeVB3ZJx6iLkhq9MSDdv,-58.567799,95.9,INV-674955,"$15,592",427,4015,3740-8157-3437-3950,79.98,11/26,19.9,%B1061284116011317^TAYLOR/SARAH^2706,INTEGER,822587684,94.5684,5405.64,Japanese Yen,16.8,INS-446481,"$77,234"
INS-285133,BILL-351400,INS-153542,1540,1280x720,2795 shares @ $215.35,370925,620298824892,7799,18,8976,813,08/28,INV-450120,INV-367604,Quarterly Summary 2026,336759313,4353-6194-0542-2483,Type 2 Diabetes,"[9.06, 74.42]",6011-8582-9761-1015,mary.smith@gmail.com,input -> output,Q2 2026: $44M projected,batch-20190520-49,INV-201064,16.5,tenant-006,Social Media,0x7d162bb9db8fdf07d8fa620909fa85757301351d,14301032,%B8992402849273309^ANDERSON/ANNA^3009,Freight,588565199,07/25,2418.0,929269262450,INS-398432,Asian,4945.57,49018.40,2022-03-08 13:57:36,3018.7415,926,"$124,486",465570,NO,In Review,477 shares @ $191.42,1.6,342,INV-184710,email,Figure 3: Overview,115,706,46.6949,INS-540264,1098 shares @ $219.64,2560x1440,JSON,876 shares @ $349.32,"$172,992",INS-853041,"$4,098,940",Japanese Yen,3555.03,"$4,608,260",36621.05,INV-360453,668,BILL-441367,BILL-861567,321.82,482833,5209.2,"$9,995,636",6011-5239-1641-2558,2010,56696.39,44.5,Child,Pending,454439,"$43,668",10.1502/w822.5,6882941006,INV-388912,Software Engineer,sk_HpQ22pqcrH0ZKY9fBjMdBDl7suwumYuw,116.022298,14.9,INV-197986,"$17,417",813,5962,XXXX-XXXX-XXXX-7821,43.63,02/26,45.5,%B6547955864157810^THOMAS/JESSICA^3003,INTEGER,580924731,67.8372,9311.66,Japanese Yen,99.7,INS-778257,"$122,978"
INS-965315,BILL-349304,INS-341000,4819,1280x720,3349 shares @ $66.38,60117883,082699661886,6997,250,6979,611,06/30,INV-798958,INV-357710,Annual Review 2024,335284299,6011-8352-4797-4667,Hypertension,"[13.13, 90.62]",5765-6265-9827-5455,robert.johnson@gmail.com,field_a -> target_col,Q1 2027: $16M projected,batch-20230112-45,INV-586724,68.3,tenant-027,Chat,0x633ae9d288e9674f19dd0c0ff7e298bd1241fa50,12663005,%B2881628622832436^WALKER/SOPHIA^2904,Overnight,758395407,08/29,5375.48,88438685,INS-609472,White,8496.93,86734.87,2026-12-07T11:52:54Z,3003.173,296,"$237,078",601183578,NO,Pending,1152 shares @ $198.32,76.7,573,INV-623295,amount,Figure 16: Overview,111,592,40.4132,INS-428882,1584 shares @ $343.56,3840x2160,JSON,1708 shares @ $220.08,"$30,552",INS-984878,"$3,579,498",Swiss Franc,6304.28,"$1,442,452",55103.58,INV-393553,564,BILL-886942,BILL-921325,7362.17,371579,3949.7,"$8,992,107",XXXX-XXXX-XXXX-8975,703,32692.84,13.4,Manager,Approved,474703,"$9,706",10.3396/g764.18,438412072805,INV-755519,VP Engineering,sk_GVVdWjwmGstM71WTd6GynpEWVKVxynGl,75.342024,99.0,INV-559403,"$10,836",672,720,XXXX-XXXX-XXXX-3579,81.42,06/25,58.1,%B5797756165794228^JONES/SUSAN^3012,INTEGER,002743105,77.153,6620.64,US Dollar,1.6,INS-572921,"$114,750"
INS-714402,BILL-832838,INS-214077,3554,1920x1080,3915 shares @ $21.62,55118,141451732316,1601,2,918,345,07/24,INV-808114,INV-307538,Annual Summary 2026,909245191,3718-9639-5864-1630,Hypertension,"[32.97, 80.97]",6011-3460-6259-4938,michael.moore@outlook.com,source_col -> output,Q1 2026: $44M projected,batch-20191129-04,INV-834884,79.6,tenant-001,Phone,0x6860124c3298a987af0aa648aa1e4ef926544f8f,997073423121,%B2738066392238326^WILLIAMS/OLIVIA^2503,Standard,512980486,02/24,7600.97,55193364,INS-749091,Hispanic,3816.24,73554.15,2024-01-19T10:42:30Z,9362.8714,8695,"$113,314",60113766,true,In Review,4526 shares @ $64.4,43.4,303,INV-974254,amount,Figure 17: Overview,803,471,34.7572,INS-457795,4551 shares @ $348.57,1920x1080,Avro,2735 shares @ $19.0,"$163,626",INS-753810,"$3,204,310",Swiss Franc,7949.65,"$5,354,269","$21,119.15",INV-502093,368,BILL-997632,BILL-360203,3998.77,43630,9133.2,"$3,619,727",3731-4618-5899-5845,0256,"$80,708.48",11.1,Child,Rejected,377201,"$18,700",10.4334/s810.36,68031878,INV-492374,Software Engineer,sk_5MIPlO9W6WQUrfCYk4NzvTDCb0pLfScq,99.911375,63.9,INV-158342,"$17,777",371,676,5492-6046-6351-4638,99.11,01/27,28.7,%B9644686310424333^ANDERSON/SOPHIA^2704,JSON,831748861,133.2881,7711.18,Japanese Yen,58.4,INS-644946,"$190,039"
INS-978576,BILL-683920,INS-695127,844,3840x2160,399 shares @ $392.85,460397,66250890,7943,542,211,370,08/24,INV-201403,INV-715439,Executive Analysis 2020,233781034,3735-4241-2906-8978,Migraine,"[0.64, 78.47]",6011-8236-6015-5069,james.walker@gmail.com,field_a -> target_col,Q2 2026: $19M projected,batch-20240317-07,INV-946612,38.9,tenant-031,Social Media,0x11906abb107335c0830b4294aae8561750c023a3,56764307,%B9120346306318926^ANDERSON/MICHAEL^2501,Express,597003402,11/24,6321.35,4047456497,INS-774460,Other,3399.5,"$36,683.08",2026-08-11T21:24:43Z,1695.037,813,"$135,475",500490,NO,Approved,4218 shares @ $381.73,33.8,535,INV-880240,id,Figure 5: Comparison,6101,720,34.3971,INS-635640,1266 shares @ $315.92,1280x720,Parquet,4442 shares @ $162.9,"$39,317",INS-745276,"$3,157,283",US Dollar,4911.6,"$1,997,663","$77,016.75",INV-878515,608,BILL-783230,BILL-242395,8898.04,601150397,9672.7,"$5,957,455",3743-8117-6796-3380,055,"$48,394.85",53.9,Sibling,In Review,41089,"$9,242",10.7977/w684.4,256973603291,INV-293953,CTO,sk_gWQuXxZJuVRly5f5PuPzMHijFDLMTj0D,158.999767,27.3,INV-209985,"$2,680",787,8809,5372-0320-8101-7972,69.94,10/29,85.8,%B2799796837630683^JONES/ROBERT^2411,JSON,601885697,114.2507,661.64,US Dollar,25.0,INS-396499,"$152,299"
INS-469418,BILL-906244,INS-866732,7435,1920x1080,3929 shares @ $456.57,549485,24991429,8912,156,871,450,06/26,INV-856660,INV-162098,Quarterly Analysis 2020,155903094,4023-6055-5782-9503,Depression,"[31.97, 65.06]",XXXX-XXXX-XXXX-3841,david.robinson@outlook.com,input -> output,Q3 2025: $81M projected,batch-20180423-25,INV-941492,51.0,tenant-047,In-Store,0x1bbb674216f960b8c1b38c4c14e082d1b9939f0e,5509991113,%B5256411877780834^BROWN/DAVID^2903,Overnight,482057560,02/30,5262.45,60262787,INS-908589,Asian,8299.12,"$45,108.55",2020-06-04T03:57:29Z,6305.4496,1936,"$118,068",3764365,YES,Rejected,108 shares @ $88.27,20.0,816,INV-999235,name,Figure 3: Timeline,4698,448,47.8608,INS-396369,2001 shares @ $87.61,1280x720,YAML,2706 shares @ $181.08,"$120,021",INS-612966,"$708,724",Swiss Franc,9489.63,"$4,214,653","$66,428.22",INV-504615,682,BILL-587764,BILL-670682,905.8,601170047,2501.0,"$7,186,621",4315-3855-7619-3482,0163,64212.00,15.3,Sibling,Pending,588997,"$24,122",10.8054/q743.27,02436731,INV-931073,Data Analyst,sk_OYUWfRVy5icB7c0tYWtqY1IuiH7tm3ba,-44.916929,42.3,INV-976355,"$29,490",550,8591,XXXX-XXXX-XXXX-1603,97.2,06/25,50.3,%B8647273890657421^RODRIGUEZ/ROBERT^2602,VARCHAR,775085116,78.9191,5475.12,British Pound,68.9,INS-819222,"$216,889"
INS-395593,BILL-322858,INS-627191,3344,1280x720,1235 shares @ $309.74,60114160,042413426956,6652,145,383,519,05/28,INV-317599,INV-404996,Technical Report 2023,491839226,3722-2218-5914-3085,Depression,"[11.79, 93.47]",3746-2545-7777-9905,richard.walker@gmail.com,source_col -> output,Q3 2027: $75M projected,batch-20220712-81,INV-946932,1.9,tenant-033,In-Store,0xa312a6d6a6fbfa62affcdf7d57efd0a40289ae4d,82876251,%B6923056239079137^HARRIS/MARY^2901,Express,158476404,10/30,9352.63,50940852,INS-863957,White,5170.95,"$45,749.54",2026-08-14T23:26:57Z,4232.4537,622,"$224,032",60110967,false,Approved,1774 shares @ $365.25,69.6,529,INV-679465,amount,Figure 19: Distribution,3081,775,7.6494,INS-292343,1907 shares @ $347.2,1920x1080,CSV,1409 shares @ $494.18,"$74,243",INS-133150,"$189,380",Swiss Franc,6274.87,"$9,246,807",22278.73,INV-582724,547,BILL-156247,BILL-697817,7656.79,537659,6745.5,"$8,007,949",5782-1564-9247-9849,8401,"$52,261.40",6.1,Parent,Pending,3772835,"$44,596",10.3305/n111.46,3543125436,INV-339554,Designer,sk_PDi6KeQV7zUISySAlOyaubX4B7BdyQzb,10.032356,90.8,INV-259635,"$48,792",447,2337,XXXX-XXXX-XXXX-9011,40.52,01/27,94.0,%B1798010011878501^ANDERSON/LIAM^2908,INTEGER,190107366,88.6057,6314.83,British Pound,94.2,INS-746199,"$137,806"
INS-335416,BILL-778574,INS-440595,5860,1280x720,2616 shares @ $410.36,49892,798293531875,2534,290,9880,662,04/24,INV-362212,INV-899538,Annual Summary 2023,714639831,XXXX-XXXX-XXXX-9736,Depression,"[18.45, 79.49]",4623-0851-4027-6572,susan.wright@gmail.com,field_a -> target_col,Q2 2024: $63M projected,batch-20221127-39,INV-371278,15.6,tenant-030,Email,0x600b683eea2ec2907b080990e01828d3aab655fb,591187942275,%B6033207585081858^WHITE/AIDEN^2711,Freight,168701579,08/25,7919.2,760155873547,INS-717354,Black,9203.85,"$44,859.14",2023-01-12T19:26:07Z,6832.6959,0694,"$204,067",601149490,false,In Review,2109 shares @ $43.82,46.5,352,INV-888408,created_at,Figure 14: Timeline,225,609,5.566,INS-706546,3544 shares @ $366.78,3840x2160,Parquet,3917 shares @ $459.34,"$62,775",INS-437083,"$4,394,845",Swiss Franc,6768.42,"$3,903,553",26080.65,INV-441953,458,BILL-643853,BILL-997607,8973.32,595886,834.1,"$7,345,572",XXXX-XXXX-XXXX-7620,8831,"$37,401.17",28.5,Sibling,In Review,60117265,"$8,636",10.2591/v556.36,46054562,INV-208619,Product Manager,sk_MUGQFk7TtD2gMRXe7zE7uIQIpKQobjum,171.524245,85.0,INV-450131,"$37,451",513,666,XXXX-XXXX-XXXX-0450,17.93,05/27,56.2,%B9921453968502942^ANDERSON/JOHN^3008,BOOLEAN,788076288,127.3726,7805.91,Japanese Yen,15.8,INS-577777,"$194,018"
