customer_bandwidth_data_rate,dim_electric_current,timeOfDay,dayOfWeek,recid,arithmetic_mean,ssn,customer_global_trade_item_number,rate,longitude,user_energy,energy_6,pressure_6,vnz86,cvv,src_concentration,customer_cpu_usage,VEHICLE_IDENTIFICATION_NUMBER,expiry,SEVERITY_LEVEL,x_qmlh,cubic,efgqh24,type,p_coyc,budget_allocation_6,customer_duration,d_337,col_nq,legal_name,concentration_6,twx12,f_400,dim_press,acreage,var_fea,gender,fact_brand_name,f_689,fact_sound_level,brand_nm,raw_price_cost,measpop,pressure,category_6,customer_humidity,meta_pow,nawuw26,histogram_bin_field,v_901,application,revenue,c_ang,measlon,price_cost_22,filePath,measscore,rating,field_204,market_value,fact_start_date,FLOW_RATE,meascnt,record_type_discriminator_raw,record_type_discriminator,v_578,f_ps,c_723,issn,platformOs,TENANT_IDENTIFIER,energy_raw,URL_REFERENCE,latitude,bzyjt10,resolution_info,field_okjv,raw_revenue_sales,cert,v_851,customerList,PLATFORM_OS,CUSIP_NUMBER,src_default_value,raw_volume,dyelwe1,length_6,f_576,var_durat,f_addr,measlat_t,resolution,resolution_2,jjmbwp98,energy,var_usrx,count,f_873
9979,31.44,21:04:15,Monday,5303284,59.7744,409-84-4714,0384479518553,5698.65,-155.249696,71991.9,64367.7,1767.2,annasmith102,8849,708.04,51.4,TKUI8B039W5HPEST0,130 days,High,17,8178.7,191.2,FLOAT,EMP57740,"$1,007,410",24045,,1979,Noah Smith,0.27,TechBrand,51.97,446.9,35530.1,"[0.923, 0.3536, 0.6793, 0.3993, 0.3578, 0.2967, 0.6886, 0.7258]",Male,ProSeries,146.1499,106.0,ValueMax,9093.37,6067042,397.7,Electronics,90.9,9716.7,43.05,24.06,99.283163,VaultKeeper,"$3,863,808",225.34,-160.116194,5470.63,/var/logs/daily_709.yaml,0.9,2.92,Services,"$740,317,302",2023-10-03,909.46,93014,insert,upsert,BILL-995654,2031.6,1280x720,2165-2287,iOS,tenant-031,10680.5,https://example.com/users/data,-28.771945,44956.1,3840x2160,93.0,"$1,395,659","-----BEGIN CERTIFICATE-----
DtmPYCesGlaxhub9ZiDp2EJRxewaNmXK66yq2WgOYd5MnlT16eucjqDEp94OwAQf
-----END CERTIFICATE-----",Article,"Quantum Dynamics, Vertex Technologies",Chrome OS,PI9TU19FF,'',8275.09,The service manages data processing activities.,902.25,122.2,66132,155 Park Blvd,1053,3840x2160,1920x1080,58.132,59298.8,977.44,27829,ee5d465551600d1034bee379bf0e581599a3acb701ffebeb5407fda2dc988e40
4797,8.54,00:31:50,Saturday,974305,-76.7846,XXX-XX-2580,1656358690676,6884.39,79.719729,80859.8,83093.4,1793.2,anna_martinez820,202,380.66,64.4,P9SSUJWB9SGUE0NNB,205 days,Info,60,7295.44,370.8,TEXT,EMP13831,"$2,837,203",45662,,956,David Z. Brown,76.3,TechBrand,484.69,1581.7,52767.1,"[0.0969, 0.4186, 0.884, 0.4283, 0.9198, 0.005, 0.1691, 0.6656]",Male,ValueMax,97.9906,53.9,EcoLine,3108.05,2021883,602.8,Food,58.7,21319.1,83.41,63.35,118.835033,Widget Pro,"$9,336,657",46.42,15.803492,2312.67,/var/data/export_16.xml,8.27,3.41,Electronics,"$285,160,432",2020-01-10,104.84,92258,update,upsert,BILL-480600,3086.3,1280x720,7100-1881,Windows,tenant-037,56398.2,https://api.service.com/docs/status,27.787081,71308.7,3840x2160,116.5,"$5,537,746","-----BEGIN CERTIFICATE-----
RswEeTu7ssdEPbTX5zic4BvNGT1IxvtL8xptMhLg6jYb8Fq+8RWqchV6EfpUfnq+
-----END CERTIFICATE-----",Article,"DataCraft Inc, Vertex Technologies, Acme Corp, Pioneer Software, Alpine Systems",iOS,8RJKAQK6S,null,5232.79,The product monitors compliance records.,778.71,85.2,84774,2166 Maple Dr,2156,1280x720,1920x1080,74.099,34832.4,387.78,8248,44ee5b92896eed06a1abbfa294c83a7b2d46a33f0896a8d80061a54712c46e2a
5733,46.16,23:21:22,Thursday,REC-696816,69.9007,429-46-9506,3614746525412,7910.55,-40.347093,35692.5,44859.4,1527.6,james_young867,053,969.4,92.4,3CMBOS7UUXJD0D35I,111 days,Low,28,6950.66,21.8,JSON,EMP45359,"$2,314,673",83453,,151,Olivia Martin,775.38,ValueMax,904.63,1140.2,93027.9,"[0.9885, 0.3627, 0.4431, 0.2863, 0.7757, 0.1818, 0.953, 0.1994]",Female,ValueMax,114.199,42.5,TechBrand,3456.06,5142788,1232.2,Food,78.8,5842.1,12.26,40.79,-6.003004,FlexPay Platform,"$8,519,677",326.84,150.480279,8901.77,/var/uploads/export_224.yaml,6.24,5.23,Electronics,"$359,928,741",2022-07-01,683.13,50767,upsert,insert,BILL-247926,2627.6,1280x720,5310-3041,Android,tenant-002,28845.5,https://data.io/api,-9.78331,78499.1,2560x1440,41.7,"$2,185,773","-----BEGIN CERTIFICATE-----
70ac2hR1GUNgUqGaYRfOfsyHlFIHhdTv3KrPKVzyAcbxyt3jtyrg12v2tX5fUPEb
-----END CERTIFICATE-----",Article,"Catalyst Ventures, Beacon Analytics, Quantum Dynamics",Chrome OS,EZKJC82IV,CURRENT_TIMESTAMP,7781.96,This record manages operational metrics.,256.23,99.2,35723,665 Oak Ave,3742,1920x1080,2560x1440,29.4039,18418.8,456.62,17715,95f81cf78c9df1f862b5c9c9057c03a797c84a6edd9ae99dab92e125d85510e6
4848,22.57,05:16:04,Sunday,5949493,-25.7047,427-56-6334,4743131582957,856.11,11.918483,18247.4,40178.1,1477.1,oliver_harris793,180,947.54,35.5,KWK1SYT8FB8LUSRN8,17 days,Medium,77,2560.43,286.0,INTEGER,EMP79523,"$2,274,569",39303,,681,Emma Moore,522.4,EcoLine,893.06,1973.2,86198.9,"[0.5925, 0.7163, 0.2794, 0.8788, 0.628, 0.1723, 0.814, 0.9317]",Female,EcoLine,79.2149,92.7,SmartChoice,2446.3,7471890,325.4,Hardware,48.4,2744.3,17.12,83.14,-119.012139,VaultKeeper,"$1,992,082",203.53,-170.39997,6276.44,/var/data/batch_616.parquet,5.54,5.44,Services,"$255,645,981",2019-05-12,735.16,72113,update,insert,BILL-346095,5575.2,1920x1080,7324-6496,Chrome OS,tenant-010,92285.8,https://data.io/data/users/users,-70.179745,97776.2,1920x1080,100.7,"$8,955,416","-----BEGIN CERTIFICATE-----
+3wm2FPQ9Df7nuBjCTTaQt+zft4wO8hgVizn9tc06+cx+0nLwRS8amTpExmTatLC
-----END CERTIFICATE-----",Podcast,"Skyline Partners, Beacon Analytics",macOS,Q1V3NOC3M,CURRENT_TIMESTAMP,2383.91,This record includes customer interactions.,705.59,24.5,68504,8819 Elm St,337,1280x720,2560x1440,91.7738,39270.4,440.21,24002,9a8342de0d86fe3e51638a6cf516631f80df00b04af414c5ac2594c79291d5f3
5716,89.94,08:08:57,Friday,TXN-569381,-93.4819,637-88-9815,8115168286181,905.53,48.770007,71256.6,83894.9,1576.1,mason_jones295,8932,336.64,8.9,1ETQ1MWTW7PX1O7I1,106 days,Critical,46,293.07,54.9,JSON,EMP71504,"$3,241,790",55880,2023-09-03 07:26:32,2561,Elizabeth Young,535.22,TechBrand,524.83,108.6,6498.8,"[0.1448, 0.3842, 0.5304, 0.7663, 0.3934, 0.0427, 0.3494, 0.7635]",Male,SmartChoice,82.7924,99.2,SmartChoice,1976.4,1377576,1748.9,Clothing,39.1,46433.7,23.95,99.8,140.159349,NanoCore SDK,"$769,943",180.49,-36.289095,2285.58,/var/logs/batch_371.parquet,7.93,2.32,Clothing,"$939,845,295",2018-08-10,71.35,74882,update,upsert,BILL-523669,3785.7,1280x720,3501-2646,Windows,tenant-030,63249.0,https://data.io/v2,23.322778,77069.5,2560x1440,80.7,"$7,754,624","-----BEGIN CERTIFICATE-----
FyEbjMnjd3e78lx+wQ4RziyKnlrhX4No7O63qREhOkb+f3RzOnjYiwBjqKZJSZb7
-----END CERTIFICATE-----",Infographic,"Alpine Systems, Pacific Research Group, Skyline Partners",macOS,984M0500T,'',2560.23,The service represents transaction histories.,816.43,92.1,1348,2654 Oak Ave,4581,2560x1440,1280x720,43.9682,52764.7,451.88,37378,3114a13505e2fe7509f7ac54a8f488336b1e9108aaa332ec6ca79bad31df7fd4
1530,10.16,10:28:43,Friday,REC-840366,19.0927,XXX-XX-3153,7784497713925,8012.86,-165.212695,44291.0,7169.1,1278.3,mary.garcia486,635,793.45,30.8,9TC8PKOSOAE9RSOGS,203 days,Info,42,9982.79,208.6,BOOLEAN,EMP56186,"$3,638,923",13470,,2939,Mason Lewis,962.71,ProSeries,578.77,84.3,12160.0,"[0.2261, 0.7223, 0.3683, 0.0761, 0.4715, 0.6982, 0.5773, 0.0552]",Female,SmartChoice,23.8373,117.6,SmartChoice,8204.35,7248824,415.7,Hardware,35.0,3744.8,32.84,84.53,163.00459,CloudGuard,"$5,129,286",142.49,-0.697109,3487.44,/var/data/daily_899.xml,6.98,7.4,Food,"$376,299,515",2025-10-10,868.52,93654,delete,delete,BILL-428358,2637.0,3840x2160,5946-8739,iOS,tenant-042,22802.0,https://example.com/data/api/api,-16.864666,17108.4,1280x720,121.4,"$4,772,300","-----BEGIN CERTIFICATE-----
snNoF3QZ0VlZO5xSEvqv7RljedxtE8x35At75B4RtHsx+VIbUAycvQnv4gjnmDE+
-----END CERTIFICATE-----",Podcast,"DataCraft Inc, Alpine Systems, Pacific Research Group, TechCo Industries",iOS,TVKP4QWQF,CURRENT_TIMESTAMP,8815.85,The product tracks transaction histories.,679.47,61.9,11778,705 Park Blvd,3007,1920x1080,1280x720,14.3214,25121.1,681.7,11768,4a2f34aa87c3efca3135fe1230f6090937b8302312ca771d1d208534ad2e78e1
5657,99.06,17:04:03,Monday,TXN-327298,-34.4034,351-55-3414,9176328222677,274.19,128.123796,55750.4,96117.8,635.8,lucasthompson486,917,705.61,70.2,KIPUQNZCLKJFFAF6W,168 days,Info,28,8789.04,251.2,INTEGER,EMP75929,"$4,280,992",26936,,3261,Ethan Davis,17.24,SmartChoice,791.2,164.4,53369.0,"[0.2272, 0.1321, 0.6759, 0.2696, 0.0691, 0.0502, 0.8894, 0.8493]",Unisex,SmartChoice,80.5736,119.7,SmartChoice,8599.6,8574717,1434.7,Software,24.6,34761.7,56.17,72.23,-54.749133,VaultKeeper,"$129,157",263.65,-38.642043,89.09,/var/config/batch_674.yaml,4.0,0.57,Services,"$575,262,796",2021-02-05,228.17,79638,snapshot,update,BILL-798342,861.8,1280x720,4153-8344,Chrome OS,tenant-021,49212.0,https://data.io/data/v2,48.735747,58948.6,2560x1440,33.4,"$7,517,476","-----BEGIN CERTIFICATE-----
C9o5Z0QPaBAZvBT3Vio1OiygvZR3aBkHdlsa7SfEZPPUBkWZIXvEsdfNI1MYqEqm
-----END CERTIFICATE-----",Article,"Skyline Partners, Quantum Dynamics, Global Solutions",Android,64W13G37H,0,2557.82,The system tracks transaction histories.,484.48,76.9,66769,4400 Pine Rd,628,1280x720,3840x2160,22.2996,53718.5,793.85,34601,22f1ef54ee0e7cdb4b3ab9b46015991b2b51be875d08d5e4a219c90053e07459
640,85.51,15:17:38,Thursday,1400524,-72.194,575-22-9294,5881764289129,2374.81,32.89078,86476.3,11973.6,1719.0,elizabeth_jackson113,109,838.29,2.0,4F99S5OHRUVR44LQT,146 days,Low,69,6597.83,360.6,TIMESTAMP,EMP95268,"$1,571,438",8976,,2644,Robert White,500.7,TechBrand,890.91,1468.9,66441.4,"[0.1133, 0.1458, 0.8031, 0.7758, 0.8883, 0.2038, 0.106, 0.7792]",Male,ValueMax,27.9423,34.6,ProSeries,19.8,9414838,1753.1,Clothing,13.1,30682.2,51.72,73.42,-84.824657,Widget Pro,"$1,881,053",14.19,165.564812,2721.21,/var/logs/batch_448.log,2.75,3.04,Food,"$890,165,560",2023-05-08,742.28,55314,snapshot,upsert,BILL-743212,9157.4,1280x720,7911-9488,Chrome OS,tenant-044,40697.1,https://api.service.com/v2/data,64.72914,55888.6,1280x720,114.1,"$2,237,110","-----BEGIN CERTIFICATE-----
4VyTuVhBB8N9c/E+SnYpYilRVQUmGhcYoza9oQKhCCHkVIHOHQABpLnYTPG3hOGr
-----END CERTIFICATE-----",Infographic,"Global Solutions, Alpine Systems, Skyline Partners, DataCraft Inc, TechCo Industries",Chrome OS,02KF2FEGH,null,4240.05,The customer account includes customer interactions.,674.87,42.9,31935,2927 Maple Dr,4554,1280x720,2560x1440,6.373,19576.0,782.45,15829,1c381ba99a3be7ab091e1f63c77b102168dad963319e5b6902716c147eb7defd
458,34.76,18:56:20,Saturday,2740709,-14.0347,305-99-4915,7557963562040,2700.29,-102.9764,92323.3,50424.9,1400.1,lucasjohnson434,1537,24.03,62.0,HBNAOE8KR20ZV55NB,284 days,Critical,46,9356.35,106.8,TEXT,EMP47635,"$3,527,189",26682,,2092,James Thompson,630.78,TechBrand,300.51,707.6,24447.3,"[0.3765, 0.5196, 0.2042, 0.8737, 0.2779, 0.0321, 0.7184, 0.1258]",Male,EcoLine,24.9541,87.4,ProSeries,4783.2,4475753,889.3,Services,72.3,1503.6,99.53,98.42,-89.290329,Sentinel Monitor,"$6,744,193",192.51,-102.714193,5829.7,/var/tmp/export_978.xml,6.01,1.48,Electronics,"$788,558,366",2025-01-03,773.85,84419,snapshot,delete,BILL-452934,9680.6,1280x720,1000-7570,Windows,tenant-017,42914.5,https://api.service.com/v2/api/users,19.927343,95455.5,1280x720,82.9,"$3,544,788","-----BEGIN CERTIFICATE-----
bhfy52HyTs+ZbULnlPyy99OdWnjCFfQTtQGi78wVdmrfvw88hK6ldKP+lOUxlxHS
-----END CERTIFICATE-----",Podcast,"Beacon Analytics, Vertex Technologies, Skyline Partners, Quantum Dynamics, DataCraft Inc",Android,4NTG5VSAR,1,7145.86,The customer account includes customer interactions.,629.62,107.7,1915,1518 Pine Rd,3839,3840x2160,1280x720,134.8992,20501.7,388.98,61678,8aeea17232e748291a832e74c11567f1b565471e49d2c6f857671394a2b8e669
2243,36.51,07:06:00,Thursday,TXN-356987,87.8995,290-69-7830,2285583832132,6915.96,-128.49136,69970.9,89950.3,1392.1,noah.lewis436,906,740.2,1.0,WT44WHOYNE5IKHMFE,305 days,Info,84,1482.27,221.3,TIMESTAMP,EMP44292,"$1,301,169",66886,,4428,James U. Young,775.07,ValueMax,285.72,1175.4,17101.8,"[0.8428, 0.6676, 0.2978, 0.8611, 0.9197, 0.5992, 0.8646, 0.7589]",Male,EcoLine,80.5025,3.2,ValueMax,432.09,9730680,875.5,Electronics,6.4,44255.3,75.95,8.71,11.183396,CloudGuard,"$4,846,045",16.61,55.894961,8577.26,/var/logs/daily_57.yaml,6.8,3.42,Services,"$876,858,940",2025-03-27,635.89,26870,snapshot,insert,BILL-726836,7327.0,1920x1080,2188-2881,Linux,tenant-047,31994.3,https://data.io/api,-34.152596,20491.8,1920x1080,69.2,"$364,598","-----BEGIN CERTIFICATE-----
Wifvdnohbx5KhwWLVAbQOVncxQsoYe97IqtEyAbHt2BbvJl5vs4dGJ8I6QZKn5ZX
-----END CERTIFICATE-----",Video,"Catalyst Ventures, Acme Corp, Pacific Research Group, Pioneer Software, Quantum Dynamics",Chrome OS,7FU6D3IHJ,1,1594.51,The product manages compliance records.,846.28,65.2,69242,2109 Park Blvd,2077,1920x1080,1920x1080,60.4664,16034.4,56.52,6724,7d626a26593ec231846e841066570187dcb8b60caad37881ce2b8f5c2d8bddd4
4633,31.23,15:19:44,Saturday,9283645,-90.6775,149-17-6111,8479992901094,1962.4,-164.981898,76273.6,58030.4,1033.8,richard.taylor713,046,135.5,46.0,QRQWZADCKO3P2CSV4,92 days,Low,29,5674.29,308.1,VARCHAR,EMP28970,"$2,239,868",65867,2019-03-25 07:57:15,2726,Anna Williams,728.24,EcoLine,620.4,458.3,90181.5,"[0.4709, 0.3688, 0.0472, 0.149, 0.8775, 0.073, 0.5309, 0.5823]",Male,SmartChoice,39.9249,16.8,TechBrand,2238.67,3773054,1015.1,Hardware,81.3,8112.8,36.49,60.88,68.712993,VaultKeeper,"$6,126,204",19.01,26.593107,9556.67,/var/logs/daily_813.yaml,3.62,7.13,Software,"$137,167,139",2026-06-22,580.52,31246,update,delete,BILL-380838,1295.8,1280x720,4131-2632,Android,tenant-016,99217.2,https://api.service.com/api/v2,60.613734,85949.0,3840x2160,71.5,"$4,153,338","-----BEGIN CERTIFICATE-----
Su1h27ol1yEkMafjkcR1bGYekkhT2DMKLVEncrrCcUCoZ3ynWRoripACdBxuTq+/
-----END CERTIFICATE-----",Image,"DataCraft Inc, Beacon Analytics",Windows,VDOSTRIGK,CURRENT_TIMESTAMP,389.59,The system includes compliance records.,124.93,102.8,35517,3197 Oak Ave,665,3840x2160,1920x1080,95.2579,66250.4,451.23,4243,58ae91a0897e25afc0ec1ab00de5a25d973a7ded82ffc9e0a33d3450df2e6154
4812,22.82,06:49:03,Monday,2252175,35.2017,XXX-XX-2705,4544896690883,7992.75,119.168787,69597.0,51683.0,366.5,noahclark945,5108,97.25,54.1,ZV8C6M1V1VNQ437JO,317 days,Medium,19,7081.53,313.9,FLOAT,EMP80110,"$3,161,458",37230,,3905,David Thomas,602.12,TechBrand,964.94,1.7,2064.6,"[0.2928, 0.0059, 0.8041, 0.4753, 0.1496, 0.8863, 0.6814, 0.008]",Unisex,SmartChoice,27.002,43.7,ValueMax,6671.33,949540,1560.5,Hardware,22.0,20829.8,27.12,95.96,-8.393259,VaultKeeper,"$9,950,021",326.09,108.533589,2014.59,/var/exports/batch_112.log,5.67,1.62,Services,"$325,904",2022-02-26,653.75,31310,delete,delete,BILL-788313,8891.6,1920x1080,8370-8602,Chrome OS,tenant-030,82824.7,https://api.service.com/docs/api/users,-2.725594,94058.6,3840x2160,127.8,"$9,541,927","-----BEGIN CERTIFICATE-----
Vhj/r5SIui+3/TxT84K8c4Yzv5hWwjJ7pqu/vP1OW/7vwFKSdfZ9HSkQGRG1G4DB
-----END CERTIFICATE-----",Article,"Beacon Analytics, Catalyst Ventures, DataCraft Inc, Alpine Systems",Android,55WF4A2OD,1,7100.84,The service monitors data processing activities.,253.26,107.7,72766,7385 Cedar Ln,138,1920x1080,3840x2160,89.6184,21558.1,888.32,19854,5d850c6919d92dfe879278d20411164a359b56803f65d128164c200f435cfca0
2598,50.89,06:43:07,Saturday,9341620,-14.1508,XXX-XX-9490,8861413371361,8449.28,-21.034513,83270.5,55804.5,707.2,robert_smith412,126,833.55,15.2,WLOLGLQM87J9CPYC3,174 days,Critical,66,6545.31,423.8,TIMESTAMP,EMP14561,"$2,190,849",33114,,550,Aiden N. King,350.35,SmartChoice,99.89,1048.0,52118.8,"[0.2452, 0.272, 0.3219, 0.0989, 0.5719, 0.0597, 0.3252, 0.929]",Unisex,ValueMax,133.3882,32.6,SmartChoice,2592.61,8068123,1637.8,Clothing,77.0,29701.1,83.5,32.63,-45.954138,Widget Pro,"$8,868,983",46.57,32.797565,5586.07,/var/logs/daily_182.json,4.69,5.63,Services,"$980,419,602",2022-07-31,158.35,583,insert,update,BILL-701549,4611.1,1280x720,4158-8895,Linux,tenant-015,25440.6,https://api.service.com/data/status,-45.418926,68725.9,2560x1440,119.0,"$996,777","-----BEGIN CERTIFICATE-----
dCuG/6FagKyNi1Jo8BjyPBNGDTuyAdznHsZD6E2NeGoKYM3On3gfa0tuU7GcK3lU
-----END CERTIFICATE-----",Article,"DataCraft Inc, Pioneer Software, Meridian Health, Beacon Analytics",Chrome OS,PPPRLLAG8,CURRENT_TIMESTAMP,937.97,This record tracks compliance records.,425.67,63.7,76175,4382 Maple Dr,1513,2560x1440,3840x2160,79.7052,96455.5,651.57,96148,f817fb28ad66541bd2bb4360266822d66ed767740fda05dfb09cd3d335cfefbe
8581,95.34,16:20:43,Tuesday,5214211,-90.1984,895-37-1603,7886755536674,6082.32,23.033165,84338.9,46926.5,504.3,ethan.martin106,6544,939.09,56.9,T0R1971N2GBI134MV,312 days,Medium,4,6246.15,38.3,VARCHAR,EMP72338,"$2,696,805",46002,,4516,Lucas Jones,247.99,SmartChoice,42.99,22.2,59246.3,"[0.1067, 0.3478, 0.4392, 0.0662, 0.6609, 0.9669, 0.4045, 0.2737]",Male,ProSeries,127.3685,128.4,SmartChoice,5785.85,1841971,1231.7,Electronics,34.8,35819.7,84.2,79.53,-155.947319,Widget Pro,"$4,675,059",24.77,35.117888,788.91,/var/config/batch_9.yaml,8.24,2.34,Electronics,"$724,211,817",2022-07-07,573.89,37489,insert,delete,BILL-569855,5338.2,3840x2160,3291-8201,Windows,tenant-009,95289.7,https://example.com/data,-52.565567,16187.3,2560x1440,8.3,"$8,863,776","-----BEGIN CERTIFICATE-----
BFsVWi+aClx1ahTvJGQQmPTo9Bnot32CV+WNtuuCJNsuCR7Mw2fEjlIbu/1+S6qk
-----END CERTIFICATE-----",Infographic,"Acme Corp, Global Solutions, Vertex Technologies, Catalyst Ventures, Beacon Analytics",Android,OR7OB9HRP,CURRENT_TIMESTAMP,9941.27,This record manages compliance records.,967.54,75.9,38957,3619 Main St,3255,1920x1080,3840x2160,94.4685,3650.4,714.92,52618,26b1e0a5efd63fd7322e912447aa1bb146ca2c6fc103d47c41520cf7bd59ac07
4449,68.57,19:41:28,Monday,6610856,-67.8554,727-42-9274,4067894197787,6838.55,56.16727,78164.8,65173.8,1898.1,james.thomas304,1763,258.19,98.5,0KBCEPMKAN4E34QBF,108 days,Info,76,7812.71,39.4,TIMESTAMP,EMP67319,"$1,661,857",61269,2024-09-13T22:30:24Z,3554,Ethan Harris,246.79,TechBrand,310.77,1371.2,67986.8,"[0.0269, 0.5158, 0.9118, 0.4522, 0.7727, 0.0012, 0.0594, 0.158]",Female,TechBrand,2.4118,102.7,SmartChoice,536.47,7843904,1586.8,Electronics,81.4,44932.0,62.58,64.11,-101.482891,AuditTrail Plus,"$1,029,356",21.89,-38.069997,830.26,/var/data/batch_284.yaml,2.49,8.04,Clothing,"$255,355,608",2024-11-16,155.81,5053,insert,upsert,BILL-191538,5318.3,2560x1440,7716-2666,macOS,tenant-001,87403.9,https://data.io/data/docs/data,-18.014793,63718.2,2560x1440,117.6,"$8,611,016","-----BEGIN CERTIFICATE-----
URYwDB2qQrN3bPJM8vb4YUYY1PMJ0ShqhF/Ak3UWM0fLFOFNmRinIXjGGAgCVdpZ
-----END CERTIFICATE-----",Infographic,"DataCraft Inc, Quantum Dynamics, Alpine Systems, Skyline Partners",Linux,HAWBQRKDD,0,3602.36,The system includes compliance records.,24.56,118.6,3159,899 Pine Rd,2389,1280x720,1920x1080,34.3614,80287.4,847.78,61211,50ab9f49954ea175f27d4c1c804fb904b4f1b6419136302b2e8078b7d1646c8d
3928,62.16,21:48:09,Sunday,1642072,-45.6437,648-84-2542,5357469003794,7282.82,10.474392,83953.2,42667.6,1941.7,aiden.lewis997,749,318.13,91.6,O816PY9YB2EZYH2GZ,131 days,Low,74,2770.56,385.8,JSON,EMP94868,"$28,128",68620,,1936,James I. Williams,905.42,SmartChoice,767.91,799.6,23312.8,"[0.7334, 0.8631, 0.5251, 0.8884, 0.6303, 0.3262, 0.891, 0.2304]",Male,EcoLine,44.6037,81.3,EcoLine,1673.72,4061478,1325.2,Hardware,40.1,14112.3,13.86,39.65,-49.509422,Widget Pro,"$844,505",263.96,153.422254,4882.22,/var/uploads/batch_40.parquet,5.81,1.26,Software,"$169,701,196",2022-03-15,127.33,14868,insert,delete,BILL-651689,8960.3,1920x1080,3297-8246,Chrome OS,tenant-038,37576.6,https://acme.org/status/users,-47.184391,56433.8,2560x1440,95.0,"$320,932","-----BEGIN CERTIFICATE-----
DTqOidW7x/7JFQwx3xB468pBUppovzijjle9ZCQtql1VcFOm9jXndtK5QI2i3Nou
-----END CERTIFICATE-----",Podcast,"Meridian Health, Pacific Research Group, Quantum Dynamics, DataCraft Inc",Windows,PD180V66H,1,2604.71,The customer account includes transaction histories.,905.62,113.7,45892,9139 Park Blvd,4225,1280x720,3840x2160,28.7133,99408.5,998.93,72503,34f61fb14e1960df59185d1c1819673551e2da179fac4ffd53476d1473a6b27f
1855,87.64,01:24:45,Thursday,USR-889064,39.6061,XXX-XX-5995,1458628811777,2595.34,-147.911091,48125.6,83263.8,898.1,susan.lewis632,788,859.61,59.1,2JIEKYQOCCKR0MAIP,66 days,Info,63,674.5,58.5,INTEGER,EMP10560,"$171,748",15157,,4139,Liam Rodriguez,748.66,ProSeries,433.77,1604.5,81119.2,"[0.9552, 0.8048, 0.9869, 0.4026, 0.5861, 0.4286, 0.4756, 0.1252]",Unisex,ProSeries,68.1772,32.0,EcoLine,1062.46,7908496,1931.2,Electronics,42.4,12693.6,5.87,54.24,-155.951815,SmartHub X1,"$2,261,914",335.18,110.015017,8296.21,/var/config/batch_269.xml,1.71,4.87,Hardware,"$159,438,947",2019-11-19,844.08,8811,insert,upsert,BILL-409531,467.2,2560x1440,1153-8960,Linux,tenant-021,98123.2,https://api.service.com/v2,-76.281596,19152.8,1280x720,107.8,"$9,177,140","-----BEGIN CERTIFICATE-----
bJv4NIv9z0VYWonhzQj/vvfrTYlKhudHb6nscft9x+6fP2IyuyrZCADM+I1Ndsee
-----END CERTIFICATE-----",Infographic,"Beacon Analytics, Vertex Technologies, Pioneer Software",Android,PJCV1JX3I,null,1139.27,The customer account includes data processing activities.,232.87,41.6,79532,7827 Main St,2145,3840x2160,1280x720,112.163,63791.0,504.61,12767,b8095feaed03fb00a7bec1269b5606b0447d8b2f2ad0194d33864c051c2c56bb
5497,83.42,10:24:22,Sunday,TXN-233686,-8.4067,XXX-XX-2790,6052093781293,5442.49,170.641317,62090.0,92387.8,192.4,amy.king30,5690,770.67,9.8,N2MSRX3YYTKU3AWXD,81 days,Critical,65,7135.38,290.4,INTEGER,EMP99327,"$2,315,913",81973,,2745,Olivia Martinez,349.79,ValueMax,617.39,1834.2,3526.3,"[0.7868, 0.2938, 0.1413, 0.4212, 0.5298, 0.935, 0.0859, 0.9842]",Male,SmartChoice,85.5785,40.4,TechBrand,1277.02,2642221,309.3,Hardware,49.9,48613.5,66.19,2.69,-72.710468,SmartHub X1,"$5,605,142",332.09,-10.647775,1778.47,/var/data/daily_408.log,3.67,1.92,Services,"$238,095,031",2023-11-24,868.12,16261,update,delete,BILL-967004,7101.6,2560x1440,8058-5566,Windows,tenant-013,75458.2,https://api.service.com/v2/v2/status,-34.906165,89455.6,2560x1440,90.4,"$318,553","-----BEGIN CERTIFICATE-----
saX8lshjrjL/6k5DdfUWc42zIzGCY2X9sRm8nNfEzwi6k96oohIcISnPSFmveF/j
-----END CERTIFICATE-----",Image,"Alpine Systems, Skyline Partners, Acme Corp",Chrome OS,8ZJULMQOD,null,8717.56,The product tracks data processing activities.,907.21,39.5,2722,283 Maple Dr,2738,1280x720,1280x720,134.5017,20784.9,803.72,25854,c63773de855dd86029f24c68ca8288cd640a5d012d6abc2d10eb6d1b8e87ed2c
