txnamt,p_504,meta_cvv,bank_identification_number_field,f_961,col_836,paypal_acc,src_username,customer_card_verification_value,billing_acc,HASH_IDENTIFIER,strategic_plan,crd_verification_value,billing_account_field,dim_routing_number,CRYPTOCURRENCY_ADDRESS,field_802,iso_4217,d_shyz,card_verification_value_val,billing_account,salary_compensation,raw_ph_level,binary_value_val,billingAccount,rflgsb34,cryptoaddr,decimalFloat,fraud_score_v2,timestamp_v2,expiration,x_921,var_frau,meta_pmlg,salaryCompensation,bonus_variable_pay_field,trend_growth_rate,col_addre,priceCost,checksumHash,bank_identification_number,v_jmdr,default_value_field,bankIdentificationNumber,marital,partition_key,fglbx30,bankAccountNumber,content_type_6,continent_data,insurance_id_22,field_uwtx,BANK_IDENTIFICATION_NUMBER,card_verification_value,routing_no,credit_score,payment_card_number,customer_flow_rate,bin,caption,paymentCardNumber,routing_number_v2,global_trade_item_num,BANK_ACCOUNT_NUMBER,payment,issuer
"$54,699.82","$8,741",770,378614,CHF,9102,michael.moore@yahoo.com,jessicalewis948,9102,BILL-698809,2c23cfcd5defd81aeccd31d9c23e241563f07f526fd8df88c1c063833c17127b,Expand APAC market,292,BILL-265635,551766094,0x6fedbd181dc1fda10145e29d93f19df0ab513b85,CKR,EUR,1,9376,BILL-401436,"$224,785",6.75,1,BILL-744964,60.6,0x46b88edb161667902544ebfc55379fd67fdea45a,9935.5922,81.9,2026-09-27 21:03:07,01/30,"[-0.7639, -1.4544, 0.9762, -0.497, 1.3756, -1.3975, -0.5517, 0.1723]",26.5,0xd6050c27064214ae10610fdeb3ad4b58b9d21632,"$243,370","$28,051",11.69%,"6264 Oak Ave, Houston, MA 64566",2739.44,2da74d993b64e02a3595ed1707bb2c7320efff3164c2ff9bfa2bcac5a99da6ed,46356,6488,'',457725,Widowed,tenant=us-east,Martin et al. (2011),46229720,Podcast,South America,INS-252720,7542,60118050,334,979235722,335,5776-1139-3616-6239,226.79,55518,Figure 6: Comparison,XXXX-XXXX-XXXX-3101,417377556,9592041912831,0362861118,"$23,433.99",60112128
49064.02,"$41,729",0662,60114306,AUD,0270,jennifer.brown@yahoo.com,mason.robinson709,0232,BILL-497064,a9291b86b3a1900ae816cb4690639ad97dccad2b2bfb194cbb65616241febc65,Acquire competitor,1602,BILL-162978,709372024,0x7e8b620ce30d7b244cc537621dedee5902cfd05d,UYY,EUR,1,738,BILL-639583,"$61,693",4.36,0,BILL-832202,54.9,0x9a351d0ab306eb2a24c71a56b1f853fccdb8656e,7763.8783,76.5,2020-09-10T13:29:08Z,05/26,"[-0.4009, -0.2138, -1.0604, 0.2291, 1.2422, 0.569, 1.0818, 0.0826]",33.7,0xf75312b3564c1059d321f73512bbe95d786abdc1,"$220,423","$28,319",38.87%,"4404 Main St, Tokyo, PA 40225",9965.24,ff66765b6bad7a716dbacc182eceb8205a7a082157db77aefa404472fb6ae514,378559,2370,0,408234,Divorced,region=2024-01,Lewis et al. (2010),06557825,Podcast,Asia,INS-795590,5787,47009,6663,691517956,607,XXXX-XXXX-XXXX-9379,280.02,370638,Figure 12: Overview,4905-8667-3764-1722,613026016,9535198061398,66440742,"$32,691.30",46284
87793.90,"$27,992",3497,379912,CHF,1921,olivia.lee@yahoo.com,olivia_rodriguez609,477,BILL-676267,569593af07267bb81617d4a3869496718f0f1af066a96dd7d9670a2ec8d2384e,IPO readiness,3329,BILL-975163,192110399,0x635d8d54aa3e34255c7839f9add879495f5ced66,WUF,USD,0,588,BILL-569904,"$230,717",9.81,0,BILL-439280,28.5,0x94dd7b5850ef02c55510c3833128e2854acdb7b8,3155.8117,71.8,2024-09-20T14:13:08Z,07/29,"[1.2015, -1.2979, -0.0884, 1.4463, 0.6004, 2.7349, -0.0794, -0.5786]",54.7,0xf85d380882f14de61e841ca243c38138a13fb5b0,"$140,979","$7,347",9.28%,"4299 Park Blvd, Atlanta, GA 12328",252.83,fd576bb2a7587ee08bb083dcae3652e3ffef32d743ef4668be966d085c58e9db,371839,9111,CURRENT_TIMESTAMP,378079,Married,tenant=acme,Taylor et al. (2025),17735515,Infographic,North America,INS-221231,9060,46404,5352,298313483,558,6011-3770-8656-4917,188.46,601148477,Figure 17: Distribution,XXXX-XXXX-XXXX-1645,452218526,2225531181213,85790618,"$54,409.28",404861
"$69,306.10","$12,240",530,601193189,USD,5011,jessica.taylor@outlook.com,jessica.anderson541,7546,BILL-859951,8a7fd2668a59ad7b0dc0c948862a7b31d4896f3b6edc639dd548135d555b64dc,Launch SaaS tier,627,BILL-326494,138241514,0x9d4d471a72b9c99f8f3f8eb349779c3a466af30c,NET,JPY,CURRENT_TIMESTAMP,720,BILL-182524,"$73,922",7.58,1,BILL-760205,29.6,0x8961441b707803e013fa9c3131aa89e3d51c7fd1,3649.5911,36.0,2018-06-21T13:18:01Z,11/26,"[0.431, -0.2732, 0.9838, 0.0124, -0.4212, -0.3154, 0.1551, 1.3336]",40.9,0x971e507483e3c2fa3bf1c0727e18e8ab72ce48cc,"$94,220","$6,335",-14.43%,"1093 Oak Ave, Chicago, GA 14110",9786.52,52bcb32825d1f30cf8275f7990a03af9b5b7dfa8f291acf42e2cd3c218747dbf,47603,5685,1,60116260,Divorced,dt=us-east,Robinson et al. (2017),5751420445,Infographic,Africa,INS-654204,6624,3781907,871,528717921,625,4793-9812-1600-8098,126.27,43205,Figure 15: Overview,XXXX-XXXX-XXXX-5783,881214660,7016724366498,07739590,"$88,274.93",60116569
42231.21,"$5,969",0232,376672,CHF,4433,logan.king@outlook.com,richardtaylor497,6918,BILL-221875,50dce550cd7d27063f1671acff4e5e39472844d0d47c988dd8e41b34371cd2dd,IPO readiness,157,BILL-193867,198512867,0xc27914d1374a1d889b7e6b8f306a46cc86713463,DFW,EUR,'',314,BILL-199168,"$70,581",2.53,1,BILL-319995,41.7,0xfc61640aa2276fa734fd8e7410547a12d7c43ad1,4930.0827,71.3,2023-06-18T02:31:51Z,12/25,"[-0.5685, -0.662, -0.3562, 0.2645, -0.2191, -0.4234, -1.0603, 0.3606]",49.4,0xd7905763a888cdd8e5dffd51bc926799095e08d7,"$31,300","$27,724",-8.93%,"3181 Elm St, Portland, PA 88382",6882.01,4838cc0587a0e5922857a93b0f3fc5be426204fc44c972c3a2a33855d269ffad,60113872,4821,false,372149,Single,tenant=us-east,Williams et al. (2015),988894843349,Infographic,Asia,INS-916505,5898,60112160,234,195262446,507,XXXX-XXXX-XXXX-9383,455.58,3713102,Figure 11: Comparison,XXXX-XXXX-XXXX-3946,879187510,4835453846022,6645595409,"$68,392.20",60112431
"$3,059.16","$44,202",4672,371250,AUD,9613,mary.williams@gmail.com,loganmoore784,261,BILL-667956,61d2b5a307eb5ec02c6d37a29fe23fc8ca0a686273170501f1c992f9e8ac7e76,Launch SaaS tier,315,BILL-286313,149263851,0x13efeba0346f6ce74daf5809ab749788a322362e,LUQ,USD,null,9372,BILL-929706,"$42,824",5.97,1,BILL-962136,4.2,0x6c8a1750eddd6c736f1ed81fd7b9014700298fbe,3591.6491,53.0,2023-04-20 05:44:47,09/24,"[-0.0265, -0.0353, -0.2368, 0.7006, -1.3713, 1.7409, 1.1006, -1.2626]",64.6,0x30d66db4cdc108e46cdc628d3a4cebe2caee5c34,"$190,176","$10,996",-46.01%,"4057 Main St, New York, FL 96860",7045.0,12bdbe76503754922af5b77b77c48a8d2daacc959da21cac73250833c96523df,48411,2792,null,47603,Divorced,tenant=acme,Young et al. (2015),268682569507,Infographic,Oceania,INS-269959,1126,3773396,672,287828775,432,6011-5243-6117-1313,816.89,3711840,Figure 10: Comparison,XXXX-XXXX-XXXX-7616,680864419,6800465119256,33316415,17511.39,371837
84306.14,"$37,624",7567,374662,INR,4149,mason.johnson@gmail.com,michael.jackson407,5555,BILL-734973,3d596183f24d827966b4b9d812b39fd39cc6766c258a4d0e48023f5abbca3d95,Launch SaaS tier,5315,BILL-349450,151180550,0x63f3a207ec2c9864d94840e7c4d7344d3d24b81f,JBC,INR,'',9325,BILL-299988,"$152,225",8.15,0,BILL-810447,16.9,0x5c8afa37e87420bf0e1348319f4b241cc31dfc9e,7401.1845,44.4,2022-03-08T20:43:14Z,04/28,"[0.5029, 0.092, -1.5684, -0.4108, -0.5411, -1.4308, 0.275, 1.3805]",78.2,0xa04373889622f035dbaf5c4b47c1d675de4c4e03,"$186,961","$13,941",-1.22%,"7401 Main St, Los Angeles, NY 55846",8242.11,48b1f91d5551fdbd850a74d577901e1a4275f3feeccc030b4382668303b10dac,474718,9760,0,60110712,Widowed,tenant=2024-01,Harris et al. (2002),0636289842,Image,Africa,INS-866963,1364,601182036,204,258536803,620,5241-9208-4152-5491,24.65,601136725,Figure 16: Distribution,6011-4314-3921-8925,193171790,4237044211599,30120368,"$13,733.95",418769
"$59,498.02","$5,720",3918,549729,AUD,9694,lucas.clark@outlook.com,sophia.miller196,0682,BILL-491559,69daca3afd77b90d552e4ea50a7de52d9d247fdb6a513d40d8c0ecd03783e79c,Launch SaaS tier,290,BILL-342310,525606057,0xf241b37c44bc89628a5544fde4f8c728cfb63600,AFS,INR,null,8973,BILL-290953,"$62,411",8.94,0,BILL-832160,64.1,0x5b47e5ffe7aaefe202b9fbeef3b5cd5ce34078aa,3568.4641,26.6,2019-08-04 06:08:11,01/24,"[-1.3565, -0.7381, 0.9843, 2.2001, 0.126, 0.2531, -0.677, -0.2804]",18.5,0x7fb13c31b20d7f67e63c34a64a6da1610a09ea8e,"$85,672","$11,273",22.85%,"534 Oak Ave, New York, PA 43913",2960.73,a5d12bd9cc6a4a0e3654cb7ad98c404264ad14d4af8d5bf9736388c9b755723d,601182018,8271,CURRENT_TIMESTAMP,580051,Divorced,dt=us-east,Lee et al. (2014),482868975262,Infographic,Asia,INS-762952,9157,601188097,0155,722951874,473,6011-0961-7704-2481,771.99,578594,Figure 10: Timeline,4392-1389-8784-5628,855794824,7508525806460,10391735,30720.04,375504
3729.90,"$34,021",9881,601125169,JPY,7293,richard.robinson@outlook.com,noahjohnson369,842,BILL-128913,647198ff9500a07204995f15f2ea8955f2d81dcbb8b76ddfda1c75cf6a34d150,IPO readiness,867,BILL-277652,000073673,0x3c41078a5235f1f6af4250fb9f82af22c8785eff,MPT,CAD,0,566,BILL-730294,"$88,771",4.66,0,BILL-856215,93.7,0xe89247b17f140fa456c3620452fc34875e5cbf27,4760.4862,56.9,2019-02-21 20:04:15,01/25,"[-1.6007, -0.4049, 1.0287, 0.5589, -0.1242, 0.6378, -1.5371, 0.7547]",48.3,0x07cf7561efeb8673a660b6ce5cf1376bf0defb85,"$34,574","$7,077",-18.48%,"5689 Elm St, Houston, MA 24348",4684.27,c01fe0c14e8474b0b284a67a9b08d5344f3a4996fc0281de37732c25d648dd0f,601164012,0877,'',3752278,Married,dt=us-east,Thompson et al. (2003),559279135784,Video,Asia,INS-885630,7820,60114901,360,444221971,832,3778-8373-1555-6633,129.41,51727,Figure 10: Timeline,4000-8621-7073-7402,029174567,6749945494827,12943089,81324.67,53873
"$27,815.13","$22,068",913,60110228,BRL,7843,ethan.thomas@yahoo.com,linda.king504,9894,BILL-116211,203684189076971b168d7ac61aa2feba81fbb86f06cf86b11d8b8d7a88f9689e,IPO readiness,572,BILL-669132,449775101,0x9724068cf801674a575dc0ad45b36f40ac7bd738,CWU,AUD,0,9541,BILL-807931,"$108,320",12.92,0,BILL-928398,59.1,0x58aed86c0c725f583b68564e8847c683a6cae565,7310.6571,61.8,2021-01-22 13:37:27,05/27,"[-0.9601, 0.5369, 2.438, 1.0479, 0.6059, -2.0402, -0.228, -0.5261]",66.9,0xe4b43e8f660aac96d50718fa17a256622c7412b2,"$169,261","$46,578",-18.19%,"3880 Maple Dr, Sydney, IL 53292",5527.37,b4712691b8d7cd3aa0dc46e65ea90db11e81b3fdc081621ae8230e9cd7fd7a20,3780729,5585,CURRENT_TIMESTAMP,507443,Single,tenant=acme,White et al. (2016),036074637947,Image,Africa,INS-735491,6764,601151255,8879,120612681,639,4636-1948-1538-8658,112.75,482151,Figure 10: Overview,3786-3799-1005-6665,138839404,3196026639405,81435604,"$62,874.95",601177384
"$78,982.18","$39,331",323,601115486,GBP,5831,emma.williams@yahoo.com,susansmith448,5515,BILL-199747,90f17573731fa9f2f38a6621a0e6aad8f3e705531b51b70d726f1db53618ee65,Expand APAC market,165,BILL-779411,540736515,0x2a7570889edb98d8467f4b3088edb50479b76122,VEU,GBP,1,6034,BILL-402989,"$197,376",4.09,1,BILL-900152,48.6,0x0c0e4563b45abad28744654ceb9f4302f218fbbf,3116.6124,13.6,2026-01-16T03:37:22Z,10/29,"[2.046, 0.4886, 1.8851, 1.0992, 1.6208, 0.4156, 1.4473, -1.2624]",18.1,0xd1980db5d9f1054517c6aa802f975cb0563270c8,"$83,997","$11,756",-38.03%,"2491 Main St, Miami, NY 24773",9703.59,b53eb2afb95a2f5fa159f905fb8ac3c9f8fc23a9ab1eb0b1a583eb3e932f6afa,54160,5936,'',51842,Married,region=us-east,Miller et al. (2016),6093409202,Image,Europe,INS-892123,887,60118528,0839,526505267,837,4817-7009-1406-3293,319.91,55027,Figure 4: Comparison,XXXX-XXXX-XXXX-0057,565183082,3126099059994,515095597761,"$47,420.49",60113767
"$75,750.42","$37,995",2247,55439,AUD,8622,william.young@outlook.com,lucasdavis936,098,BILL-733158,9dc8c53d882b114f351b5e34abcec69522b8758707b330e5b83314885a1e4f32,IPO readiness,818,BILL-121513,377441758,0x2e1fff6d321cd550c5b47c5711ce21fb2d04f7ec,BZT,GBP,0,506,BILL-837371,"$158,073",2.36,1,BILL-236986,65.5,0x6277bb24aa79a17814064812ff388b99fa10e3d3,506.9464,34.7,2022-10-06 14:20:24,02/28,"[-0.079, 0.1013, -0.4145, -2.1405, -2.2848, -0.7911, 1.394, 2.1274]",81.7,0x014c85ebe85551a31ddc4341f3ce54bc9ab2fd79,"$146,165","$10,558",20.93%,"7255 Park Blvd, London, FL 28720",7459.61,233d24f17cf1778888246cfda34919594a66ee9a968a25cf612d60108c66173e,43764,8314,'',379599,Divorced,tenant=acme,Lee et al. (2016),6228239966,Image,North America,INS-426500,5595,468546,205,347912667,472,5635-1416-8423-4951,209.82,403889,Figure 14: Overview,6011-9116-7010-9590,185893589,0386106838295,5567314276,"$18,819.47",591751
"$69,729.11","$27,168",0002,456054,CNY,8232,harper.martin@outlook.com,harper.taylor394,466,BILL-157817,7f45a0fcb1a172c8d751ca3b398ec2b49ac8b71d5cf1a2d215521bba40e40183,Expand APAC market,773,BILL-925663,234572262,0x738bdb6c2f07a45c7eb4c867a4c43f3fd4f05e1f,JIM,JPY,0,9674,BILL-830268,"$127,432",11.18,1,BILL-874035,58.5,0xfcd8a42301e0367f82f2e1d65ac38ebac5ed6e28,-37.8026,83.7,2025-02-10T19:59:59Z,07/29,"[0.1928, 1.7441, -0.6737, -1.2453, -0.3989, 0.4485, 1.3703, 0.5186]",35.0,0xfb6b582dc6ad23cc8331fc2ef2f2e172292d8fe2,"$66,561","$7,517",-47.78%,"3602 Maple Dr, Atlanta, TX 33231",7341.15,8449a595bc28f9a99ca6ea795513c3f0cd7bfb12a00df96874b733a1a26c53ea,52935,3328,'',470334,Married,region=acme,King et al. (2018),46031979,Infographic,North America,INS-960367,883,40090,1070,152373156,359,6011-2158-0960-6754,198.39,376412,Figure 9: Overview,XXXX-XXXX-XXXX-6123,954681931,4496588302359,095328510537,"$21,102.55",455181
580.64,"$36,657",7792,601176740,CHF,5792,sarah.garcia@outlook.com,emily_jackson904,202,BILL-293937,31d0c243b526b5368b9f1dc5e00fd7871b851089a8ce04a1d67e8f8d0a3251ac,Launch SaaS tier,484,BILL-364780,212313584,0xd92503e7e43bac27df809a90257173c1a2815121,PPN,CHF,'',020,BILL-930641,"$38,133",11.73,1,BILL-265747,99.8,0x0e62f41bee3f5b072c1260f6b4855f929215b5ef,4381.9109,40.8,2019-02-16 08:20:28,04/30,"[1.218, -0.1072, 1.0477, 0.2045, 0.0114, 0.1904, 1.1872, 0.5859]",46.0,0x951fff92b57bedd491aea224d0f7b96910bef700,"$127,943","$2,793",-1.58%,"8492 Cedar Ln, Dallas, NC 24710",3780.98,c79ee52096d4bd5ed609d180f0dc26f942e1c8ff31cb77085e92b642cb40e90c,45320,2313,CURRENT_TIMESTAMP,56614,Single,dt=acme,Jones et al. (2025),18070019,Podcast,Oceania,INS-770639,9890,601107332,5222,900491423,801,5908-0209-0048-9470,418.94,575855,Figure 4: Overview,XXXX-XXXX-XXXX-3426,731276108,1370626290494,389602130987,"$39,857.92",53868
68840.56,"$25,319",6685,601141646,CAD,7536,noah.thomas@gmail.com,anna_wright907,9067,BILL-982217,db52cd626bea17073e3bf551ad6bee2081deb37049b66712d7a52c13408e13d2,Launch SaaS tier,845,BILL-805745,570449685,0xc139522082c88928f8f75b14bceee6f7765c0b5c,GLL,CHF,null,1511,BILL-674815,"$78,646",3.4,0,BILL-372388,21.4,0x829c8129bf9458af70a7b6547b9f00f7d5c7cab7,9447.1804,38.3,2020-06-13T21:37:42Z,01/30,"[-0.9811, 0.0021, -0.7923, 1.8187, 0.0336, 0.0481, 0.4766, -1.3207]",48.4,0x8c572f37fe559232c4faa20b738d0ac09d50d5ff,"$69,847","$37,009",46.8%,"1373 Oak Ave, Atlanta, IL 86829",2383.58,163c3de13e058f8feaafde724003211f91dbf9533d771972d58de3255c5f0a39,450319,2760,null,581073,Single,dt=acme,Anderson et al. (2015),121606147526,Podcast,South America,INS-281870,1080,50858,8955,650972817,736,5041-3511-9991-5321,734.89,535206,Figure 12: Timeline,4606-0257-0371-8718,613987969,1303820445256,49247629,39056.53,3725110
27301.76,"$9,125",0202,446302,EUR,6978,lucas.johnson@outlook.com,jessicawright671,4096,BILL-893688,34dafc7b497c060b75286b668b63f636a20ee564e682e3dac739f14b122544c2,Expand APAC market,222,BILL-322996,423952322,0xee528bc2bf78bfe52202280842d3121e58e5d48f,FFZ,BRL,false,8748,BILL-421233,"$185,643",6.57,1,BILL-879936,44.4,0x198bf0d263f630a00f117f98cc0337d577477db9,3493.7427,66.1,2026-11-10T13:21:19Z,04/24,"[0.1816, -0.6831, -0.2762, 0.2595, 0.5997, -0.7438, 0.9535, -0.7047]",52.5,0xf77aaaa0f996591418782f1760991d63192b267a,"$38,176","$48,134",-15.43%,"2911 Pine Rd, Berlin, CA 39744",3061.42,72fde91168cae01b15ecd029c40dd2dc2db380232c1406cb6268baf5a436bfe1,601131703,2027,CURRENT_TIMESTAMP,59792,Single,tenant=us-east,Young et al. (2004),749190695082,Podcast,Europe,INS-423300,6906,601106840,795,675413687,657,5638-5775-0749-9641,712.6,601194648,Figure 1: Distribution,4703-9612-7375-4437,300605008,0837192569621,6844893644,"$34,763.41",3730712
64192.75,"$45,599",847,601135738,INR,0555,aiden.moore@gmail.com,logan.harris444,321,BILL-321877,d47ca00fc90b7cb429355cb706ab8a9cf4b06249568ec515137e41a56bd5110c,Acquire competitor,5566,BILL-588337,724962850,0xa4b244cac59c5dcde1dd2bd218bbb8dcf3cdfe39,UFX,BRL,false,6760,BILL-655138,"$226,157",0.17,0,BILL-647104,44.8,0x25ac36bdf1ac7491d5678962221f953f271c7fe4,7392.7688,80.1,2019-07-21 20:17:50,06/25,"[0.6854, -0.5484, 0.7954, -0.5279, -0.4523, 0.4997, 1.14, -0.0019]",27.8,0xc4d8bc36708bce7cbd148d3494d931407d0a6892,"$48,760","$21,070",-38.73%,"7713 Park Blvd, Toronto, CA 16126",1225.71,580057b679a17c81691636e3cdcbeda3802a53154d02d7c886598d567403137e,56904,0910,0,601195177,Divorced,tenant=2024-01,Taylor et al. (2005),563704601903,Video,Antarctica,INS-650275,1298,47021,093,069929478,799,4540-9045-1024-4490,467.35,3767828,Figure 17: Timeline,5091-3721-9409-3805,335447830,8237647425028,69596845,98150.00,499161
"$40,114.52","$9,849",9516,439879,CNY,4503,david.miller@gmail.com,richard.rodriguez392,363,BILL-244319,ba230a9686ff329d3e9bde437e815280f4113e98b45738db0b18f4c876d387bb,Expand APAC market,4442,BILL-953177,005552502,0xdfe03503c8abd4874de41c330ba0f04c5c57e12b,QDA,CHF,false,703,BILL-470083,"$96,755",6.76,0,BILL-175480,48.7,0x448b82193ef61d3cfe017d7cb77b9d9b8b00675e,8974.5309,44.9,2019-06-14T03:11:02Z,06/24,"[-2.1818, -0.6909, 0.2005, -0.8535, -0.6627, -0.043, 0.0916, -0.9944]",25.0,0xd1c364660e4f9a4c29d9d7295c877064cf7c82cd,"$134,693","$18,544",-46.05%,"9890 Pine Rd, Portland, OH 93700",46.42,c642052f793b6848d325c7df8a14c7d5227d7a8b2e02d04adcdef75912c642d6,374138,6430,null,527150,Divorced,tenant=us-east,Taylor et al. (2004),755668293434,Podcast,Asia,INS-798394,3006,412183,180,222914838,812,XXXX-XXXX-XXXX-4533,985.33,3772450,Figure 14: Overview,6011-5633-7011-0476,197401466,4366081346801,74824891,"$8,627.21",51066
"$27,645.60","$13,201",0312,43918,JPY,1840,michael.harris@yahoo.com,sophialewis911,4412,BILL-954523,8a5c6615bf4e530e2e5fd2380ec8e32ecbcb78088962066dfc066adc83bb347c,Expand APAC market,372,BILL-226623,537040873,0xa944475ce458eb4a8d3bbc57928c907eba6dc7ea,PYS,INR,1,0203,BILL-132662,"$58,956",10.85,0,BILL-414366,18.9,0x43fd61f214b4399e341b6ca51d34f95e5188b839,4375.0461,48.1,2022-08-15 02:37:10,02/27,"[0.1514, 0.8202, -0.3174, -0.8202, 0.177, 2.0385, 0.425, -1.2285]",12.3,0x80a9c2a2e6764666b5f16813121aa060bc6b09c9,"$60,299","$27,885",46.89%,"6126 Oak Ave, Houston, TX 28793",4618.44,bad8d3cb3a5a171e8a83609089ed0d70a46a55783cf0a6c7c6e4240141c42407,56297,9824,null,3797564,Married,region=acme,Lee et al. (2011),5255365526,Image,Africa,INS-921911,131,373999,5177,036459098,636,XXXX-XXXX-XXXX-2938,269.93,60111902,Figure 6: Overview,6011-4048-5527-5471,492695326,3309639857988,97610504,"$62,421.35",49425
34350.85,"$34,304",1536,601128479,INR,0212,elizabeth.clark@outlook.com,davidwright962,7922,BILL-470292,f202e36135e2028b08f67111c337edbaae05c43e98ef0f44a96d65766268947c,Expand APAC market,6611,BILL-279001,136212034,0x2623085931667e97b4a132c9f04cba444c91fcae,KCF,CAD,0,1115,BILL-220925,"$93,134",0.67,1,BILL-447107,89.3,0x9aa3aa280b6ae156b78f55bfcb129df464300256,9683.5339,87.5,2020-09-28T17:54:24Z,01/30,"[0.1796, -0.3526, -0.0857, 0.0146, -0.1184, -1.6237, 0.001, 0.4706]",71.1,0xbb1491e42b797c4a23f6f6e1c345681a81ff959b,"$129,427","$13,881",8.46%,"1356 Park Blvd, Portland, CA 36719",2168.87,53bfcdbae1c70d4d49f8a88b575a481f779d05db3df975ef87b6544c62f877f2,53597,6105,1,599730,Single,region=us-east,Anderson et al. (2020),7510790426,Podcast,South America,INS-728511,4202,48302,2948,997874621,539,XXXX-XXXX-XXXX-5509,7.16,542404,Figure 9: Comparison,XXXX-XXXX-XXXX-6960,895676279,4095198558312,715375641563,"$39,173.03",48107
45044.70,"$35,798",7699,404227,EUR,1609,amy.moore@gmail.com,olivia_walker528,6306,BILL-303959,74ba2bc64272f82912eb641e36cd05e6db2c314e4ccfb766e00af169f145e878,Launch SaaS tier,661,BILL-789436,976191624,0xfba5689c9de0c2d6dd7172e67038194a4a80efd2,DAS,CNY,false,277,BILL-465702,"$240,802",4.98,1,BILL-524253,6.4,0x5b2cab8fbf3cfbbff8837d435eb9f0f802dfd53e,3454.6213,84.6,2022-01-16T13:36:34Z,04/29,"[-1.1578, -1.3528, -0.0369, -1.0865, -1.7271, -0.8845, -0.3237, 0.8366]",74.6,0x1598f43e72ec7d400c9f0d430abf6829975650ef,"$42,726","$37,977",-48.06%,"4819 Elm St, San Francisco, PA 82444",8865.29,0bc6c7270e349cb6db07e884de17a688ba520445d5de94592833a1c6cb4fe109,43041,6684,false,518856,Single,tenant=us-east,Brown et al. (2014),432604953620,Article,Antarctica,INS-992781,3765,601132112,492,866787687,758,XXXX-XXXX-XXXX-1839,765.22,379585,Figure 19: Timeline,6011-2422-6192-3640,695290913,0583012139810,383012745274,"$20,769.82",60112644
"$66,051.01","$45,433",189,374645,BRL,4961,mason.moore@gmail.com,jessica_young798,572,BILL-728394,a565880370b1b9e2d7c05aa43b8bfa3d559e86961dc924f3d15119576ff4b959,Acquire competitor,2475,BILL-846563,669341116,0xc06ab9defd441b63e69f160927b1d27961978e07,OZZ,CHF,'',5731,BILL-315417,"$106,683",8.3,0,BILL-664041,2.1,0x351ffc4234d1b3121fb17ea5922d51638b901cfe,2236.9542,99.1,2026-09-05 10:41:20,11/28,"[0.8508, -1.625, -0.8993, 1.4357, 1.0082, -0.6461, -0.818, -0.3088]",2.6,0x5b4d34b8e7b238638d03ea048d9b6194a2a1d4a4,"$180,159","$40,869",-21.21%,"6796 Main St, Phoenix, WA 70344",8156.31,84bbfb9a0b71a7a408324ee43bedf1d95288d58941c5fee772845e61cd3d55dd,60119699,2124,CURRENT_TIMESTAMP,41153,Divorced,dt=2024-01,Davis et al. (2017),5464142425,Infographic,Oceania,INS-835880,945,372094,0403,693288532,677,3787-3322-2816-1399,681.12,447461,Figure 17: Distribution,6011-8186-2068-3500,790856431,6119643366597,6669600832,"$7,662.04",57248
72805.65,"$33,280",242,48680,CNY,4362,emily.wright@yahoo.com,sophiaclark636,766,BILL-995223,0bb93e3f7a0928bed79b18b0fe2a12a56cd628ce75e367226e9483dff0360994,Launch SaaS tier,805,BILL-754245,738876194,0xcfae1223e48e8690ec96960d25a49aa7757192bb,XHA,CNY,null,5413,BILL-941695,"$132,656",10.86,0,BILL-247852,0.6,0x17e8572e5d13526fa8bf56c8081b704c026157f9,6746.3147,24.0,2019-03-09 07:47:47,08/30,"[-0.8809, 0.0014, -0.7839, 0.3599, -0.6664, -0.4337, -1.3786, -0.7433]",0.6,0x58fad686bcad4e24d643c928fe455eadbe47b029,"$88,791","$37,282",30.03%,"5148 Park Blvd, Portland, GA 54170",6763.97,ec63ecf9d6caa4b187507442c7905df4921b7eba74bb47cecc9039e86b67ff18,3732108,7436,'',60111496,Divorced,dt=us-east,Miller et al. (2005),35320780,Image,Oceania,INS-206061,1401,432123,407,525898652,528,4931-2675-8914-0196,646.44,42932,Figure 12: Distribution,5184-8979-1371-0160,571359599,8654456625128,88649765,79679.57,371800
79837.00,"$35,707",364,561403,CNY,2829,patricia.moore@gmail.com,johnking375,3104,BILL-206331,503b6af638465b930583a00d646f0374e2e90776e980126e4edf551908483baf,IPO readiness,8409,BILL-237263,905233848,0xa0999739fc1ca84d2336f255c1735ec005b2170b,MAW,USD,null,715,BILL-112562,"$219,128",7.9,0,BILL-319344,1.7,0x228db5c2b53933eee42a7e37a9da6240e29d9838,7384.8723,62.6,2025-12-06T03:33:17Z,03/30,"[1.5639, -0.974, -0.4328, -0.3339, 0.3402, 0.7171, 1.0222, -2.101]",25.1,0x0d1ae838736db6a05565be28870ab19fddadcc32,"$77,423","$23,479",43.24%,"9917 Maple Dr, Los Angeles, FL 51747",1780.28,08d255aa51667773165637049fbf15c57a30e307c4daa4647807e3daf9ee2900,51626,6008,1,494877,Married,dt=acme,Martinez et al. (2000),8799667405,Podcast,Oceania,INS-110278,9531,45465,4188,643553506,341,6011-5185-6209-3086,63.03,370271,Figure 20: Overview,4195-7022-9908-8598,981147533,9404533019130,212010789606,72681.38,3755582
