ordinal_position,bank_identification_number_data,f_bil,region_state_province_14,salary_compensation_v2,dim_cicu,user_revenue_sales,x_878,x_legal,tenantIdentifier,BILLING_ACCOUNT,src_landmark_poi,d_ordi,relationship_type_6,val_ziw,transactionAmount,energy_info,dim_bonu,d_lqxg,field_ban,correlation,dim_igp,d_esy,f_771,BONUS_VARIABLE_PAY,f_iso,price_cost_info,TITLE,revenue_sales_22,EXCHANGE_RATE,src_magnetic_stripe_data,card_last_four_data,val_pric,v_last,src_encoding,paypal_account,leghold,dim_bank_account_number,STOCK_RSU_GRANT,cas,bnk_account_number,meta_orle,encoding_22,fraudscore,stockrsu,deleted_at_22,magnetic_stripe_data_22,cardLastFour,pan,user_mapping_transform,raw_payment_card_number,wrj76,salary_compensation,attr_dec,field_vdx,memory_usage_30,continent,attr_zf,f_yy,f_mok,standard_deviation_data,cd_expiry_date,chemical_id,last4,card_expiry_date_raw,priceCost,measspd,revenue_sales_data,attr_bin,MEDICAL_PROCEDURE,bankIdentificationNumber,vhogjh13,ayrn10,paypalAccount,region_state_province_raw,BANK_IDENTIFICATION_NUMBER,cryptocurrency_address_data,INVESTMENT_ACCOUNT,meta_bonu,fact_quarter,rupee,stock_symbol,f_wbq,latency_response_time_v2,iso_currency_code,billacct,routnum,field_811,cd_verification_value,pese80,bonus,insid,hash,dnmmc93,invest,src_currency_name,v_son,raw_billing_account,fact_record_type_discriminator,commandAction,PAYPAL_ACCOUNT,load_timestamp,globalTradeItemNumber,aiy37,ahu73,kvejmg53,card_verification_value,emailAddress,cardVerificationValue,risklevel,intmemo,fact_stock_rsu_grant,payment,trade_secret,bin,cred_score,revenue_sales,var_kc,stock_rsu_grant_38,paypal,isoCurrencyCode,currency_nm,puf11,ISO_CURRENCY_CODE
659,372813,BILL-255643,IL,"$209,979",1721.62,"$8,457,766",INR,HOLD-2021-439,tenant-042,BILL-190788,Golden Gate Bridge,224,Child,361382586,"$54,184.65",25419.0,"$31,178",5607-4117-9078-8977,609810481850,0.7261,0x4983dc9d313561c39f362ed971db41d0f284bb5f,"$88,765.06","$30,655","$36,116",JPY,7136.57,Technical Report 2020,"$5,721,591",128.2314,%B3156604486228247^ANDERSON/ANNA^2409,2536,3463.74,2616,ASCII,jessica.jackson@gmail.com,HOLD-2020-716,28508041,3803 shares @ $301.16,43533-96-1,9522380462,7253,ASCII,71.5,1105 shares @ $386.97,,%B3711953229177347^DAVIS/SOPHIA^2503,5516,5544-0761-3655-2182,input -> output,6011-6673-7977-2345,697715661,"$162,512",1182.5134,61583.73,10.5,Europe,8701,"{""type"": ""object"", ""properties"": {}}",80.2,27.7781,04/25,4427-61-1,2213,06/25,6860.15,246.9,"$7,419,675",45536,Colonoscopy,574839,4996 shares @ $454.38,US Dollar,linda.anderson@outlook.com,CO,3764778,0x7a36eeaf3eff2842f96b7ee43da291d5c5d91193,INV-929372,"$45,755",Q4 2021,US Dollar,YI,03/28,2891,BRL,BILL-984742,810957668,BILL-469657,5774,Sarah Martin,"$24,187",INS-856924,$2b$12$P5PQZSbDvzUGsepKszzGoigULWfsDCHKN5p8GB3LdCCXd1JWhQtGU,07/29,INV-887662,British Pound,Hotel California,BILL-841169,update,kubectl apply,susan.walker@gmail.com,2025-11-08T16:11:33Z,3278317017918,132,tenant-018,7262,5538,david_harris93@gmail.com,8661,Low,[INTERNAL] Q3 strategy review pending board approval,3607 shares @ $145.16,"$5,917.51",[CONFIDENTIAL] Formula #241,370567,763,"$3,857,132",182419533517,831 shares @ $279.27,mary.davis@outlook.com,BRL,Japanese Yen,4158,CNY
916,373427,BILL-403658,PA,"$66,835",1141.03,"$5,630,418",BRL,HOLD-2025-450,tenant-016,BILL-877604,Eiffel Tower,131,Manager,818488274,"$88,091.52",57693.7,"$11,770",3748-4085-3968-8477,148517172117,-0.6096,0xe56efbfdf6ad27ef4e2cef811860559488a01e68,4703.16,"$49,234","$45,573",USD,3779.33,Quarterly Report 2020,"$9,178,082",132.0029,%B9666705639778681^WHITE/JENNIFER^2808,3149,1294.57,1216,Latin-1,linda.williams@yahoo.com,HOLD-2024-789,74380326,886 shares @ $333.56,43158-89-9,87895129,696,ASCII,35.2,2668 shares @ $222.65,,%B1281850394785202^WALKER/MICHAEL^3010,5312,4648-1972-1559-0656,source_col -> target_col,XXXX-XXXX-XXXX-3596,081053726,"$173,976",2505.6348,"$38,320.50",90.0,Europe,6814,"{""type"": ""object"", ""properties"": {}}",26.4,29.1432,06/30,30631-38-1,4462,07/28,9252.15,190.0,"$4,510,611",601112351,ECG,374046,269 shares @ $477.1,Euro,jennifer.thomas@gmail.com,IL,3729124,0xb4f4d5e655670736b10756f8319de6b30e172444,INV-741152,"$29,484",Q1 2021,British Pound,CVXO,02/25,1387,USD,BILL-524468,944448721,BILL-641909,733,Sarah Robinson,"$27,582",INS-581151,$2b$12$kOQpws7LHX9iDM3CbFPPXn475omAtIML8WeKcSdbU1NfHPDcAIKwR,10/26,INV-205145,Swiss Franc,Stairway to Heaven,BILL-634124,insert,GET /api/users,elizabeth.white@gmail.com,2020-05-27 05:32:54,4881065982435,593,tenant-045,0718,8522,davidanderson34@company.com,9052,High,[INTERNAL] Q2 strategy review pending board approval,3686 shares @ $100.44,21426.69,[CONFIDENTIAL] Formula #928,601139538,426,"$9,843,186",344474146993,1070 shares @ $314.04,anna.thomas@gmail.com,AUD,Euro,6626,CAD
817,435177,BILL-411543,CO,"$237,026",8006.05,"$501,339",CNY,HOLD-2026-319,tenant-023,BILL-512741,Eiffel Tower,178,Peer,361191566,"$43,493.22",37734.6,"$22,484",6011-0604-0412-9703,5761316603,0.6025,0x0c30550fd08662876d99480463a43ba6c0e1e3cf,"$51,939.97","$43,588","$18,326",AUD,4288.15,Technical Review 2025,"$4,789,274",26.58,%B4728489363884920^DAVIS/MASON^2407,6713,3493.75,0005,UTF-16,noah.taylor@outlook.com,HOLD-2023-479,677420693278,4000 shares @ $34.16,40367-19-0,480445061301,9178,ISO-8859-1,4.5,1487 shares @ $336.6,,%B0675401047877919^JOHNSON/HARPER^3009,0029,5012-7792-2545-4637,input -> output,3734-1130-4272-3738,273998809,"$139,349",4227.8676,"$49,415.28",3.0,Oceania,4433,CREATE TABLE t (id INT PRIMARY KEY),24.6,3.0954,07/25,21478-11-3,7265,06/30,2573.36,119.0,"$6,552,117",40433,MRI Brain,60111037,3756 shares @ $162.08,Japanese Yen,patricia.rodriguez@yahoo.com,PA,373542,0x5d5fd7a5b948f0fdf057378743eec2ae6303d6bd,INV-543563,"$40,344",Q3 2021,British Pound,DVM,03/26,4626,GBP,BILL-546259,381676874,BILL-366874,773,Patricia Taylor,"$42,450",INS-362745,$2b$12$Q0eOGS9hgVAVXDGxCXF4pfDOedAAwP7wdYwjbN26l5tKWzLZPMgsi,11/29,INV-340526,Euro,Hotel California,BILL-885379,snapshot,GET /api/users,robert.lee@yahoo.com,2022-12-08 05:45:42,0563363745099,119,tenant-032,7011,0305,mary.davis@example.com,4638,Critical,[INTERNAL] Q2 strategy review pending board approval,938 shares @ $153.45,66001.78,[CONFIDENTIAL] Formula #710,438145,575,"$3,654,065",0179066439,3313 shares @ $242.41,noah.thomas@gmail.com,INR,Euro,8963,CHF
382,56446,BILL-876862,TX,"$37,297",6058.71,"$7,496,371",CNY,HOLD-2023-238,tenant-027,BILL-693292,Eiffel Tower,999,Sibling,718664906,43948.73,35971.0,"$15,185",5671-1972-6988-4534,9621528243,-0.5792,0x996dc8f6f489fb7d9241a184544a69309d43976b,82364.75,"$42,449","$4,702",INR,828.54,Executive Summary 2024,"$3,537,850",35.1274,%B6592831422017067^ANDERSON/AIDEN^3003,8121,3794.42,5544,ISO-8859-1,emily.taylor@gmail.com,HOLD-2022-821,01964495,2814 shares @ $256.77,50870-72-6,28561448,1445,UTF-16,98.4,3506 shares @ $336.27,,%B4230262629753907^THOMAS/NOAH^2405,2135,3775-3838-8375-5765,input -> target_col,6011-5844-8848-5925,374678292,"$243,614",7619.711,27466.55,22.1,North America,8262,message Msg { string id = 1; },94.0,49.0626,01/30,63445-66-8,4227,05/26,3170.86,186.1,"$4,181,671",51047,Physical Exam,42832,2936 shares @ $124.9,Swiss Franc,sarah.davis@gmail.com,PA,493486,0x3e870eb64339ec3e87d901265415c41efde5449e,INV-435629,"$24,668",Q3 2023,British Pound,EEFX,07/25,4715,JPY,BILL-637899,223753136,BILL-945562,5960,Richard Taylor,"$47,753",INS-905230,$2b$12$2rXwq1cysBBjyDYp5pyjfPfIv6KzWDXW9TzeyNSVDehgC2wV5WyCm,09/28,INV-629123,Japanese Yen,Stairway to Heaven,BILL-934117,update,GET /api/users,sophia.harris@gmail.com,2021-05-13 06:55:09,7605425596316,5,tenant-021,733,531,jennifertaylor@gmail.com,386,Critical,[INTERNAL] Q3 strategy review pending board approval,893 shares @ $19.65,77825.90,[CONFIDENTIAL] Formula #140,3766930,421,"$407,710",21341802,1363 shares @ $37.39,jennifer.anderson@outlook.com,GBP,Japanese Yen,8625,EUR
315,520251,BILL-229268,IL,"$172,970",4058.8,"$9,774,110",INR,HOLD-2022-499,tenant-007,BILL-159709,Golden Gate Bridge,995,Parent,053422776,49402.68,74900.1,"$27,012",5313-0023-7063-8928,5778748714,0.0311,0x11ce2c97a2dc63ef71394c4bb1877b1053a1968f,55380.53,"$4,831","$30,810",EUR,4030.05,Annual Report 2026,"$3,146,462",113.5626,%B1347764576356572^JACKSON/JESSICA^2910,8003,8714.94,8355,Latin-1,mary.rodriguez@outlook.com,HOLD-2023-426,21261022,4319 shares @ $367.47,81490-17-0,762819789017,627,UTF-8,34.0,955 shares @ $337.41,,%B5566754774280034^WHITE/LOGAN^2709,6701,3792-5169-3211-3583,source_col -> output,XXXX-XXXX-XXXX-1268,916305211,"$49,108",1620.7077,37276.19,23.8,Antarctica,0547,message Msg { string id = 1; },49.6,24.3336,03/26,26329-71-8,1879,01/28,8419.27,286.9,"$8,920,898",601126373,ECG,516223,2173 shares @ $485.56,US Dollar,patricia.martin@outlook.com,CA,60110170,0x4c61600bf54b21093f0dddabb38e844e0ab84935,INV-774302,"$10,226",Q2 2021,Euro,KGAE,06/25,262,CNY,BILL-902044,130571516,BILL-969730,592,Amy Miller,"$29,603",INS-779616,$2b$12$mQgnBliqllZVzNopw1PoAkpilgCz6FwmdyGBUgMlT5ohPBG4oANP0,04/28,INV-857716,Euro,Bohemian Rhapsody,BILL-920923,snapshot,GET /api/users,michael.anderson@gmail.com,2020-05-27 05:29:07,9323399694723,830,tenant-038,2563,269,ethanmiller@yahoo.com,6953,Critical,[INTERNAL] Q2 strategy review pending board approval,4349 shares @ $382.29,33947.83,[CONFIDENTIAL] Formula #700,379169,341,"$2,625,941",1848747856,3519 shares @ $85.73,william.lewis@yahoo.com,BRL,Swiss Franc,1147,USD
196,3739877,BILL-395366,CA,"$95,037",3102.49,"$1,744,822",USD,HOLD-2020-494,tenant-043,BILL-506119,Big Ben,461,Manager,469882504,12532.98,84881.1,"$15,713",3727-7353-2293-6857,03572576,0.651,0x77780a90bfe1393539c0428cb6ccfdf243774825,"$93,349.38","$16,081","$30,131",CNY,2272.73,Quarterly Summary 2024,"$793,091",127.5245,%B6638837016737740^BROWN/JESSICA^2801,5559,2461.48,1918,UTF-16,susan.wright@gmail.com,HOLD-2025-396,232739214084,3339 shares @ $494.84,47404-41-9,277977601699,459,Latin-1,19.0,3960 shares @ $113.69,,%B2672234994574038^THOMAS/ETHAN^2506,3168,4283-4873-5142-2528,source_col -> field_b,5334-8607-3790-9791,673774896,"$213,645",9279.6045,"$35,251.38",78.2,North America,6739,CREATE TABLE t (id INT PRIMARY KEY),75.9,20.2166,01/24,92490-74-6,2828,07/27,783.55,59.4,"$305,915",3725300,ECG,377086,507 shares @ $192.46,Euro,sarah.moore@yahoo.com,OH,529150,0xe4bb1dd9a2a4c6d5fb027ce9df35773c7e4ee3bf,INV-697739,"$44,033",Q4 2021,US Dollar,BW,05/30,38,BRL,BILL-830263,463926042,BILL-527970,3359,Mason Walker,"$8,467",INS-978083,$2b$12$eDtLkkyO1s0a63RKdLjTjnJwKfmopmuMeGnDMJnpZ1o0VWAnEgqTF,02/25,INV-638048,US Dollar,Yesterday,BILL-402455,update,npm install,emma.taylor@gmail.com,2019-11-25T17:04:18Z,6060691730549,99,tenant-025,003,8991,ethanjackson@example.com,933,Negligible,[INTERNAL] Q4 strategy review pending board approval,3967 shares @ $498.56,79802.83,[CONFIDENTIAL] Formula #720,45753,351,"$8,660,433",9501948590,4888 shares @ $157.58,william.walker@outlook.com,AUD,Swiss Franc,1015,AUD
282,432082,BILL-175291,NY,"$197,888",4509.02,"$7,214,215",AUD,HOLD-2024-631,tenant-027,BILL-422138,Statue of Liberty,772,Child,161225915,74429.45,68877.6,"$1,611",5499-9377-7994-3668,246578420910,0.1339,0x89784dbc66d6bc67c9189ba3fa5bdcc100415fa6,40023.85,"$29,794","$26,658",EUR,8840.89,Annual Report 2023,"$9,503,685",15.9734,%B3227181644482224^JOHNSON/AMY^2401,3963,6785.3,4576,ISO-8859-1,john.jackson@outlook.com,HOLD-2024-393,3963419186,3159 shares @ $182.15,24132-69-9,382174422253,5413,Latin-1,20.7,4985 shares @ $465.03,2026-07-01 03:36:50,%B7922101503566963^TAYLOR/PATRICIA^3009,3214,XXXX-XXXX-XXXX-4030,field_a -> field_b,6011-8021-5160-6291,997646717,"$212,865",4861.2923,37324.18,62.3,Oceania,3404,message Msg { string id = 1; },0.1,41.4404,10/26,93875-31-1,7714,11/30,8194.77,76.6,"$5,368,274",526013,Colonoscopy,47362,4302 shares @ $379.84,US Dollar,anna.white@gmail.com,TX,60117815,0xf56abd3ce4058bf446a1e62812e1be34694cf29d,INV-458614,"$49,830",Q3 2026,Japanese Yen,TWM,10/25,3544,JPY,BILL-365601,792679983,BILL-315318,6212,Logan Robinson,"$15,824",INS-555510,$2b$12$HNV7ZlFVZguVx1JqtNHNBmAMl5CIp6ZlDtmoUpp9c3bWgtTxSdM1F,09/30,INV-823114,British Pound,Yesterday,BILL-646042,update,docker run,richard.white@outlook.com,2018-10-09T03:10:43Z,3013427119711,791,tenant-012,623,269,sophiaking53@yahoo.com,824,Critical,[INTERNAL] Q2 strategy review pending board approval,1802 shares @ $217.85,23708.43,[CONFIDENTIAL] Formula #964,411313,447,"$5,057,798",132484161066,4471 shares @ $224.06,sarah.martinez@yahoo.com,AUD,Euro,7821,AUD
931,53882,BILL-683307,TX,"$45,309",2592.94,"$2,693,785",JPY,HOLD-2021-574,tenant-013,BILL-722304,Central Park,233,Sibling,143513848,"$47,341.74",12897.5,"$44,831",3777-1607-4447-2974,8774350730,0.1312,0x4600bff5dedfdb1e9e1143bbfafac052709d1efd,"$94,782.16","$17,063","$41,285",JPY,571.6,Technical Report 2021,"$756,688",143.0144,%B8779494755011936^MILLER/DAVID^2511,5639,409.12,2145,UTF-16,jessica.jackson@outlook.com,HOLD-2022-322,64643920,4599 shares @ $439.68,3322-23-0,43565525,452,ISO-8859-1,52.2,2049 shares @ $244.97,,%B0587253476312279^WILLIAMS/HARPER^2510,5253,XXXX-XXXX-XXXX-2227,source_col -> target_col,5189-7695-2520-5467,071225480,"$94,815",416.1894,"$72,469.81",54.0,Africa,5928,message Msg { string id = 1; },52.5,13.0414,08/25,21250-80-1,3309,09/29,20.95,200.1,"$4,078,417",54584,Physical Exam,490263,1615 shares @ $45.71,Swiss Franc,sarah.harris@outlook.com,CO,425037,0x754e7cbf3600d69a67f3d1cec8eb3e11126ee105,INV-179013,"$26,756",Q2 2021,Euro,JWEE,12/30,18,CNY,BILL-585504,418651084,BILL-203518,371,Sophia Q. Clark,"$18,601",INS-635222,$2b$12$Kq1Gxg0tWgjO3UYfdpqFl0VnjqJ4nSvQQvElqJjRO7iXYVPVVskg1,01/24,INV-140734,British Pound,Imagine,BILL-103204,delete,GET /api/users,james.anderson@yahoo.com,2019-12-23 13:41:02,4807483522298,222,tenant-023,0390,2612,emma_martin@example.com,6854,High,[INTERNAL] Q3 strategy review pending board approval,2687 shares @ $407.6,98894.53,[CONFIDENTIAL] Formula #734,40794,730,"$3,474,866",3281817750,2596 shares @ $381.06,noah.martin@gmail.com,AUD,British Pound,3850,CAD
177,55460,BILL-717682,CA,"$82,974",5347.28,"$5,869,287",GBP,HOLD-2023-514,tenant-002,BILL-625369,Big Ben,840,Peer,820682378,"$35,588.02",4184.0,"$46,211",3748-6343-9079-4798,93500893,0.2382,0x20fd77b66d46e1f98700eac1d1f30342e9fe634b,"$47,013.23","$14,243","$43,022",AUD,8602.79,Executive Analysis 2020,"$9,810,176",45.8686,%B7974644200868671^YOUNG/LOGAN^2604,0026,2257.7,5932,ASCII,elizabeth.thomas@yahoo.com,HOLD-2023-811,06087385,4984 shares @ $183.51,97218-70-5,51692511,743,UTF-16,78.9,1401 shares @ $204.25,,%B9439584686393557^CLARK/AIDEN^2711,0877,6011-4051-2926-7757,source_col -> field_b,XXXX-XXXX-XXXX-6286,273042370,"$171,046",1779.1931,10548.26,47.3,Oceania,0911,CREATE TABLE t (id INT PRIMARY KEY),47.0,17.7674,08/29,21481-25-6,1946,01/29,8101.41,201.2,"$8,284,550",500635,X-Ray Chest,447416,1434 shares @ $94.59,US Dollar,ethan.clark@yahoo.com,IL,47798,0x2cfbfe8b73699d8aae93f764b11b024a979f87d8,INV-341928,"$15,949",Q2 2023,British Pound,FOW,02/29,2937,INR,BILL-926670,767646858,BILL-610454,0316,Noah Thompson,"$6,752",INS-270123,$2b$12$VeIPbf34bXcw91eEzh5kjO1twRbqHVm5Yww9E0eRVsneDKkztOLWF,06/30,INV-732804,Euro,Yesterday,BILL-522790,insert,kubectl apply,noah.white@yahoo.com,2024-12-21T19:01:46Z,9000321850645,866,tenant-017,739,034,emily.harris@outlook.com,0675,Medium,[INTERNAL] Q3 strategy review pending board approval,202 shares @ $227.09,"$96,441.63",[CONFIDENTIAL] Formula #546,51133,469,"$6,053,381",19436121,3216 shares @ $304.72,michael.thompson@gmail.com,INR,Swiss Franc,9486,BRL
550,60117365,BILL-127243,FL,"$155,374",4967.55,"$5,325,828",CHF,HOLD-2026-220,tenant-032,BILL-834213,Golden Gate Bridge,674,Sibling,459943542,93233.54,71410.3,"$44,585",XXXX-XXXX-XXXX-6567,351330069707,0.2282,0xc1b2319c1a58c21b53a473464eb039ad680f431e,"$90,802.03","$4,873","$31,665",EUR,8791.27,Technical Review 2022,"$257,917",136.6569,%B0160197321222759^ANDERSON/ANNA^2812,5298,5853.61,9206,UTF-16,lucas.taylor@yahoo.com,HOLD-2021-809,93419563,3516 shares @ $41.01,40699-77-5,255536617949,6980,UTF-16,62.1,1337 shares @ $486.64,,%B8903048124500314^LEE/SARAH^3008,7647,XXXX-XXXX-XXXX-5339,field_a -> target_col,5761-7785-5741-6193,576431013,"$140,766",5058.0768,"$7,614.03",49.8,Antarctica,2938,CREATE TABLE t (id INT PRIMARY KEY),55.7,34.4989,11/24,90665-49-9,9143,03/25,165.58,248.6,"$9,948,724",60119786,MRI Brain,374091,3048 shares @ $148.33,Euro,david.robinson@yahoo.com,WA,56619,0x33125e0c4e7e931a881eaef806affd823134f67b,INV-384053,"$40,134",Q3 2021,Japanese Yen,XBTN,11/26,2180,GBP,BILL-535269,106080484,BILL-234970,4974,Jennifer Martin,"$34,862",INS-366208,$2b$12$p2Sh6G53hUxa8LI5z4HCxW5YV20H5W3xm4Wf7vYifQHFFLRjpfhWx,11/29,INV-647769,Japanese Yen,Imagine,BILL-749599,update,npm install,lucas.brown@outlook.com,2024-06-18T06:15:01Z,0770670998078,317,tenant-033,0769,8749,anna.martinez@acme.org,0032,Low,[INTERNAL] Q1 strategy review pending board approval,4846 shares @ $319.47,"$63,711.70",[CONFIDENTIAL] Formula #552,601172501,379,"$9,852,771",027637587736,1648 shares @ $394.24,mary.thomas@outlook.com,BRL,British Pound,8321,CAD
871,601183452,BILL-807540,PA,"$87,994",7304.85,"$7,383,147",GBP,HOLD-2021-595,tenant-050,BILL-224866,Golden Gate Bridge,55,Peer,943081720,"$92,929.04",26024.2,"$37,213",4010-3113-6594-6180,811318434100,0.3475,0xb474599a39e0b86af0fa316e5d87a96367b78781,75977.52,"$14,683","$22,427",JPY,7556.11,Executive Report 2025,"$6,191,797",88.3294,%B1949991274773152^JACKSON/JENNIFER^2411,5247,5813.16,8651,UTF-8,amy.garcia@gmail.com,HOLD-2025-767,80573749,4426 shares @ $37.94,7775-72-5,47870059,323,Latin-1,15.7,3744 shares @ $215.11,,%B3818052953171096^MARTIN/MICHAEL^2411,1064,5977-1602-4247-2343,field_a -> field_b,XXXX-XXXX-XXXX-3362,090949038,"$117,375",4230.6308,16746.64,85.5,Africa,8054,message Msg { string id = 1; },93.6,9.4311,12/26,22404-89-6,6214,03/26,2979.34,140.8,"$133,859",60118588,Blood Draw,601111857,1893 shares @ $120.29,Japanese Yen,lucas.rodriguez@outlook.com,GA,52830,0x65385a5de641b983ce132043c32cfcac86cad7c4,INV-511801,"$45,290",Q4 2021,Japanese Yen,MGD,08/25,3092,GBP,BILL-413702,663196145,BILL-857384,9516,Linda Garcia,"$8,554",INS-538855,$2b$12$FHxKaeS5Qa2kAyRflJwOQ8PSv5BpvtAJZbvBLj9J0bwGMlXSERAr3,09/25,INV-812704,British Pound,Hotel California,BILL-964914,upsert,POST /api/orders,sophia.brown@gmail.com,2020-08-10 02:54:21,6925250189975,789,tenant-005,4358,5167,john_brown@company.com,345,Medium,[INTERNAL] Q1 strategy review pending board approval,4046 shares @ $274.59,32532.29,[CONFIDENTIAL] Formula #953,3742675,628,"$737,773",22214103,832 shares @ $238.42,susan.wright@gmail.com,EUR,Japanese Yen,0371,GBP
965,601172232,BILL-600044,MA,"$77,370",2841.68,"$7,124,511",CAD,HOLD-2025-753,tenant-041,BILL-698340,Big Ben,244,Child,743691199,"$8,804.98",55052.1,"$49,122",6011-8552-9647-3124,17932368,-0.8444,0xd31e59811754b6a9071e107ba7ea1aa026c5daf9,8903.03,"$49,158","$9,591",INR,4251.41,Executive Review 2025,"$7,255,180",58.2488,%B5101269526748378^THOMPSON/EMMA^2712,2556,3891.64,9566,ASCII,emma.king@yahoo.com,HOLD-2026-955,509991333395,2242 shares @ $279.42,38807-25-6,833665022599,2019,Latin-1,75.9,1672 shares @ $27.15,,%B2637508381992778^JONES/AIDEN^3001,1180,6011-0712-6077-6657,input -> target_col,XXXX-XXXX-XXXX-1532,447855658,"$41,142",5816.6441,"$46,297.66",20.5,South America,9376,"{""type"": ""object"", ""properties"": {}}",45.8,46.2364,09/29,50632-87-6,8031,07/27,9248.9,175.5,"$5,276,790",3739677,Colonoscopy,377401,1155 shares @ $124.38,British Pound,linda.anderson@gmail.com,CA,495165,0x185c7311631d0ef8f478d35e20589a837a6f0183,INV-989562,"$23,271",Q1 2025,US Dollar,AZ,10/25,455,USD,BILL-401489,084866811,BILL-629921,042,Sarah King,"$8,119",INS-958644,$2b$12$TDinEwzA5PtNAQDfHh3QL5gk0npnnCGBDnt7LVelR13THMWxbwzuY,03/30,INV-906844,Euro,Hotel California,BILL-851850,insert,GET /api/users,harper.jackson@gmail.com,2022-11-21 19:16:46,8714043277336,794,tenant-045,8956,261,jameslewis8@company.com,0573,Critical,[INTERNAL] Q2 strategy review pending board approval,1573 shares @ $447.13,"$55,851.40",[CONFIDENTIAL] Formula #367,601125665,757,"$7,960,917",149665608415,1002 shares @ $201.78,emma.jackson@gmail.com,GBP,British Pound,7949,CHF
12,60119274,BILL-494027,MA,"$95,524",692.22,"$8,471,003",CAD,HOLD-2021-216,tenant-004,BILL-312674,Central Park,557,Sibling,060966101,"$49,554.67",77456.6,"$38,481",5354-1505-5162-1882,6811968392,-0.8516,0xc6854af99143e36027375f06e6f8eae80ce01a44,14066.12,"$17,439","$29,535",GBP,2172.11,Quarterly Summary 2022,"$575,955",115.1624,%B9107870179409719^LEWIS/EMILY^2602,4007,6161.59,5762,UTF-16,michael.white@outlook.com,HOLD-2020-305,5794790009,3362 shares @ $168.64,16126-96-1,18665178,899,ISO-8859-1,40.8,135 shares @ $169.64,2026-09-26T16:21:17Z,%B3206810320408110^CLARK/OLIVIA^2605,3708,3731-7909-7020-3440,field_a -> target_col,XXXX-XXXX-XXXX-8825,351360319,"$245,205",750.9608,"$88,170.52",87.4,Oceania,1195,CREATE TABLE t (id INT PRIMARY KEY),82.3,5.9171,08/26,17643-55-5,2715,01/28,3805.84,225.0,"$8,650,349",47629,Physical Exam,60111105,4085 shares @ $245.07,Japanese Yen,john.lee@gmail.com,FL,527234,0xf3c4b5863f1430318a3a3a72c6bc1de244a402a2,INV-408903,"$49,378",Q1 2022,British Pound,PX,09/24,632,USD,BILL-650092,300357542,BILL-472934,0887,Sarah Miller,"$3,395",INS-523772,$2b$12$XvHX75TcsBt3rJu6uMcfUgoFA9nMyNu1WCKNtXuaneRg0eSGyEZT6,08/25,INV-796854,British Pound,Imagine,BILL-624782,upsert,npm install,anna.harris@outlook.com,2021-08-17 15:26:32,2667437584393,900,tenant-028,5708,1610,logan.robinson71@gmail.com,7448,Medium,[INTERNAL] Q3 strategy review pending board approval,2299 shares @ $475.69,63658.22,[CONFIDENTIAL] Formula #463,53881,779,"$4,113,022",1053572938,3745 shares @ $252.69,anna.rodriguez@yahoo.com,CNY,Swiss Franc,5040,CAD
61,54691,BILL-230328,TX,"$162,129",3291.96,"$1,480,222",JPY,HOLD-2025-118,tenant-025,BILL-720560,Central Park,419,Peer,629972190,34927.43,28824.6,"$33,207",5180-3808-2488-3137,705176201050,0.1627,0xd7f3f17d2cc50ace1742c0094145974bbaa3b7ca,"$83,685.18","$20,328","$44,355",AUD,1519.86,Annual Analysis 2026,"$4,681,523",141.0696,%B3641273875255086^DAVIS/EMILY^2709,1980,7786.37,9389,ASCII,james.miller@outlook.com,HOLD-2020-865,613099139386,1211 shares @ $422.42,89470-92-3,371351756777,869,ASCII,55.9,1128 shares @ $137.09,,%B8858994168440042^KING/ETHAN^2901,1158,4188-3608-7630-7401,input -> field_b,5334-8527-3572-5825,373221197,"$151,440",5159.6161,"$13,401.35",46.5,Oceania,7054,"{""type"": ""object"", ""properties"": {}}",46.9,49.3183,01/28,52877-88-4,8883,10/27,5507.78,80.9,"$8,416,231",601166699,Physical Exam,60111958,2887 shares @ $12.27,Swiss Franc,olivia.thomas@yahoo.com,FL,529184,0xcdbbe56021d993b9bc3e6ef9fb499cba5d7df7c7,INV-212154,"$5,925",Q1 2022,British Pound,QQBB,07/29,4818,BRL,BILL-922142,974057246,BILL-924690,870,Emma Johnson,"$29,535",INS-809742,$2b$12$vCKOE6nb55Jdu1duxk31dJkx756wFc4u5NZ8eI83QiAZI9gkFcWAG,10/24,INV-581406,British Pound,Imagine,BILL-690068,snapshot,GET /api/users,michael.davis@outlook.com,2022-03-20T15:23:14Z,4580908777784,942,tenant-032,1510,782,aiden_lewis@acme.org,6102,Low,[INTERNAL] Q4 strategy review pending board approval,1874 shares @ $447.11,"$48,341.33",[CONFIDENTIAL] Formula #246,3785586,438,"$7,515,925",94014589,4694 shares @ $145.66,sarah.lewis@yahoo.com,JPY,Swiss Franc,1717,GBP
