endDate,social_media_handle_field,date_time,BROWSER_USER_AGENT,month_name,meta_pif,QUARTER,dim_date_time,source,artwork_creative_work_info,dim_date,qiqrcm91,f_374,yearval,TIME_OF_DAY,routing_num,timeval,periodval,numericRange,issn,dt_time,calendar_year,medicalProcedure,CRON_SCHEDULE,customer_year,work_permit_14,var_cjh,INSURANCE_ID,STORAGE_SIZE,gnlw47,qtrval,field_day_,cronval,customer_month,field_465,var_268,raw_device_type,dev_type,chrome,year_30,span,fact_period_interval,axuhmd96,typecls,src_channel,investment_account,device_type_field,anzbw57,phonefmt,year_data,year,raw_browser_user_agent,book_title_6,grade,var_lyf,weight_mass,p_hash,startdt,encoding,period_interval_30,date_time_2,channel_46,var_476,month,fact_score_index,hh_mm,cron,dateTime,q2,c_month,channel_val,MONTH,geographic_nm,effective_date,URL_PII_CONTEXT,raw_quarter,d_day,internal_communication_22,device_type,lon,channel,decimal_float_data,histogramBin,ztw73,browser_user_agent_38,score_index_54,customer_start_date,p_cont,dim_cron_schedule,period_interval_val,quarter_46,monthval,fact_retention_policy,flight_number_val,val_uht,mfmso86,until,middle_nm,modified_by_30,channel_2,f_we,month_number,kqvvdu6,quarter_info,DATE_TIME,c_sm,measstor,CHANNEL,dow,DEVICE_TYPE,c_567,field_92,start_dte,quarter,speed_velocity_14
2019-03-19,@noahsmith601,2024-08-16T00:00:00Z,Opera,March,Thursday,Q3 2022,2026-06-19T00:00:00Z,In-Store,Water Lilies,2020-09-18,2022-01-05,Mobile,2002,15:50:17,964028832,10:05:50,Q1 2024,11-64,7487-8699,2022-01-02T00:00:00Z,2014,Colonoscopy,0 10 * * *,2005,WP-GB-999658,2.17,INS-261110,190069,2022-09-06T00:00:00Z,Q4 2026,Tuesday,"24 1 * * 0,6",July,XML,Chrome,Desktop,Desktop,Brave,2014,Q1 2024,2020-2025,2021-09-20,Free,Chat,INV-463380,IoT,July,+81-XX-XXXX-XXXX,1990,2018,Brave,To Kill a Mockingbird,0.76,October,780.91,b223ebce17cfa9d7691c17d47687b3c244cc1286b405ddd742ee73fb36eac7ce,2018-12-19,UTF-16,Jan-Mar,2020-12-08T00:00:00Z,In-Store,2024-10-07,March,0.55,00:27:40,1 14 * * *,2022-08-26T00:00:00Z,Q2 2020,February,Phone,June,Sweden,2022-10-18,https://example.com/users/c40fc95d/profile,Q4 2020,Monday,[INTERNAL] Q3 strategy review pending board approval,Smart TV,128.950928,Phone,7127.7955,35.66,Mobile,Safari,2.8,2021-09-05,Video,13 18 * * 1-5,Q1 2024,Q1 2021,March,7 years,JW1859,YES,Safari,2018-12-30,M,oliver.brown,Web,Salesforce,December,7.29,Q3 2022,2018-05-04T00:00:00Z,pending,627902,In-Store,Sunday,Wearable,2026-07-11,4.14.10,2019-08-12,Q1 2022,166.7
2026-01-18,@elizabethwhite569,2024-11-08T00:00:00Z,Opera,July,Sunday,Q2 2021,2021-06-21T00:00:00Z,Web,Water Lilies,2022-06-30,2020-08-29,Wearable,2011,08:37:01,371441696,10:46:37,H2 2023,6-93,5895-1807,2022-08-07T00:00:00Z,2008,ECG,"16 1 * * 0,6",2011,WP-GB-764566,0.89,INS-921023,499693,2022-10-07T00:00:00Z,Q3 2022,Monday,"21 22 * * 0,6",October,YAML,Opera,IoT,Wearable,Edge,2021,FY 2025,Q1 2024,2025-04-12,Free,Email,INV-922191,Desktop,June,+44-XXXX-XXXXXX,1990,2005,Edge,Dune,0.62,March,727.37,dad9636887dbd397c46e29e7a8f4eb77455c9db4a5d71abd0d6307ca62fbba6b,2025-05-20,UTF-8,2020-2025,2020-12-18T00:00:00Z,Web,2023-02-13,July,0.5,15:18:05,"26 22 * * 0,6",2021-10-11T00:00:00Z,Q2 2023,June,Mobile,December,Netherlands,2026-07-14,https://example.com/users/4261d666/profile,Q4 2023,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Mobile,169.582837,In-Store,7092.7098,40.19,IoT,Edge,8.28,2023-07-14,Image,6 12 * * *,Jan-Mar,Q4 2022,January,7 years,BH9708,false,Edge,2022-05-07,K,james.anderson,In-Store,Snowflake,September,3.53,Q3 2023,2018-11-29T00:00:00Z,completed,869632,Mobile,Monday,Tablet,2018-09-03,4.15.83,2026-02-04,Q2 2022,122.3
2021-02-22,@noahrobinson565,2023-07-11T00:00:00Z,Safari,January,Wednesday,Q1 2022,2021-11-18T00:00:00Z,Chat,The Persistence of Memory,2018-06-22,2019-07-10,Mobile,2011,00:04:43,762587288,06:08:52,Q1 2024,36-87,9735-3821,2026-11-26T00:00:00Z,2004,MRI Brain,34 1 * * 1-5,2005,WP-DE-148709,7.53,INS-603818,592443,2023-12-02T00:00:00Z,Q2 2022,Wednesday,47 16 * * *,August,CSV,Brave,Tablet,IoT,Opera,2011,Q1 2024,Q1 2024,2025-09-28,Basic,In-Store,INV-257625,Desktop,February,+44-XXXX-XXXXXX,2004,2018,Safari,Dune,0.1,November,874.9,20c45f72822ad8a74e64d787a35e0a48d106a2736783174d5ac25cbd241537d2,2019-09-21,ISO-8859-1,Jan-Mar,2023-06-11T00:00:00Z,Mobile,2020-04-15,July,9.26,12:19:41,"28 10 * * 0,6",2024-09-12T00:00:00Z,Q1 2024,October,Social Media,December,Italy,2026-01-26,https://example.com/users/526b2787/profile,Q4 2020,Monday,[INTERNAL] Q2 strategy review pending board approval,Wearable,53.378242,Social Media,3964.7649,73.57,Mobile,Safari,4.09,2019-12-03,Article,51 3 * * 1-5,2020-2025,Q3 2025,July,1 year,HE4059,true,Brave,2022-01-20,M,mary.jones,Mobile,SAP,June,0.92,Q3 2020,2019-12-22T00:00:00Z,completed,810315,Social Media,Saturday,IoT,2019-10-04,0.8.85,2024-07-26,Q4 2024,275.7
2020-07-11,@elizabethjackson567,2026-06-15T00:00:00Z,Safari,February,Friday,Q2 2022,2026-09-03T00:00:00Z,Phone,The Scream,2026-12-25,2023-07-27,IoT,2018,18:21:27,854101082,13:24:12,Q1 2024,15-96,3643-2596,2022-04-27T00:00:00Z,2014,ECG,51 19 * * 1-5,1993,WP-AU-861783,0.31,INS-147267,799865,2026-02-14T00:00:00Z,Q4 2022,Wednesday,49 2 * * 1-5,November,JSON,Brave,IoT,IoT,Brave,2014,FY 2025,H2 2023,2021-07-15,Trial,Mobile,INV-590749,Wearable,July,+81-XX-XXXX-XXXX,1993,1993,Safari,To Kill a Mockingbird,2.61,September,638.39,a360059133b0f766252b44945c293247cac50fff750f6b58fa2912e8900fbe67,2024-03-29,UTF-8,H2 2023,2025-09-15T00:00:00Z,Web,2026-10-11,October,7.29,07:00:04,29 16 * * 1-5,2021-01-03T00:00:00Z,Q4 2022,August,Social Media,May,Australia,2021-04-17,https://example.com/users/fd656805/profile,Q1 2024,Tuesday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,-35.045919,In-Store,4744.6686,37.09,Mobile,Opera,5.39,2024-02-25,Article,51 2 * * *,FY 2025,Q2 2025,August,7 days,TY2558,false,Firefox,2025-06-11,B,logan.martin,In-Store,SAP,July,7.9,Q3 2023,2020-11-15T00:00:00Z,inactive,513346,In-Store,Tuesday,Wearable,2024-10-13,5.10.95,2019-10-15,Q1 2023,235.0
2019-05-24,@noahlewis697,2024-09-19T00:00:00Z,Opera,July,Wednesday,Q3 2026,2024-12-21T00:00:00Z,In-Store,The Persistence of Memory,2025-12-18,2021-05-20,Smart TV,2003,18:09:08,648782784,13:13:57,H2 2023,1-95,6403-5653,2020-08-18T00:00:00Z,2021,MRI Brain,"39 2 * * 0,6",2022,WP-IN-498386,5.52,INS-312835,896467,2025-09-12T00:00:00Z,Q2 2021,Sunday,"19 12 * * 0,6",May,JSON,Edge,Tablet,Mobile,Opera,2003,FY 2025,H2 2023,2019-06-27,Free,Phone,INV-612064,Desktop,July,+81-XX-XXXX-XXXX,2008,1993,Firefox,Brave New World,7.07,August,206.06,aed39e2b8687169932097fc2656215de3246e43f1431b04e95673aa23ed4c5ed,2026-06-23,Latin-1,H2 2023,2021-05-25T00:00:00Z,Web,2021-10-04,August,3.43,17:08:23,"42 9 * * 0,6",2023-11-20T00:00:00Z,Q3 2025,April,Chat,July,Netherlands,2021-12-13,https://example.com/users/2d752b2e/profile,Q2 2026,Saturday,[INTERNAL] Q2 strategy review pending board approval,Smart TV,-117.70865,Social Media,1625.6042,61.47,Mobile,Firefox,0.41,2025-05-22,Image,23 0 * * *,Jan-Mar,Q2 2022,June,indefinite,HJ1035,true,Chrome,2025-11-03,R,anna.walker,Phone,Snowflake,January,4.17,Q4 2026,2024-07-31T00:00:00Z,active,917693,In-Store,Friday,Desktop,2022-05-19,5.9.12,2019-04-08,Q3 2026,84.9
2025-07-03,@jenniferjones123,2024-01-21T00:00:00Z,Firefox,January,Tuesday,Q3 2024,2018-03-03T00:00:00Z,Web,The Scream,2021-05-29,2025-10-08,Desktop,2024,12:01:17,692274861,06:26:43,H2 2023,37-60,5685-4769,2018-03-25T00:00:00Z,2021,ECG,21 5 * * 1-5,2001,WP-FR-256854,1.87,INS-413768,770267,2018-06-16T00:00:00Z,Q3 2022,Monday,28 18 * * *,May,JSON,Chrome,Wearable,IoT,Safari,1998,Jan-Mar,2020-2025,2023-10-15,Basic,Email,INV-918217,Smart TV,October,+81-XX-XXXX-XXXX,1997,2019,Safari,Dune,6.76,August,121.14,03a1c33d6b364fc42b8e5e2b513b56cf0429caa8414ee1a4960e3d36aa306512,2021-09-24,ISO-8859-1,2020-2025,2026-11-27T00:00:00Z,Email,2019-08-19,August,2.09,20:09:23,47 13 * * *,2022-12-10T00:00:00Z,Q4 2024,February,Mobile,March,Spain,2023-05-21,https://example.com/users/e9cf8403/profile,Q4 2026,Tuesday,[INTERNAL] Q4 strategy review pending board approval,Tablet,-100.315926,Web,3700.1254,54.8,Smart TV,Edge,0.02,2025-09-28,Infographic,"55 3 * * 0,6",Q1 2024,Q2 2026,March,30 days,FI7933,YES,Chrome,2023-03-15,E,amy.white,Web,SAP,November,4.62,Q4 2023,2020-11-13T00:00:00Z,approved,767486,Phone,Monday,Mobile,2026-06-08,4.17.8,2022-01-21,Q1 2025,99.7
2018-06-20,@emilyharris809,2023-05-21T00:00:00Z,Opera,August,Thursday,Q3 2024,2021-07-08T00:00:00Z,Chat,Water Lilies,2026-09-12,2021-01-22,Wearable,2026,17:00:16,965567448,04:10:24,2020-2025,49-98,6440-6447,2019-06-09T00:00:00Z,1991,ECG,12 14 * * 1-5,1995,WP-BR-645665,4.97,INS-550022,449112,2018-05-23T00:00:00Z,Q1 2026,Sunday,"33 2 * * 0,6",May,Avro,Chrome,Tablet,Smart TV,Safari,2022,Jan-Mar,H2 2023,2021-12-14,Basic,Mobile,INV-630140,Mobile,February,+81-XX-XXXX-XXXX,1994,1999,Firefox,Brave New World,6.08,December,951.12,227f4595e3740754ceb90ffcf201d07d7e4fdf1d1dd6a7d9884b5eed77d9e983,2026-05-10,ISO-8859-1,FY 2025,2019-07-06T00:00:00Z,Chat,2022-03-21,March,5.97,16:15:29,29 23 * * *,2024-04-10T00:00:00Z,Q3 2021,May,Mobile,February,Canada,2018-03-12,https://example.com/users/07b196ce/profile,Q4 2023,Wednesday,[INTERNAL] Q2 strategy review pending board approval,Wearable,-26.92089,Phone,1882.4264,73.06,IoT,Safari,7.7,2019-06-24,Video,15 0 * * 1-5,Jan-Mar,Q4 2024,July,indefinite,UA2343,false,Firefox,2024-07-14,Y,amy.taylor,Chat,Workday,September,0.2,Q1 2023,2022-01-12T00:00:00Z,completed,692313,Web,Monday,IoT,2023-10-15,2.16.58,2023-10-22,Q3 2022,13.8
2022-02-10,@lucasrodriguez251,2025-07-21T00:00:00Z,Brave,May,Friday,Q2 2020,2024-06-09T00:00:00Z,In-Store,Water Lilies,2024-12-11,2019-07-13,Smart TV,2006,18:36:18,106882978,07:11:12,Jan-Mar,3-73,4594-1696,2026-02-03T00:00:00Z,2019,MRI Brain,"53 22 * * 0,6",1998,WP-BR-861258,9.37,INS-640699,844427,2019-12-20T00:00:00Z,Q2 2023,Saturday,55 12 * * 1-5,May,JSON,Safari,IoT,IoT,Chrome,2026,FY 2025,FY 2025,2022-07-23,Premium,In-Store,INV-454036,Desktop,February,+44-XXXX-XXXXXX,2026,2009,Firefox,The Great Gatsby,9.31,March,514.66,fce9a00905d18c51ecc9c156dc3fb71af3da6e3a80c273bfb5fdd1633fd00e37,2019-02-04,ISO-8859-1,Q1 2024,2019-08-08T00:00:00Z,Phone,2024-09-17,October,8.66,01:19:50,25 19 * * *,2023-03-13T00:00:00Z,Q4 2026,September,Chat,January,Switzerland,2026-03-20,https://example.com/users/bb6ce055/profile,Q3 2022,Sunday,[INTERNAL] Q3 strategy review pending board approval,Desktop,59.473229,Web,2005.8701,62.19,Smart TV,Chrome,3.95,2018-04-05,Article,"30 9 * * 0,6",FY 2025,Q1 2023,February,7 days,WQ6000,false,Brave,2024-04-04,E,olivia.martinez,Phone,SAP,February,7.58,Q4 2022,2025-02-16T00:00:00Z,active,142659,Web,Tuesday,Mobile,2018-05-01,4.2.57,2025-07-13,Q3 2025,289.0
2025-07-31,@emmalewis791,2024-06-07T00:00:00Z,Edge,September,Friday,Q4 2023,2024-03-01T00:00:00Z,Web,Water Lilies,2023-10-30,2024-02-14,Smart TV,2021,21:35:02,552696497,14:12:48,FY 2025,17-56,2521-3377,2023-11-14T00:00:00Z,2018,MRI Brain,41 13 * * 1-5,1998,WP-GB-588290,9.29,INS-787315,798762,2020-12-18T00:00:00Z,Q2 2024,Tuesday,38 13 * * *,January,XML,Chrome,Tablet,Wearable,Opera,2019,H2 2023,2020-2025,2019-01-25,Free,Web,INV-353525,Tablet,March,+1-XXX-XXX-XXXX,2024,1993,Chrome,Dune,3.0,March,713.53,03489d480e11a24b285c2acc167f4c9304ad6303e0f34261bd9e133d2cd9ea36,2020-10-23,UTF-16,2020-2025,2020-11-29T00:00:00Z,Chat,2019-11-02,January,9.63,17:40:55,"16 19 * * 0,6",2023-03-29T00:00:00Z,Q1 2026,May,Social Media,September,France,2026-02-04,https://example.com/users/cd6dbc2e/profile,Q2 2021,Monday,[INTERNAL] Q1 strategy review pending board approval,Smart TV,-141.267289,Web,3567.4781,31.28,IoT,Safari,6.1,2022-11-24,Video,"10 4 * * 0,6",Jan-Mar,Q1 2024,September,7 years,HA7210,YES,Firefox,2022-07-02,X,sarah.garcia,Email,SAP,August,2.12,Q4 2023,2026-05-02T00:00:00Z,rejected,682561,Mobile,Wednesday,Mobile,2023-08-06,2.5.6,2020-08-01,Q1 2022,59.9
2022-12-29,@williamjackson475,2021-10-16T00:00:00Z,Opera,December,Tuesday,Q2 2022,2026-03-16T00:00:00Z,Mobile,The Persistence of Memory,2024-03-31,2020-09-13,Mobile,2006,16:29:18,411866108,18:20:25,2020-2025,37-85,8120-2145,2021-09-10T00:00:00Z,2006,X-Ray Chest,"5 1 * * 0,6",2004,WP-GB-945390,6.35,INS-960002,875129,2021-08-19T00:00:00Z,Q1 2022,Tuesday,"22 19 * * 0,6",November,Parquet,Brave,Tablet,IoT,Edge,2002,Q1 2024,2020-2025,2022-03-09,Standard,In-Store,INV-772549,Mobile,January,+1-XXX-XXX-XXXX,2012,2007,Firefox,To Kill a Mockingbird,3.79,December,525.29,9938504b206a37cad2272c401de09610a0e20cf91932feef83e8afeb6d661d3a,2021-01-11,ISO-8859-1,Q1 2024,2019-08-23T00:00:00Z,Mobile,2020-04-19,January,3.04,21:50:59,20 3 * * 1-5,2018-08-29T00:00:00Z,Q1 2025,March,Phone,July,Japan,2021-04-19,https://example.com/users/f45aaf64/profile,Q4 2025,Thursday,[INTERNAL] Q3 strategy review pending board approval,IoT,-18.158274,Phone,6550.6453,92.35,Wearable,Chrome,1.09,2022-05-10,Podcast,27 15 * * *,H2 2023,Q4 2023,April,indefinite,ZJ2499,false,Firefox,2022-11-22,Y,robert.johnson,Social Media,Snowflake,May,6.39,Q3 2025,2018-01-15T00:00:00Z,rejected,825383,Web,Saturday,Mobile,2018-03-26,5.6.22,2019-06-10,Q2 2023,119.5
2026-02-15,@jenniferyoung817,2021-03-08T00:00:00Z,Brave,September,Saturday,Q3 2026,2019-08-09T00:00:00Z,Mobile,The Scream,2026-11-09,2021-11-23,Smart TV,2004,06:44:03,424760691,20:35:11,H2 2023,45-63,7998-1135,2026-07-26T00:00:00Z,2003,MRI Brain,44 12 * * *,1993,WP-MX-930708,6.41,INS-210672,5435,2022-05-26T00:00:00Z,Q1 2022,Thursday,"47 21 * * 0,6",July,Avro,Safari,IoT,Desktop,Edge,2008,H2 2023,FY 2025,2021-08-29,Standard,Mobile,INV-108507,Desktop,March,+81-XX-XXXX-XXXX,2026,2023,Edge,Dune,6.48,April,50.51,c955c1c663d37933802601d005d55e4c2b6562c6a4ce0cda9560398d53cff5dc,2026-07-16,UTF-8,Jan-Mar,2025-03-12T00:00:00Z,Phone,2021-11-25,June,6.35,12:44:58,"0 12 * * 0,6",2018-04-03T00:00:00Z,Q3 2026,September,In-Store,July,France,2023-06-11,https://example.com/users/b14a4c01/profile,Q2 2025,Wednesday,[INTERNAL] Q2 strategy review pending board approval,Mobile,-105.947227,Web,2791.7861,65.17,Tablet,Brave,1.55,2020-12-10,Podcast,41 7 * * 1-5,H2 2023,Q3 2022,March,7 years,AJ8621,true,Edge,2024-12-11,G,mary.robinson,Phone,Kafka,March,5.07,Q2 2022,2021-07-22T00:00:00Z,failed,734833,Web,Thursday,Desktop,2018-12-17,2.13.78,2019-12-18,Q4 2021,241.5
2026-10-08,@loganclark419,2025-01-05T00:00:00Z,Brave,June,Sunday,Q3 2021,2021-01-02T00:00:00Z,Phone,The Persistence of Memory,2026-10-09,2019-06-21,Wearable,2008,19:36:30,234185091,10:27:04,2020-2025,42-68,5600-1832,2023-09-12T00:00:00Z,2004,Blood Draw,"10 18 * * 0,6",1999,WP-MX-283975,6.07,INS-656713,275252,2025-05-25T00:00:00Z,Q1 2021,Thursday,"25 2 * * 0,6",May,Avro,Safari,Mobile,Wearable,Edge,2026,Jan-Mar,FY 2025,2020-09-04,Premium,Phone,INV-694143,Desktop,June,+1-XXX-XXX-XXXX,2026,2026,Chrome,1984,1.6,September,339.98,e4bd7855ae2e788961d1ef4447f971c20cec8d9cad19da980a835a7d72c5233d,2024-12-01,Latin-1,H2 2023,2020-05-06T00:00:00Z,Phone,2026-10-04,October,3.42,19:44:06,43 6 * * *,2024-12-28T00:00:00Z,Q1 2023,November,Phone,September,Australia,2019-11-19,https://example.com/users/5463957b/profile,Q4 2024,Sunday,[INTERNAL] Q4 strategy review pending board approval,Smart TV,142.677978,In-Store,56.7344,84.68,Mobile,Chrome,9.9,2025-05-16,Video,13 1 * * 1-5,2020-2025,Q1 2022,March,indefinite,TP3090,YES,Chrome,2025-02-03,H,david.martin,Social Media,Kafka,August,5.1,Q1 2021,2018-11-20T00:00:00Z,inactive,339756,In-Store,Sunday,Desktop,2018-03-05,3.8.27,2025-10-28,Q4 2025,123.7
2023-02-14,@robertlee613,2024-07-18T00:00:00Z,Edge,May,Monday,Q2 2024,2024-11-27T00:00:00Z,Phone,The Scream,2021-11-14,2021-10-05,Tablet,1997,15:38:24,826089993,14:09:55,FY 2025,16-81,2780-6712,2020-09-11T00:00:00Z,1998,X-Ray Chest,26 5 * * *,2004,WP-DE-441761,5.04,INS-387561,762146,2021-12-24T00:00:00Z,Q2 2023,Friday,"26 14 * * 0,6",December,CSV,Firefox,Mobile,IoT,Opera,1996,2020-2025,2020-2025,2020-05-14,Enterprise,Web,INV-701344,Wearable,April,+81-XX-XXXX-XXXX,2006,2008,Firefox,1984,8.57,June,847.32,14515dc6ecc2b9c628b45029598512a1f06cdd0537745f19f0d77501e130131a,2025-11-11,UTF-8,FY 2025,2020-08-02T00:00:00Z,Mobile,2025-10-28,February,7.29,21:15:33,7 7 * * *,2019-10-01T00:00:00Z,Q2 2024,October,Mobile,November,Norway,2025-01-09,https://example.com/users/cc27d1b8/profile,Q4 2023,Sunday,[INTERNAL] Q3 strategy review pending board approval,Smart TV,-129.996892,Phone,-332.1939,23.49,Smart TV,Safari,0.44,2020-12-05,Video,"30 1 * * 0,6",Jan-Mar,Q2 2024,September,1 year,UO9733,NO,Brave,2024-10-24,E,oliver.martinez,Email,SAP,May,9.85,Q2 2024,2022-09-22T00:00:00Z,failed,904149,Email,Thursday,Tablet,2025-04-05,1.0.14,2021-04-20,Q3 2026,15.6
2021-05-15,@harperwhite53,2021-02-26T00:00:00Z,Firefox,March,Sunday,Q3 2022,2020-06-19T00:00:00Z,Phone,Water Lilies,2021-10-27,2022-02-13,Wearable,2007,02:04:31,222925573,08:48:51,2020-2025,47-85,7000-1104,2025-01-07T00:00:00Z,1996,ECG,"50 19 * * 0,6",2000,WP-MX-163553,6.8,INS-172656,260213,2025-02-26T00:00:00Z,Q4 2026,Saturday,14 11 * * 1-5,November,XML,Opera,Tablet,Wearable,Edge,2004,2020-2025,2020-2025,2020-03-21,Standard,Chat,INV-360838,Desktop,January,+44-XXXX-XXXXXX,2023,2015,Opera,Dune,8.15,September,971.24,aa5e65959b6f9e4e9deb69b96d647bc0efbe1cac0ed93ae4c2cd7ee606941e4c,2025-05-21,UTF-16,Jan-Mar,2019-04-25T00:00:00Z,Mobile,2021-03-03,January,2.26,16:19:08,40 22 * * *,2022-05-02T00:00:00Z,Q4 2021,March,In-Store,August,Canada,2019-09-15,https://example.com/users/a79dce81/profile,Q3 2021,Tuesday,[INTERNAL] Q4 strategy review pending board approval,Tablet,-99.961229,Phone,8411.6157,36.95,Mobile,Brave,7.22,2019-12-22,Image,1 12 * * *,Jan-Mar,Q2 2021,April,7 years,GG7532,false,Edge,2020-12-28,B,john.garcia,Web,PostgreSQL,November,9.54,Q1 2023,2023-10-18T00:00:00Z,approved,313980,Mobile,Sunday,IoT,2025-12-29,0.15.81,2024-11-24,Q2 2020,88.1
2019-01-27,@johnjohnson686,2018-10-07T00:00:00Z,Brave,September,Friday,Q4 2021,2026-11-21T00:00:00Z,Phone,The Persistence of Memory,2018-11-12,2021-10-16,Tablet,2014,22:57:24,752287955,19:22:38,FY 2025,41-99,7825-7270,2021-05-24T00:00:00Z,2018,Blood Draw,3 20 * * *,2022,WP-CA-165851,4.95,INS-896146,667203,2026-12-17T00:00:00Z,Q1 2021,Saturday,13 19 * * *,March,XML,Safari,Mobile,Tablet,Chrome,2015,Q1 2024,FY 2025,2019-08-26,Enterprise,Social Media,INV-939189,Desktop,November,+81-XX-XXXX-XXXX,2005,2015,Firefox,1984,7.91,May,629.81,829449d56d7733f3a447687c8942b1e4281d91ca532120194ddeaca1fe7b191c,2018-01-12,Latin-1,FY 2025,2022-09-15T00:00:00Z,Web,2025-11-11,March,1.09,07:08:02,20 0 * * *,2022-11-07T00:00:00Z,Q4 2026,May,Email,October,Netherlands,2023-03-09,https://example.com/users/89909f7a/profile,Q4 2020,Saturday,[INTERNAL] Q3 strategy review pending board approval,Wearable,175.691121,Social Media,8356.3659,5.27,IoT,Firefox,2.05,2021-11-19,Article,"11 13 * * 0,6",2020-2025,Q1 2022,July,1 year,UN3981,false,Edge,2018-02-24,S,emily.lee,Social Media,SAP,March,0.69,Q1 2023,2019-02-08T00:00:00Z,pending,148926,Mobile,Wednesday,Wearable,2024-10-29,3.2.81,2024-08-16,Q2 2021,252.1
2021-05-21,@patriciawhite290,2018-08-05T00:00:00Z,Safari,January,Tuesday,Q1 2026,2024-03-30T00:00:00Z,Email,The Persistence of Memory,2022-08-20,2019-06-02,Smart TV,2022,07:21:21,957411486,17:51:10,H2 2023,30-79,2695-4508,2026-01-17T00:00:00Z,2012,X-Ray Chest,54 8 * * *,2008,WP-FR-346948,4.25,INS-907381,731127,2022-08-19T00:00:00Z,Q4 2022,Thursday,"6 1 * * 0,6",October,Parquet,Brave,Mobile,Mobile,Brave,2005,2020-2025,H2 2023,2019-05-08,Basic,Social Media,INV-728322,Mobile,November,+81-XX-XXXX-XXXX,1993,2017,Safari,1984,0.88,January,538.46,09f598c8ad98a05678f1a8a9535b1f434160d5ea92fe7a001201f84aed3cc5f3,2024-08-07,UTF-16,2020-2025,2020-07-07T00:00:00Z,Mobile,2022-04-27,April,1.6,20:52:32,41 20 * * 1-5,2024-11-16T00:00:00Z,Q4 2021,May,In-Store,March,Netherlands,2024-08-06,https://example.com/users/6a98b4a3/profile,Q3 2020,Monday,[INTERNAL] Q4 strategy review pending board approval,Desktop,22.10099,Mobile,8899.9491,8.47,Smart TV,Safari,6.23,2024-03-29,Podcast,0 12 * * *,Jan-Mar,Q1 2021,March,7 years,UG3588,YES,Edge,2021-09-14,R,michael.lewis,Mobile,Workday,October,9.84,Q1 2020,2024-03-19T00:00:00Z,active,503764,In-Store,Friday,IoT,2020-08-30,2.16.51,2018-07-10,Q1 2021,208.8
2024-12-11,@sarahthompson990,2020-08-28T00:00:00Z,Opera,February,Saturday,Q1 2022,2024-11-19T00:00:00Z,Web,Starry Night,2018-10-18,2023-06-15,Mobile,2013,13:53:18,071448309,02:27:11,FY 2025,39-97,1395-1377,2019-06-19T00:00:00Z,1993,Physical Exam,33 13 * * *,2012,WP-IN-955190,6.84,INS-256865,890443,2022-10-28T00:00:00Z,Q4 2026,Sunday,40 23 * * *,January,XML,Chrome,IoT,Smart TV,Edge,1996,FY 2025,H2 2023,2020-03-07,Trial,Phone,INV-134873,Desktop,February,+1-XXX-XXX-XXXX,2004,2011,Chrome,The Great Gatsby,5.92,March,902.43,54691d74304c3c12a86160ed2b71315cfec06dda658ed56cd1cf84c318dbfe12,2026-02-02,ISO-8859-1,Q1 2024,2023-03-18T00:00:00Z,Mobile,2022-04-13,January,9.94,16:49:49,33 8 * * *,2026-07-06T00:00:00Z,Q3 2020,March,Chat,April,Spain,2021-04-06,https://example.com/users/a0905ba6/profile,Q1 2022,Saturday,[INTERNAL] Q4 strategy review pending board approval,Tablet,-80.03427,Chat,5897.3052,38.64,Smart TV,Safari,3.62,2023-04-06,Article,"10 20 * * 0,6",2020-2025,Q2 2025,March,30 days,NR901,true,Chrome,2021-05-05,T,aiden.martinez,Social Media,Kafka,May,5.01,Q4 2022,2026-03-11T00:00:00Z,inactive,949362,Email,Tuesday,Wearable,2026-05-14,4.17.94,2024-08-13,Q2 2022,229.7
2026-12-14,@oliviajones141,2026-10-31T00:00:00Z,Firefox,November,Sunday,Q3 2026,2018-06-30T00:00:00Z,Email,The Persistence of Memory,2024-03-12,2018-03-07,Wearable,2007,16:38:54,955033902,17:21:56,Q1 2024,32-76,8446-6421,2021-01-30T00:00:00Z,2021,MRI Brain,36 22 * * 1-5,1994,WP-CA-157146,6.54,INS-807202,292953,2025-04-16T00:00:00Z,Q2 2026,Monday,25 13 * * *,March,JSON,Firefox,IoT,Desktop,Opera,2004,H2 2023,FY 2025,2024-03-07,Free,Mobile,INV-147691,Smart TV,July,+44-XXXX-XXXXXX,2000,2022,Brave,To Kill a Mockingbird,5.93,July,209.54,6d2d870cdc81b2337a525ae4784da5329368bb8c3727398c6e725f4a071a0dd5,2019-12-27,Latin-1,Jan-Mar,2023-08-28T00:00:00Z,In-Store,2019-08-03,September,7.75,18:40:32,"41 13 * * 0,6",2023-12-04T00:00:00Z,Q2 2020,December,Email,April,Sweden,2025-04-18,https://example.com/users/aa7a8997/profile,Q2 2026,Wednesday,[INTERNAL] Q3 strategy review pending board approval,Desktop,38.387645,Chat,6457.6217,99.57,Wearable,Chrome,1.86,2019-08-13,Video,"16 3 * * 0,6",H2 2023,Q3 2026,August,1 year,EX6838,NO,Firefox,2024-12-19,B,richard.jackson,Chat,Workday,November,1.14,Q1 2022,2026-03-13T00:00:00Z,inactive,746034,Email,Thursday,Smart TV,2025-02-02,2.18.76,2020-01-19,Q4 2026,0.2
