fact_boolean_flag,x_role,xjxj50,DEVICE_IDENTIFIER,src_tenant_identifier,department,dateOfBirth,LATENCY_RESPONSE_TIME,load_ts,middle_name_raw,ezxnk25,user_salary_compensation,performance_review,distance_raw,f_183,RATIO,col_176,src_duration,xcq75,meta_594,middle_name,country_info,attr_stock,soft_delete_flag,vehicleIdentificationNumber,charset,day_of_week_raw,x_iut,dug46,maiden,time_zone,salary_compensation_data,mailing_address,FIRST_NAME,sourceSystem,dgff93,department_division_raw,name,mqq13,handle,department_division,tier,attr_627,EMPLOYEE_RECORD,v_330,dim_inves,val_xf,user_bonus_variable_pay,rbzbjb12,c_378,middleName,MIDDLE_NAME,nee,var_vuw,meta_562,val_pops,DEPARTMENT_DIVISION,caption,v_maide,maiden_nm,given_name,v_224,measpwr,user_performance_review,stock_rsu_grant,c_547,f_hvma,x_confi,stockRsuGrant,maiden_name,dob,dept,src_uptime_availability,user_first_name,maidenName,mname,DATA_FORMAT
no,CTO,Low,c671914b-51c0-49df-88a8-bd077b083acf,tenant-046,Operations,0005-02-1969,3725,2023-07-19 03:55:12,S,40 4 * * 1-5,"$173,060",Meets expectations,3446.0,sig_43a70ae5267c3c78,9.9791,Marketing,81301,Support,Rodriguez,G,Sweden,1597 shares @ $246.79,true,WW28VX9UXBH8YKEP3,UTF-16,Saturday,Anderson,"$123,062",Lewis,CET,"$161,766","4979 Maple Dr, Dallas, NY 83675",Liam,Snowflake,0002-18-1984,Operations,Emma Brown,2020-02-22T01:14:06Z,anna_jones968,Sales,Software,"$29,119",EMP-44175,region=us-east,INV-961357,3255 shares @ $403.07,"$11,609",-142.851169,Marketing,E,G,Martin,SHB-6465,Robert,cancelled,Finance,Figure 13: Timeline,Lee,Robinson,Susan,2021-01-28T03:42:42Z,36805.9,Meets expectations,166 shares @ $121.85,Outstanding,Robinson,"[13.7, 76.05]",4648 shares @ $137.99,Moore,0005-26-1952,Support,98.6118,Harper,Harris,V,XML
no,Data Analyst,Negligible,dfa640d3-f6a0-45e1-a13e-e47755095367,tenant-037,Support,0004-10-1985,2537,2019-02-03T10:07:47Z,N,3 14 * * 1-5,"$113,156",Needs improvement,2120.8,sig_289be4cf22a4b48c,7.8374,Marketing,4924,Support,Williams,J,Mexico,2008 shares @ $154.22,true,ODWT070V72S8CFMKX,UTF-16,Friday,Lewis,"$31,707",Williams,PST,"$95,031","5595 Elm St, Houston, NC 71302",Elizabeth,Snowflake,0009-23-1970,Finance,Sophia Young,2026-11-26T00:21:24Z,noah.robinson395,Support,Food,"$48,479",EMP-33719,tenant=acme,INV-626324,1755 shares @ $447.25,"$16,134",95.355926,Sales,K,B,Robinson,IXV-3110,Emily,pending,Marketing,Figure 9: Overview,Davis,King,Lucas,2024-03-13T18:12:09Z,2239.6,Needs improvement,1268 shares @ $120.32,Outstanding,Brown,"[38.83, 72.88]",4590 shares @ $402.36,King,0012-12-1946,Marketing,98.3683,David,Thomas,Q,YAML
1,Data Analyst,Low,f788c11b-d3fd-4720-aeb0-ae0ab529dcd5,tenant-007,HR,0012-09-2000,4904,2018-11-10T04:56:19Z,B,29 13 * * 1-5,"$238,408",Outstanding,5079.1,sig_23f3b280d7023f83,5.5925,Operations,22014,Finance,Anderson,Y,Singapore,762 shares @ $463.11,false,D16D7BR9QS7BNI7R1,ISO-8859-1,Friday,Davis,"$194,532",Young,PST,"$59,467","6896 Elm St, Berlin, IL 44961",James,Snowflake,12-02-2007,Operations,John Davis,2022-06-25 21:02:13,emma.harris873,HR,Electronics,"$42,297",EMP-54468,tenant=2024-01,INV-793849,3607 shares @ $218.81,"$1,918",81.593552,Finance,T,H,Lee,JXE-2242,Logan,failed,HR,Figure 7: Timeline,Martinez,Moore,John,2021-07-01T22:32:04Z,29335.2,Exceeds expectations,879 shares @ $499.19,Meets expectations,Johnson,"[4.35, 98.4]",2553 shares @ $371.79,Martin,04/07/1964,Legal,96.1524,John,White,S,JSON
no,Software Engineer,Negligible,183a4809-3b6e-46fe-9395-92826f71dcc3,tenant-015,Sales,08-19-1984,154,2023-04-08T00:01:46Z,P,"58 9 * * 0,6","$101,808",Outstanding,5844.9,sig_780bb7ec419bea54,2.6344,Operations,38299,Operations,Thompson,S,Italy,3145 shares @ $473.41,false,BKPA5EWDFCH55VRDB,UTF-8,Saturday,Miller,"$73,430",Thompson,CET,"$193,460","2153 Elm St, San Francisco, CA 57163",Amy,Kafka,09/13/1958,Sales,Susan Lewis,2019-03-12 17:43:07,robert_martinez763,Support,Electronics,"$6,140",EMP-50821,dt=acme,INV-107111,4546 shares @ $58.64,"$40,617",-67.077955,HR,O,K,White,TPO-7073,Liam,rejected,Sales,Figure 16: Timeline,Johnson,Brown,James,2024-03-19T03:33:33Z,35038.1,Exceeds expectations,369 shares @ $257.85,Meets expectations,Lee,"[22.79, 95.1]",755 shares @ $394.37,Taylor,05/07/1975,Engineering,95.6893,Sarah,Martin,R,YAML
no,VP Engineering,Negligible,4931b145-588b-461f-afaf-f1a0eaab1031,tenant-006,Support,07/19/2007,3215,2022-11-07 07:23:57,T,44 15 * * *,"$130,679",Exceeds expectations,5391.5,sig_994a879f0779df3f,3.1584,Operations,81722,Finance,Thompson,R,South Korea,3102 shares @ $394.49,false,NA2PHGK6WVK9TISA9,UTF-8,Friday,Walker,"$91,955",Thompson,Europe/London,"$161,874","1978 Maple Dr, Boston, OH 25984",Patricia,Salesforce,0005-10-1946,Finance,John T. Jackson,2026-08-11T17:16:32Z,jenniferwilliams66,Operations,Services,"$23,091",EMP-40327,dt=us-east,INV-507096,4830 shares @ $22.36,"$41,866",93.276998,Engineering,E,Z,Smith,EYF-3783,Anna,cancelled,HR,Figure 5: Timeline,Lewis,Martinez,Liam,2026-10-26T16:09:56Z,38933.4,Meets expectations,747 shares @ $52.89,Outstanding,Young,"[28.96, 77.1]",4309 shares @ $396.66,Walker,06/19/1944,Marketing,95.7803,Mary,Davis,O,Avro
0,Data Analyst,Medium,a568b2d9-f497-4552-b544-f9e44dee49f1,tenant-045,Support,07/03/2008,3769,2024-08-20 12:03:17,M,"15 6 * * 0,6","$163,118",Exceeds expectations,7138.1,sig_a88efd79a6fbe67b,7.6506,HR,78422,Operations,Robinson,C,South Korea,4590 shares @ $452.3,false,W4X99SZX0PQXE1RNJ,Latin-1,Friday,Davis,"$179,654",Brown,JST,"$93,542","626 Oak Ave, Toronto, MA 35127",Olivia,Snowflake,0008-17-1992,Engineering,Liam Jones,2026-02-14 20:53:38,sophia.williams171,Support,Food,"$28,252",EMP-12419,tenant=2024-01,INV-701462,3709 shares @ $180.84,"$35,536",126.278173,Sales,A,Z,Johnson,XJA-3624,Aiden,active,Marketing,Figure 16: Distribution,Lee,Martinez,Noah,2025-04-19T21:39:48Z,13211.5,Outstanding,342 shares @ $321.85,Meets expectations,Lee,"[25.56, 79.48]",591 shares @ $490.52,Martinez,01/07/2010,Operations,99.6086,Amy,Wright,B,Parquet
no,Sales Rep,Low,df49a179-343a-4ec6-8fdd-5b1f31a423ff,tenant-011,Engineering,01/23/1941,2663,2018-04-09 05:13:13,I,28 10 * * 1-5,"$235,269",Meets expectations,1786.5,sig_3e2d9eebc66b9f4f,1.9465,HR,76560,Marketing,Brown,Y,Israel,4232 shares @ $165.1,true,GOXVSSVSKXMWZVYQ0,ASCII,Monday,Williams,"$65,977",Anderson,Europe/London,"$127,011","6666 Oak Ave, Toronto, GA 94295",Amy,Workday,04-21-1967,Legal,Aiden Harris,2018-05-06 11:12:39,david_thompson669,Operations,Services,"$45,200",EMP-12521,dt=acme,INV-558014,703 shares @ $442.55,"$2,463",-2.349863,Operations,E,K,Thompson,WAG-9799,James,completed,Marketing,Figure 5: Distribution,Garcia,Lewis,Aiden,2018-11-15 09:13:36,47702.4,Outstanding,3190 shares @ $68.11,Meets expectations,Martinez,"[32.99, 79.94]",766 shares @ $368.17,Jones,03/03/1975,Sales,98.0355,John,Brown,W,XML
1,Sales Rep,Low,f9e6d86a-72b5-4c19-9f17-937015cf7b1e,tenant-047,Marketing,0001-16-1980,3455,2026-07-22T13:57:16Z,O,44 0 * * *,"$106,596",Meets expectations,3400.0,sig_8f50419dd5856ba1,8.8906,Sales,33672,Marketing,Jones,A,United Kingdom,1752 shares @ $150.83,false,83TGPCMMWJF61XM6P,ISO-8859-1,Sunday,Thompson,"$158,737",Moore,America/New_York,"$44,495","240 Oak Ave, New York, CO 75505",Linda,PostgreSQL,0008-23-1954,Finance,Sarah Jones,2021-09-02 16:26:24,lindajackson145,Finance,Software,"$1,111",EMP-68432,dt=acme,INV-196950,1582 shares @ $277.73,"$17,975",-20.76736,Marketing,O,L,Williams,LVK-8895,William,cancelled,Legal,Figure 8: Timeline,Harris,Wright,Logan,2019-06-07 05:15:39,41276.8,Exceeds expectations,248 shares @ $410.47,Exceeds expectations,Taylor,"[17.4, 73.95]",3547 shares @ $221.43,Lee,0010-28-1942,Support,95.9554,Robert,Johnson,K,YAML
no,Product Manager,Low,a2b4e1fc-1396-43f1-8daf-1bd453f021a6,tenant-038,Finance,0005-10-1950,2145,2024-10-23T22:54:07Z,P,"12 11 * * 0,6","$234,433",Exceeds expectations,6725.9,sig_ec714688b35a3768,9.7944,Engineering,62844,HR,Harris,F,Singapore,3933 shares @ $195.83,false,RH1QZAJS8RFCK4G32,UTF-16,Sunday,Miller,"$171,987",Jones,EST,"$235,112","8212 Oak Ave, Boston, PA 29437",Emily,Kafka,05-07-1966,Finance,William Walker,2025-07-10 04:54:01,emily.taylor506,Finance,Food,"$2,985",EMP-56472,dt=acme,INV-465277,3949 shares @ $153.4,"$15,792",8.83852,Operations,Q,V,Wright,KVW-8157,Patricia,active,Support,Figure 18: Distribution,Martinez,Young,Mary,2021-05-28 14:37:32,32264.0,Meets expectations,2701 shares @ $159.46,Needs improvement,Thompson,"[10.49, 76.23]",1580 shares @ $122.52,Smith,07-14-1977,HR,99.999,Michael,Clark,J,Parquet
0,CTO,Medium,9ba68f58-3eac-49cc-895a-9b6981bee628,tenant-045,Finance,09/13/1961,3246,2019-07-13 23:42:29,L,"16 5 * * 0,6","$140,420",Exceeds expectations,1727.1,sig_77b742b2fbb3cef0,4.073,Legal,31822,Sales,Jackson,D,India,2157 shares @ $443.79,false,R4NRKOYZ97S8JS0PZ,ASCII,Wednesday,White,"$247,690",Martin,PST,"$177,225","1910 Oak Ave, Paris, PA 88918",Lucas,SAP,10-03-1951,Sales,Mason Smith,2019-01-04T11:47:40Z,liam_lee581,Finance,Hardware,"$34,744",EMP-33036,region=2024-01,INV-667467,1279 shares @ $434.11,"$10,621",83.129773,Support,Z,K,Moore,OBY-1914,Anna,failed,Marketing,Figure 14: Timeline,Johnson,Martin,Aiden,2019-09-06T23:24:14Z,13952.6,Outstanding,3017 shares @ $32.65,Meets expectations,Johnson,"[1.46, 65.13]",3543 shares @ $98.04,Miller,06/07/1959,HR,97.3575,Harper,King,I,JSON
1,Data Analyst,Critical,811ef2d7-8530-4785-a9ce-76d66d576c2e,tenant-033,Finance,04-28-1968,4523,2022-04-19T18:59:35Z,Z,29 13 * * 1-5,"$42,525",Outstanding,3821.7,sig_905d84e7ece4ea8e,4.8497,Operations,49764,Legal,Jackson,Y,India,4649 shares @ $440.11,false,N2RF49COIVCEPKEYS,UTF-8,Thursday,Jackson,"$85,810",Clark,America/New_York,"$123,342","7498 Main St, Austin, MA 50695",Sophia,PostgreSQL,06/11/1963,Finance,Michael Taylor,2023-08-05T11:41:03Z,james.miller268,Sales,Clothing,"$16,174",EMP-65722,tenant=2024-01,INV-900582,3367 shares @ $25.01,"$32,695",156.511613,Support,O,G,Miller,PJP-1015,Liam,cancelled,HR,Figure 8: Overview,Lee,Lee,Mary,2025-03-06 06:02:07,5338.2,Outstanding,1121 shares @ $390.57,Needs improvement,Moore,"[23.19, 88.9]",3571 shares @ $91.14,Brown,0010-13-1960,Legal,99.9425,Ethan,Harris,Z,Parquet
yes,CTO,Critical,050fdb40-5f93-4acc-87fc-cb74cc7ebf53,tenant-025,Engineering,05-26-1984,1204,2021-11-17T12:41:00Z,W,7 2 * * 1-5,"$143,724",Meets expectations,6057.8,sig_b17b65b90575dbf3,8.7144,Legal,60104,HR,Jones,B,Singapore,1639 shares @ $306.92,true,2V8YULL82PL7H9KD9,UTF-8,Monday,Robinson,"$132,800",Wright,CET,"$158,816","2964 Oak Ave, Berlin, WA 38317",Patricia,Snowflake,05-27-1981,Engineering,John Robinson,2023-11-03 20:28:58,susan.martinez59,Sales,Clothing,"$23,908",EMP-60373,region=us-east,INV-852987,2588 shares @ $442.69,"$23,770",-169.821921,HR,D,A,Brown,GGK-4807,Mary,completed,Operations,Figure 8: Distribution,Walker,Robinson,Amy,2019-08-11T22:07:24Z,28181.0,Exceeds expectations,1540 shares @ $313.78,Needs improvement,Young,"[26.29, 86.75]",4084 shares @ $107.36,Harris,02/27/1980,Engineering,98.0402,Amy,Jones,N,Parquet
0,Sales Rep,Medium,862a7bf0-fb5b-457d-a6a9-58842f918d7d,tenant-025,Finance,07-08-1996,1019,2018-06-13T01:50:14Z,E,37 16 * * *,"$192,047",Exceeds expectations,7751.4,sig_299bbd17f16aab81,4.7764,Sales,24712,Legal,Martinez,Y,Norway,2257 shares @ $498.36,false,W2DVEEN5BPB9TJQLZ,UTF-16,Wednesday,Taylor,"$214,060",Martin,CET,"$102,890","392 Maple Dr, Seattle, CO 27874",James,Kafka,10-11-2006,Finance,Lucas Z. Martinez,2024-03-15 12:54:04,william_martinez381,Operations,Clothing,"$19,365",EMP-69148,region=2024-01,INV-369445,4386 shares @ $73.3,"$25,014",101.970688,Finance,I,G,Garcia,MNM-6034,Sarah,rejected,Support,Figure 12: Overview,Young,Davis,Anna,2019-04-21 10:17:48,42874.8,Outstanding,2052 shares @ $395.57,Meets expectations,Martin,"[15.57, 99.74]",1044 shares @ $420.52,King,10-14-1990,Operations,97.0724,Emma,Martin,U,Avro
true,VP Engineering,Low,ad8084bf-047b-42a8-98e0-8366b58074a0,tenant-017,HR,06-11-1976,4904,2021-06-25 02:48:42,S,10 20 * * *,"$158,374",Needs improvement,7881.3,sig_30b02bc586a89a4f,3.1583,Finance,78659,Finance,Garcia,E,India,1387 shares @ $355.15,true,RHVSBWFHNSIPHBOQ3,ISO-8859-1,Tuesday,Lewis,"$53,525",Garcia,Europe/London,"$109,772","3741 Park Blvd, Seattle, NC 48873",Michael,Workday,10-20-1963,Engineering,William Brown,2024-06-01T09:02:40Z,susan_anderson297,Support,Electronics,"$44,695",EMP-26400,region=acme,INV-807711,3027 shares @ $374.81,"$19,838",-177.632447,Finance,F,L,Moore,FPX-3147,Oliver,active,Finance,Figure 1: Comparison,Moore,Moore,Liam,2021-09-22T23:04:00Z,12999.0,Outstanding,904 shares @ $231.23,Meets expectations,Wright,"[17.22, 93.48]",3057 shares @ $496.54,Johnson,05-21-1966,HR,99.369,Michael,Jackson,D,XML
true,Product Manager,Critical,a79ab43a-9a89-40d4-a2e1-2dcc9ba5ed03,tenant-026,Marketing,11-14-1966,3950,2019-07-05 15:01:47,A,"28 16 * * 0,6","$71,239",Exceeds expectations,8216.5,sig_3c2d89a651f7fbf4,1.5058,Sales,65624,Engineering,Jackson,Y,Germany,796 shares @ $207.02,false,N06VC4RJK740H8J6Y,Latin-1,Friday,Martinez,"$50,363",Thompson,America/New_York,"$56,559","6432 Pine Rd, New York, FL 29848",Sarah,Salesforce,07-28-1955,Operations,Oliver Williams,2018-07-01 00:27:26,robert.thompson85,Support,Hardware,"$38,083",EMP-87762,region=us-east,INV-390348,379 shares @ $307.01,"$23,152",133.795854,Marketing,C,V,Rodriguez,WKY-7006,Elizabeth,active,Support,Figure 18: Distribution,Garcia,White,Mason,2022-05-23T19:07:36Z,34388.9,Exceeds expectations,2963 shares @ $186.56,Exceeds expectations,Robinson,"[36.77, 74.16]",3761 shares @ $331.63,Martinez,11-25-2009,Support,97.5907,Richard,Martin,T,XML
no,Software Engineer,Negligible,79dd15ad-9114-463d-9be6-9b63679f9993,tenant-023,Marketing,06-10-1963,1627,2018-05-07 15:38:03,M,23 0 * * 1-5,"$214,872",Exceeds expectations,5199.7,sig_f1e38868d587ce57,2.7222,Operations,6549,Finance,Lewis,A,Netherlands,1739 shares @ $117.85,false,R66FLQ0RQUXOSJYHR,ISO-8859-1,Friday,Taylor,"$148,796",Williams,UTC,"$172,332","2188 Park Blvd, Boston, OH 43640",Jessica,Snowflake,10-07-1996,Support,Liam E. Brown,2025-10-19 12:41:43,amy.moore484,HR,Software,"$5,611",EMP-20576,dt=acme,INV-212454,1764 shares @ $297.05,"$5,520",-120.658586,Marketing,J,S,Jackson,NEC-1660,James,active,HR,Figure 18: Timeline,Davis,Jones,Robert,2022-04-09T14:28:23Z,45546.3,Exceeds expectations,2959 shares @ $28.24,Needs improvement,Lee,"[12.82, 65.66]",2913 shares @ $439.97,Lewis,08-09-1962,Support,98.2457,David,Wright,X,Avro
yes,Software Engineer,Low,45504872-c8b4-4130-a6a6-91ec237a2a51,tenant-008,Operations,12/15/1949,2539,2022-02-04 13:06:53,J,41 16 * * *,"$32,513",Outstanding,6182.3,sig_c8d693b43cbddab1,8.8942,Operations,67333,Sales,Thomas,K,Israel,2237 shares @ $139.14,false,2WPQE6AO3LOB5FVZ7,Latin-1,Monday,Jones,"$32,191",Moore,PST,"$107,232","8387 Elm St, San Francisco, NY 40553",Linda,PostgreSQL,0003-01-1990,Operations,William Davis,2020-09-02 00:27:41,oliverthomas366,HR,Software,"$45,855",EMP-65009,tenant=2024-01,INV-293211,4362 shares @ $273.73,"$42,067",119.467546,Support,H,H,Moore,LRT-2312,Aiden,completed,Legal,Figure 2: Distribution,Rodriguez,Garcia,Amy,2018-07-19 19:03:01,47953.6,Outstanding,894 shares @ $24.55,Needs improvement,Johnson,"[21.62, 95.35]",4542 shares @ $215.71,Moore,0002-28-1971,Operations,97.3521,Jennifer,Clark,V,CSV
yes,Sales Rep,Negligible,9f379090-30a7-4513-a3ed-8608c8a14577,tenant-045,Operations,0008-12-1991,1283,2026-02-24 10:49:06,Q,22 21 * * *,"$118,000",Exceeds expectations,8377.6,sig_8377695ac15fefd8,8.6843,Operations,2612,Engineering,Williams,N,Singapore,2703 shares @ $488.73,false,BVLF88KAK32UEIKSZ,UTF-16,Saturday,Moore,"$118,754",Harris,America/New_York,"$45,132","4975 Cedar Ln, Austin, MA 51370",Liam,Kafka,08-01-1941,Finance,Harper Taylor,2018-10-20T19:13:22Z,elizabeththompson69,Finance,Food,"$2,612",EMP-92731,tenant=acme,INV-405259,382 shares @ $75.69,"$13,853",-58.419287,Operations,R,C,Williams,EXP-2712,Emma,failed,Support,Figure 8: Overview,Johnson,Rodriguez,Jennifer,2019-01-16T17:55:25Z,15841.3,Exceeds expectations,3072 shares @ $70.25,Needs improvement,Jackson,"[13.41, 95.94]",2222 shares @ $395.17,Walker,08-10-1947,Legal,98.6555,Harper,Young,B,XML
1,Product Manager,Medium,efc05bef-6d32-4b40-8995-ee2d9e1f2833,tenant-035,Engineering,12-10-1977,195,2025-02-19 19:00:41,A,8 18 * * 1-5,"$243,410",Exceeds expectations,6508.3,sig_dfe08c14da2dce78,6.7629,HR,60421,Finance,Anderson,Z,India,3163 shares @ $157.42,false,3HYKOBQI7KKDQSKXO,UTF-16,Saturday,Taylor,"$51,531",Martinez,PST,"$203,330","9335 Pine Rd, London, FL 11344",Jessica,Salesforce,0003-18-1960,Finance,Lucas Walker,2018-06-18T13:20:36Z,logan_jones38,Support,Clothing,"$38,604",EMP-12839,tenant=us-east,INV-683703,1006 shares @ $321.36,"$20,826",-44.12868,Support,B,E,Thomas,DFU-1298,Oliver,failed,Sales,Figure 14: Distribution,Taylor,Miller,James,2018-08-07T05:16:01Z,44114.5,Exceeds expectations,2097 shares @ $468.49,Meets expectations,White,"[25.1, 94.86]",2396 shares @ $326.52,Anderson,0003-23-1978,Operations,95.0725,Jennifer,Harris,C,CSV
true,Software Engineer,Low,a7177836-6163-477b-b48e-6a372244d981,tenant-028,Engineering,05-22-1998,950,2022-03-27T11:31:33Z,D,"1 19 * * 0,6","$85,269",Exceeds expectations,4745.3,sig_e27b7ec41ef2e7eb,8.5468,Engineering,55473,Operations,Lee,S,Sweden,3447 shares @ $211.25,true,UX584MRC7RGOYUL7C,ISO-8859-1,Wednesday,Harris,"$164,771",Lewis,JST,"$107,086","2538 Maple Dr, Phoenix, NY 86449",Emma,PostgreSQL,03/22/1947,Engineering,Oliver Moore,2019-04-23T01:43:46Z,noahdavis872,Finance,Food,"$16,376",EMP-33276,region=us-east,INV-413121,3970 shares @ $400.6,"$8,340",-179.024589,Finance,I,L,Lewis,VYL-1853,Sophia,rejected,Legal,Figure 14: Comparison,Davis,Thompson,Jessica,2024-08-27T20:15:48Z,37670.4,Outstanding,1918 shares @ $207.09,Outstanding,Jones,"[28.84, 82.64]",1499 shares @ $78.54,Thompson,0007-08-1994,Operations,96.4577,Ethan,Thompson,F,YAML
true,Data Analyst,Negligible,a4998c2d-ecad-4502-b973-27f46e16000e,tenant-039,Marketing,04/09/1990,3583,2020-07-16T16:52:13Z,I,32 18 * * *,"$249,483",Meets expectations,2998.6,sig_5b2bb7f637bb2afd,3.6834,HR,3470,HR,Lee,B,Israel,4849 shares @ $370.9,false,5JSP2X4YG6JUC0YIJ,Latin-1,Saturday,Davis,"$202,284",Davis,CET,"$170,480","1233 Park Blvd, Seattle, OH 11079",Mary,PostgreSQL,12-10-1970,Legal,Oliver Wright,2019-03-09 14:04:15,aiden.wright807,Engineering,Software,"$13,902",EMP-57720,tenant=2024-01,INV-415470,4370 shares @ $341.12,"$7,026",-22.505388,Finance,F,O,Thompson,YKM-1376,Sarah,rejected,HR,Figure 8: Comparison,Clark,Jackson,Liam,2022-11-16T11:12:41Z,40081.5,Meets expectations,720 shares @ $351.93,Meets expectations,Robinson,"[5.11, 77.23]",1240 shares @ $329.97,Johnson,0002-20-1981,Marketing,95.2133,Susan,Brown,Z,YAML
1,Designer,Negligible,c0481621-2a9a-45b9-b71e-69be3f0819e2,tenant-007,Engineering,06-13-2000,2086,2025-02-16T04:00:32Z,L,50 11 * * 1-5,"$173,013",Needs improvement,4252.3,sig_656d777dc0d8b6b1,8.4749,HR,32953,HR,Rodriguez,D,Brazil,1264 shares @ $124.25,false,VVXI5M0JC2LE2F4Q5,Latin-1,Sunday,Walker,"$184,337",Taylor,PST,"$35,362","5239 Elm St, San Francisco, TX 23902",Linda,Snowflake,0004-07-1946,Support,Emily K. Jackson,2021-07-07T03:41:53Z,robert.jackson846,Finance,Services,"$31,866",EMP-47967,dt=us-east,INV-105677,2316 shares @ $295.61,"$8,580",-87.187581,Finance,E,P,Lewis,FKJ-4744,Mason,active,Legal,Figure 9: Distribution,Young,Garcia,David,2021-04-15 15:36:18,48667.2,Outstanding,3972 shares @ $450.91,Exceeds expectations,Garcia,"[34.87, 75.82]",426 shares @ $429.0,Lewis,08/17/1956,Finance,97.2563,Sarah,Garcia,J,Avro
true,Sales Rep,Negligible,e68b0d40-a2ba-4536-88ec-6e5648466a89,tenant-011,Engineering,0003-15-1950,113,2023-08-02 23:08:30,D,18 18 * * *,"$205,720",Outstanding,8629.0,sig_987f4c3e8a440897,1.4169,Sales,45836,Operations,Lewis,X,Italy,3774 shares @ $480.7,false,WVZBMAWCGHAFKGT3V,ASCII,Wednesday,Walker,"$79,267",White,UTC,"$108,278","3262 Main St, Houston, OH 48420",Liam,Snowflake,0012-14-2005,Operations,Elizabeth Harris,2024-08-19T14:44:10Z,oliver_walker711,Sales,Services,"$17,177",EMP-82877,region=2024-01,INV-772208,3900 shares @ $457.14,"$49,347",69.092521,Legal,D,Q,Jones,IFP-8516,Ethan,approved,Support,Figure 2: Distribution,Clark,Johnson,Linda,2020-04-18 20:00:12,36045.4,Meets expectations,3791 shares @ $388.2,Outstanding,Smith,"[24.84, 66.29]",2477 shares @ $66.14,Davis,04-24-1945,Support,95.1542,Richard,Clark,O,JSON
1,Sales Rep,Negligible,70b589a8-34b3-4a30-ad45-1ecaaef9daa0,tenant-025,Sales,11/25/1967,2129,2024-02-05 22:27:50,L,48 8 * * *,"$155,288",Outstanding,4018.4,sig_04c4fa5026da559f,2.4286,Sales,73338,Legal,Taylor,D,United Kingdom,2929 shares @ $318.37,false,0IH01CVUAPR1K4VRO,Latin-1,Saturday,Jackson,"$131,812",Martin,UTC,"$38,340","5674 Park Blvd, Austin, PA 72755",Emily,Kafka,01/24/1979,HR,Sarah Robinson,2025-04-10 16:37:34,richard.davis755,Finance,Hardware,"$41,864",EMP-64549,tenant=2024-01,INV-461903,978 shares @ $210.57,"$13,030",-102.105768,Engineering,P,F,Garcia,FBL-6772,Jennifer,pending,Sales,Figure 7: Distribution,Taylor,Martin,Noah,2019-11-01T13:55:37Z,31355.9,Meets expectations,2198 shares @ $356.68,Exceeds expectations,Smith,"[17.42, 66.54]",2242 shares @ $333.39,Thomas,0004-02-1966,Marketing,97.1015,Linda,Taylor,Z,Avro
0,Designer,Critical,f96eb774-8b7b-4aa3-a3fa-a5853576e452,tenant-036,Finance,09/21/1990,152,2019-06-05 09:19:53,K,"47 2 * * 0,6","$113,210",Needs improvement,2573.6,sig_346804e4fdfb057c,1.4848,Sales,60820,Legal,Thomas,P,France,636 shares @ $58.93,false,FL7UE28HDOVOWPLID,ISO-8859-1,Monday,Robinson,"$93,426",Thompson,America/New_York,"$206,742","8430 Pine Rd, New York, CO 82726",Lucas,PostgreSQL,12/17/1987,Support,Olivia Walker,2018-10-03 04:20:21,jamesking100,Engineering,Software,"$25,611",EMP-31511,dt=us-east,INV-658325,1550 shares @ $386.13,"$20,654",141.643191,Legal,N,C,Wright,HAW-4615,Emily,failed,Finance,Figure 19: Timeline,Martin,Harris,William,2019-09-21T08:15:17Z,29914.4,Exceeds expectations,1808 shares @ $87.07,Meets expectations,Jones,"[18.72, 87.12]",788 shares @ $413.94,Moore,09/15/1964,Legal,97.6447,Patricia,Johnson,Z,JSON
1,VP Engineering,High,e5400c0a-0b85-40d5-8550-b283859f11bf,tenant-004,Support,04/07/1990,4424,2020-06-28 12:18:20,G,"56 19 * * 0,6","$144,666",Exceeds expectations,5804.7,sig_dfd8536ddffba035,2.7631,HR,18898,Legal,Thomas,U,United Kingdom,4125 shares @ $468.07,true,INVH3NA65MYTJ0Y2Z,Latin-1,Saturday,Lee,"$201,096",Wright,EST,"$126,824","6212 Park Blvd, Denver, WA 37259",Emily,SAP,10/21/1977,Legal,David H. Clark,2023-03-10 15:48:23,emma.johnson37,Support,Food,"$13,922",EMP-19808,dt=acme,INV-429103,1804 shares @ $169.21,"$37,513",-76.32579,Marketing,I,O,Smith,AON-2067,Sarah,inactive,Finance,Figure 3: Timeline,Rodriguez,Garcia,John,2020-11-24 01:37:57,42771.6,Needs improvement,3386 shares @ $443.53,Exceeds expectations,Smith,"[30.07, 91.4]",2300 shares @ $174.37,Johnson,07-22-1979,Operations,97.0942,Logan,Jackson,T,XML
