tenant_ident,RANK_RATING,EVENT_NAME,MARKET_VALUE,channel,paymentMethod,x_334,measangle,age,PASSWORD_HASH,cryptocurrency_address_raw,TEMPERATURE,xfigju40,uptime_availability_6,TYPE_CLASS,latitude_6,EXCHANGE_RATE,retentionPolicy,DISTANCE,PERCENTAGE,d_exch,population,flowRate,d_380,v_mg,frequency,legal_entity_identifier,src_histogram_bin,flag,revenue_sales_6,tenant_identifier_data,kbnud29,dim_scor,measlen,measconc,categ,BUDGET_ALLOCATION,tradesec,gtin,dateval,meastemp,BRAND_NAME,meta_tbbg,PH_LEVEL,val_570,attr_ignx,photo,frequency_2,flight_number,dim_weigh,measdist,customer_longitude,f_dy,v_450,SKU_PRODUCT_CODE,APPROVAL_STATUS,atm,pohsjo94,proximity,period_interval_6,count,COUNT,last_name_field,col_258,product_name,c_828,HUMIDITY,col_677,fact_column_field_name,ARTWORK_CREATIVE_WORK,SOUND_LEVEL,DENSITY,measvolt,user_record_type_discriminator,landmark,databaseConnectionString,latencyResponseTime,orlkd11,defval,routing_number,awardName,measdens,f_52,BANDWIDTH_DATA_RATE,user_biography,upstream,val_406,attr_271,percent,budget,insert_time,measdb,longitude_6,PRODUCT_NAME,ELEVATION_ALTITUDE,sbsoqc35,PHONE_FORMAT_PATTERN,score_index_22,MEAN_AVERAGE,bearing,x_ipho,gtin_2,segment,length,p_614,f_180,v_passp,measarea,age_2,measph,FREQUENCY,cpuUsage,rjuxzp45,noise,meashum
tenant-031,50,Global Forum 2020,"$254,097,407",Mobile,Wire Transfer,Convention Center,249.88,63,$2b$12$VRB3Rmzof0Mx0rw9NsqNGobxXpZRqUje2spK5Yo0DJ3mF30i6dunR,0x7752b3e064e2fd346d01739bfc84b7e32f434148,-35.0,Brave New World,99.757,Enterprise,-32.01294,133.323,1 year,4239.8,71.3%,113.9761,2465373,574.43,855 shares @ $91.34,352.7,633.78,1P37UPF78M5R9EUKLP05,24.83,rejected,"$4,006,033",tenant-023,189.8,0.72,46.55,548.12,Software,"$2,268,972",[CONFIDENTIAL] Formula #359,5751439033140,2023-06-16,19.8,ValueMax,1 20 * * 1-5,12.66,4469,7.73,photo_d07f0a95.jpg,3055.62,JE6902,162.83,9655.0,11.621466,854.8,6.9991,XUE-1039,Pending,1133.2,1033.2,8263.8,Q1 2024,74275,68845,Taylor,"$728,588,519",SmartHub X1,"$521,530",12.9,EcoLine,created_at,Starry Night,6.1,3.102,302.4,insert,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/analytics,2628,434.8,'',895309567,Excellence Award,9.099,25553.0,2865,Logan is a CTO with 9 years of experience.,staging.users -> analytics,VaultKeeper,72.87,651.09,"$2,842,543",2023-09-13T14:25:47Z,104.5,-136.647665,DataSync 3000,3695,95.3365,+44-XXXX-XXXXXX,4.59,-40.772,214.21,3840x2160,1249032117340,Services,446.49,9438098,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,Z40425812,84577.1,18,7.05,2472.04,2.1,"42 17 * * 0,6",18.9,31.0
tenant-005,30,Annual Conference 2020,"$616,615,771",In-Store,PayPal,Amphitheater,330.78,108,$2b$12$86PJejuhNUV4gWNCEwkw88X22GW5wpc6hjJe5p5lL1zHHCPmwJJzK,0x39a0a85cef7e1867a84d1c8a7df20c33765c2972,-8.9,The Great Gatsby,98.3624,Premium,42.100825,101.0108,7 days,3592.7,53.41%,107.1014,1028444,269.57,2188 shares @ $275.7,177.4,672.85,LUWWU3ZN7VLCZ8HZKA30,69.47,failed,"$4,145,591",tenant-021,15.8,8.28,427.13,162.27,Clothing,"$3,982,026",[CONFIDENTIAL] Formula #659,0428855282474,2019-06-04,-3.7,SmartChoice,"9 11 * * 0,6",7.23,4869,7.74,photo_ff63e1f3.jpg,32.45,GX3542,287.25,4359.8,-39.462715,673.4,1.2072,PPB-3487,Rejected,492.6,311.7,6087.8,H2 2023,28630,57054,Moore,"$364,651,248",NanoCore SDK,"$402,238",82.9,SmartChoice,created_at,The Scream,103.8,16.07,291.4,snapshot,Eiffel Tower,postgresql://user:****@db-staging.internal:5432/analytics,3065,53.4,null,669370405,Gold Medal,5.176,88251.6,5534,Oliver is a Data Analyst with 16 years of experience.,curated.users -> analytics,Sentinel Monitor,57.41,486.94,"$807,376",2026-02-26 19:11:59,94.4,85.557451,FlexPay Platform,4778,98.6333,+81-XX-XXXX-XXXX,4.2,82.7912,30.36,3840x2160,1114548690375,Clothing,861.16,1974011,^\d{3}-\d{2}-\d{4}$,W48718452,8372.0,83,11.51,8000.61,33.3,47 5 * * *,48.4,79.9
tenant-004,62,Annual Forum 2024,"$614,840,520",Phone,Cash,Conference Hall,137.77,63,$2b$12$YYeKjpgUCjl8pL4j2vozgy6zGZWCCvslf731Wkd02KQh1HrLN0pPX,0xb33d7817f2e4d0e7dfb3ae21a04ef1c3643c4c0e,40.3,The Great Gatsby,97.9636,Standard,-25.178601,119.7619,7 days,2856.0,82.18%,26.996,5478700,722.99,4433 shares @ $455.14,176.4,1344.64,RQDILZ55MRVGOOUKM2RY,72.39,rejected,"$5,124,174",tenant-041,156.1,7.8,278.71,871.14,Clothing,"$4,637,384",[CONFIDENTIAL] Formula #755,1877349843024,2024-11-11,49.5,TechBrand,48 0 * * 1-5,3.6,2795,8.0,photo_55c66c86.jpg,1868.43,RC5331,289.61,3767.1,124.573302,516.7,2.4913,EZM-1112,Rejected,220.7,1374.7,8472.2,2020-2025,81379,85940,Jones,"$174,477,076",SmartHub X1,"$2,753,732",34.9,ProSeries,amount,The Scream,123.4,17.054,180.9,insert,Central Park,postgresql://user:****@db-staging.internal:5432/analytics,2642,223.1,CURRENT_TIMESTAMP,003730776,Employee of the Month,11.096,39854.3,9511,Noah is a Software Engineer with 3 years of experience.,staging.events -> analytics,VaultKeeper,13.94,694.4,"$4,833,387",2025-10-13T19:33:58Z,77.1,-19.322698,DataSync 3000,5855,98.0635,+81-XX-XXXX-XXXX,7.65,31.0081,217.6,1920x1080,2243375904166,Electronics,687.16,5910622,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,I44538482,789.9,17,12.13,5011.63,50.8,29 7 * * *,67.8,99.8
tenant-027,57,Global Summit 2023,"$996,695,930",Chat,ACH,Grand Ballroom,165.76,110,$2b$12$LmFH3AklbdzwC1e9dKTUaRyox5FTIZdGWxWaWxJ75rakP8nirajUd,0xb6c2ac99cb7766e4deaa9d1c519737fc2f60d4b3,9.9,Brave New World,99.2076,Trial,-86.214737,139.5647,indefinite,1220.2,27.88%,36.5561,5713661,519.22,61 shares @ $158.86,234.3,5460.15,5LQUWA8KUUJ61VDAU9HJ,85.94,pending,"$6,966,158",tenant-008,465.5,3.7,940.64,907.16,Hardware,"$4,561,790",[CONFIDENTIAL] Formula #869,4330450826750,2023-01-12,21.1,SmartChoice,"34 22 * * 0,6",0.25,871,5.14,photo_74f2f19b.jpg,472.9,VE8142,902.99,4683.5,-152.77563,1574.9,3.8523,FHU-9285,In Review,1093.3,1601.5,8051.7,Jan-Mar,32880,72737,Brown,"$949,649,189",CloudGuard,"$462,805",46.4,ProSeries,status,The Scream,31.2,14.038,338.1,upsert,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/main,452,347.6,null,771685516,Employee of the Month,14.43,39958.7,8304,Linda is a CTO with 20 years of experience.,staging.orders -> exports,Widget Pro,90.48,854.45,"$3,723,030",2025-12-02T02:04:37Z,46.8,108.306831,FlexPay Platform,622,99.8591,+44-XXXX-XXXXXX,5.12,-32.0514,242.57,3840x2160,6754971746490,Services,357.35,5683331,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",Q11635798,41901.0,94,13.07,9262.96,81.4,34 13 * * *,69.0,20.9
tenant-022,8,Global Summit 2026,"$958,774,859",Email,Credit Card,Convention Center,136.71,33,$2b$12$GDdFrBmMDcmEwfjPkNJsMtpBIgRaNCRjRFaSrJY1xSEtkLcTI2zNd,0x3f1ffd08c5b89fefd28132d24daa0414a0ee3381,45.4,1984,98.0247,Standard,-39.734193,2.1857,30 days,5180.7,37.84%,59.4473,7232544,204.41,2676 shares @ $42.22,272.1,6777.67,AXJMJE5ZA7LMWJW5VY3Q,83.51,completed,"$6,406,926",tenant-031,237.2,0.12,836.64,302.1,Electronics,"$2,728,667",[CONFIDENTIAL] Formula #263,1347792645050,2020-07-08,-8.9,ValueMax,"2 1 * * 0,6",8.67,1810,8.3,photo_8555d163.jpg,6923.82,TW3188,758.03,9592.6,74.82293,867.3,3.4087,CEK-8544,Pending,805.6,1943.7,7266.3,Q1 2024,77449,32669,Lewis,"$256,842,909",DataSync 3000,"$3,559,760",23.2,SmartChoice,id,Starry Night,80.7,0.555,53.2,upsert,Statue of Liberty,postgresql://user:****@db-staging.internal:5432/main,4964,211.6,CURRENT_TIMESTAMP,454038380,Best Paper,4.065,83799.2,8523,James is a Sales Rep with 24 years of experience.,curated.events -> exports,SmartHub X1,42.07,116.18,"$4,541,282",2020-09-09 09:24:22,68.1,95.316258,AuditTrail Plus,5816,95.8043,+44-XXXX-XXXXXX,0.83,-45.3293,162.27,2560x1440,8473340984227,Food,674.68,7001077,^[A-Z]{2}\d{6}$,Q47324402,52606.9,38,8.57,8396.1,81.6,"33 12 * * 0,6",64.1,11.8
tenant-010,37,Data Conference 2020,"$830,655,725",Chat,Cash,Grand Ballroom,72.26,39,$2b$12$tOlJ0rE52TFYvEzyNQlyiLMiLb6R6PVL8Z6NZg38jvOrvCIUard2D,0xdc4b446229cc109a6c8fa54d313c4238205c9c35,50.0,The Great Gatsby,98.1125,Basic,46.63824,140.7604,7 years,2328.9,50.13%,32.1132,1944195,911.78,2346 shares @ $116.97,242.1,7675.01,0MDNYKZRENAV5KUIS9O8,47.13,cancelled,"$5,309,603",tenant-025,109.4,4.57,266.8,333.3,Electronics,"$1,694,261",[CONFIDENTIAL] Formula #122,6825430017040,2026-03-15,-12.9,TechBrand,"23 1 * * 0,6",1.65,4172,9.66,photo_804755b5.jpg,5103.64,IA2521,866.08,7262.8,38.570793,1266.6,0.3061,CYA-2033,In Review,754.4,1203.8,9238.1,Q1 2024,28450,45188,Davis,"$485,966,931",SmartHub X1,"$3,072,137",0.9,TechBrand,type,Starry Night,84.4,9.6,257.9,update,Big Ben,postgresql://user:****@db-staging.internal:5432/main,190,296.9,false,222362086,Innovation Award,18.444,28373.6,598,Noah is a Software Engineer with 25 years of experience.,raw.events -> reports,Widget Pro,21.29,681.18,"$112,197",2023-08-10 23:05:28,55.4,-9.444148,NanoCore SDK,3808,99.0716,+44-XXXX-XXXXXX,3.88,13.7241,31.01,2560x1440,7058438943853,Electronics,439.15,3117881,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",O56251879,58839.2,15,8.52,4588.12,9.4,45 4 * * 1-5,129.9,98.1
tenant-039,83,Tech Forum 2023,"$908,663,597",In-Store,Debit Card,Convention Center,248.7,98,$2b$12$HfEQgr8jnrbsWDCT5QPdeNghOHSFrJA3DEK3lBQ1Pm7fBoJu29Wbs,0xb1dc73caf0d835efa2e36ba41220801fe76f2e12,5.3,1984,98.799,Basic,3.891186,8.0822,7 days,4746.2,62.44%,47.7056,7486186,376.27,3746 shares @ $406.77,398.7,5151.98,7G330FUQGQRHGTSKGFJI,7.33,rejected,"$2,236,955",tenant-010,382.1,9.27,215.5,607.13,Software,"$1,636,433",[CONFIDENTIAL] Formula #634,7361695938980,2018-02-15,30.5,EcoLine,10 3 * * 1-5,6.48,4878,3.61,photo_f6340039.jpg,9567.52,YW7665,636.82,2323.3,2.433482,1080.8,7.5032,TRM-2639,Approved,77.3,1646.4,2041.6,Jan-Mar,98605,76776,Moore,"$991,428,853",FlexPay Platform,"$3,963,267",84.4,SmartChoice,amount,Starry Night,47.8,2.975,339.3,delete,Eiffel Tower,postgresql://user:****@db-staging.internal:5432/analytics,2852,451.8,'',112223376,Employee of the Month,13.785,7242.5,4462,Elizabeth is a Product Manager with 13 years of experience.,raw.users -> analytics,CloudGuard,3.0,645.74,"$1,475,244",2023-12-23T07:27:25Z,39.8,123.794675,NanoCore SDK,7449,98.1214,+1-XXX-XXX-XXXX,5.5,-23.1089,12.64,1280x720,2683535580378,Clothing,35.14,9989410,^[A-Z]{2}\d{6}$,K35760023,82810.9,42,9.46,1070.02,61.5,27 5 * * 1-5,70.7,87.1
tenant-004,66,Annual Summit 2020,"$790,104,707",In-Store,Debit Card,Stadium,278.6,9,$2b$12$PexyNxidX7apfYAQDsC1DKuOIvp0UtbAKoMnildX7D4ZbHuaL1MBi,0xf5074df471222c2e91d33af2d79976ce2a411862,-36.1,Brave New World,95.6868,Standard,-80.245263,118.8285,7 days,6525.7,9.78%,119.7846,7490099,575.07,2929 shares @ $396.53,446.0,8782.78,8YKSZN5COJV2PSH07KI9,21.26,rejected,"$3,747,564",tenant-028,201.6,7.44,46.41,172.95,Food,"$4,271,466",[CONFIDENTIAL] Formula #765,1140360625913,2023-07-11,-11.0,EcoLine,19 3 * * *,1.56,3263,9.62,photo_c2b1c3e9.jpg,823.07,TF4423,591.52,4298.3,161.112859,1302.4,8.2183,HWY-3743,Rejected,811.1,1716.2,3465.9,Jan-Mar,41508,99522,Smith,"$894,627,953",SmartHub X1,"$2,563,283",93.3,ValueMax,created_at,The Persistence of Memory,94.5,1.584,167.5,insert,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/analytics,3221,474.8,'',278359816,Innovation Award,10.883,5906.2,4101,Emma is a Software Engineer with 11 years of experience.,raw.events -> exports,VaultKeeper,79.4,306.08,"$3,573,248",2022-05-26T17:36:03Z,68.8,-53.280521,Sentinel Monitor,5443,99.6961,+44-XXXX-XXXXXX,9.06,69.8719,336.19,1280x720,7828220978188,Software,74.24,4787387,^\d{3}-\d{2}-\d{4}$,E10958146,53255.8,37,10.32,2526.28,59.5,"16 9 * * 0,6",87.9,31.3
tenant-043,2,Annual Summit 2024,"$927,898,085",In-Store,Check,Grand Ballroom,135.84,74,$2b$12$FSZBsw5H6JwzZv71uRDXRUJE5bxDTxSeqc1itlkMOhKMSdkjopYnB,0xbbf7ca8962581fc431122c29f118b160ee6f6842,-19.4,Brave New World,99.3915,Enterprise,-52.078866,6.0727,7 days,5899.6,97.5%,24.5123,567983,199.71,2795 shares @ $155.98,340.0,2288.53,HGAC8795I7ECU6U8RPSG,70.65,rejected,"$9,482,043",tenant-008,154.2,5.66,908.91,221.89,Hardware,"$1,211,386",[CONFIDENTIAL] Formula #568,1425829721618,2023-03-03,-12.3,EcoLine,53 15 * * *,4.83,1954,7.18,photo_0fbcba1d.jpg,5837.49,NV8419,18.97,6839.2,-162.866623,1798.1,5.4712,IJR-6479,Pending,61.7,800.4,2183.4,Q1 2024,63381,21076,Thompson,"$766,582,792",StreamLine ERP,"$517,009",7.4,ProSeries,status,Water Lilies,52.0,6.872,48.5,update,Eiffel Tower,postgresql://user:****@db-staging.internal:5432/main,4387,359.1,null,397728890,Best Paper,19.352,11605.9,3015,Mary is a VP Engineering with 3 years of experience.,staging.users -> reports,NanoCore SDK,35.18,470.58,"$1,614,268",2020-12-11T21:03:43Z,126.2,144.262179,CloudGuard,6716,98.8433,+1-XXX-XXX-XXXX,5.06,73.0987,202.74,3840x2160,2519255242134,Food,437.66,7878809,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,Y60864293,18283.4,94,7.38,9630.96,81.5,54 8 * * *,63.7,16.9
tenant-033,63,Annual Summit 2026,"$899,550,911",Phone,ACH,Stadium,140.53,88,$2b$12$VjobDKPHjNkCnJffb3RUu25KdCtRcYiZHEm5hWkGO0pys2WD4yWjV,0x0cb3c3270ba7767ac1a7189065b817aa4aee82af,37.1,Dune,98.675,Free,34.092318,74.3192,1 year,6930.9,74.23%,37.6238,9164331,891.58,3405 shares @ $60.75,80.3,3082.94,W266Q9NFU2P927F22D2H,8.95,failed,"$8,849,545",tenant-011,195.9,5.2,265.14,991.19,Services,"$2,714,966",[CONFIDENTIAL] Formula #485,5725354596273,2026-07-24,18.5,EcoLine,48 22 * * *,8.8,2192,4.84,photo_8b476267.jpg,2626.92,BY3173,756.67,280.0,160.61821,174.9,7.3594,QIG-1571,In Review,677.7,1448.7,8684.9,Jan-Mar,73042,86978,Brown,"$921,386,373",SmartHub X1,"$3,683,694",50.7,SmartChoice,created_at,The Scream,100.2,15.092,416.1,delete,Big Ben,postgresql://user:****@db-prod.internal:5432/analytics,3487,139.3,null,663492086,Employee of the Month,1.24,71197.9,7695,John is a VP Engineering with 29 years of experience.,staging.users -> analytics,DataSync 3000,32.44,168.37,"$3,768,643",2023-12-26 10:10:34,100.9,-39.604115,StreamLine ERP,8047,96.3321,+81-XX-XXXX-XXXX,0.01,68.5092,351.9,1280x720,0331620482086,Electronics,978.66,2435170,^[A-Z]{2}\d{6}$,V75076085,14619.1,41,6.22,6382.13,35.3,52 13 * * *,43.7,83.9
tenant-018,7,Global Summit 2025,"$122,145,034",Social Media,PayPal,Convention Center,223.69,16,$2b$12$1wnQGHlsJe4AUkxKwVwyuao3JqIYKNPDDZK5GPWSvqQCYb8AC3zlJ,0xc9fbb8be3778369b2a0bc084c7d1d0778ad42b6c,36.2,The Great Gatsby,99.415,Standard,-0.835944,118.9969,1 year,8342.7,81.82%,32.6164,2999090,182.76,4847 shares @ $323.33,366.7,4768.12,RCSIHURFCXHHBIJOPOOW,43.23,active,"$2,411,600",tenant-050,315.9,5.91,853.24,559.47,Services,"$4,175,163",[CONFIDENTIAL] Formula #484,6268544009666,2023-03-18,15.4,ProSeries,30 10 * * *,3.19,4284,8.38,photo_c29e797a.jpg,1170.73,SA7327,498.83,2488.9,154.815219,1937.3,4.1,LWK-4116,Approved,881.0,1422.8,4233.7,Q1 2024,83957,5480,Martin,"$636,629,227",DataSync 3000,"$2,920,470",27.2,TechBrand,amount,The Persistence of Memory,13.8,14.217,364.7,upsert,Central Park,postgresql://user:****@db-staging.internal:5432/analytics,3050,123.9,false,353484498,Gold Medal,2.878,29214.4,7848,Liam is a Product Manager with 20 years of experience.,staging.orders -> exports,Sentinel Monitor,37.19,133.78,"$3,460,866",2020-08-28 13:57:17,69.1,-9.185266,FlexPay Platform,4835,99.2992,+81-XX-XXXX-XXXX,1.17,32.3123,165.75,1280x720,7477279057799,Services,412.68,6205690,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,U85018261,95551.3,71,5.04,5750.91,36.7,"3 3 * * 0,6",92.9,36.4
tenant-035,32,Annual Forum 2023,"$455,515,533",Chat,Cash,Grand Ballroom,150.71,6,$2b$12$bWIG78itOMdlUUgAlJxxpaJOX8PtLiLYdheAlxuPeXKJihu3E3Slr,0x29f5c29869d40657cb3f2cbb833c4fa586960b4c,17.6,Brave New World,96.2682,Enterprise,-47.221258,81.4504,1 year,8469.6,4.1%,117.5519,8312700,68.76,734 shares @ $205.36,32.3,4049.59,Z8YLGJ2FS9F7O3FXG4SK,85.37,completed,"$8,380,383",tenant-010,247.8,7.91,455.56,723.73,Food,"$206,944",[CONFIDENTIAL] Formula #481,4674116686233,2024-12-11,15.1,ProSeries,29 5 * * 1-5,0.97,3894,5.22,photo_1b75153c.jpg,1457.83,TU2237,71.36,2334.3,-175.976466,1514.0,8.5219,TYP-2203,Pending,1514.1,65.9,4993.9,2020-2025,56472,67749,Davis,"$190,083,517",Sentinel Monitor,"$2,248,574",81.5,ValueMax,name,The Persistence of Memory,116.7,9.97,358.4,insert,Statue of Liberty,postgresql://user:****@db-prod.internal:5432/analytics,1075,216.5,'',289006626,Gold Medal,10.599,46374.2,4391,David is a Data Analyst with 14 years of experience.,raw.users -> reports,Widget Pro,10.06,945.26,"$3,976,756",2025-01-18T21:18:50Z,125.4,-63.423046,StreamLine ERP,4821,97.1126,+1-XXX-XXX-XXXX,0.11,63.6492,27.51,1920x1080,9143925250894,Electronics,206.52,7108579,"\b\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\b",F76892727,37286.7,52,6.87,1010.51,1.2,24 5 * * *,78.0,59.7
tenant-010,7,Global Conference 2023,"$706,256,420",Mobile,ACH,Conference Hall,23.15,107,$2b$12$afh38a3JtWuX7PrrowDtt5d2g3Q6iu93snQzdmzXwNAPxdIKVXOi5,0xc6f41b99fd26551d5ff09c43e216d60db3c1d7bc,-30.6,Dune,99.8719,Standard,-82.200642,6.9924,indefinite,2003.5,29.6%,118.8899,1978814,183.95,3847 shares @ $475.64,82.4,4035.15,Y5562TWGZR7DB7D0HRWE,87.76,approved,"$3,316,108",tenant-004,117.5,1.95,814.38,38.02,Software,"$1,223,858",[CONFIDENTIAL] Formula #867,9164436582316,2024-07-20,9.8,EcoLine,57 0 * * *,1.03,1576,3.03,photo_80e9535c.jpg,5561.71,ZZ1364,672.97,3817.9,179.821115,1756.1,9.6799,ZYN-9053,Rejected,1791.3,831.3,908.1,FY 2025,14129,38811,Thomas,"$606,652,630",CloudGuard,"$54,970",21.0,SmartChoice,created_at,Starry Night,71.2,7.536,454.8,update,Central Park,postgresql://user:****@db-staging.internal:5432/analytics,4091,262.4,0,449967407,Innovation Award,5.321,79823.7,1581,Liam is a Product Manager with 27 years of experience.,curated.users -> exports,AuditTrail Plus,12.66,946.51,"$2,842,540",2020-12-27T06:54:41Z,5.0,35.623762,VaultKeeper,4023,98.4147,+44-XXXX-XXXXXX,9.08,62.1912,199.93,2560x1440,7728198814656,Electronics,190.72,775470,^[A-Z]{2}\d{6}$,N72115393,18770.3,102,8.39,6458.39,27.6,"22 3 * * 0,6",69.4,2.9
tenant-003,14,Tech Forum 2021,"$146,732,500",Mobile,Wire Transfer,Grand Ballroom,297.72,51,$2b$12$prdCGHkX662d1VnHsdfKMtVU2ljAoMeueQwKedshFk5yzdPd3HfEP,0x7e20c244f720e00bd8fdd80a461393e2a2bbf6f2,13.0,The Great Gatsby,97.1231,Standard,-79.894065,69.5968,7 days,5522.5,99.2%,147.2212,5373630,179.21,554 shares @ $456.84,56.0,6704.59,ABY2I2KOW49HVR97OYC3,66.01,approved,"$1,553,698",tenant-006,240.4,6.49,524.44,883.68,Software,"$3,357,335",[CONFIDENTIAL] Formula #345,6960324587976,2022-09-19,1.1,SmartChoice,46 13 * * 1-5,1.76,337,2.18,photo_3bd3bb78.jpg,7710.29,UE1530,906.47,8871.3,143.635952,153.1,1.5188,BMG-7701,Pending,1814.3,364.4,1378.3,Q1 2024,59859,34713,Williams,"$569,664,519",AuditTrail Plus,"$4,002,234",12.5,ProSeries,email,Starry Night,125.1,19.062,322.0,insert,Golden Gate Bridge,postgresql://user:****@db-prod.internal:5432/analytics,2238,152.1,false,353407698,Best Paper,16.206,80918.9,3207,Jessica is a Product Manager with 10 years of experience.,staging.events -> analytics,CloudGuard,31.11,208.99,"$374,713",2019-09-03T05:45:55Z,67.9,115.41641,VaultKeeper,4916,99.4979,+1-XXX-XXX-XXXX,1.56,70.954,7.76,1920x1080,8637030647180,Services,358.91,1824201,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,Z15945632,27180.3,62,3.66,9082.52,24.5,"22 5 * * 0,6",56.6,14.2
tenant-029,28,Data Conference 2023,"$110,385,530",Email,Debit Card,Amphitheater,136.75,89,$2b$12$WwFSv6OURcXROk9f7EJxWHMV67i6iJUG8jq39nL8fCYXxTEf9f1Do,0xbe777f52ead6d9c8a42163352db18e0804192c11,-36.4,The Great Gatsby,95.616,Enterprise,29.844404,83.9656,indefinite,4564.4,60.13%,102.8135,540424,401.45,2453 shares @ $262.3,110.8,20.1,C6KLYGK888TL5ML7KFK1,15.11,cancelled,"$5,466,177",tenant-026,127.9,4.37,58.46,320.16,Software,"$4,816,434",[CONFIDENTIAL] Formula #855,7538957256779,2025-07-12,-23.6,ValueMax,"35 8 * * 0,6",10.68,862,7.05,photo_a9ec7918.jpg,3458.47,VX6724,544.14,9529.9,109.222387,665.0,6.9952,HPN-3911,Approved,920.7,1373.6,6089.2,2020-2025,76345,6495,White,"$683,682,459",AuditTrail Plus,"$2,212,388",8.5,SmartChoice,type,The Scream,42.2,17.484,101.2,snapshot,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/main,2968,282.2,'',062766068,Innovation Award,16.457,75043.7,3147,Liam is a Software Engineer with 29 years of experience.,staging.orders -> analytics,NanoCore SDK,84.97,108.97,"$885,052",2023-08-04 20:44:46,39.5,-70.442782,SmartHub X1,5739,96.7837,+1-XXX-XXX-XXXX,1.44,22.3414,71.0,1280x720,3570306658279,Software,546.15,8652165,^\d{3}-\d{2}-\d{4}$,E86304049,4519.6,66,4.54,1344.39,21.4,41 17 * * *,65.0,15.7
tenant-032,100,Data Forum 2026,"$421,796,754",Chat,Debit Card,Convention Center,243.85,61,$2b$12$8hdKV2LECEm7bV6kg7UOKeiYn4utrfZYPD2nSxASp2ieHr20gLcSZ,0x933ddbca1eb53c6d1fb53e2a0189466462bccad5,26.5,To Kill a Mockingbird,99.8199,Trial,-75.456539,61.1825,7 days,9872.2,33.5%,20.4263,2718875,305.43,904 shares @ $168.02,38.1,5359.5,UN64DBRN29HDD0YPLJXO,40.89,completed,"$6,287,378",tenant-021,259.9,2.43,982.28,24.6,Electronics,"$869,873",[CONFIDENTIAL] Formula #410,2127208516699,2019-04-04,43.0,EcoLine,4 16 * * *,13.04,2009,4.65,photo_5a9b1d99.jpg,3572.59,AN4107,128.31,245.5,117.668151,398.6,4.3613,TRJ-9655,Pending,1467.9,1816.7,7243.3,Q1 2024,5586,38004,Johnson,"$815,396,920",NanoCore SDK,"$3,009,536",72.4,ProSeries,type,Water Lilies,121.8,1.797,436.9,delete,Golden Gate Bridge,postgresql://user:****@db-staging.internal:5432/main,4609,223.6,'',272745021,Excellence Award,1.411,46740.9,9883,James is a Data Analyst with 2 years of experience.,raw.users -> exports,Sentinel Monitor,19.17,979.3,"$1,107,190",2021-09-21 14:53:27,106.1,95.540726,DataSync 3000,1883,99.7847,+81-XX-XXXX-XXXX,5.2,44.7537,332.21,1280x720,7676988015336,Electronics,542.13,6193715,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,V73298955,35071.1,9,0.2,8494.11,91.1,44 5 * * 1-5,51.4,78.8
tenant-033,19,Data Forum 2025,"$482,954,509",Mobile,ACH,Convention Center,0.07,57,$2b$12$SlpcLzhbDV9XuzMksAt36KLOyMgYBQ1u0o6ynWkYXUKWwl6IJEzCp,0x965e2a1b9241971adaa64ebfd65a99247dc0a3b4,47.1,Dune,95.963,Trial,34.016057,68.972,30 days,2981.9,15.24%,84.895,7524055,423.98,2758 shares @ $17.93,272.4,2431.18,7D9AQJ3E1TPP16455YSR,8.1,active,"$3,234,422",tenant-013,379.7,6.06,334.86,793.4,Services,"$1,425,892",[CONFIDENTIAL] Formula #418,4023729242561,2020-01-05,28.1,SmartChoice,47 12 * * 1-5,2.8,4189,3.5,photo_caa2a891.jpg,4704.71,IP9983,617.59,5134.2,-106.771822,1429.4,0.3061,XXG-5988,Pending,206.2,976.7,4263.6,2020-2025,53279,74966,Smith,"$585,475,917",CloudGuard,"$1,900,082",27.2,ProSeries,name,Water Lilies,110.2,1.252,365.4,insert,Central Park,postgresql://user:****@db-staging.internal:5432/main,3947,439.8,1,988248009,Excellence Award,1.53,80551.6,7864,Anna is a CTO with 5 years of experience.,curated.events -> analytics,AuditTrail Plus,6.14,334.72,"$4,275,548",2022-12-27T01:01:12Z,110.8,129.836475,CloudGuard,7680,96.359,+1-XXX-XXX-XXXX,6.55,53.4299,304.81,1280x720,6256023843085,Electronics,391.46,8503175,[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+,U26253727,9306.0,82,10.27,6940.41,79.1,2 11 * * 1-5,15.0,75.8
