meta_mbwy,field_add,user_airport,measlon,passhash,district_borough_raw,transactionAmount,meta_tf,col_99,ram,city_town,CONTINENT,latitude,portHarbor,continent,cas_registry_num,val_973,customer_photograph,build,district_borough,TRADE_SECRET,rec_identifier,address_text_field,src_version_identifier,f_alx,lon,addressLine,PORT_HARBOR,airport_data,mean_average,RELATIONSHIP_TYPE,val_bvcp,birthPlace,attr_kt,attr_iso,raw_contract_value,songTrackTitle,cityTown,modified_by_v2,user_location_text,data_format_v2,LATITUDE,fax_number,dim_airpo,ADDRESS_LINE,addrline,raw_landmark_poi,ip_address_info,measlat,x_134,customer_time_zone,advertiser_id,f_dist,val_aw,time_zone_22,v_idn,src_continent,country_22,tenantIdentifier,kby80,airport,yicii63,c_701,landmark_poi_38,CITY_TOWN,attr_600,time_zone_field,time_zone,port,middle_name_info,data_format,country,val_163,lat,district,longitude_30,location_text_30,AIRPORT,url_pii_context,building,airport_2,raw_latitude,continent_30,continent_data,longitude_info,meta_fraud,terminal,longitude,titlePrefix,pipeline_run,city,municipality,airfield,ctatmo43,domname,customer_address_line,raw_port_harbor,nationality,f_landm,landmark_poi,col_coord,source_system_22,dim_iuhe,c_jx,country_2,var_lati,longitude_2
field_a -> field_b,3520 Elm St,SIN,53.15948,$2b$12$IhgOekt6GlTWBbINAEz2iC0w8Cf6L25lt2fi8s3CvRWgxsX8zBOIL,Midtown,84269.50,Port of LA,CDG,18.5,Los Angeles,Europe,37.366405,Port of LA,Oceania,47382-42-2,Asia,photo_51b04a6f.jpg,2.1.68,East Side,[CONFIDENTIAL] Formula #212,7293143,"7580 Elm St, London",4.16.64,Clothing,8.951957,7591 Oak Ave,Hamburg,ORD,13.9621,Sibling,created_at,Denver,IL,JP,"$98,080",Stairway to Heaven,Tokyo,michael.wright,"Sydney, United Kingdom",XML,45.819586,+1-388-257-2142,CDG,1239 Elm St,3551 Elm St,Big Ben,236.43.26.83,-45.773688,2.216657,PST,ADV-ZEBP8OB7Y4,Downtown,"-24.89676, -165.381868",CET,IN,Africa,Australia,tenant-014,United States,CDG,-54.7118,PSRS,Golden Gate Bridge,Portland,Dr.,Europe/London,America/New_York,Port of LA,U,JSON,Switzerland,East Side,-6.361518,Downtown,36.650143,"Sydney, Australia",LHR,https://example.com/users/46eabd08/profile,2987 Pine Rd,NRT,40.889199,Europe,Antarctica,86.106541,95.8,Singapore,125.387734,Mr.,batch-20241017-30,Phoenix,Denver,JFK,"-49.777659, -135.036198",company.net,1760 Maple Dr,Busan,South Korea,Golden Gate Bridge,Central Park,"55.097844, -67.818796",Salesforce,MX,Email,France,7.652582,-25.378313
source_col -> field_b,137 Oak Ave,ORD,-27.279736,$2b$12$P6MAb8Yyhhsbu4rW1e0r6THWJqtclwlVTrn8HsuGjvj1yI2HTop2x,North Shore,"$74,301.26",Busan,CDG,12.1,Sydney,Asia,-60.905276,Shanghai,South America,47849-98-8,Europe,photo_a5fedf93.jpg,1.2.73,North Shore,[CONFIDENTIAL] Formula #272,TXN-746830,"7371 Maple Dr, Portland",3.10.96,Clothing,-175.353303,8350 Pine Rd,Rotterdam,JFK,-22.0412,Sibling,status,Tokyo,PA,GB,"$6,745,154",Bohemian Rhapsody,Paris,james.harris,"Paris, Australia",JSON,-78.668852,+1-782-718-3655,LAX,3543 Maple Dr,7150 Maple Dr,Golden Gate Bridge,250.128.231.159,64.720378,21.970624,CET,ADV-X1QYC8SR5A,Downtown,"-31.694229, -157.382444",America/New_York,GB,South America,Sweden,tenant-011,Brazil,CDG,83.9217,EODED,Statue of Liberty,New York,Prof.,UTC,PST,Singapore,D,XML,Australia,North Shore,0.391447,East Side,120.726565,"Los Angeles, Japan",ORD,https://example.com/users/17c83c24/profile,1703 Pine Rd,SFO,-73.419845,Africa,Africa,169.754935,88.0,Shanghai,140.885896,Hon.,batch-20230517-32,Sydney,Houston,LHR,"-41.991859, -109.632166",example.com,816 Main St,Busan,Israel,Statue of Liberty,Golden Gate Bridge,"70.550234, 101.709092",Snowflake,BR,Chat,Switzerland,-66.462889,-33.670904
field_a -> field_b,7279 Elm St,ORD,128.404203,$2b$12$n8BUIrQZaLlr9uXAIf6knC0jzIPzUQpNVuejkpq0ZRszuP5biTL59,East Side,"$74,371.16",Singapore,LAX,32.8,Austin,Europe,86.502311,Port of LA,South America,71077-25-8,Asia,photo_731b8e0c.jpg,0.8.70,South Bay,[CONFIDENTIAL] Formula #315,TXN-918826,"7602 Main St, Boston",1.20.84,Electronics,-127.068748,4356 Cedar Ln,Hamburg,JFK,-79.9317,Sibling,type,Paris,GA,IN,"$2,360,090",Yesterday,Berlin,jennifer.jones,"Denver, Italy",CSV,-23.699155,+1-566-425-3128,ORD,6155 Pine Rd,4242 Oak Ave,Central Park,96.20.240.110,-67.450456,-37.17788,CET,ADV-P2Q6KCIIX1,North Shore,"-47.725242, -59.639562",PST,CA,Oceania,United States,tenant-037,Japan,SIN,2.0756,DHWGA,Central Park,New York,Mrs.,CET,PST,Port of LA,R,CSV,Australia,Midtown,87.910072,North Shore,-157.804524,"Phoenix, South Korea",SFO,https://example.com/users/14c1b940/profile,2910 Oak Ave,CDG,28.863143,North America,Africa,-120.294019,91.8,Hamburg,-45.771322,Mr.,batch-20180207-86,Atlanta,Phoenix,JFK,"18.40232, 5.7728",company.net,5228 Elm St,Busan,South Korea,Big Ben,Statue of Liberty,"-42.842402, 81.623749",Workday,FR,Mobile,United Kingdom,55.616976,172.680707
source_col -> target_col,9153 Oak Ave,LHR,158.748987,$2b$12$5iZizg8yHxTyGqKSD5X3Um3ldFLoqYMBBukSodFWmDXQrDelQGaCU,Midtown,72865.11,Shanghai,SFO,91.6,Dallas,Africa,16.614819,Hamburg,South America,50015-50-3,Antarctica,photo_76709a03.jpg,0.3.26,North Shore,[CONFIDENTIAL] Formula #999,4574523,"5622 Main St, Austin",1.9.7,Food,-71.097905,9436 Oak Ave,Rotterdam,ORD,12.5425,Parent,email,Denver,OH,FR,"$2,357,058",Yesterday,Houston,sophia.miller,"Seattle, Netherlands",XML,-83.207157,+1-265-762-5817,JFK,2116 Elm St,2702 Park Blvd,Statue of Liberty,161.16.190.42,-81.782058,157.988114,PST,ADV-IVR6ECQLCM,Downtown,"33.30397, -65.244414",CET,FR,Antarctica,Sweden,tenant-038,France,ORD,42.9498,XSI,Statue of Liberty,Chicago,Mr.,EST,America/New_York,Shanghai,G,YAML,Japan,East Side,-66.766052,East Side,136.636671,"Portland, Switzerland",NRT,https://example.com/users/c45bd4e0/profile,2224 Cedar Ln,NRT,61.517366,South America,South America,61.197125,1.9,Rotterdam,93.09597,Ms.,batch-20190821-91,Los Angeles,Sydney,SFO,"-10.059147, -57.248909",data.io,4077 Cedar Ln,Port of LA,United Kingdom,Central Park,Eiffel Tower,"8.939335, -151.398567",PostgreSQL,DE,Mobile,Mexico,82.485532,-4.203152
input -> target_col,5611 Maple Dr,SFO,74.488892,$2b$12$dJxcQpzdjM5csI2k8vvw3uUlhaUf6XvAhjUun3krgBpa7N8SMRZLN,North Shore,"$55,957.70",Rotterdam,NRT,26.6,Atlanta,Asia,-0.862023,Rotterdam,Oceania,85202-93-5,Asia,photo_8523005e.jpg,0.20.45,East Side,[CONFIDENTIAL] Formula #641,7918260,"4406 Main St, Miami",5.12.16,Services,-79.095803,9372 Elm St,Port of LA,SFO,91.1111,Manager,email,Portland,TX,MX,"$6,495,205",Imagine,Houston,richard.robinson,"Phoenix, Italy",JSON,48.387125,+1-897-875-4749,LHR,5328 Park Blvd,1409 Maple Dr,Golden Gate Bridge,239.220.118.94,-73.897535,-110.413,EST,ADV-B5QMB03QBJ,Midtown,"14.447018, 148.90226",Europe/London,GB,Oceania,South Korea,tenant-002,Spain,ORD,14.3623,SUBHO,Eiffel Tower,Austin,Prof.,UTC,America/New_York,Rotterdam,R,Avro,Norway,Downtown,16.646558,North Shore,-70.100101,"Tokyo, Netherlands",CDG,https://example.com/users/1316fa8d/profile,6810 Park Blvd,JFK,-30.068127,Africa,Oceania,119.042323,18.0,Busan,-29.992638,Prof.,batch-20180213-04,Boston,San Francisco,ORD,"-25.379547, 101.735072",service.cloud,7229 Main St,Busan,Singapore,Eiffel Tower,Golden Gate Bridge,"-29.2169, -18.149229",Workday,AU,Web,Sweden,14.169777,124.170419
source_col -> field_b,3330 Pine Rd,SIN,15.151054,$2b$12$UsNKXiLXbIZNKbNc557RRWl4vwCciOz5htV76f2bWktdkht6hGP2N,West End,"$89,648.40",Rotterdam,NRT,31.1,Austin,Africa,-62.567434,Port of LA,South America,73216-52-3,South America,photo_39d08659.jpg,4.10.87,Midtown,[CONFIDENTIAL] Formula #954,REC-747569,"9248 Oak Ave, Miami",1.0.83,Services,42.969491,5632 Elm St,Busan,LHR,50.5654,Manager,email,Seattle,OH,FR,"$6,172,912",Imagine,Toronto,jessica.king,"Toronto, Spain",JSON,37.187743,+1-649-760-6846,LHR,6992 Pine Rd,9015 Pine Rd,Big Ben,91.160.80.188,-13.88349,-136.390799,America/New_York,ADV-D1118S60A7,South Bay,"-14.951702, 8.998539",CET,JP,Africa,Singapore,tenant-048,Sweden,CDG,2.6845,TXGCU,Eiffel Tower,Chicago,Ms.,America/New_York,CET,Singapore,N,CSV,France,North Shore,-35.185367,Downtown,147.282787,"Toronto, Canada",SFO,https://example.com/users/41099c9c/profile,4462 Main St,CDG,57.634133,Asia,South America,163.714016,2.4,Rotterdam,4.564597,Prof.,batch-20260320-32,Paris,Denver,LHR,"26.673517, 57.9272",data.io,2526 Main St,Shanghai,Singapore,Statue of Liberty,Central Park,"5.28029, -146.621113",Snowflake,DE,Email,Spain,-71.984285,-134.398745
field_a -> field_b,7922 Park Blvd,SFO,6.215805,$2b$12$VMqu5FxpwzOHIfBswS0EKc0j631LNbbpIFKOLMAIWkAd29CTq6m4W,North Shore,49990.55,Hamburg,LAX,10.0,London,Asia,43.491814,Busan,South America,13939-75-5,Europe,photo_b852e615.jpg,3.3.37,South Bay,[CONFIDENTIAL] Formula #290,1551470,"3602 Cedar Ln, Portland",5.3.79,Electronics,157.476436,4561 Park Blvd,Busan,LAX,27.2777,Child,type,Berlin,TX,IN,"$7,281,668",Imagine,Toronto,oliver.brown,"Dallas, Sweden",JSON,-20.205092,+1-851-939-8837,ORD,1809 Pine Rd,1327 Elm St,Golden Gate Bridge,187.49.73.200,66.674716,120.578249,PST,ADV-SIY4E34G0Z,West End,"-26.328978, 136.715442",UTC,JP,North America,France,tenant-002,Germany,JFK,56.9552,NW,Statue of Liberty,London,Mr.,JST,EST,Singapore,I,XML,Netherlands,East Side,-57.683908,East Side,18.971141,"Atlanta, Switzerland",LHR,https://example.com/users/73676fc4/profile,8375 Maple Dr,JFK,-57.037201,Asia,North America,-80.276321,19.2,Rotterdam,-78.951105,Hon.,batch-20201212-56,Houston,Atlanta,ORD,"-31.583521, -1.092249",service.cloud,5420 Main St,Port of LA,Japan,Statue of Liberty,Statue of Liberty,"-19.175018, 87.388774",Kafka,MX,Chat,South Korea,46.111826,23.100638
input -> field_b,9527 Oak Ave,ORD,27.394499,$2b$12$eoDAH93JtI4nSZPVK2yDszOMqPvc2BmZ9uwsGVeSvCbYYMcvqjWR9,East Side,26511.80,Hamburg,SFO,46.8,Chicago,South America,14.466918,Rotterdam,South America,96655-69-8,Africa,photo_d9974fbd.jpg,1.15.18,Midtown,[CONFIDENTIAL] Formula #989,1542999,"3210 Main St, Toronto",2.19.64,Hardware,-177.44189,2589 Oak Ave,Port of LA,SFO,59.0671,Manager,amount,Seattle,NC,AU,"$7,722,067",Imagine,Berlin,susan.brown,"Houston, Brazil",JSON,-0.612963,+1-753-569-9281,ORD,8876 Elm St,1908 Maple Dr,Central Park,83.138.48.245,41.660316,-16.935663,PST,ADV-NS7U8RSA8I,South Bay,"55.848293, -47.555236",CET,CA,Antarctica,Israel,tenant-045,Brazil,LAX,-77.0958,QKR,Statue of Liberty,London,Mr.,CET,UTC,Shanghai,P,XML,Brazil,East Side,88.885345,Midtown,89.85835,"Los Angeles, France",LAX,https://example.com/users/b6f17f8b/profile,5034 Park Blvd,ORD,64.255737,Africa,Europe,-122.135513,34.1,Busan,-122.611813,Mrs.,batch-20220525-77,Sydney,Paris,SFO,"-35.975739, 18.998431",company.net,616 Maple Dr,Shanghai,Japan,Eiffel Tower,Eiffel Tower,"8.772128, -10.862091",Snowflake,BR,Social Media,Germany,-41.897774,-146.958781
input -> field_b,7931 Cedar Ln,LHR,-35.944145,$2b$12$tIwWYBM86ojKKcIiQ2K1JHNmCAvv5lA8CdUyp1ypc99yvVO00yYgw,Downtown,74263.47,Rotterdam,SIN,26.5,Los Angeles,Africa,-65.013045,Singapore,Asia,55014-42-2,Africa,photo_cb7f90e9.jpg,1.10.36,West End,[CONFIDENTIAL] Formula #951,3771543,"7136 Oak Ave, Houston",2.3.3,Software,52.837158,4320 Maple Dr,Hamburg,SFO,79.6844,Child,status,Toronto,FL,MX,"$1,271,489",Hotel California,Paris,anna.jones,"San Francisco, Japan",CSV,-14.532955,+1-867-951-9714,NRT,6558 Pine Rd,125 Oak Ave,Big Ben,95.72.28.119,-31.422851,12.466373,UTC,ADV-1XAX61CXLZ,Downtown,"30.968031, -80.433797",PST,FR,South America,Italy,tenant-036,Norway,LAX,11.3495,BQ,Golden Gate Bridge,Los Angeles,Hon.,PST,JST,Port of LA,L,CSV,France,East Side,76.830453,East Side,13.964934,"San Francisco, Japan",CDG,https://example.com/users/42e77fe2/profile,6414 Cedar Ln,JFK,81.451627,Oceania,Oceania,5.942976,79.8,Port of LA,-28.408839,Ms.,batch-20261105-47,Dallas,Austin,ORD,"-35.538708, -148.254965",example.com,6915 Main St,Singapore,United Kingdom,Central Park,Big Ben,"88.046646, -42.415619",Kafka,FR,Social Media,Norway,-12.361957,51.921184
input -> output,9203 Park Blvd,ORD,-29.044568,$2b$12$XYLHFBT7VgMAN0OFwgggXJqh9yLF6ijwLbjRVVOK7AuZKCy4IXNRY,South Bay,"$30,926.83",Hamburg,ORD,99.7,Seattle,Africa,43.200177,Port of LA,Asia,45311-53-5,Asia,photo_5c4bfed0.jpg,1.1.34,North Shore,[CONFIDENTIAL] Formula #894,1016221,"3757 Oak Ave, New York",0.16.8,Services,118.267044,8131 Elm St,Rotterdam,SFO,36.5528,Sibling,id,Atlanta,NC,BR,"$6,692,867",Stairway to Heaven,Dallas,john.jones,"Houston, India",YAML,59.407518,+1-365-812-9015,NRT,5798 Pine Rd,2090 Pine Rd,Statue of Liberty,99.64.173.80,68.043302,60.944771,CET,ADV-3AO3XUL3JQ,East Side,"48.554267, -109.345119",America/New_York,BR,North America,Spain,tenant-043,Germany,NRT,34.0582,WJOKR,Big Ben,Berlin,Ms.,Europe/London,EST,Port of LA,R,Parquet,Sweden,Midtown,56.631577,Midtown,108.986731,"Miami, Australia",NRT,https://example.com/users/275ce43f/profile,8283 Maple Dr,JFK,4.060944,Africa,South America,-30.92889,34.0,Hamburg,55.469809,Rev.,batch-20241216-49,Los Angeles,Denver,CDG,"-76.462767, 45.479074",company.net,8507 Pine Rd,Singapore,Singapore,Central Park,Eiffel Tower,"-9.181796, -45.207903",Snowflake,GB,Chat,Spain,-46.643111,136.01298
field_a -> field_b,6742 Main St,CDG,178.415541,$2b$12$6gYaTCIoIwj0MhFR9y3MFpVJMN0OpKls2dGeXqTPnUjQa0IHk9o4e,Downtown,"$13,542.74",Shanghai,LHR,40.7,Paris,Europe,-44.194596,Rotterdam,South America,12006-62-2,North America,photo_5a7c4090.jpg,5.4.44,Downtown,[CONFIDENTIAL] Formula #703,7613122,"2856 Main St, Seattle",5.2.56,Software,-162.327107,2520 Oak Ave,Shanghai,SFO,34.6034,Spouse,amount,London,CO,US,"$8,074,965",Yesterday,Atlanta,ethan.thomas,"Atlanta, South Korea",YAML,-62.652774,+1-638-855-9054,LHR,220 Park Blvd,965 Maple Dr,Central Park,207.182.64.153,-23.330311,110.238451,CET,ADV-GAYY8J4B1V,North Shore,"78.733413, -129.817894",UTC,MX,South America,Italy,tenant-046,Italy,ORD,9.4636,ZVLG,Golden Gate Bridge,Seattle,Ms.,JST,Europe/London,Hamburg,I,JSON,Israel,East Side,53.620709,Midtown,42.727632,"Dallas, Germany",NRT,https://example.com/users/4c0aebfb/profile,6911 Elm St,NRT,-9.32331,Antarctica,Asia,6.251388,70.2,Shanghai,176.55627,Ms.,batch-20250129-55,Denver,Chicago,NRT,"40.28994, -161.106015",data.io,4929 Pine Rd,Shanghai,Japan,Eiffel Tower,Big Ben,"-26.260219, 69.426675",Workday,DE,In-Store,Italy,59.395916,27.86517
field_a -> output,5787 Oak Ave,SFO,-46.925628,$2b$12$5t78ioNo2kzto6x1vg7DvkXM03Doo8EfovdOmTmoiblHRFjos567L,Downtown,94662.80,Port of LA,LAX,12.3,Toronto,South America,56.644273,Shanghai,South America,81633-44-3,North America,photo_de6a7e5a.jpg,1.5.59,Midtown,[CONFIDENTIAL] Formula #927,ID-246478,"8716 Elm St, London",1.14.19,Hardware,156.387544,7306 Park Blvd,Hamburg,LHR,-48.1692,Parent,id,Portland,PA,CA,"$6,740,237",Stairway to Heaven,Boston,david.harris,"Sydney, Norway",JSON,36.039713,+1-470-450-4278,JFK,7540 Pine Rd,144 Main St,Big Ben,65.241.163.131,-55.086437,-1.664313,America/New_York,ADV-DZBZBBI2BI,North Shore,"-14.037065, 84.718209",America/New_York,IN,Antarctica,United States,tenant-014,Italy,SIN,40.7313,ZWHE,Golden Gate Bridge,Seattle,Dr.,CET,JST,Rotterdam,F,Parquet,South Korea,West End,-26.941866,South Bay,-15.903918,"Los Angeles, South Korea",NRT,https://example.com/users/5adeaafa/profile,1260 Pine Rd,SFO,0.139936,Asia,North America,-5.107653,61.5,Shanghai,171.724366,Prof.,batch-20211111-71,Los Angeles,San Francisco,LHR,"89.570948, -40.653655",data.io,199 Park Blvd,Hamburg,Italy,Golden Gate Bridge,Big Ben,"-89.187791, -148.296793",Salesforce,JP,Chat,Switzerland,-80.64752,-68.041248
input -> target_col,9418 Maple Dr,CDG,-111.414009,$2b$12$jO687T1xpDznCB3D8rehGEjxdVwehS9xIOs2QS6FcdlckUONbUFBC,West End,"$47,489.34",Busan,LAX,8.6,Seattle,North America,71.680182,Singapore,Africa,49148-25-3,Asia,photo_40bc68e0.jpg,5.4.19,North Shore,[CONFIDENTIAL] Formula #933,5612,"2982 Cedar Ln, Seattle",2.4.45,Clothing,-61.869195,1257 Pine Rd,Busan,SIN,0.8329,Peer,amount,Denver,FL,GB,"$6,186,373",Hotel California,Dallas,aiden.clark,"Houston, Singapore",XML,10.776021,+1-375-865-6931,LHR,3952 Maple Dr,9024 Park Blvd,Golden Gate Bridge,65.121.46.108,-86.005685,169.664156,Europe/London,ADV-3WVPOO54HM,West End,"53.070445, -162.915472",JST,BR,Antarctica,Brazil,tenant-022,Sweden,ORD,4.3687,URDLN,Eiffel Tower,Sydney,Ms.,JST,America/New_York,Hamburg,P,XML,Sweden,Downtown,-14.027055,East Side,84.656665,"Sydney, Spain",CDG,https://example.com/users/0073b559/profile,6548 Park Blvd,ORD,27.728887,Oceania,South America,101.064854,83.6,Shanghai,112.713754,Ms.,batch-20191203-12,Dallas,Boston,SIN,"27.597252, -7.274837",acme.org,5555 Main St,Rotterdam,France,Big Ben,Statue of Liberty,"-35.213342, 138.904471",Kafka,AU,Mobile,Australia,-73.855338,99.488987
field_a -> target_col,2033 Cedar Ln,JFK,109.520563,$2b$12$HdwTnictzJx3PUmgEjfjg4WduBK2ZWP7IPqkeOkX5f7CYYnwicGe1,Midtown,"$39,110.30",Hamburg,CDG,92.7,Chicago,Europe,-24.338573,Busan,Africa,80031-39-7,Europe,photo_e185fcca.jpg,2.15.85,South Bay,[CONFIDENTIAL] Formula #627,TXN-838482,"3268 Park Blvd, Berlin",0.11.53,Clothing,3.764459,4249 Pine Rd,Hamburg,SFO,2.8159,Manager,status,Sydney,TX,US,"$6,663,494",Hotel California,Los Angeles,robert.white,"Berlin, India",CSV,54.829268,+1-841-813-9446,SFO,7876 Oak Ave,8483 Elm St,Golden Gate Bridge,191.149.229.160,-54.34233,141.498159,CET,ADV-N727OPQSDD,East Side,"-7.2928, -171.277168",Europe/London,IN,South America,Switzerland,tenant-045,Brazil,NRT,88.7779,ZXBPP,Eiffel Tower,Phoenix,Dr.,America/New_York,UTC,Singapore,B,Avro,Canada,North Shore,-17.720787,South Bay,-1.89218,"San Francisco, Brazil",LHR,https://example.com/users/71dcf6a8/profile,4780 Oak Ave,CDG,-79.095122,Asia,Asia,103.336387,69.4,Hamburg,8.301614,Hon.,batch-20221215-84,Toronto,Toronto,ORD,"18.50256, -129.059302",company.net,7354 Main St,Rotterdam,Italy,Big Ben,Statue of Liberty,"-73.972356, -60.984256",Snowflake,DE,Social Media,Spain,-50.210907,54.142986
source_col -> target_col,5616 Park Blvd,SFO,-32.468506,$2b$12$rfawoGgH1RCk9aoxpr1i0Ofj3GXetz0y30HVRqXgwJgg7It42Lbqc,Midtown,6150.88,Hamburg,ORD,78.3,Los Angeles,Africa,60.697207,Busan,South America,48003-50-0,South America,photo_95ebbb2e.jpg,1.15.74,South Bay,[CONFIDENTIAL] Formula #221,REC-635877,"4850 Park Blvd, Los Angeles",5.7.37,Clothing,120.898731,8240 Pine Rd,Shanghai,LAX,-40.1507,Manager,email,Chicago,PA,FR,"$8,751,692",Bohemian Rhapsody,Seattle,william.lewis,"Chicago, Norway",YAML,37.927485,+1-947-329-9327,SFO,7198 Elm St,993 Park Blvd,Big Ben,111.153.26.187,30.109174,60.615056,Europe/London,ADV-S0KBMW7JCJ,West End,"20.057571, 106.62009",CET,US,Europe,United Kingdom,tenant-044,Sweden,SFO,73.0459,QZ,Statue of Liberty,Miami,Hon.,America/New_York,UTC,Singapore,M,XML,Brazil,East Side,60.409913,East Side,100.367478,"Boston, Netherlands",ORD,https://example.com/users/8a2b347d/profile,4814 Park Blvd,CDG,-3.233989,North America,Europe,18.778585,64.2,Hamburg,137.88204,Ms.,batch-20240831-14,Chicago,Chicago,CDG,"69.128515, -54.968853",example.com,1911 Maple Dr,Hamburg,Israel,Eiffel Tower,Golden Gate Bridge,"-52.138377, 123.870242",Workday,GB,In-Store,United Kingdom,47.961899,62.143891
field_a -> target_col,3052 Oak Ave,LAX,-22.186163,$2b$12$FKmB7XCtT1lBgDQFrMjtDifgrTPTq3kXqK5tEY0a6a51V5wvMkdv6,South Bay,"$77,546.96",Busan,LHR,81.1,Miami,Antarctica,59.271436,Hamburg,Asia,83507-29-5,Africa,photo_8d8dfbb9.jpg,1.20.2,East Side,[CONFIDENTIAL] Formula #268,358641,"2415 Oak Ave, Seattle",5.4.79,Services,-32.709538,9581 Main St,Shanghai,SFO,-21.971,Child,email,Atlanta,GA,AU,"$8,154,346",Bohemian Rhapsody,Miami,oliver.king,"Boston, South Korea",YAML,-10.450776,+1-332-978-1478,SIN,7480 Maple Dr,2635 Cedar Ln,Central Park,162.44.111.174,-35.768207,-90.597286,UTC,ADV-3X2VSKYUEE,North Shore,"-25.115906, 1.466625",UTC,GB,Oceania,United Kingdom,tenant-029,Norway,ORD,-11.1348,JZT,Statue of Liberty,Houston,Mr.,America/New_York,EST,Singapore,U,CSV,Israel,South Bay,-20.798348,West End,-91.539168,"New York, Japan",LHR,https://example.com/users/1d72c605/profile,96 Cedar Ln,ORD,-65.392564,Africa,South America,174.638437,16.0,Rotterdam,71.596283,Rev.,batch-20261107-18,Tokyo,Berlin,NRT,"-36.308521, 14.045539",data.io,1774 Pine Rd,Busan,India,Eiffel Tower,Statue of Liberty,"19.540491, -40.601239",Salesforce,IN,Phone,India,21.191873,150.160143
input -> target_col,8451 Maple Dr,LHR,31.839469,$2b$12$EB6Ljfcrcsf2w1h3HHThoPW6pG2aa9Rn54SKhE52TUjwK3XI4VkCS,North Shore,"$82,657.51",Busan,SFO,65.1,Los Angeles,Oceania,-60.778816,Shanghai,Asia,8770-84-1,South America,photo_96225a6e.jpg,4.16.22,Downtown,[CONFIDENTIAL] Formula #368,ID-871290,"6376 Pine Rd, New York",3.15.66,Hardware,-0.754359,2834 Maple Dr,Singapore,JFK,-55.1989,Peer,email,Portland,GA,AU,"$1,922,673",Bohemian Rhapsody,Los Angeles,richard.williams,"San Francisco, Switzerland",Parquet,80.896579,+1-309-639-2974,LHR,4388 Park Blvd,9702 Cedar Ln,Central Park,49.82.122.27,-17.553062,-121.378935,CET,ADV-9NABHO3ZLD,Midtown,"38.053693, 90.633923",America/New_York,CA,North America,Norway,tenant-037,Israel,SFO,-87.5567,BJ,Golden Gate Bridge,Toronto,Hon.,Europe/London,Europe/London,Port of LA,A,Avro,Italy,South Bay,-58.375972,East Side,-177.115574,"Tokyo, Italy",SIN,https://example.com/users/3c0149d0/profile,158 Elm St,NRT,61.139073,Antarctica,South America,-153.860905,70.0,Rotterdam,-121.300165,Rev.,batch-20230715-45,Portland,Sydney,SFO,"-28.941004, 109.415924",data.io,2743 Main St,Busan,United States,Golden Gate Bridge,Statue of Liberty,"9.053317, 84.608452",Snowflake,CA,Mobile,Netherlands,-9.355289,56.993556
source_col -> field_b,6151 Main St,JFK,-24.872225,$2b$12$hXs1Qk8P2sJLbJ6551hw7jPCDAEymgAdbg3I49sC0isvFkbmrDFfU,South Bay,"$13,134.44",Rotterdam,SFO,81.5,Atlanta,Oceania,-42.841712,Shanghai,Asia,88617-65-6,Asia,photo_fefddb43.jpg,3.8.16,Downtown,[CONFIDENTIAL] Formula #326,ID-342410,"453 Cedar Ln, Seattle",1.20.28,Software,54.683046,3630 Maple Dr,Hamburg,ORD,-82.8586,Spouse,email,Dallas,MA,AU,"$5,561,106",Bohemian Rhapsody,Boston,liam.davis,"Los Angeles, Spain",Avro,81.630289,+1-606-971-3544,NRT,7188 Park Blvd,6625 Cedar Ln,Big Ben,223.126.71.85,-10.32813,173.169417,PST,ADV-U44ZWFADWL,West End,"-34.774733, 6.720604",PST,CA,South America,Japan,tenant-008,Mexico,NRT,-26.5048,SJOUL,Statue of Liberty,New York,Dr.,America/New_York,America/New_York,Busan,J,Avro,Sweden,Midtown,64.594089,Downtown,-36.167006,"Tokyo, Japan",CDG,https://example.com/users/2216d2d7/profile,5291 Main St,LHR,56.226497,North America,Africa,4.722409,86.2,Rotterdam,-117.029025,Rev.,batch-20260514-10,Denver,Chicago,SIN,"-53.1223, -172.825408",acme.org,5531 Elm St,Busan,Italy,Big Ben,Central Park,"-21.592021, -80.38979",Workday,AU,Mobile,Spain,-50.463668,-108.334291
