day_of_week_38,cronSchedule,apprvstat,CRON_SCHEDULE,monthval,gtin,ts,start_date,meascpu,date_time_info,col_bro,src_permission_level,month_number,x_51,day_of_week_v2,c_adv,meta_801,device_type,DATE,src_period_interval,ISO_CURRENCY_CODE,score_index,day_of_week,prescription_54,channel_info,scientific_name,dateval,END_DATE,dim_month,username,enddt,genericIdentifier,dim_153,x_glhl,f_664,user_event_name,START_DATE,user_agent,field_score,deviceType,date,dim_voiceprint,user_date,fact_end_date,SCORE_INDEX,field_angle,quarter,yearval,end_dte,DEVICE_TYPE,c_cooki,NUMERIC_RANGE,devtype,review_text,quarter_2,mjthkc73,maphxg27,dt,startdt,naics,file_path_field,lab_result_46,qft39,risk_level,date_info,end_date_info,vehicle_identification_number,insert_time,effective_date,iot,soft_delete_flag,index,customer_score_index,score_index_70,c_317,cronval,x_ea,vintage,val_jna,color,c_vnnk,x_ih,length,cron,mtr31,month_46,time_of_day,ynefvy1,x_yea,dim_dev,user_gender_pii,month,jvh26,var_bro,nullable_flag_field,date_2,dim_start_date,x_kvmj,channel,score_index_2,dev_type,QUARTER,val_euyv,attr_start,channel_2,passwordHash,CHANNEL,device_type_info,os,p_vw,DATE_2,field_ytc,x_hbg,DATA_LINEAGE,period_interval_38,wordemb,start_date_raw,timeOfDay,val_750,val_nzr,val_kww,period_interval_field,user_created_at,default_value,medium,start_date_2,digital_certificate_46,nxkzfp7,landmark_poi_54,dim_tta
Thursday,"34 11 * * 0,6",In Review,22 17 * * 1-5,July,9176482686355,2024-12-14T21:54:19Z,2023-11-29,23.9,2023-11-18T00:00:00Z,Brave,Editor,August,input -> field_b,Saturday,ADV-AYKNZRWN7Y,2019-04-02,Mobile,2026-05-22,FY 2025,INR,4.32,Saturday,Metformin 500mg,Email,H2O,2019-02-22,2019-01-26,July,amyjones605,2025-03-12,47eddd98-d8bd-4995-9fa1-3ef2c8ee33c5,2020-03-22,VHUVBHLNU6IF94R7V,2022-10-15,Data Summit 2020,2026-08-28,Opera,4.93,Tablet,2019-09-12,voice_2079e614d35a8cdc.wav,2018-09-21,2025-05-25,8.61,90.93,Q3 2020,2022,2019-01-13,Wearable,_ga=8826304934.8385195,47-78,Smart TV,Not recommended.,Q1 2020,https://example.com/users/80164deb/profile,2.61,2024-03-02,2023-04-16,281063,/var/uploads/daily_705.json,WBC: 174.4 K/uL,10-9060556,Critical,2021-08-07,2018-03-01,KKVWHAA16UFEP1ZCT,2024-03-10T08:07:53Z,2025-11-12,Smart TV,true,8.98,2.54,2.13,WHO,32 15 * * *,Antarctica,1996,4.67,Black,2024-08-22,7 days,600.91,"47 19 * * 0,6",0xefd3b1d79b4fa93b6de2282ae0bf3a0f44a415a7,June,12:04:08,February,2005,IoT,Other,October,BILL-128065,Brave,true,2025-10-05,2018-01-25,23 22 * * 1-5,Social Media,4.44,Smart TV,Q2 2026,3760-3304-5873-8476,2026-12-08,Email,$2b$12$yP8Xc9t6A8EufFcfmdiIQPQ9PmeoAXRmihVn7dfSkxzVoBvh3HVN2,Email,Desktop,Linux,6.11,2019-08-07,Social Media,Competitor Pioneer Software launched FlexPay Platform,curated.users -> exports,Q1 2024,"[1.1824, 1.1138, -1.0273, 0.0594, 2.3271, -0.8392, -0.8721, -0.8805]",2025-04-08,11:34:01,Active,December,September,Q1 2024,2023-08-04T19:49:12Z,false,In-Store,2019-03-26,"-----BEGIN CERTIFICATE-----
X10m9gvQP5twAnWzV167hXO/Q6d9TZhLWypVWePOBY3hg449D2DpK6doEZ+KVyUT
-----END CERTIFICATE-----",Mobile,Golden Gate Bridge,2019-03-04
Sunday,31 11 * * 1-5,In Review,51 11 * * *,July,3613767398136,2026-12-07 02:30:19,2021-08-05,27.9,2024-03-10T00:00:00Z,Firefox,Viewer,July,source_col -> field_b,Tuesday,ADV-FQALUFXE9A,2021-12-26,Mobile,2020-09-04,H2 2023,CHF,1.69,Monday,Albuterol 90mcg,Chat,Fe2O3,2022-08-06,2023-02-26,May,mason.garcia949,2026-06-09,ddbbfb11-1fc3-4082-bc53-f5a6d4a5ac81,2020-08-17,6W2C6NJFRXY8H7SWU,2020-10-10,Tech Expo 2020,2019-05-31,Safari,1.79,Smart TV,2023-02-18,voice_61dfc7c7b2ed6ce8.wav,2019-04-23,2018-06-09,6.92,153.97,Q1 2024,2002,2020-04-17,Tablet,_ga=0560941055.8614066,6-93,Tablet,Great product!,Q4 2025,https://example.com/users/c09462ba/profile,8.49,2025-12-12,2023-10-25,414170,/var/uploads/batch_759.json,Glucose: 289.7 mg/dL,27-6105237,Negligible,2022-04-02,2025-05-14,MBKKE3DORZWTQQE29,2021-05-26 23:21:23,2026-10-27,Wearable,true,5.7,9.41,4.12,Bloomberg,3 2 * * 1-5,South America,2014,7.49,Purple,2019-01-29,7 days,907.33,14 0 * * *,0xb3ff1f31c0ea2cd1c2448076404551d035c95e54,July,21:07:48,April,2012,Tablet,Other,March,BILL-568374,Safari,true,2021-07-13,2021-12-22,45 19 * * *,Email,4.25,Desktop,Q1 2024,5969-6298-0760-5684,2026-02-12,In-Store,$2b$12$3fz71sg7TFmu7j379Q5zTpQTbivEuhI4pPhtYmyKB2s2TNgO1CXrJ,Email,IoT,iOS,7.79,2022-10-04,Email,Competitor Vertex Technologies launched FlexPay Platform,raw.events -> exports,2020-2025,"[-1.0832, -1.4068, 1.7386, -0.1383, 1.9721, 2.6471, -0.2054, -0.7413]",2021-12-20,11:13:24,Active,August,December,2020-2025,2021-04-20 17:42:30,null,Email,2019-08-31,"-----BEGIN CERTIFICATE-----
jRVmrYaR/0lYZbNBAR0/i8Dz0JpNNHas8zYPvfFB2CxW+6Y6Dg9IL63qEb+q1ljX
-----END CERTIFICATE-----",Tablet,Golden Gate Bridge,2023-01-12
Wednesday,27 17 * * 1-5,Rejected,42 21 * * 1-5,November,7754407055143,2023-06-15 10:37:06,2026-06-03,57.1,2025-06-10T00:00:00Z,Chrome,Viewer,October,source_col -> output,Wednesday,ADV-A41TMA8POF,2025-07-01,IoT,2022-09-29,H2 2023,CHF,0.27,Monday,Omeprazole 20mg,Mobile,Homo sapiens,2024-08-31,2021-08-21,May,lindalee895,2023-03-08,549280f6-d3c0-4ed8-a0d3-ebb6113204e9,2020-01-11,60QPXPVYXZ280NFBS,2026-01-21,Annual Summit 2024,2024-07-21,Firefox,3.73,Desktop,2023-06-16,voice_e001075a02ff25e0.wav,2021-10-25,2020-04-19,2.62,169.1,Q4 2026,1997,2019-12-14,Mobile,_ga=2116980719.3864270,34-86,Mobile,Great product!,Q1 2026,https://example.com/users/7cc086f5/profile,5.88,2018-07-01,2025-11-08,620833,/var/tmp/daily_817.log,Cholesterol: 57.3 mg/dL,62-9720950,Low,2018-03-31,2023-12-16,H1BBNMLV90WFLYKYL,2025-08-28 08:11:13,2021-04-17,IoT,false,1.39,4.22,6.66,Census Bureau,"13 10 * * 0,6",Europe,2002,0.86,White,2020-06-04,7 years,480.27,"39 19 * * 0,6",0x3582274cf24fd0371f42f7eed2a4787719888dc0,January,20:36:54,November,1997,Mobile,Other,July,BILL-753726,Safari,true,2019-05-07,2026-09-14,21 18 * * *,Chat,4.96,Wearable,Q4 2024,XXXX-XXXX-XXXX-2939,2018-06-24,Mobile,$2b$12$uf0lJEEUKfdk0KVkNrM9kDzCp8lqmu2i6ouewAiP9kclS91P3TbAs,Chat,Tablet,Windows,0.81,2020-02-03,Chat,Competitor Quantum Dynamics launched VaultKeeper,raw.events -> exports,H2 2023,"[0.3524, 2.9542, 0.9939, -0.2102, -0.1359, -0.3081, -0.6796, -0.8486]",2025-11-01,14:55:42,Active,June,June,FY 2025,2023-12-18 17:22:43,1,Email,2018-05-03,"-----BEGIN CERTIFICATE-----
VIi7y7QRxxcyfWw/4AngEq0A8HdNobDzhUvpVxz32O/4R34eLMH0zat29tkG685X
-----END CERTIFICATE-----",Mobile,Statue of Liberty,2023-12-07
Wednesday,32 22 * * *,Approved,8 4 * * *,February,8105847717541,2021-04-26T09:44:45Z,2022-08-17,94.2,2021-01-17T00:00:00Z,Opera,Owner,July,source_col -> output,Saturday,ADV-K9Q1S9IUHW,2025-11-08,Mobile,2022-06-10,Jan-Mar,JPY,3.0,Thursday,Metformin 500mg,Phone,H2O,2023-06-28,2026-11-12,October,harperthompson755,2024-05-09,9e8ecd2e-3d80-420c-954d-06046995b4a2,2022-10-06,948E17KH6DGE1JPLW,2023-04-14,Tech Expo 2022,2018-02-27,Opera,5.45,IoT,2026-06-21,voice_9b8a23902b98bde6.wav,2019-09-14,2024-10-18,8.28,11.32,Q3 2025,2023,2019-09-13,Mobile,_ga=9283512800.4326467,3-72,Mobile,Average experience.,Q3 2024,https://example.com/users/970fc3fc/profile,3.33,2026-09-20,2025-12-27,685671,/var/exports/batch_283.json,Hemoglobin: 263.3 mg/dL,30-4433360,Negligible,2025-01-07,2019-08-14,P0L1958NKP9A329CD,2022-02-21 00:46:02,2023-07-17,Mobile,true,1.28,1.33,6.66,CDC,"32 18 * * 0,6",Africa,2005,1.66,Gray,2020-01-04,indefinite,243.35,56 6 * * 1-5,0xaccc42842b7520956ea7155ee7a3844d0cc6e97b,October,02:13:54,June,2010,Mobile,Female,November,BILL-268591,Opera,false,2019-07-13,2020-03-06,24 16 * * 1-5,Phone,1.19,Mobile,Q2 2026,XXXX-XXXX-XXXX-7331,2025-10-28,Social Media,$2b$12$i4NqQe9n9yJJVWLoqmgQgjkbYxhNrZKlF0jhM50RrZdSqROPB2zGp,Web,Desktop,macOS,1.97,2026-08-14,Mobile,Competitor Vertex Technologies launched VaultKeeper,staging.users -> reports,Jan-Mar,"[0.4768, 1.0914, -0.0333, 0.8111, -0.1051, -0.3583, -0.1381, 0.915]",2019-07-18,05:01:57,Inactive,May,March,Jan-Mar,2021-03-24T12:28:30Z,CURRENT_TIMESTAMP,Email,2023-10-29,"-----BEGIN CERTIFICATE-----
H5OCbaW0CUy0AuldkF5iR8eaGoS6tSm68ocDdrNNSEu5jFuybvVxQxqFpFJJ/+6b
-----END CERTIFICATE-----",Smart TV,Big Ben,2021-05-27
Saturday,3 4 * * 1-5,Pending,6 17 * * 1-5,February,8644862646792,2024-08-04 02:10:47,2025-06-21,31.1,2019-12-13T00:00:00Z,Brave,Owner,January,field_a -> output,Tuesday,ADV-OIYZ86UMDX,2020-09-02,Mobile,2026-11-23,Jan-Mar,JPY,1.35,Monday,Albuterol 90mcg,Mobile,E. coli,2023-07-21,2020-05-16,June,mary.white631,2019-05-23,d48bc98b-15c2-4625-b84b-4796caa71ddf,2023-05-04,65LP34XVZMC59CYMV,2020-02-15,Global Expo 2025,2021-01-08,Chrome,1.81,Desktop,2021-01-23,voice_46e71fce1a6e0edd.wav,2022-09-08,2021-08-26,1.44,53.8,Q4 2024,1998,2018-05-17,Desktop,_ga=1341409434.5575993,50-89,Smart TV,Average experience.,Q2 2025,https://example.com/users/d1d725a1/profile,7.03,2026-07-02,2018-10-27,149223,/var/data/batch_93.parquet,Cholesterol: 79.4 K/uL,86-1886049,Low,2021-07-21,2023-04-29,A1IM0ZK5VS2ZB8T4C,2026-05-27 21:01:08,2025-09-29,IoT,false,2.68,4.86,2.88,Census Bureau,21 8 * * *,Africa,1994,1.72,Yellow,2021-01-29,30 days,238.16,28 23 * * *,0x13ae765409d7d51dde625c88c1a7d6bae07fb7f4,February,01:12:08,November,1994,Smart TV,Other,July,BILL-325391,Firefox,YES,2021-02-08,2019-07-29,"39 8 * * 0,6",Chat,5.76,Wearable,Q3 2025,6011-7232-5878-2825,2025-11-12,In-Store,$2b$12$oD7aedM4IQhceMtb4Nt39LyXOrMAdi0m6fptxTqjbzz51ClKS5KqO,Social Media,Desktop,iOS,0.93,2025-10-14,In-Store,Competitor Quantum Dynamics launched Widget Pro,raw.orders -> exports,Jan-Mar,"[-2.1331, -1.0438, -0.3526, -0.3925, 2.2803, 0.3138, -0.1044, 0.329]",2026-06-17,01:56:49,Inactive,October,July,2020-2025,2022-06-21 20:37:37,0,Phone,2018-02-05,"-----BEGIN CERTIFICATE-----
aGdV8iIaKyPRVViyH9EsyYY3Anqm4jf169aPxZbFIU1SJwstcr+jYfDW34LFkuDb
-----END CERTIFICATE-----",IoT,Eiffel Tower,2025-12-26
Friday,21 12 * * *,In Review,2 16 * * 1-5,September,8202160826877,2021-03-23T15:33:53Z,2022-06-01,90.7,2020-01-05T00:00:00Z,Chrome,Editor,February,field_a -> output,Thursday,ADV-MO2ENOSVQZ,2025-04-08,Smart TV,2018-11-21,Q1 2024,JPY,1.92,Wednesday,Lisinopril 10mg,Web,E. coli,2024-10-21,2023-05-14,October,liam.miller721,2020-02-26,63f8db7d-5591-4f04-ad0a-ac3cd7a62c45,2026-07-18,ZY10XYEPQP9WQESCG,2026-06-24,Global Conference 2022,2022-03-27,Chrome,8.07,Wearable,2024-11-24,voice_68b2e45a283b196e.wav,2021-01-14,2018-09-02,8.92,235.23,Q3 2020,2006,2018-07-16,Tablet,_ga=6062612845.4656402,31-85,Tablet,Needs improvement.,Q2 2022,https://example.com/users/0f2e78ca/profile,7.79,2026-08-14,2018-07-15,589197,/var/exports/batch_85.json,Hemoglobin: 141.0 mg/dL,59-8118651,Low,2022-02-10,2026-05-05,7BUGYYFYJNLZ3SLGH,2019-10-19 17:16:20,2025-10-30,Tablet,false,4.99,1.68,3.39,CDC,36 14 * * *,South America,1996,0.57,Blue,2019-09-24,30 days,212.19,23 20 * * *,0x28ad23aafac5294ed6af92700ac8d9ada71ee535,January,17:37:13,June,2023,Mobile,Female,December,BILL-326962,Brave,YES,2022-10-21,2024-02-12,"26 5 * * 0,6",Social Media,1.53,Wearable,Q3 2025,5191-0360-8736-0164,2026-03-20,Chat,$2b$12$LNfuOy9Tvo2NHrnmydanPwrOoKt234ykbUksCkgZpry9FPkxHrwiD,Web,Tablet,Linux,4.13,2019-11-30,Email,Competitor DataCraft Inc launched StreamLine ERP,staging.users -> exports,Jan-Mar,"[-1.1998, -2.0102, 0.4411, 0.794, -0.9527, 0.7163, -0.1058, 1.3916]",2020-11-08,11:17:13,Disabled,September,June,Jan-Mar,2025-12-07T10:10:05Z,null,Mobile,2018-07-14,"-----BEGIN CERTIFICATE-----
S3obTXdt3RXhphjFb8tcX2RDS5idYffwtzeEBPsBO4hZ09eqKxRv8wlxJG90PkJw
-----END CERTIFICATE-----",Desktop,Central Park,2019-07-08
Sunday,4 8 * * 1-5,In Review,20 3 * * 1-5,January,8608625378954,2023-02-04 03:35:49,2022-09-18,44.6,2018-06-07T00:00:00Z,Edge,Owner,June,input -> target_col,Sunday,ADV-AJLA8SK7NX,2021-12-27,Desktop,2020-02-28,Jan-Mar,CNY,3.9,Wednesday,Albuterol 90mcg,Mobile,C6H12O6,2023-08-12,2020-03-01,March,patricialee997,2026-01-09,2990a253-7396-4a6f-975b-7b4a5e17f3ab,2022-11-10,3LXH8DN1Q9JTLSIXB,2020-09-05,Data Forum 2021,2026-01-27,Firefox,8.36,IoT,2021-12-03,voice_219bf2170bd5c7ba.wav,2024-08-22,2019-01-11,3.18,96.45,Q1 2020,2022,2020-11-16,Smart TV,_ga=3588122951.8675978,10-61,Desktop,Needs improvement.,Q4 2020,https://example.com/users/8ca9a2dc/profile,5.08,2025-08-15,2024-02-29,951737,/var/config/export_305.parquet,Glucose: 229.1 g/dL,98-7791560,Medium,2021-12-10,2023-10-09,UMSY7KA5LA6PK98AY,2018-01-24T19:55:17Z,2018-09-21,Smart TV,false,9.49,6.87,1.39,CDC,17 5 * * 1-5,Oceania,2025,1.2,Red,2020-09-10,7 years,442.86,0 1 * * 1-5,0x20f04803da039f981e8402928baa909fccf10907,January,07:40:15,August,1996,Smart TV,Non-binary,February,BILL-861163,Edge,true,2025-08-20,2025-06-19,22 0 * * 1-5,Chat,7.15,Desktop,Q2 2021,6011-3751-1593-7276,2026-03-14,In-Store,$2b$12$cGvxMEgiMp0iXifvAdqobttaJ1Kmrk5eAM1bUfyK3hbXe7wO6ij21,Social Media,Wearable,Windows,6.86,2019-10-12,Phone,Competitor Pacific Research Group launched DataSync 3000,staging.orders -> reports,Q1 2024,"[0.0678, 0.3059, -0.1024, -1.0415, -0.8404, -1.0532, 0.8574, -1.3654]",2024-11-02,20:47:54,Disabled,August,February,2020-2025,2024-04-12 11:24:03,1,Phone,2024-02-04,"-----BEGIN CERTIFICATE-----
gxqZH1AeSWiZQ9A/yPp9xbcVDxmhri/N0E0k+RN9r7UZ6BDZKOTR8QOdhTR8Vwgj
-----END CERTIFICATE-----",Mobile,Eiffel Tower,2018-08-05
Tuesday,"7 23 * * 0,6",In Review,33 20 * * 1-5,July,1312789986644,2019-07-05 04:03:02,2019-12-10,86.9,2026-05-02T00:00:00Z,Brave,Owner,April,input -> field_b,Friday,ADV-8V17NHYA5Y,2020-07-20,IoT,2020-06-01,Jan-Mar,CNY,9.92,Sunday,Metformin 500mg,Chat,E. coli,2020-12-20,2025-07-22,August,robertwright425,2026-07-14,404ba321-da8c-4f82-aa8c-11e0ab33160e,2018-05-15,OGMQMMPUOC20UZO1F,2023-10-31,Data Expo 2023,2018-07-24,Edge,2.3,Mobile,2025-12-04,voice_e90cbd4d5506a716.wav,2021-02-28,2018-11-08,8.84,92.64,Q3 2020,1995,2024-08-22,Tablet,_ga=8195703180.5496333,26-80,IoT,Not recommended.,Q4 2025,https://example.com/users/236c49a9/profile,8.79,2020-08-09,2026-04-13,484475,/var/uploads/export_113.parquet,Cholesterol: 73.3 g/dL,37-2521843,Low,2025-03-24,2025-04-14,IX03M53BCVLLS1S00,2023-02-23T07:19:27Z,2018-04-12,Smart TV,false,7.45,0.3,9.01,Reuters,"2 16 * * 0,6",South America,1991,5.71,Gray,2025-05-22,indefinite,718.78,"0 22 * * 0,6",0x744b01c4f4f1b0d918d21571492253f6650a40de,August,14:24:49,August,2026,Mobile,Other,September,BILL-977714,Chrome,false,2022-02-01,2025-04-17,28 3 * * 1-5,In-Store,3.23,Wearable,Q3 2023,4680-0888-5659-3598,2018-06-14,Social Media,$2b$12$Ld2qDDkpTqXqd6DO6MPPf7QVxQMW01kkO55W4IkNokKq0WdqYdOEm,Web,Smart TV,Android,1.6,2023-09-29,Mobile,Competitor Alpine Systems launched CloudGuard,curated.orders -> reports,2020-2025,"[-0.3041, -0.1053, -0.2022, -0.8576, 1.3816, -0.3858, 0.077, -0.2026]",2025-07-09,08:44:53,Active,September,March,H2 2023,2025-09-20 07:29:37,null,Mobile,2024-07-02,"-----BEGIN CERTIFICATE-----
jD/49t0J2ekHd7SFqZpeJuyKbEmJUX1e9oUNjlhs4vfdd9sUSgKAeAz944VZdzTF
-----END CERTIFICATE-----",Wearable,Golden Gate Bridge,2021-07-16
Tuesday,33 12 * * 1-5,Rejected,56 23 * * *,October,3680756729739,2025-08-23 09:12:54,2019-02-14,64.1,2024-04-04T00:00:00Z,Firefox,Viewer,April,source_col -> field_b,Thursday,ADV-M5T0QDY9FT,2024-09-08,IoT,2026-01-01,2020-2025,CNY,3.11,Saturday,Metformin 500mg,Social Media,H2O,2022-12-05,2022-08-26,June,jennifer_anderson222,2020-10-29,6a79654c-7959-41db-8e59-3d278ddc5f92,2026-03-05,B881Z3N9M7PI1IAZG,2018-01-02,Global Conference 2023,2021-07-27,Safari,5.6,Tablet,2025-01-19,voice_fd6db09738b48795.wav,2025-09-26,2026-01-22,7.9,283.59,Q2 2023,2000,2022-09-30,Tablet,_ga=3245724319.2489406,35-88,Mobile,Not recommended.,Q4 2023,https://example.com/users/ddddd38d/profile,2.33,2023-05-15,2023-03-04,921273,/var/logs/daily_82.log,Hemoglobin: 141.7 g/dL,51-8775528,Negligible,2019-03-29,2023-03-02,Z6IUYE08B9YHJK9MX,2024-12-13 02:39:59,2025-02-09,Smart TV,false,2.07,6.55,4.59,CDC,10 14 * * 1-5,Antarctica,2019,1.56,Green,2024-03-08,indefinite,469.69,"54 0 * * 0,6",0xee9b87bd710166fb62de25d51edffe1435daa68e,March,15:51:20,April,1990,IoT,Male,February,BILL-275197,Opera,NO,2021-08-08,2020-05-12,"8 11 * * 0,6",Mobile,8.11,Tablet,Q1 2022,6011-8887-2562-1436,2020-06-22,Social Media,$2b$12$Tvb0eub8nw2B9pNjoVqfudvCY7C39RMhc2108FrqNu4Is13tDnsMT,Mobile,Desktop,Android,6.41,2025-07-01,Email,Competitor Pioneer Software launched StreamLine ERP,staging.events -> exports,Jan-Mar,"[-0.585, 0.1231, 2.1206, 0.58, -0.1919, 1.2371, -0.1153, -1.0353]",2019-04-23,17:24:04,Active,August,October,Jan-Mar,2022-03-09T09:48:50Z,false,In-Store,2019-08-04,"-----BEGIN CERTIFICATE-----
S4ZfHYccf3smJCPyY3Ccyz6Ei8cr8OR8cUw2mJCnjMHsGBhKkJlQyrBD2iH+PX9H
-----END CERTIFICATE-----",Desktop,Big Ben,2020-08-28
Sunday,"56 6 * * 0,6",Pending,53 3 * * 1-5,December,9727232070560,2022-01-24 01:06:40,2020-11-01,57.8,2018-04-27T00:00:00Z,Safari,Editor,September,source_col -> output,Thursday,ADV-I3YOEIAVAJ,2025-03-20,Mobile,2021-12-21,FY 2025,USD,2.88,Monday,Albuterol 90mcg,Chat,Homo sapiens,2025-12-12,2020-07-08,September,aiden.jones667,2024-10-19,18fcb848-6f7d-4c5d-8721-e747d0538dcc,2018-12-05,2TUMLSG3CLADB25SF,2018-05-13,Global Forum 2026,2026-07-18,Safari,5.99,Smart TV,2019-08-28,voice_ac2afb8aada499ff.wav,2021-05-07,2019-08-09,2.81,33.49,Q2 2024,2016,2020-04-28,Tablet,_ga=9424644840.2812877,12-80,Tablet,Great product!,Q2 2020,https://example.com/users/1a761eab/profile,7.26,2022-09-04,2021-01-08,556930,/var/uploads/daily_6.yaml,Hemoglobin: 223.8 K/uL,81-2624274,Critical,2021-07-16,2023-08-24,OA9WAWWRO43NCSKPK,2026-05-11T18:48:34Z,2026-11-22,IoT,false,0.66,2.24,1.33,WHO,"51 19 * * 0,6",Asia,1999,6.44,Orange,2022-07-12,7 years,734.8,"39 8 * * 0,6",0xf38e7323522c9c91673f1724f87025d97f807d5e,April,13:22:21,July,2012,Tablet,Other,September,BILL-761322,Safari,false,2018-02-19,2018-04-21,7 7 * * 1-5,Email,1.19,Wearable,Q1 2025,4639-6187-7834-5501,2021-08-21,Mobile,$2b$12$FAlBrtTLPCq5lhgMTcaanjCwytkDwkK8G4WUpUrvUHNVkhk6hrwIK,Social Media,Mobile,Linux,2.83,2023-06-13,Chat,Competitor Quantum Dynamics launched Widget Pro,raw.orders -> exports,2020-2025,"[0.9863, -1.063, -2.0969, -0.5765, 0.3782, -0.0076, 0.829, 0.6986]",2026-02-26,12:26:15,Disabled,January,November,2020-2025,2026-10-25T10:42:07Z,null,Chat,2018-07-05,"-----BEGIN CERTIFICATE-----
mKJPKH+Ftwtkdn6K0yjuk1D05E3erPfu6OLXEX7UGon+JHJoTUsCHJgaPkJrDlHo
-----END CERTIFICATE-----",IoT,Eiffel Tower,2024-04-03
Sunday,"7 23 * * 0,6",Approved,0 21 * * *,August,7888612593464,2021-06-11T17:53:36Z,2018-01-10,27.4,2021-08-31T00:00:00Z,Chrome,Admin,June,field_a -> field_b,Friday,ADV-MYGYBYY85A,2020-07-19,Smart TV,2026-04-21,H2 2023,CAD,2.49,Saturday,Lisinopril 10mg,Mobile,E. coli,2025-09-23,2020-09-26,May,annathomas831,2024-09-14,31d47f20-5fae-4f6d-9b2d-cae71b779e41,2023-08-14,ACQRRWXKIAST56TF0,2018-05-14,Data Summit 2021,2024-03-27,Firefox,1.54,Desktop,2022-02-17,voice_dae4168b9ec39bc6.wav,2023-07-20,2025-07-31,2.93,288.15,Q2 2026,2002,2025-03-27,Wearable,_ga=4679094417.7466757,22-79,IoT,Excellent service.,Q1 2026,https://example.com/users/7009da54/profile,3.4,2024-01-24,2023-07-01,210498,/var/data/batch_933.csv,Glucose: 242.4 g/dL,66-4258801,High,2026-08-30,2024-06-25,9C5JE2X29MJVJFY13,2018-06-21 02:47:58,2026-09-05,IoT,false,8.63,2.44,2.87,Eurostat,"49 16 * * 0,6",Antarctica,2025,7.37,Black,2023-04-03,30 days,794.45,41 18 * * 1-5,0x3b82252713989918da039e09483acfd8b5d41d80,April,20:14:22,October,2023,Smart TV,Non-binary,November,BILL-588953,Brave,true,2024-09-09,2021-07-20,19 23 * * *,Chat,8.89,Mobile,Q3 2024,3755-4349-9192-0328,2022-07-27,Email,$2b$12$3DA0yaK6rwvsQz4toO5I2Q7gJOLoAUtWMnQf4PXH3xhyL9ZlHDxIG,In-Store,Wearable,Android,4.64,2019-12-18,Social Media,Competitor Meridian Health launched SmartHub X1,curated.orders -> reports,FY 2025,"[-0.5247, 0.7434, 0.292, 0.3358, -1.6147, 0.8598, -2.3356, 0.2893]",2025-02-06,07:05:39,Inactive,April,November,2020-2025,2020-10-18 05:24:36,0,Phone,2024-03-14,"-----BEGIN CERTIFICATE-----
OXcD/tufDyiMWdP3u6gGPhq3IevEtKsE/Rp7QcGHoeaWIopSEFKsMd4iINNgzjaA
-----END CERTIFICATE-----",Wearable,Eiffel Tower,2019-10-01
Tuesday,2 18 * * 1-5,Rejected,"31 21 * * 0,6",October,7143595861412,2019-12-02T04:08:44Z,2024-08-21,24.1,2023-10-20T00:00:00Z,Safari,Admin,April,source_col -> target_col,Friday,ADV-6B6IIDCBDR,2026-06-05,Tablet,2019-01-18,Q1 2024,GBP,1.33,Thursday,Omeprazole 20mg,Phone,NaCl,2025-10-09,2021-02-25,November,jameswalker779,2021-03-05,8e24a42f-0a5c-4c77-b9b8-d63eafeab5e3,2018-08-21,C0OEG7AVU3TROQ6C0,2024-11-03,Annual Summit 2024,2019-03-28,Safari,4.31,Desktop,2022-05-11,voice_03175a4a5848d21b.wav,2024-04-02,2024-08-13,1.92,108.3,Q2 2020,1999,2025-12-29,Tablet,_ga=4502937551.8863137,39-55,Smart TV,Average experience.,Q2 2026,https://example.com/users/7b17e7d4/profile,3.76,2021-07-17,2020-06-07,644605,/var/tmp/daily_571.xml,Glucose: 201.3 K/uL,48-3025562,Low,2023-01-23,2020-04-27,XXZFH76TXN9YNF0AQ,2026-04-07 14:23:24,2019-06-16,Wearable,false,6.12,9.18,2.96,WHO,"6 0 * * 0,6",Oceania,1996,9.32,Orange,2020-10-21,1 year,93.48,"42 6 * * 0,6",0x2708f8f6e6b9daaab07660efd28f92e01d571b20,March,23:51:08,November,1998,Wearable,Female,April,BILL-991640,Opera,false,2021-09-29,2020-08-13,25 18 * * *,In-Store,9.77,Mobile,Q1 2022,4291-8508-9841-5653,2021-08-15,Phone,$2b$12$VGWcsI4ytChxzTUQy4tBIHNaXcCUJHFb63SWUicqXf0DmhkEjdKpS,In-Store,IoT,macOS,3.34,2025-09-20,Web,Competitor Vertex Technologies launched VaultKeeper,staging.events -> exports,FY 2025,"[0.1059, -1.1391, 0.0355, -0.1268, 1.0513, -1.1926, 1.4535, 1.7166]",2025-03-25,22:33:59,Active,April,October,FY 2025,2023-01-11T20:53:14Z,CURRENT_TIMESTAMP,In-Store,2022-05-29,"-----BEGIN CERTIFICATE-----
raqzuJ7ZzbF//ARH357M9NYhUWZBeUA9QGBF1RLqWY+sCk+7RFcC0JpwSUvGlaEG
-----END CERTIFICATE-----",Wearable,Eiffel Tower,2021-04-26
