x_ban,stock_rsu_grant_field,cvv,v_joni,measdist,insuranceId,d_726,bnk_identification_number,investment_acc,photograph,attr_credi,salary_compensation_30,medicalRecordNumber,wjqaz75,MAGNETIC_STRIPE_DATA,feed,oqsigr33,investment_account_data,credit_rating,TIMESTAMP,magstripe,var_iz,stock_rsu_grant,paypal_acct,fact_credit_score,meta_881,BANK_ACCOUNT_NUMBER,attr_eu,locationText,investment_account,swipe_data,CARD_EXPIRY_DATE,image_embedding_22,investmentAccount,paypal_account_raw,zsvx56,modifiedBy,VERSION_NUMBER,stockRsuGrant,dim_iso_currency_code,CONFIGURATION,iata,exp_date,attr_per,voltage,PAYMENT_CARD_NUMBER,jzn7,dim_price_cost,perfrev,permission_level_raw,meta_830,wkeqg68,income,ban,cvv_2,date_time
57121234,3384 shares @ $401.36,4915,Paris,8678.8,INS-933284,INS-670331,50153,INV-259016,photo_ef2eacc6.jpg,780,"$132,664",MRN-215645,patricia.moore@outlook.com,%B1503374236852210^MILLER/MASON^2408,Snowflake,update,INV-978495,308,2020-07-09 09:35:06,%B0451186679146411^THOMAS/WILLIAM^2409,"$2,866,489",2743 shares @ $407.37,mason.jackson@gmail.com,496,5.2,136580981339,1180.07,"Berlin, India",INV-633014,%B7762458110222891^WILLIAMS/SARAH^2804,10/26,"[-0.0103, 0.1811, -0.272, 0.5212, 0.1071, -0.6403, -0.2107, 0.2844]",INV-102533,richard.clark@outlook.com,05/26,amy.jones,0.1.50,1360 shares @ $164.87,EUR,batch_size=383,XNY,09/24,Sarah S. Martinez,218.8,XXXX-XXXX-XXXX-9735,-40.0949,1959.12,Outstanding,Guest,B4EE7NQCCS4AW5VBWVPO,10/27,"$6,554,397",44180366,2314,2022-03-08T00:00:00Z
680665341202,1679 shares @ $248.3,753,Atlanta,4512.7,INS-602307,INS-564815,419294,INV-990127,photo_fa7b22e1.jpg,743,"$68,175",MRN-448404,jessica.jackson@outlook.com,%B4108103569250609^MILLER/EMMA^2811,Snowflake,snapshot,INV-583111,321,2019-07-11T16:58:32Z,%B3835948447502107^RODRIGUEZ/WILLIAM^2910,"$793,503",973 shares @ $341.85,susan.davis@yahoo.com,307,24.4,854738723427,2138.53,"Paris, France",INV-846595,%B8491256744513434^MOORE/EMMA^3008,02/30,"[-0.0756, -0.6845, -0.7395, -0.7959, 0.6603, 0.1424, -0.3003, 0.3394]",INV-967782,noah.martin@yahoo.com,08/24,logan.jackson,1.2.98,4033 shares @ $482.52,CHF,pool_size=964,LCA,03/30,Liam Smith,439.7,4723-4040-2515-4405,13.0432,1943.67,Outstanding,Owner,GPTKP1BX2VDQTOFW5HPD,05/27,"$2,893,519",652137845894,9497,2021-05-03T00:00:00Z
132707211096,977 shares @ $201.01,6885,Toronto,6690.7,INS-956217,INS-474756,59733,INV-511973,photo_7dccf0e9.jpg,546,"$231,154",MRN-406837,amy.walker@gmail.com,%B3344166634610550^YOUNG/MARY^3004,PostgreSQL,snapshot,INV-476187,751,2018-12-24 17:50:26,%B1024148141228017^CLARK/MICHAEL^2810,"$8,311,857",2352 shares @ $349.26,elizabeth.smith@outlook.com,693,68.1,0814660904,6517.93,"Tokyo, Netherlands",INV-642584,%B6219787416442768^LEE/JESSICA^2904,05/30,"[0.7008, -0.6129, 0.0291, -0.0884, 0.8505, -0.1249, 0.17, -0.5167]",INV-917763,john.williams@gmail.com,03/28,richard.lewis,0.16.53,3099 shares @ $200.01,BRL,batch_size=347,ACI,11/27,Robert I. Thomas,24.7,4021-6641-7704-2177,-31.1674,6711.39,Needs improvement,Guest,PX16AH237BNG638UYX5X,09/24,"$8,019,362",55851615,530,2019-01-19T00:00:00Z
0974890459,2404 shares @ $37.79,735,New York,121.8,INS-742856,INS-760339,588559,INV-751426,photo_35252e4a.jpg,310,"$158,635",MRN-670706,olivia.young@yahoo.com,%B3607442470795733^MARTIN/LIAM^2807,Snowflake,delete,INV-194801,330,2021-10-05T21:45:25Z,%B7754182146573242^CLARK/EMILY^2705,"$7,113,353",1993 shares @ $451.39,anna.king@gmail.com,810,75.2,8968727101,5663.57,"Sydney, Singapore",INV-543736,%B8338287798665262^ANDERSON/SARAH^2503,07/27,"[-0.3239, -0.9698, 0.3243, 0.4567, -0.2497, -1.1049, 0.8754, 0.6826]",INV-125079,james.johnson@outlook.com,03/24,liam.miller,0.3.27,3562 shares @ $492.86,USD,max_retries=786,JYF,03/29,Emily Wright,102.7,6011-4907-4717-6671,53.1825,471.52,Meets expectations,Owner,6RJ1A6WMBVZ5PQMYRI8M,10/27,"$9,265,296",909769583504,8286,2020-11-24T00:00:00Z
776704353381,3263 shares @ $69.42,6390,Berlin,1351.9,INS-113562,INS-633418,578117,INV-664536,photo_112fb0c1.jpg,350,"$71,352",MRN-246042,sophia.robinson@yahoo.com,%B1587483232660640^TAYLOR/SOPHIA^2705,Kafka,upsert,INV-265157,493,2026-07-22T17:23:45Z,%B5964804254916561^HARRIS/LINDA^2810,"$3,744,123",2429 shares @ $70.1,william.martinez@outlook.com,702,11.5,789855238960,7369.77,"Houston, Israel",INV-445529,%B8369954518140216^CLARK/OLIVIA^2509,06/29,"[-0.4758, 0.973, 0.1201, -0.2335, -0.0613, 0.7365, -0.3012, 0.03]",INV-361038,sophia.williams@gmail.com,04/29,elizabeth.taylor,0.6.94,1227 shares @ $367.94,EUR,timeout_ms=266,XZI,01/29,Noah Anderson,394.2,5706-5265-3434-0940,-76.4919,3114.94,Outstanding,Owner,RZYN8ZHS7BEV2W2BGUP8,11/27,"$4,036,391",530303965981,2187,2023-09-13T00:00:00Z
792451149810,3200 shares @ $332.43,621,Toronto,27.5,INS-844711,INS-880810,511183,INV-733376,photo_bd9d997e.jpg,657,"$35,946",MRN-411134,logan.davis@gmail.com,%B3183322107285295^HARRIS/EMMA^2906,Salesforce,insert,INV-399226,396,2021-05-22 19:38:37,%B3316695484632232^BROWN/JESSICA^2711,"$8,527,496",4340 shares @ $158.41,emma.clark@yahoo.com,627,27.0,2114339059,2881.64,"Toronto, India",INV-547850,%B4286088222276505^MILLER/ETHAN^2809,09/24,"[0.0441, -0.6528, -0.1587, 0.1576, 0.0646, 0.3342, -0.3616, 0.424]",INV-665133,mary.garcia@outlook.com,02/29,liam.johnson,3.8.56,258 shares @ $223.4,AUD,pool_size=608,OLV,09/26,Robert Thomas,78.0,6011-4287-6579-7438,-89.7286,5798.53,Exceeds expectations,Admin,SNZJVP3V9X4OJSITZCUI,10/30,"$9,718,950",763353098249,2609,2020-04-13T00:00:00Z
8598330820,3072 shares @ $214.85,0603,Portland,6007.5,INS-715515,INS-119988,60118308,INV-208849,photo_42e3f316.jpg,495,"$50,142",MRN-193672,michael.johnson@gmail.com,%B1867363392059235^SMITH/RICHARD^2405,Salesforce,snapshot,INV-216517,689,2025-02-24T02:11:35Z,%B7694109486596997^RODRIGUEZ/NOAH^2509,"$2,816,456",1466 shares @ $105.58,olivia.lewis@yahoo.com,306,36.1,09723928,5317.93,"New York, France",INV-831972,%B1774150776025102^JOHNSON/LINDA^2708,10/24,"[-0.7023, -0.6844, 0.4801, -0.1616, 0.4138, 0.1817, 0.1289, -0.3849]",INV-341614,william.martin@outlook.com,12/29,oliver.smith,4.18.46,4927 shares @ $250.3,CNY,pool_size=333,UVF,02/24,Mary White,32.6,3766-3864-5980-3060,91.5529,2382.12,Exceeds expectations,Guest,P0TD52W54TQLWUV73U11,02/27,"$9,287,204",200104433629,116,2024-03-14T00:00:00Z
38732141,552 shares @ $177.4,8901,Sydney,7091.1,INS-888781,INS-483647,434184,INV-647516,photo_5839a688.jpg,395,"$104,834",MRN-371136,aiden.martin@gmail.com,%B4704950601162818^LEE/SOPHIA^2706,SAP,update,INV-867197,775,2024-04-21 02:32:47,%B4006197727747292^BROWN/WILLIAM^2511,"$8,855,179",174 shares @ $66.57,david.harris@yahoo.com,836,46.4,0663238744,1894.92,"Phoenix, India",INV-503729,%B3803872704774556^BROWN/EMILY^2911,09/25,"[-0.1202, 0.3735, 0.1669, 0.217, 0.1027, -0.5149, -0.102, 1.0602]",INV-340084,sophia.brown@yahoo.com,09/29,emma.moore,3.5.66,2496 shares @ $380.56,INR,pool_size=555,HKD,08/29,Ethan Lee,464.4,3794-9446-5656-0680,83.5202,1770.24,Meets expectations,Admin,KU4NPH1TAL7AMICJUKEF,06/30,"$1,340,879",03399466,563,2026-09-22T00:00:00Z
4917626544,4539 shares @ $267.3,741,Atlanta,3431.5,INS-745404,INS-724910,601124678,INV-325025,photo_718fcf76.jpg,395,"$59,594",MRN-396347,linda.martin@gmail.com,%B4007767030681735^MILLER/ROBERT^2703,PostgreSQL,update,INV-299969,698,2018-06-24 17:12:03,%B9068104426918740^WALKER/PATRICIA^2501,"$4,195,950",3740 shares @ $315.28,jessica.brown@gmail.com,351,46.5,130641245262,7552.69,"Tokyo, France",INV-200344,%B1462512956441761^ROBINSON/MARY^2403,06/24,"[0.6522, 0.6179, 0.562, 0.0759, 0.0091, 0.0448, -0.0588, -0.097]",INV-327869,sarah.wright@yahoo.com,09/28,mary.white,1.2.43,1525 shares @ $259.31,INR,timeout_ms=444,WCP,03/28,Mason Taylor,464.8,XXXX-XXXX-XXXX-8690,-77.2826,5303.08,Meets expectations,Admin,IYTI1WGCN9WGYCBRRYZN,08/29,"$1,813,290",5378744011,3340,2018-08-27T00:00:00Z
9878217182,369 shares @ $304.51,947,Tokyo,4625.4,INS-921807,INS-130443,500152,INV-731096,photo_e50210a8.jpg,846,"$173,520",MRN-118992,sophia.smith@outlook.com,%B5922296330794763^LEWIS/OLIVER^2808,Salesforce,update,INV-630527,525,2019-08-25T09:10:45Z,%B7145671867112252^ROBINSON/ELIZABETH^2504,"$1,437,560",2376 shares @ $449.13,ethan.martinez@outlook.com,390,88.3,379493473401,8368.12,"Boston, Netherlands",INV-241867,%B4675842753545943^KING/HARPER^2812,02/25,"[0.8486, 0.2777, -0.3299, 0.2758, -0.0733, -0.1295, -0.4758, 0.4909]",INV-341176,liam.young@outlook.com,05/28,david.lewis,0.0.74,4869 shares @ $10.18,CNY,pool_size=596,RSY,05/27,Harper Clark,126.9,5296-2786-0661-0865,47.5736,363.37,Needs improvement,Editor,CP0IFGF3UNQREWC6BNNE,10/24,"$4,368,890",46702218,550,2018-04-25T00:00:00Z
035278446324,476 shares @ $315.98,909,Toronto,1872.5,INS-997926,INS-468477,57966,INV-160200,photo_357cee5f.jpg,616,"$134,094",MRN-701628,olivia.davis@gmail.com,%B9906681898911428^KING/LINDA^3002,SAP,update,INV-453988,332,2022-07-16 03:12:17,%B2946087756644857^RODRIGUEZ/ETHAN^2803,"$3,244,183",1709 shares @ $11.1,david.smith@outlook.com,703,84.6,6226041864,5645.92,"Houston, South Korea",INV-422297,%B0775648777606358^JOHNSON/EMILY^2406,10/29,"[-0.6084, 0.8452, 0.6096, 0.2144, 0.1625, 0.96, 0.1827, 0.0087]",INV-427165,anna.martinez@gmail.com,05/30,james.wright,4.14.22,4548 shares @ $294.87,USD,timeout_ms=859,LLF,06/29,Noah Walker,48.3,XXXX-XXXX-XXXX-3110,-10.9039,8773.22,Needs improvement,Editor,TFPSATFCK28ZY68D1IUU,09/26,"$183,847",65401671,8756,2024-01-21T00:00:00Z
7328595685,334 shares @ $156.52,1787,Denver,6032.6,INS-277920,INS-501909,60117505,INV-336054,photo_d54fd99f.jpg,634,"$94,843",MRN-272226,jennifer.smith@gmail.com,%B8053634197212497^WILLIAMS/PATRICIA^2406,PostgreSQL,snapshot,INV-244166,466,2023-05-04T10:57:09Z,%B8411956674305288^RODRIGUEZ/RICHARD^2909,"$4,800,072",3812 shares @ $269.18,patricia.rodriguez@gmail.com,671,35.4,57841387,7728.7,"Berlin, France",INV-457108,%B7995839661597401^HARRIS/ANNA^2810,03/28,"[0.14, 0.6325, -0.2606, 0.31, 0.0887, 0.4782, 0.2714, -0.3043]",INV-596390,david.harris@outlook.com,03/24,jessica.white,5.17.49,4447 shares @ $364.39,USD,batch_size=105,WTB,08/24,Sarah Walker,178.6,XXXX-XXXX-XXXX-5586,39.1567,6486.41,Exceeds expectations,Viewer,G0CKEF7HJTL1ZROSXF49,03/27,"$2,655,241",52351305,089,2023-04-11T00:00:00Z
8668685166,3121 shares @ $370.0,3738,New York,7497.2,INS-491922,INS-828873,53779,INV-494802,photo_0679f3a4.jpg,606,"$221,706",MRN-301846,linda.anderson@yahoo.com,%B9844163165028766^MARTINEZ/DAVID^2406,Workday,update,INV-254491,814,2020-07-13T07:44:21Z,%B9636075892122326^TAYLOR/RICHARD^2809,"$6,245,365",1895 shares @ $137.48,william.jackson@outlook.com,352,48.5,453794954735,5796.22,"San Francisco, South Korea",INV-367267,%B2385732399029671^THOMPSON/MASON^2810,06/28,"[-0.3564, 0.2061, -1.0881, 0.4084, 0.3982, 0.0011, -0.0424, 0.5726]",INV-224648,harper.lee@yahoo.com,04/28,david.garcia,5.10.47,830 shares @ $193.25,GBP,batch_size=607,AXB,12/26,Emily King,466.5,XXXX-XXXX-XXXX-9072,81.5487,5343.47,Outstanding,Owner,B2M93A5IN06N9IM0LWMW,03/24,"$8,079,986",8443787983,141,2024-02-28T00:00:00Z
7850891541,3846 shares @ $105.34,342,Sydney,4.2,INS-808939,INS-202100,57926,INV-941737,photo_62c066a5.jpg,629,"$102,131",MRN-448813,jennifer.garcia@yahoo.com,%B8286420915904037^JACKSON/AIDEN^2705,Snowflake,upsert,INV-546603,564,2023-07-10 20:57:22,%B8314828383452430^MILLER/DAVID^2804,"$1,241,323",4766 shares @ $44.48,anna.brown@yahoo.com,649,0.7,257292512075,6006.37,"Dallas, Canada",INV-466321,%B8837751044223656^WALKER/WILLIAM^2708,10/25,"[-0.447, 1.0727, 0.1007, 0.1848, -0.1923, 0.8087, -0.593, -0.4449]",INV-446385,mason.anderson@outlook.com,04/30,emily.king,2.12.24,1156 shares @ $191.41,CAD,timeout_ms=584,LIN,12/24,Anna Miller,269.0,6011-3012-4878-4654,98.577,2329.37,Meets expectations,Owner,W4K2S8X13Z8PD43YMVC1,10/30,"$8,039,047",621855118531,4508,2021-06-21T00:00:00Z
747202665603,4575 shares @ $152.49,827,Seattle,643.8,INS-786095,INS-308144,485495,INV-933049,photo_26d5dbef.jpg,634,"$238,320",MRN-366247,susan.jones@outlook.com,%B0763165227549368^LEWIS/RICHARD^2504,Salesforce,insert,INV-498200,324,2025-04-27 02:37:39,%B4463539255555950^GARCIA/HARPER^3006,"$8,384,777",2738 shares @ $275.2,richard.smith@gmail.com,786,25.0,4577767725,7881.69,"Berlin, Japan",INV-362532,%B3809013010917319^ANDERSON/ANNA^2703,01/25,"[-0.0999, -0.9297, 0.1974, -0.7912, 0.54, 0.0115, -0.7895, -0.4939]",INV-191247,elizabeth.lewis@outlook.com,01/26,james.garcia,2.20.56,917 shares @ $429.13,CNY,max_retries=668,DZN,11/25,Sarah Taylor,100.2,4226-0740-9131-6440,-53.9849,8863.97,Meets expectations,Owner,2IFVYF6GCN3MTGCYTCXH,08/24,"$4,381,171",6243612461,637,2020-06-06T00:00:00Z
239531051569,3094 shares @ $467.46,697,Dallas,7188.5,INS-975431,INS-141177,60114572,INV-137187,photo_51d1f0b6.jpg,774,"$211,742",MRN-710481,elizabeth.miller@outlook.com,%B7289625936382849^LEE/MICHAEL^2601,Kafka,delete,INV-154956,546,2023-05-07 05:14:11,%B4456387797453482^JOHNSON/ELIZABETH^2609,"$851,094",415 shares @ $147.95,logan.walker@yahoo.com,358,98.2,8688045744,8712.15,"Tokyo, Israel",INV-494079,%B2032158708585417^ANDERSON/LUCAS^2406,07/24,"[-0.2502, -0.6153, -0.1672, -1.1571, 0.0004, -0.8057, 0.0948, -0.2239]",INV-871841,logan.king@yahoo.com,08/30,sophia.martin,3.19.0,2827 shares @ $101.59,AUD,batch_size=660,HMV,09/29,Michael Smith,230.5,5100-6463-7303-4256,51.4057,2543.41,Needs improvement,Owner,8ZVUG2H6US46U68MNYVO,04/29,"$3,780,248",536940377967,008,2026-10-25T00:00:00Z
94888817,3784 shares @ $264.97,325,Tokyo,6183.6,INS-938947,INS-337255,418309,INV-534605,photo_404b8a91.jpg,525,"$125,277",MRN-799316,oliver.martin@gmail.com,%B4346064326942351^WILLIAMS/AMY^2411,Snowflake,update,INV-178892,540,2020-05-13 20:03:53,%B3825535342494220^THOMPSON/JAMES^2609,"$385,543",2525 shares @ $58.63,ethan.jones@outlook.com,419,65.8,464315747739,3143.76,"Denver, Japan",INV-134862,%B4878351299789271^TAYLOR/LOGAN^2701,03/25,"[0.8327, -0.6565, 0.3034, 0.1174, -0.5537, -0.015, -0.524, -1.4071]",INV-583456,sophia.moore@gmail.com,08/27,david.moore,5.8.73,1559 shares @ $191.34,JPY,max_retries=588,SHO,10/24,Sophia Johnson,283.4,3738-7097-3216-6346,-74.5615,1045.38,Outstanding,Guest,E5KN2QQJ7UBEF9V8B6L6,02/30,"$8,953,786",76133509,050,2022-06-21T00:00:00Z
913365951793,4327 shares @ $219.03,443,Boston,7420.8,INS-300130,INS-435058,601186389,INV-584091,photo_e372c884.jpg,315,"$152,113",MRN-563764,liam.wright@yahoo.com,%B2542960066691809^BROWN/NOAH^3004,SAP,update,INV-267310,688,2020-09-24 07:40:34,%B5285647409075792^ANDERSON/LIAM^3003,"$5,358,839",1979 shares @ $407.28,emily.smith@gmail.com,611,8.8,7516016325,601.02,"Toronto, Canada",INV-270985,%B2348759175237070^BROWN/EMILY^2903,02/25,"[-0.5937, -0.2272, 0.1957, -1.0099, 0.4302, 0.2225, -0.0417, 0.1512]",INV-300540,sarah.walker@gmail.com,04/28,david.king,4.13.93,742 shares @ $285.73,CNY,pool_size=682,ZRO,12/27,Michael O. Jones,324.5,XXXX-XXXX-XXXX-1218,-51.4478,5480.16,Outstanding,Admin,YE2ORQXH0NHUT4X7N0XW,11/24,"$1,538,340",987057869824,2605,2025-10-18T00:00:00Z
5681025071,2764 shares @ $236.86,8164,Boston,6875.4,INS-474472,INS-780078,377018,INV-421005,photo_631f3415.jpg,791,"$82,759",MRN-187705,noah.young@yahoo.com,%B7112234160730386^MARTINEZ/ETHAN^2902,PostgreSQL,update,INV-219192,733,2025-12-04T07:05:05Z,%B4303301293099915^MARTINEZ/JENNIFER^2806,"$261,926",1335 shares @ $110.55,john.garcia@yahoo.com,741,20.6,0039652690,6114.61,"Phoenix, Spain",INV-752401,%B2527883134970815^BROWN/LUCAS^3011,11/26,"[0.0239, 0.386, -0.1874, -0.0019, 0.6826, 0.303, -0.1139, -0.2228]",INV-883570,susan.davis@yahoo.com,02/28,jennifer.jackson,0.10.90,3930 shares @ $147.93,INR,timeout_ms=276,TGT,04/29,James King,453.0,6011-3791-7634-4337,2.3382,4199.46,Meets expectations,Viewer,9HU7GZJR24C54X436GD1,05/25,"$8,756,679",6629113756,2096,2026-03-28T00:00:00Z
099223844661,2533 shares @ $437.41,411,Chicago,4059.0,INS-514351,INS-831841,60119345,INV-596860,photo_e4936fd2.jpg,704,"$236,248",MRN-298109,mason.young@outlook.com,%B9188028228604727^MARTIN/LUCAS^2404,Workday,snapshot,INV-742495,539,2024-10-26T23:26:29Z,%B6322451714421180^TAYLOR/JAMES^2403,"$438,124",2354 shares @ $324.07,elizabeth.walker@outlook.com,756,57.2,5036942347,7645.67,"Sydney, Singapore",INV-778103,%B3084784722462533^KING/DAVID^2412,07/30,"[0.4825, -0.4754, 0.6435, -0.1601, -0.2312, -0.2488, 0.4386, 0.5026]",INV-913898,mary.brown@yahoo.com,01/30,harper.king,0.11.12,1670 shares @ $498.07,EUR,pool_size=167,PWS,01/27,Oliver Moore,448.4,6011-1881-1811-4024,8.0848,8091.76,Outstanding,Admin,JRQSHJLYS6BK3PIN0FXX,05/24,"$2,043,189",818636677931,2270,2022-07-22T00:00:00Z
4977028663,4043 shares @ $104.81,673,Miami,4751.8,INS-164993,INS-613619,50334,INV-363332,photo_cc3eb190.jpg,586,"$94,325",MRN-941825,noah.williams@outlook.com,%B5702944351618690^LEE/AMY^2509,Salesforce,snapshot,INV-680248,689,2019-11-21T17:14:37Z,%B7735949153500349^ROBINSON/ETHAN^2506,"$324,131",4585 shares @ $173.89,sarah.moore@gmail.com,353,18.8,647146222907,9777.12,"Phoenix, United Kingdom",INV-109682,%B1987426356073915^MILLER/EMILY^3008,09/25,"[-0.2216, -0.0407, 0.4128, -0.6907, 0.5802, -0.0185, -0.0516, -0.661]",INV-366874,emily.walker@outlook.com,06/25,liam.thompson,3.11.55,3062 shares @ $381.38,JPY,max_retries=166,RKD,07/24,Aiden Martinez,217.1,XXXX-XXXX-XXXX-6302,66.5252,1551.24,Needs improvement,Editor,QD1IPPKUA3IALNVWV9AZ,02/28,"$8,554,974",70808695,110,2025-04-11T00:00:00Z
033005742728,2564 shares @ $216.37,4687,Boston,192.9,INS-658314,INS-128218,45968,INV-507931,photo_e3d108ce.jpg,538,"$49,797",MRN-302109,sarah.jones@outlook.com,%B9814696645068020^TAYLOR/NOAH^2502,Snowflake,insert,INV-336312,444,2022-08-25T02:30:11Z,%B9537195068440376^BROWN/MICHAEL^2702,"$4,368,157",3606 shares @ $357.88,michael.jackson@gmail.com,523,39.2,049440208275,114.46,"New York, Spain",INV-503872,%B1910769938717195^RODRIGUEZ/SARAH^3007,11/26,"[0.6147, -0.337, 0.2242, -0.1602, 0.0701, -0.3951, -0.0664, -0.2941]",INV-224882,emma.martinez@yahoo.com,04/24,sophia.wright,2.5.50,2389 shares @ $476.6,INR,batch_size=566,DXL,04/26,Jessica Johnson,52.0,4056-3248-1017-7560,-71.651,2331.1,Meets expectations,Guest,AXJ8H9EJ80GWKIEE1BHP,03/26,"$8,072,361",866167181272,952,2022-04-01T00:00:00Z
969172032731,762 shares @ $76.52,279,Chicago,1072.3,INS-599567,INS-106339,60113797,INV-802805,photo_91e4eeae.jpg,447,"$134,400",MRN-404520,oliver.martinez@yahoo.com,%B5672321885474139^ANDERSON/ROBERT^2911,Snowflake,update,INV-711355,679,2025-05-06 12:25:21,%B3188528479099317^WILLIAMS/SARAH^2806,"$4,968,938",2501 shares @ $122.26,william.garcia@gmail.com,613,35.3,0950316378,1382.8,"New York, Japan",INV-663148,%B7867772320280477^CLARK/OLIVER^2906,08/29,"[-1.1084, -0.1492, -0.3042, -0.6953, 0.1359, 0.2952, -0.1125, 0.1132]",INV-613964,ethan.thompson@yahoo.com,06/30,michael.williams,2.16.86,4738 shares @ $336.89,USD,batch_size=162,VCJ,10/29,Logan Moore,196.0,5019-2421-0535-7244,-14.8802,7520.18,Meets expectations,Viewer,5EXT69V63ITRL630XZXA,03/24,"$2,823,823",1733327189,0174,2022-02-06T00:00:00Z
3040613307,3104 shares @ $466.06,2034,Houston,7328.3,INS-401853,INS-300461,3749865,INV-858457,photo_6bdbb62b.jpg,399,"$30,850",MRN-744346,mason.miller@yahoo.com,%B7057107661687067^CLARK/LOGAN^2901,Workday,upsert,INV-981338,659,2026-01-23 05:19:36,%B7252736714162572^THOMAS/HARPER^2610,"$2,488,026",3145 shares @ $481.13,sophia.rodriguez@yahoo.com,391,81.6,50405177,7723.95,"Dallas, Brazil",INV-979609,%B7411420844164923^WILLIAMS/JENNIFER^2412,10/26,"[0.177, 0.0085, 0.2633, 0.1885, -0.9436, -0.3531, 0.5599, 1.0387]",INV-897384,linda.jones@yahoo.com,09/29,emily.lewis,2.0.70,4173 shares @ $163.95,EUR,pool_size=646,IDM,11/30,Richard Thomas,103.0,XXXX-XXXX-XXXX-7893,87.2547,7310.62,Outstanding,Admin,4NKA0OVB4B9BU9T7OY88,05/29,"$9,296,954",0419160692,171,2024-08-07T00:00:00Z
572890004330,1245 shares @ $356.3,385,Chicago,2478.9,INS-986442,INS-748796,472399,INV-745661,photo_104794a4.jpg,340,"$111,378",MRN-746362,lucas.harris@outlook.com,%B1585762195415947^MARTIN/SOPHIA^2609,Snowflake,upsert,INV-433493,770,2021-03-10 14:00:41,%B7367599309117874^MOORE/AMY^3004,"$6,459,226",1871 shares @ $11.9,jessica.king@outlook.com,755,32.0,75924831,4327.87,"Atlanta, France",INV-992279,%B4703288646758287^JONES/JESSICA^2707,01/24,"[-0.3301, -0.1406, 0.4465, 0.8774, 0.5442, 0.0898, 0.7783, -0.3581]",INV-149996,john.smith@yahoo.com,01/29,emma.young,1.6.20,2116 shares @ $218.08,CNY,pool_size=823,KKV,10/26,Aiden M. Taylor,55.5,5154-2664-6529-7646,-67.5442,3124.34,Meets expectations,Guest,XK0NCOWVQGSCTDZA5CBJ,08/26,"$3,799,656",0215496903,229,2026-11-14T00:00:00Z
520548431653,4108 shares @ $94.54,0851,Atlanta,5.8,INS-443654,INS-181585,3766342,INV-862286,photo_4f33a087.jpg,319,"$160,429",MRN-166454,sophia.moore@outlook.com,%B9261757283638210^WHITE/EMILY^2907,Kafka,delete,INV-926574,620,2018-08-10T00:55:00Z,%B4020610762010043^ANDERSON/SUSAN^2912,"$2,135,138",1423 shares @ $16.84,elizabeth.clark@yahoo.com,732,52.2,4481025434,5756.23,"Los Angeles, Mexico",INV-276624,%B4415692949048982^GARCIA/SUSAN^2608,04/27,"[-1.0102, -0.0976, -0.4149, -0.1687, 0.5493, -0.0751, 0.7534, -0.4449]",INV-111431,sophia.young@outlook.com,09/26,oliver.jones,0.11.24,4462 shares @ $304.87,USD,max_retries=445,EBD,06/27,Michael Miller,184.3,4207-6564-5595-3118,-32.9975,961.75,Needs improvement,Guest,VRWZSC3FF18T3I5SZ77B,12/29,"$2,303,187",340256885989,381,2019-07-27T00:00:00Z
1214908768,1496 shares @ $277.03,398,San Francisco,244.7,INS-735588,INS-943628,60110158,INV-546762,photo_c57df9ae.jpg,359,"$77,394",MRN-609014,mason.white@outlook.com,%B0393358418823057^HARRIS/JAMES^2906,Salesforce,upsert,INV-889263,623,2025-06-04 23:10:53,%B2110863812542021^MILLER/PATRICIA^2408,"$6,437,977",2763 shares @ $476.78,sophia.lewis@gmail.com,690,7.9,0014141289,5161.24,"Los Angeles, Canada",INV-534987,%B0180244578107257^GARCIA/SOPHIA^2602,12/30,"[0.9641, -0.7855, 0.0268, 0.1156, -0.5385, 0.5434, 0.4164, -0.6889]",INV-156415,john.martinez@outlook.com,02/24,robert.martinez,5.9.64,1466 shares @ $14.89,EUR,pool_size=91,AJM,05/28,David E. Brown,352.1,5814-9835-7178-6628,-59.9745,3562.46,Needs improvement,Guest,U8SFHOPINSXP8DRJFWC4,04/27,"$2,341,555",95479084,085,2026-07-24T00:00:00Z
86338841,1409 shares @ $89.11,7172,Paris,4419.9,INS-880637,INS-332704,3717115,INV-257185,photo_5d18815c.jpg,583,"$183,345",MRN-229067,david.miller@gmail.com,%B5346582230536319^GARCIA/JESSICA^2403,Snowflake,snapshot,INV-684480,798,2024-05-11T00:38:12Z,%B6192840695050460^TAYLOR/JAMES^2405,"$5,571,672",3609 shares @ $189.77,harper.rodriguez@yahoo.com,567,25.6,1128741113,5121.51,"Berlin, South Korea",INV-333399,%B6530825827291758^WHITE/ELIZABETH^2609,11/24,"[0.1703, 0.1059, 0.1612, 0.306, 0.3245, -0.1828, -0.0616, -0.3497]",INV-723495,john.johnson@yahoo.com,08/25,michael.wright,2.8.19,673 shares @ $299.02,AUD,pool_size=266,KCY,11/26,Lucas Lee,125.7,4944-6133-2710-6664,29.701,443.39,Exceeds expectations,Editor,GYPR37U13FXRZ83AI2VR,09/28,"$2,292,200",008982865303,403,2018-05-01T00:00:00Z
