iata_code,wnkogq85,f_466,attr_dis,weight_mass,x_yh,RECORD_TYPE_DISCRIMINATOR,DISTANCE,book_title,customer_iso_country_code,iata,integer,var_vin,vehicleIdentificationNumber,measdist,digital_certificate,VEHICLE_IDENTIFICATION_NUMBER,weightMass,x_fjij,WEIGHT_MASS,f_wdv,email_address,license_plate_number,proximity,raw_iata_code,tenantIdentifier,grams,vitalSign,attr_iat,v_170,scoreIndex,iata_code_2,user_weight_mass,integer_2,weight_mass_6,currency_name,INTEGER,user_distance,d_iata,col_678,d_vin,weight_mass_raw,distance_6,v_798,weight_mass_2,deleted_at,createdBy,distance,weightMass_2,WEIGHT_MASS_2,f_il,email_domain,rowCount,c_kiy,bodyText,DISTANCE_2,measwt,source_system,language,modifiedBy,raw_vehicle_identification_number,airline_code,p_ng,timestamp,measdist_2,distance_2,elevation_altitude,weight,data_type,user_iata_code,fact_weight_mass,cryptocurrency_address
WJM,YPY,NTU,8397.1,773.08,QVU,snapshot,9250.2,To Kill a Mockingbird,GB,JVF,7427,7YC0R3Y17O1MFLGXQ,GL6K3FCE29SBKMHS0,1468.6,"-----BEGIN CERTIFICATE-----
PHFN+sX1ECiJdrr7uMg5z0uUZpBwxIc85oREjIlJKvonFs+E3yqR80vUz7Pv6RbO
-----END CERTIFICATE-----",Y36K3QGPR7BZ8PB40,654.31,STS8G6IRTF6E8HA0U,336.86,506.79,jennifer_johnson@acme.org,INF-8745,4539.1,WDK,tenant-003,557.78,BP 127/95 HR 84,ZTD,WFR,0.62,JHD,27.31,8142,155.37,Japanese Yen,7571,9029.3,OKX,YKP,3YF72Q87PPSGAXENB,36.51,1201.5,4630.4,301.02,2019-10-03T17:52:24Z,liam.brown,880.0,926.47,485.24,7053.7,gmail.com,21215,BMZ,The system represents customer interactions.  The service tracks data processing activities.,3159.3,629.76,Snowflake,German,lucas.jackson,LXC015STNHRNWKI2R,JDP,Eurostat,2024-10-23T16:53:32Z,3035.2,3513.1,1704,2.61,TEXT,UGH,977.69,0x3ca30759325547c90e69125b29de5462a6715faf
MTF,YDG,KXG,5466.7,254.71,YYL,snapshot,6354.7,Dune,JP,HTQ,3850,FPGO21SHTA98PZMNF,O7L90I3EXOF3MQH6B,469.3,"-----BEGIN CERTIFICATE-----
xPTARsV8H0Pnqc1qSeczj5Q+Yf+bE2BtkavQgevRzFgq0ui7iNgY0B6jWyfOpc8o
-----END CERTIFICATE-----",OYNX4JFEV791GXDKH,228.39,WI0IK8A6CKZJ44VLK,528.59,996.85,elizabeth_williams@company.com,SYL-5352,359.9,OWL,tenant-035,155.07,BP 143/72 HR 86,HBE,FTV,0.81,UNT,524.36,1138,440.16,US Dollar,7110,9450.4,CWS,ANX,ODTP5DSEBXBI2VXUH,81.59,752.6,1094.8,540.0,,logan.walker,8465.5,755.28,944.42,8729.7,example.com,53458,CSA,The service includes transaction histories.  The system manages data processing activities.  The service includes compliance records.  The customer account tracks data processing activities.,9343.7,762.83,Salesforce,English,jessica.thompson,UWUP5QRMW2LY211H9,BTJ,Reuters,2021-11-27T13:24:51Z,9076.0,5848.3,3282,793.28,BOOLEAN,ZDB,7.91,0xd4a28cf513ab4b706ec1da68a813e6e1869dbc18
LAS,GQV,JQP,1529.1,437.35,YLH,snapshot,6340.9,The Great Gatsby,AU,WON,6012,UYCI0JHTCTI986XJ4,X0MXLFK4G4TEZRKIH,8962.7,"-----BEGIN CERTIFICATE-----
zUY0V9F00xWgwu2l7RqZTLDmmWGritaAVtMlyfliOUIuNfx7jD9eJ2gt0iyFwE58
-----END CERTIFICATE-----",XIA91N4PHV64BS76U,422.9,3D6AF87T6KHZH1DFC,780.14,516.46,oliver.miller@acme.org,XXA-9691,4213.0,YLR,tenant-016,128.95,BP 93/93 HR 58,XRG,XUP,8.86,FHN,895.87,5095,259.28,British Pound,1506,7715.4,TGV,TWK,N146A65WL2TSVMNJM,998.19,7265.4,362.1,6.7,,lucas.white,4775.1,762.8,760.32,3491.3,example.com,20537,VEU,The product represents compliance records.  This record represents operational metrics.,2126.8,399.15,PostgreSQL,Portuguese,michael.white,A4I0EPZWQ7GRFP8QD,OQH,CDC,2023-02-05 13:33:31,8323.3,752.6,1582,842.2,TEXT,QXJ,351.52,0x14c0a3ee92da63e1f351e8bf7affca76c80dd6cb
IIA,LJQ,KHR,8136.1,757.12,ANC,delete,5582.8,1984,CA,UFH,627,3GDAOQPJMVU1HH8UG,XGEZH91YAJBU2O2B1,2703.0,"-----BEGIN CERTIFICATE-----
rLVp2wuISIkQafI0IPU2PPt6Tvk6zRQPb99V4hxQZNpMjgQGih2AIhtdiO1g7lKr
-----END CERTIFICATE-----",07GMHAX8HPK2DDCYA,153.62,JO1FC3X123F875ACE,632.71,748.1,jennifersmith@outlook.com,HEO-8258,5138.9,ENX,tenant-006,554.7,BP 149/85 HR 84,CKA,HFP,4.55,EUJ,261.5,6216,531.36,US Dollar,1474,1687.5,CXY,QZD,Z28YO515S21W2HELG,522.45,9961.1,7707.9,174.61,,jennifer.garcia,273.5,919.74,46.06,232.1,company.com,59963,WEB,The system represents compliance records.  The system represents operational metrics.  The product manages data processing activities.  The service monitors customer interactions.,6294.1,657.93,PostgreSQL,English,sarah.johnson,YHGMFVRY11U6OJM6X,BZZ,Reuters,2018-01-23T01:00:45Z,4509.9,3334.2,8507,80.43,FLOAT,FUR,763.56,0xfa138bdb5f53f20fe4a3a76474323a79a0024b7c
HXC,UJJ,HDT,4208.6,154.81,PLJ,insert,5612.0,1984,FR,CGB,3794,BM2J8JHOFKXSKFNOO,MSK1L9TWMGPT9U3LA,4120.5,"-----BEGIN CERTIFICATE-----
IPkCe28EGeARtYVdKmjEGNS61PbDiAKtP9Hl6UkTZO03H4vtOO8tRU54t6dVcZcU
-----END CERTIFICATE-----",PJF4ZHW6EO1TTISON,867.68,J4CI48F51NUQ832SV,703.55,585.35,sarah_wright@outlook.com,USX-3609,2609.1,ORX,tenant-026,165.28,BP 142/107 HR 55,IZN,SPF,6.73,LKK,753.83,3450,425.18,British Pound,5697,6778.6,GKE,GVE,IV0PQT9LTUQHN3QQJ,235.25,4015.1,9311.8,612.41,,ethan.rodriguez,1729.8,582.55,598.3,960.4,company.com,17827,MNJ,The system manages customer interactions.  The system includes data processing activities.  The system tracks operational metrics.  The service monitors transaction histories.,1017.3,171.53,Workday,French,jennifer.young,5LSMARHTX3LM2AORH,FFD,Eurostat,2022-09-01 22:49:40,7395.7,4380.3,3705,780.19,FLOAT,QNE,720.59,0x4aaaf6c265ec210dea67355ee66aa279237ad62a
LTP,NNI,JVU,786.9,207.99,QWV,delete,9647.5,Brave New World,CA,UGJ,9216,Z74X5OGIYGRYOK43P,DB3UPACI7X0RHZ9EO,9878.1,"-----BEGIN CERTIFICATE-----
eqmCM5sNIN4K/+o14nYI3YekF+qgtY0j3mp21vzHFtZC/zfcbw3hVnsKSBrthg7K
-----END CERTIFICATE-----",CFBRI8ZC2NG6P9C0D,28.77,Y8T4ESHBJHPGM43DQ,213.95,24.66,lucaslewis@acme.org,TQY-7591,7923.4,IHB,tenant-024,722.72,BP 108/96 HR 86,BHF,LHQ,6.8,SAL,457.6,8097,783.45,Japanese Yen,1050,1796.5,BQV,CIX,41HJT3M5PXX8SWRK5,131.16,4246.4,4619.8,952.83,,susan.martin,8573.9,381.62,506.65,9100.0,example.com,26892,HZQ,The product includes compliance records.  The customer account includes operational metrics.  The system includes data processing activities.,9680.1,509.86,Workday,Chinese,aiden.jones,CPSXJEBZHPNXXV2B2,WQE,WHO,2022-07-24T19:24:32Z,133.3,1514.6,675,357.04,JSON,MUT,17.87,0x4092477d1877d4519d4ad147c14f37768272bac0
ITO,GCF,HIJ,7050.7,837.58,WUZ,upsert,8777.2,To Kill a Mockingbird,GB,HZG,3828,78YGI6DM8JL38X1HV,IQKPQDMNCHSXZFBKC,5935.6,"-----BEGIN CERTIFICATE-----
W0flpgqIOjtx0L6eOw3fd9FoWOtLGQxYB1GV8QHCqxNOm49q/lcbsTn1FMJVE6LI
-----END CERTIFICATE-----",RW8LXB4NLO886T4JC,579.72,8IJNEDWXR4LCSRVF8,182.62,17.85,sophiajones@outlook.com,YEQ-7025,2187.3,WPV,tenant-018,796.32,BP 124/66 HR 80,PBE,VYB,3.86,TON,706.65,5589,783.61,US Dollar,2151,43.2,HJC,INY,YOZNGNFKIAJN535LH,863.59,3657.7,6893.5,740.2,,richard.young,9469.2,442.15,400.4,2907.5,outlook.com,40548,YMI,The system includes operational metrics.  The product includes transaction histories.  This record tracks operational metrics.  The customer account represents transaction histories.,4595.3,846.77,Salesforce,Chinese,anna.moore,0K2LV6EM8PLQJ01YW,JKX,Reuters,2024-08-07 06:29:22,1183.2,3029.9,4216,42.23,TIMESTAMP,VMD,415.46,0x9370ec9b25017fba9039126f75f65e73a2fcc400
FHD,ORO,ZKU,2980.3,578.61,IDU,update,3652.4,Dune,IN,NOI,7778,KVDMHPKBNGBYJEWVN,R5DNL2DZYBVHUJ8RC,7526.0,"-----BEGIN CERTIFICATE-----
Dfb2wprSFXKbCGR5j3puUdOoop2e848NSJk5oexSArrCssI8oQLL+2hWseuJ3Ulq
-----END CERTIFICATE-----",FFNV3WNHBDB8BS9C7,900.53,K52UXZO4HKF2MOOXG,150.24,268.11,jameswalker@outlook.com,ZDZ-7107,5523.4,LQS,tenant-007,718.61,BP 116/60 HR 92,YOD,EAX,9.72,ZAL,629.58,1923,76.02,US Dollar,6082,712.2,KUC,WAF,OY2GVZ97PCNGM47A7,712.42,7849.7,3594.4,741.17,,michael.brown,3606.5,874.42,67.06,9989.2,yahoo.com,46818,GQR,This record monitors operational metrics.  The customer account represents compliance records.  The system tracks transaction histories.  The customer account manages transaction histories.,1318.5,998.29,PostgreSQL,Spanish,mary.johnson,68QPOF9QLK8L1WNJJ,QTP,Reuters,2022-06-07T04:24:01Z,2302.5,5786.3,1136,57.46,FLOAT,TNX,895.9,0x43236887f152f7fc64858c892a7e2033ef881c2a
EGJ,BTZ,NWT,7266.2,173.81,FNY,snapshot,1926.4,Brave New World,BR,MDL,249,GQADGQVQAFQE5JUZ7,QG8AJDBJVDT0Y5QK9,4766.1,"-----BEGIN CERTIFICATE-----
0eHU1bt1cn4f150wbOimktTrFaNmZV4jaN9GJ4XIH4gr1h1vb1/VHeCSx5Y6Syla
-----END CERTIFICATE-----",H6F6S2IWXZINN9WRB,143.94,7SO3FIHU0XJX6D7TE,71.3,457.64,oliver_martinez@outlook.com,UVK-9908,6020.6,RNF,tenant-034,656.62,BP 141/93 HR 55,AWG,DFD,4.99,QKA,129.61,3423,523.59,Euro,8422,4017.7,PXB,GAG,WZ5KF6TTQSWJWC8IX,330.07,1003.7,8969.0,559.12,2023-02-23T23:02:33Z,linda.white,7756.9,797.97,829.55,6352.9,example.com,69792,ZIJ,The customer account monitors customer interactions.  This record tracks compliance records.,3112.7,136.48,Salesforce,Chinese,mason.clark,EELDIA82AZE31RORM,TPN,Reuters,2022-06-13 00:37:16,5174.1,2563.4,1731,592.8,FLOAT,BOX,492.37,0x33f9d0a782112971d30a99ca0a4087d1127c4bfa
SVS,EQS,PZL,5840.9,862.08,BRE,upsert,9028.2,The Great Gatsby,JP,JAK,8064,NYOUZ3QH5VFL9ORFB,TA1H3978RGZA0S1IO,2744.5,"-----BEGIN CERTIFICATE-----
Vyy3jgAhEgng0CGVOlbM5SX+ILpGHJzkg2IWwuNYpjHGTMyEeflR5iwY+ulB3HWT
-----END CERTIFICATE-----",O0D0WZ3F268PLI1M9,367.92,N629NBQFZ8HXZB5NW,440.86,129.69,patricia.smith@gmail.com,YFA-6458,7838.0,XOV,tenant-044,123.33,BP 90/106 HR 95,SCN,YVT,2.41,NCN,598.43,7558,869.56,US Dollar,3202,7443.7,FAU,XLE,SAHCTL7Y0RD8O33DM,61.1,4705.9,3654.9,205.79,,amy.moore,8233.8,170.94,169.95,7935.1,example.com,25211,JBU,The system monitors compliance records.  The customer account includes customer interactions.  The system monitors compliance records.  The product monitors data processing activities.,6358.9,320.07,PostgreSQL,Chinese,susan.davis,K9MB2A11OF5RXD15P,EUY,Eurostat,2019-11-28T11:56:10Z,2902.5,1239.4,2678,287.94,FLOAT,NDP,787.96,0x953dcdd29c408a79178f6372ab618d2007e5340c
YKA,AWV,SFG,4290.1,652.83,ZQF,insert,2121.6,Dune,US,PRX,316,H4UGES4XSZ2X8ST56,WBENM7616BUDMNFLH,4198.2,"-----BEGIN CERTIFICATE-----
KWU62aIDpysQdair7veiN/G+baHGWYbbxDyfTTkAswGQ+JxLXSGHXtBLGck4QE+Z
-----END CERTIFICATE-----",PHJL8CWT3VX2Y1PC4,466.83,1WVC4DXS6KIQQD2C0,502.63,407.21,oliver.king26@yahoo.com,OTF-5816,6660.7,PTY,tenant-011,771.48,BP 142/110 HR 100,ETH,YJF,9.32,NSG,300.81,5706,992.28,Euro,3415,7144.9,LNJ,FAG,4S432KW8ANZSRUL3L,535.08,4231.7,6089.7,29.39,,olivia.rodriguez,1814.3,808.32,52.58,4992.8,example.com,94858,EII,The service tracks compliance records.  The product includes compliance records.  The product represents customer interactions.,3298.6,600.22,Kafka,Arabic,patricia.martin,LB6DDI0NTM2F2PPPY,OYN,Bloomberg,2025-01-17T02:45:44Z,9031.3,9560.8,424,119.25,TIMESTAMP,CVV,197.2,0x4fb6966eb23a606e54ef6de89765520de3434fcf
KIT,JQY,PDU,3160.6,36.49,RRE,update,1308.4,Dune,AU,KAG,6079,IU1HENF0QZNE7MENF,Z37TKCQZ5IXT2ZPI2,8304.2,"-----BEGIN CERTIFICATE-----
eRjGcMwmEMNtLN2/TVkLtj/wVpCPJMjvmCNi/6Ohxf4rYMQz2XNOmECKtEh6NOJ8
-----END CERTIFICATE-----",S7IGEZCFIFZH36QXY,453.02,KRR8R5RGS8N26J54O,482.73,120.49,davidmartinez@yahoo.com,MQX-9384,149.4,JBJ,tenant-010,444.27,BP 108/105 HR 109,IWT,ULV,6.15,TJY,159.3,4094,85.4,Japanese Yen,8031,7953.9,RDQ,BUL,3WAMVYYNRIS7GABCG,409.56,5773.5,419.6,642.48,,jessica.taylor,7415.6,225.38,399.04,2777.5,example.com,66312,TCR,The product represents operational metrics.  The service monitors transaction histories.  The system monitors data processing activities.,7414.8,716.42,PostgreSQL,Hindi,sarah.anderson,2H61A982KQA6RV8JR,UUZ,CDC,2021-01-11T03:15:17Z,1546.1,3196.2,1513,82.51,VARCHAR,KZP,111.28,0xe78738be287292e08ab9680a2dca0bff11ad9344
RDG,GKI,WJS,6693.7,289.62,JWQ,upsert,9901.0,Brave New World,MX,SRY,3446,AKHGMHMQ13AB8BH1S,Z0UPG3M2EP6MRYEPF,6759.7,"-----BEGIN CERTIFICATE-----
St3JCSlckRF7WEFMB369rBVMK5agOghQDFlDj56pDYQU0Wely08Vg0NKg9L59GVT
-----END CERTIFICATE-----",6CU0DXTYOAORQHO8H,193.53,QAX27M6BROSHQ55YS,598.81,471.67,william.thomas@outlook.com,HGI-3938,3591.3,OXI,tenant-024,506.67,BP 160/102 HR 89,OUG,EDS,1.09,DYR,145.42,2052,325.01,US Dollar,8596,1184.5,MCY,OQO,IGMZCAM79ZKO7EII3,886.27,6765.0,5773.1,836.3,,john.harris,4582.4,511.0,724.16,1607.5,yahoo.com,45818,BFG,The service includes operational metrics.  The system monitors customer interactions.  The customer account tracks operational metrics.  The product includes transaction histories.,7107.9,697.94,Workday,English,harper.clark,E90CI2Y4AB826QV9M,EYX,Eurostat,2021-12-18T07:52:41Z,6278.2,8881.7,1641,214.38,INTEGER,REN,785.84,0xde9541318af4720d5cce34de07dcf8afd03319ed
TWM,MHH,GIT,4887.2,913.23,IKV,snapshot,537.1,Dune,DE,XYM,3447,WAX76GRFYO381HI49,U5A8VMO8CVXIKNDCG,4617.7,"-----BEGIN CERTIFICATE-----
JidOL67zCli36ySWyn2bTlxhveEV3iyfLjUBX64wtnX2rc978SEQ849wQjFGC8M6
-----END CERTIFICATE-----",FJFK7WQXHSXXEG1GQ,857.04,MAYKGZQ8KWC7AI6MR,819.45,40.08,jenniferwhite@gmail.com,BRG-1541,498.6,BNB,tenant-032,561.88,BP 153/109 HR 105,ZYR,UYH,7.76,TAH,368.06,7294,758.27,British Pound,2147,9259.3,WHQ,FMT,MIF7W3NRMZRO5LIBL,833.62,9652.7,4320.2,357.67,,john.king,6215.8,559.23,779.29,1612.2,yahoo.com,46902,YFQ,This record includes compliance records.  The system tracks compliance records.,9464.6,257.23,Snowflake,Japanese,susan.brown,7IU7YGHOXTW3BPLZX,OGP,Reuters,2024-09-04T04:58:07Z,939.8,7221.7,5891,681.39,JSON,HPS,941.16,0xb2fb4abfdefc13982a1ee76231ee646fea292b03
HLF,KSJ,GFJ,8225.0,283.42,WLJ,delete,1872.5,1984,FR,JNU,7101,2TN1UCVPWMFZX89BS,R7YIXZ23775B8C3KW,6149.4,"-----BEGIN CERTIFICATE-----
V2yTd+Du5U04rkeRp/6YRiakUEQwLcW0CR4X79xCs1FBnfQKT+VRon3FZC1vnKDX
-----END CERTIFICATE-----",R6T2AAE4O6LUBKFUT,546.33,203ALSHMZR6RL1V2Y,581.7,52.33,william.martinez@acme.org,UDA-3905,5034.4,GGZ,tenant-043,883.57,BP 146/90 HR 101,BXH,PLU,4.03,NGR,960.81,7221,60.59,Swiss Franc,9173,5741.7,ABG,SZN,D45N523Y6KC216HYF,275.65,9497.6,7651.7,938.92,,jessica.johnson,7673.2,357.41,234.41,5005.6,gmail.com,65814,SFX,The system represents compliance records.  The customer account tracks compliance records.  This record represents operational metrics.  This record represents customer interactions.,7527.2,255.4,Workday,Korean,james.king,9Z66N93D2FVUZ6ITS,IDL,CDC,2024-05-22 14:43:20,126.9,7261.6,7799,632.97,TIMESTAMP,STL,875.19,0x55efcf5983a038952ecb42d817caed4a5c2e7feb
GYQ,OVK,WQD,7658.1,185.76,OSM,insert,3236.2,Dune,MX,JPI,2945,YORZQWM2FCFKZV8DK,530GBU02TU1VP4V77,9014.7,"-----BEGIN CERTIFICATE-----
qJ6XosF1qXQk1+lGhX3UfbcnoEtoSCLev7mmBpVi68kDb8zBvnzL9/7nR6Lw4mI3
-----END CERTIFICATE-----",TVEW7U3GINRO1OQVC,268.95,U316ZSJLTVRRDTYC0,697.15,357.8,ethan_harris@gmail.com,YHK-5558,7029.5,SPO,tenant-022,714.29,BP 175/62 HR 96,KBK,ODH,1.25,KOP,614.22,2330,877.29,Euro,237,3791.8,LXA,VEG,3M779G03HA8WFUKCA,547.27,2002.7,8222.7,774.84,,michael.young,6742.8,992.2,448.61,4363.6,gmail.com,3138,BUD,This record tracks compliance records.  The customer account monitors customer interactions.,4827.8,784.15,Snowflake,Chinese,susan.johnson,QL5U717R0Z1PLRVA6,TMF,Census Bureau,2019-09-23T12:55:49Z,8844.6,8045.8,7319,787.43,TIMESTAMP,AKO,106.28,0xace51d63fd0ecfa376b20a2db94ce6e03f299b1b
QEH,YBY,XAR,2345.0,255.92,WWM,upsert,7459.0,Brave New World,BR,VXJ,8244,Q2U8U4CP1L1AA97JD,6A5CWB1CU1R9IH6V8,1742.8,"-----BEGIN CERTIFICATE-----
LCHZe/r9q0YbMkSPHeBQTLmkORr3JL0mR3jd+8TZRZ6nZy0XnhZMnXFr6bgDTT/g
-----END CERTIFICATE-----",LZIH6GFCEXHV5ZIM2,501.97,G65Y1EAIJEKB8ZOG5,608.34,113.03,jessicajohnson@acme.org,ESB-3803,3770.3,XOC,tenant-031,463.98,BP 144/92 HR 58,QCH,FIV,9.02,KPO,811.87,1691,190.73,Swiss Franc,8477,5794.0,CZX,QDY,IS5VVXXSWYWW5C1Q8,17.74,7209.1,3276.9,142.65,2026-06-22 20:57:53,liam.garcia,3771.5,819.81,804.25,1053.5,outlook.com,74932,VVT,The customer account represents compliance records.  This record includes customer interactions.,2255.1,697.11,Workday,Spanish,elizabeth.anderson,9UHGY8RATYB4XORQQ,ICI,WHO,2019-12-16T11:20:10Z,3876.5,6018.2,6890,596.93,TIMESTAMP,SZJ,147.0,0xd028e643990a75a3cbb5dc60ef65f72b29c59f27
AAB,ZML,HYK,4657.6,675.36,WTZ,insert,8832.7,Dune,JP,IUS,5659,R4Q5GMBUKYYNSJIDB,YG2E9LIV8WZG5VYZE,8131.8,"-----BEGIN CERTIFICATE-----
BVzhglWf8bakPLPkZz30jaWbOuzBS3J8ylBiq4DGsdAC1kBVipeYlGz42Saj7TZO
-----END CERTIFICATE-----",LYREYPBB6LC6L74YA,450.58,3L1JSYB3L4LOLQ47O,194.38,301.1,elizabeth_jones@acme.org,HXI-7091,8673.5,PKC,tenant-015,293.73,BP 110/87 HR 108,XWW,QIR,0.78,BLL,847.72,800,716.54,Japanese Yen,5803,7100.2,HDA,ZHA,7LYTHAFVGKW0G7207,121.22,7517.0,7607.4,690.56,,harper.white,729.1,511.69,30.18,4962.6,company.com,95213,EGI,This record includes operational metrics.  This record monitors transaction histories.,4834.5,98.82,Snowflake,English,william.walker,DL1BN2IIN53KH22AT,RNR,Census Bureau,2018-11-02 22:58:34,6626.7,5049.3,5646,828.68,INTEGER,HHN,972.44,0xe76f1c3325fdf393b751c7e574e604421919d3f3
QBM,YAJ,RHW,9833.2,841.23,PKY,update,5331.8,The Great Gatsby,DE,DBW,5006,INXVFY8KXL7NAYRTY,UZXY95WIBNOEDYCJV,7599.2,"-----BEGIN CERTIFICATE-----
OVcwS2Ifr8ifl9G8RuX6IbecfCelxvxS/E/t2osscAzANGygB2gezip8T5FpJOrQ
-----END CERTIFICATE-----",7CP31RY903PGAS09K,152.92,U0GYQ5MQ8C9LGZM96,833.38,780.98,robert_garcia@gmail.com,QMS-5782,6104.5,CBG,tenant-035,968.31,BP 163/73 HR 88,OWY,ALS,6.75,TXT,694.25,7961,684.32,British Pound,1339,8531.6,GWM,IPR,8JZJJVQDFOUOOQX4V,359.82,2653.9,1237.9,218.3,2025-07-20T08:35:46Z,olivia.anderson,487.1,944.37,629.7,5876.7,yahoo.com,97846,EXU,This record represents compliance records.  The customer account monitors compliance records.,9240.8,953.32,Kafka,Portuguese,amy.king,WN770QBPN945K6C7Z,DCY,Census Bureau,2024-02-20T22:58:19Z,8437.4,538.4,5017,966.95,JSON,YMX,232.04,0xc71ea1d9d2e243fab18aacd4aa048fd1792e7fc8
FCA,JJC,TCI,6980.8,655.75,PBK,delete,2921.6,1984,JP,ZRW,5918,85E258UHS5WGTYX62,5WCF4UKDMUBZ8KVSI,7503.2,"-----BEGIN CERTIFICATE-----
uDLSM6614q9c2UhHJPru8WujQc1QnlJWDQe/uI+XhwJyrvs4qRrZYOK7VVtyKVEy
-----END CERTIFICATE-----",Q2MJWZT7RM8RSED8O,908.69,2ZBMVVRUHZUTHDVVT,547.59,734.29,robertanderson17@outlook.com,AOM-2081,5412.8,NYQ,tenant-010,91.3,BP 170/94 HR 113,VJK,TUG,8.51,GRN,727.5,3392,803.53,US Dollar,6243,703.4,MVB,FSJ,GAJETFERVD5V4STBR,481.46,6812.4,6676.5,302.87,,olivia.rodriguez,8935.0,350.03,487.63,8839.0,example.com,24590,MBM,The product manages operational metrics.  The customer account tracks customer interactions.,7277.9,395.04,PostgreSQL,Chinese,william.anderson,SOC5WPV058TMUWCVM,YYN,CDC,2023-08-16 03:52:59,6510.0,5809.9,1182,299.64,INTEGER,FIY,263.8,0xf84ee9b2562d9f0270955bca4d316fc96f3e0edb
SHV,TPY,FKR,9939.2,55.94,SRB,update,6436.8,To Kill a Mockingbird,CA,CMB,8206,110T1BXCJXSI7DBSL,8BYHRK6BMEOIJQ9PG,4817.3,"-----BEGIN CERTIFICATE-----
c++4ZsYCBAzEkELpHN0NzYAIn/AlieYjPh2nQpZjSLY9uKUDqW2uH1RjAYxf0rrs
-----END CERTIFICATE-----",H1NSQX98E5SBSTGBE,180.27,V0151XEH4DFSD19EC,655.64,614.51,patricialewis9@acme.org,NOG-3454,8943.7,ZGE,tenant-049,58.04,BP 117/91 HR 61,PBR,LDD,6.89,MJU,282.05,536,577.51,US Dollar,8823,607.4,IBB,ZMX,ATPVQPZF4AHLRFLD5,377.23,7285.8,5910.2,565.55,,john.white,435.3,46.82,792.04,7223.1,company.com,49207,ZEV,The product represents compliance records.  The service tracks operational metrics.  The customer account tracks data processing activities.  The product represents compliance records.,8820.8,566.41,Workday,Hindi,emily.harris,ED20OM9Q7XGLOXCEH,SRH,CDC,2022-09-28T03:34:21Z,2508.1,1334.7,303,985.03,INTEGER,AZY,147.13,0x5b5bb3fe4f602c25c4cea6b2303c9161cad98492
BWB,JFE,LSI,6379.2,227.79,QJG,snapshot,7102.4,Dune,JP,LZO,4106,WW0B9CSA8TIGYFYHN,MEI8QYMNPMOA2SZHH,8851.7,"-----BEGIN CERTIFICATE-----
fp6/N4FnLqYDFVN8FA5OGcsFjbwheQzKVyasClHtfJEOD8GEm9O6WhnRbDnMxmXI
-----END CERTIFICATE-----",L62GK0FL4CKVUAWZJ,5.7,KD8CJ3X6UA1SEXHC2,161.63,334.89,emily.robinson13@outlook.com,HPU-6285,7976.2,SXT,tenant-022,271.76,BP 130/76 HR 93,XTV,VGN,6.75,RZY,327.97,3270,41.35,British Pound,5544,4957.3,OWV,EUM,XZX6ULYX1XCUYD38C,441.27,329.4,3623.5,708.42,,lucas.smith,2622.0,36.19,819.48,5578.5,yahoo.com,24459,DVZ,The service includes operational metrics.  The customer account represents operational metrics.  The system includes compliance records.,3326.5,32.22,Kafka,Korean,jessica.taylor,BB8K79NMSLQERBJ0O,ODC,Census Bureau,2021-12-06T03:32:17Z,1669.8,9193.0,792,41.48,FLOAT,WBW,41.8,0x6f93384c09c71b0331163acaf2db5be82094c0a1
BYX,YFE,YUG,9714.8,823.58,MIC,insert,5757.1,1984,GB,WUV,9619,KGD23OCXGTGRA4539,42SCD208E4RD2WA0W,7632.7,"-----BEGIN CERTIFICATE-----
xbCSn3HMPg4+5Aer6G0QfhkNntNnHSClp96UYOdhSFon7DRgC6Ut91NACn+w8AhW
-----END CERTIFICATE-----",4S5WYK762RDTY4JWC,731.08,S89DGYSZ3F0T3IAKN,76.51,417.77,harper_king42@company.com,AFE-4188,745.5,BLB,tenant-026,755.19,BP 179/84 HR 55,LQS,BHY,2.74,TDW,82.04,6685,827.11,US Dollar,3030,7988.4,JDN,DXW,XPT58JZX1MHFSQ09V,975.85,6934.2,9324.1,481.88,,mason.moore,4256.8,968.49,348.43,128.2,example.com,16934,QEJ,The customer account tracks data processing activities.  The product represents operational metrics.  The service tracks transaction histories.  The customer account tracks operational metrics.,859.3,978.55,Snowflake,Hindi,linda.harris,PJU30ZI36BGPO7NF1,DFL,Eurostat,2024-06-25T11:11:58Z,2187.1,174.7,821,612.98,TIMESTAMP,PCM,746.33,0xac40a8853025f3499b847b749e2731e4c7d62c74
