c_953,soundLevel,numeric_range,featureVector,dehwe69,numericRange,NUMERIC_RANGE,FEATURE_VECTOR,ordinal_position,v_tl,raw_integer,trendGrowthRate,landmark_poi,MEDIAN,meta_102,CREATED_AT,median,author,histogram_bin,CONFIDENCE_INTERVAL,decimalFloat,jps19,DECIMAL_FLOAT,integer_6,address_text_data,data_format,iso_country_cd,histogramBin,lwerzd49,word_embedding,var_ao,meta_zh,puymg50,probval,field_ran,customer_load_timestamp,likelihood,standardDeviation,x_land,TREND_GROWTH_RATE,dim_152,integer_info,v_445,trend,unitOfMeasure,dim_integ,50th_percentile,size_dimension_category,ordval,STANDARD_DEVIATION,area,HISTOGRAM_BIN,var_decim,stddev,position,time_of_day_raw,percentile,wordEmbedding,correlation,c_293,SCHEDULE_PLAN,change,src_probability_confidence,WORD_EMBEDDING,attr_rang,integer,ci,src_median,dim_phwd,INTEGER,percentage,featvec,src_ordinal_position,meta_113,rank_rating,imgemb,p_qqbh,p_sxtn,intval,double,var_273,user_decimal_float,dim_bank_identification_number,first_name,meanAverage,median_6,user_standard_deviation,visual_features,src_confidence_interval,startdt,confidence_interval_6,c_ima,binval,x_83,content_type,fgavi11,ordinal_position_6,0_1,wordemb,voiceprint,confidence_interval_field,feature_vector,d_79,histbin,attr_uecr,bin_edge,SCIENTIFIC_NAME,median_val,CORRELATION,cryptocurrency_adr,food_ingredient_name
application/pdf,41.1,32-81,"[0.0804, 0.464, 0.4225, 0.9386, 0.5477, 0.5855, 0.3852, 0.8447]",DP8XI5T2I,15-81,4-100,"[0.5089, 0.8786, 0.5731, 0.1871, 0.2842, 0.6418, 0.602, 0.3805]",101,40.67%,8743,-37.5%,Eiffel Tower,60.4276,"$9,066,076",2025-11-22 16:31:52,-73.6212,david.johnson,32.38,"[30.73, 92.65]",-151.8202,BILL-977646,2137.0956,4854,"7364 Cedar Ln, San Francisco",Parquet,JP,78.3,NO,"[-0.0927, -0.0126, 0.7126, 0.5681, -1.2037, 0.2745, -1.3098, 1.9305]",403,156,Monthly on 1st,0.3999,33-71,2021-09-01 04:41:33,0.0159,27.3189,Eiffel Tower,25.37%,"[0.1132, -0.0632, 0.0746, -0.2084, 0.7423, -0.4094, 0.1684, 0.646]",1448,Penicillin,-23.16%,gal,4891,41.9847,XS,272,43.9492,51533.3,0.28,2604.1132,39.1076,157,09:51:22,31.94,"[0.3093, -1.5211, -1.949, 0.4898, -2.7316, -0.2713, 0.1631, -0.9256]",0.8062,7.6464,Daily at 2am,-22.92%,0.4639,"[-0.4098, 0.0936, 0.7792, -0.0564, 1.3064, 0.772, -1.1379, 0.723]",28-54,1230,"[4.68, 88.39]",-16.7862,"[37.98, 99.3]",7343,29.1%,"[0.9769, 0.651, 0.2111, 0.8167, 0.0433, 0.3754, 0.6992, 0.3678]",717,CLM-841908,98,"[1.2244, -0.649, -0.1279, -0.7591, 0.1243, -0.1277, -0.3017, -0.3929]",2783f1b4d6876dba0f12b8a34b1ffe4fd3605ece27a2bfdbbf8c015469c4b700,-13.16%,3958,7080.3073,3564,2437.0626,599287,Olivia,32.6729,12.1377,15.5528,"[0.252, -0.4905, -1.41, 0.0201, 0.5296, 0.2359, 0.3998, 0.0835]","[28.71, 74.45]",2023-05-15,"[0.1, 90.23]","[0.7568, -0.4184, 0.1839, -0.0712, 1.0404, 0.2186, 0.3559, -0.2574]",0,70.28,Infographic,0.5672,817,0,"[-0.0469, 0.1582, 1.5654, -1.2119, -0.8106, 1.1536, 0.5778, -1.7143]",voice_60a394b2e31e0dfe.wav,"[7.79, 69.72]","[0.7558, 0.1234, 0.7963, 0.22, 0.4628, 0.4428, 0.0142, 0.7316]","[0.1987, -0.4478, -0.6302, 0.5963, -0.1225, -0.0319, -0.1458, 0.1903]",53.54,05/25,33.63,Fe2O3,-90.0521,0.5095,0xc9c8609afc1ab854d106d6ba8fa77a617e2906eb,Pasta
application/pdf,54.4,20-74,"[0.221, 0.8864, 0.0164, 0.576, 0.9852, 0.7215, 0.0091, 0.8921]",NWLY6Q05Z,21-73,19-75,"[0.6536, 0.7375, 0.6052, 0.891, 0.4044, 0.9889, 0.6425, 0.7466]",184,24.48%,7705,-46.3%,Central Park,-38.157,"$2,698,390",2019-07-17 13:56:47,30.1466,david.robinson,99.38,"[0.02, 92.17]",6949.399,BILL-260503,8241.2963,455,"7562 Cedar Ln, Houston",JSON,JP,74.47,true,"[-1.4822, 1.0991, 0.0513, -0.6335, -1.5547, 0.8041, -0.444, -0.3702]",378,962,Monthly on 1st,0.031,24-67,2026-04-14T09:34:09Z,0.6784,27.5064,Golden Gate Bridge,-49.41%,"[-0.5667, 0.2244, 0.3072, -0.5163, 0.1275, 0.9608, 0.2585, -0.087]",8349,Shellfish,-42.35%,ft,152,92.2281,L,233,48.5699,47705.4,76.99,-725.1893,40.9402,270,17:35:11,16.58,"[1.3712, -0.3354, -0.0905, -0.4232, -1.5761, -1.4569, -1.7836, -0.8832]",0.0944,44.797,Daily at 2am,41.44%,0.3987,"[-0.0533, -1.6515, 2.4841, 0.8613, -1.0056, 0.4306, -2.7618, -0.1966]",26-63,6408,"[26.76, 93.03]",68.2381,"[22.62, 92.6]",4867,62.89%,"[0.8269, 0.0345, 0.7091, 0.7387, 0.6471, 0.8034, 0.8745, 0.0442]",623,CLM-461568,65,"[-0.3483, 0.2755, -0.8254, -0.2924, -0.1863, -0.1902, 0.4647, 0.6267]",2dbf1365523d9122badff7a49a6dfe65dc123a0f7769d7779fc1b4cb50ba38ea,-38.64%,7704,1647.3526,6404,6295.3061,495271,Mason,-19.3275,59.4288,21.898,"[0.4002, -1.1113, 0.1608, 0.2874, 0.8559, -0.259, -0.2266, -0.2016]","[5.32, 77.73]",2025-02-05,"[39.54, 85.52]","[0.1797, 0.1979, -0.2084, -0.3203, -0.4913, 0.0474, -1.3503, 0.2355]",1,32.67,Article,0.9536,821,0,"[0.0145, 1.4105, -1.9, 0.1321, 0.8142, -0.4365, -1.3858, 0.8115]",voice_7c7a286dfa5cbf93.wav,"[28.91, 88.08]","[0.627, 0.9698, 0.4438, 0.5228, 0.906, 0.7344, 0.4734, 0.4387]","[0.4549, 0.0631, 0.5543, 0.7295, 0.1347, 0.3574, 0.2146, 0.0529]",39.54,11/29,20.12,Homo sapiens,-14.3998,0.0744,0xb15b74b3ce09c93954c227058016da8afb7680ca,Pizza
text/csv,26.1,36-68,"[0.7039, 0.5369, 0.5857, 0.4045, 0.9259, 0.7902, 0.1169, 0.1501]",NL9UXQBKN,28-63,26-79,"[0.4574, 0.2907, 0.287, 0.8366, 0.5411, 0.7754, 0.9929, 0.4055]",365,30.31%,337,38.31%,Big Ben,3.762,"$6,767,176",2024-02-24T23:12:07Z,-31.7271,mason.jackson,65.52,"[3.71, 77.18]",2422.9592,BILL-984322,3483.3607,4860,"8166 Cedar Ln, Miami",YAML,FR,84.91,YES,"[-2.0603, -0.0874, 0.0088, 0.2013, 0.2587, 0.3214, 0.1766, 0.9839]",848,590,Weekly on Monday,0.4195,39-63,2020-08-07 06:50:46,0.1265,16.8878,Central Park,14.9%,"[-0.6888, 0.4978, 0.0532, -0.0143, 1.0141, -0.9245, -0.1337, -0.3524]",2788,Pollen,-10.19%,L,4976,5.4382,XXL,948,27.7525,83756.7,45.99,9917.8991,13.8611,125,09:27:31,62.29,"[-0.2852, 0.6848, -1.4062, -0.6433, 1.126, -0.3769, -1.5595, -2.1489]",0.8408,22.5357,Monthly on 1st,47.1%,0.2546,"[0.1393, -2.7067, 0.596, 0.8959, 0.0009, 0.1614, 0.3098, -1.8811]",39-66,7535,"[2.63, 86.53]",-72.8285,"[36.58, 99.02]",1451,0.13%,"[0.2098, 0.4944, 0.0509, 0.4108, 0.707, 0.933, 0.1045, 0.3652]",156,CLM-636276,98,"[0.0705, -1.1089, -0.0785, 0.3576, 0.8906, 0.1339, -0.3444, 0.8094]",72ed2cf11cfcfb035e54f5f0a5c7ec5407e43258c23ceb348b035eee8af6c4c5,41.65%,100,8666.6875,5524,8085.1465,525898,Jennifer,34.0528,-8.0826,27.5757,"[0.574, -0.2779, -0.4086, -0.4204, 0.1604, 0.0197, 0.5541, -0.6422]","[9.42, 65.98]",2020-04-28,"[34.91, 63.13]","[0.027, -0.7652, 0.5538, 0.4713, -0.5449, -0.316, -0.4307, -0.0633]",0,98.86,Infographic,0.7,83,1,"[0.233, 0.6663, -0.5922, 1.9393, -0.3636, 0.3244, 0.5026, -2.2061]",voice_bff992a09d0d183b.wav,"[37.54, 60.5]","[0.3702, 0.2103, 0.1247, 0.3916, 0.7871, 0.5504, 0.7276, 0.612]","[0.7442, -0.0211, -0.9318, -1.0085, -0.8398, 0.3097, -0.0814, -0.5734]",31.68,03/24,91.94,C6H12O6,-1.5414,0.2478,0x439f62504fb67c8fffbf59d220ba4f36d880b85a,Sushi
application/pdf,126.3,22-53,"[0.2751, 0.5175, 0.8624, 0.5798, 0.8637, 0.3829, 0.1926, 0.2455]",64K3E4DZ1,26-55,38-62,"[0.8832, 0.2816, 0.7371, 0.0933, 0.8871, 0.6491, 0.3571, 0.4504]",632,33.08%,9507,26.53%,Golden Gate Bridge,22.4645,"$7,025,329",2018-01-13 14:55:12,75.7675,elizabeth.lewis,1.66,"[11.09, 74.75]",1589.8363,BILL-280937,8644.3641,3551,"1021 Oak Ave, Tokyo",JSON,CA,84.4,YES,"[0.178, -0.9259, 1.9772, 0.843, -1.5089, 0.1093, 1.1308, 0.7564]",935,751,Weekly on Monday,0.1502,28-72,2018-12-11T15:09:50Z,0.3809,44.4106,Statue of Liberty,-36.04%,"[0.172, 0.1224, 0.4765, 0.2124, 1.0218, -0.0239, -0.3076, 0.8329]",5798,Pollen,30.18%,°F,1572,-31.1524,XS,164,34.0844,32602.8,55.82,3930.1645,21.0515,120,11:27:06,44.6,"[0.7727, -0.474, -0.7225, -0.8102, -1.6911, -0.4916, 1.3045, -0.0536]",0.2624,30.3268,Every 15 minutes,36.32%,0.0555,"[-1.4509, -0.8548, 0.5142, -0.036, -1.1821, 1.54, 0.5603, -0.2282]",37-97,861,"[9.72, 66.87]",-21.5185,"[2.66, 79.15]",9023,68.68%,"[0.4187, 0.3969, 0.1978, 0.8987, 0.4695, 0.6455, 0.1368, 0.7132]",258,CLM-971259,49,"[0.0837, 0.3535, -0.083, 0.7354, -0.1387, -0.3918, 0.6442, 0.1842]",c6b6dbbae7dd76df63dd02e72c8d896a682bdeb91802d3c98bdcf2cbd010b2dc,37.22%,4408,8062.1347,7639,716.5632,508416,Susan,26.4445,46.7726,46.8364,"[-0.0431, 0.3589, 0.4515, -0.3411, -0.0447, -0.0863, -0.5549, -0.2436]","[27.24, 73.58]",2023-12-29,"[35.25, 79.09]","[-0.0551, -0.0709, -0.2505, 0.1024, 0.1487, 0.8138, -0.3509, 0.2375]",1,79.7,Image,0.1911,550,1,"[0.3458, 0.3142, 0.5345, -0.7117, 0.0216, 1.9445, -2.152, 0.4555]",voice_69aebb38bcd9da4f.wav,"[8.27, 84.34]","[0.1236, 0.5758, 0.8887, 0.2466, 0.0707, 0.8364, 0.5632, 0.0378]","[0.2373, 0.709, -0.5474, -0.6221, -0.2895, -0.1883, 0.7085, -0.2472]",94.94,06/30,26.43,NaCl,-36.5196,-0.5382,0x2e764bf1b22b13313441190ecde27cac4e6a11d1,Salad
application/json,9.4,45-98,"[0.9136, 0.0736, 0.1983, 0.3015, 0.455, 0.8721, 0.2946, 0.7837]",0Q7OZJOBC,15-88,0-56,"[0.2817, 0.0192, 0.7019, 0.0844, 0.6558, 0.5875, 0.748, 0.0177]",644,-11.06%,3231,28.18%,Golden Gate Bridge,-94.4471,"$5,357,999",2023-07-22T13:41:18Z,-78.9999,harper.lee,65.17,"[27.13, 77.5]",-907.9817,BILL-125855,8429.3487,9436,"6847 Oak Ave, Paris",CSV,BR,22.05,false,"[-1.2657, 1.5355, 1.0617, -0.0191, 0.8819, 1.0897, 1.485, -0.0444]",541,787,Weekly on Monday,0.8385,13-96,2024-04-02 22:31:29,0.9691,45.4703,Statue of Liberty,-44.96%,"[-0.3801, 0.4112, 0.277, 0.282, -0.9728, -0.1415, 0.5182, 0.4766]",7302,Penicillin,-40.62%,m,4939,-83.1963,S,993,29.984,52773.8,0.98,2285.5518,32.545,191,11:27:10,92.13,"[0.4577, 0.9071, -1.0944, -0.2269, 1.7606, -0.2135, -0.3654, 0.5789]",0.3111,15.4098,Daily at 2am,-21.78%,0.5172,"[-0.2646, 0.6126, 0.5468, 0.8236, -1.2569, -0.1751, 0.673, -0.6026]",27-62,8774,"[24.26, 71.07]",25.5814,"[39.57, 74.9]",4012,80.08%,"[0.0595, 0.287, 0.0959, 0.7535, 0.0703, 0.7187, 0.7708, 0.9429]",461,CLM-134695,5,"[-0.6312, 0.0401, -0.3183, -0.6567, -0.0722, -0.0803, -0.1675, 0.0493]",362b54eb5e81f6d7f338224e3b5a68370ae465bc6c6dcc900dc8a19424ea2119,45.75%,4871,-510.3896,5983,3153.7427,57563,Logan,-69.3866,30.6849,20.7124,"[0.7465, -0.1937, 0.2128, 0.4252, -0.045, 0.284, 0.8509, 1.0407]","[9.82, 85.74]",2026-05-01,"[18.16, 63.92]","[-0.3087, 0.1514, 0.1449, -0.4275, -0.6476, -0.38, 0.7141, -0.2721]",1,77.45,Infographic,0.5803,920,0,"[1.3366, -1.6079, 1.061, -1.2974, -0.3004, 1.9799, 0.7954, -0.0388]",voice_db2a4321e1c4cf64.wav,"[6.8, 87.93]","[0.6849, 0.5331, 0.75, 0.343, 0.4035, 0.5851, 0.749, 0.014]","[-0.5211, 0.3484, -0.0014, -0.1171, -0.6424, 1.0672, -0.691, 0.9979]",62.08,10/26,4.25,Homo sapiens,-66.8078,0.2111,0x23bea97083bf3dcf0279298d6dba46c7737c1d31,Curry
text/csv,108.3,38-55,"[0.9898, 0.8533, 0.9898, 0.0494, 0.5687, 0.1061, 0.9088, 0.3608]",KV39LW883,8-89,20-63,"[0.8231, 0.5531, 0.8614, 0.4045, 0.1766, 0.5959, 0.1616, 0.3096]",229,11.89%,3135,42.34%,Golden Gate Bridge,47.9459,"$1,559,555",2025-03-20 16:24:14,-67.0919,james.smith,68.08,"[25.31, 83.19]",7067.5613,BILL-977766,80.9211,6349,"1163 Cedar Ln, Austin",XML,CA,50.32,true,"[-1.1086, 1.338, -1.6083, 0.7084, -2.2128, 1.0507, -1.414, 0.0179]",438,554,Monthly on 1st,0.0871,25-100,2025-03-19T03:07:32Z,0.2611,27.229,Statue of Liberty,24.14%,"[1.3125, 1.1982, -0.3249, 0.1707, 0.1635, -0.1468, 0.8982, 0.1609]",9997,Peanuts,21.58%,L,3567,36.1874,XS,733,30.2532,4559.4,80.51,7656.6362,17.6613,254,15:24:43,34.98,"[-1.3175, 1.1693, 0.9806, 0.3265, -2.5806, -0.5295, 1.2448, -0.3792]",-0.3387,20.2758,Weekly on Monday,-39.06%,0.7616,"[0.3395, 1.1241, 2.244, 0.5398, 1.9592, 1.1738, 0.6871, -0.2296]",6-85,5704,"[9.44, 79.92]",53.5935,"[7.77, 88.69]",5795,98.75%,"[0.464, 0.3316, 0.2588, 0.0523, 0.1177, 0.1271, 0.2812, 0.0183]",968,CLM-886361,68,"[-0.0771, -0.2696, -0.3314, -0.5404, 0.2973, 0.2938, 0.747, -0.2452]",466a52599dde93e4d646422b0bbdbd6bce0bd7092bfdbff11e94eead94485088,41.86%,6333,5321.6425,5075,9326.2234,601171503,Amy,11.5172,3.6448,17.6879,"[-0.3338, -0.1193, 0.4999, -0.1196, 0.1565, -0.7325, 1.1339, -0.3321]","[29.75, 62.55]",2024-05-29,"[30.71, 80.45]","[0.8802, 0.0021, -0.1769, -0.8896, 0.4317, 0.5492, -0.2673, -0.1125]",0,68.15,Podcast,0.3946,396,1,"[-0.0083, -1.5249, 2.6771, 0.5594, -0.7018, -0.0165, 0.4151, -0.1882]",voice_ce50cf08097d6bc7.wav,"[13.12, 93.38]","[0.6615, 0.3571, 0.8942, 0.2943, 0.167, 0.1455, 0.1862, 0.0341]","[0.3571, -0.017, -0.1592, -0.2696, 0.5428, -0.7043, 0.6359, -1.0339]",69.86,03/25,34.02,C6H12O6,-76.4135,0.8844,0xe5b71fd9b26c02f0429ba04b43c1a1ffb808642c,Pasta
application/pdf,47.0,29-54,"[0.5507, 0.7713, 0.793, 0.7559, 0.4478, 0.1896, 0.5457, 0.1507]",JCSEN5KWD,22-88,43-97,"[0.7998, 0.1757, 0.2105, 0.7477, 0.0344, 0.2246, 0.146, 0.1987]",957,-3.19%,5919,-0.68%,Golden Gate Bridge,-74.8323,"$5,068,188",2020-09-06T01:27:53Z,14.1565,patricia.lewis,33.67,"[16.69, 97.15]",5140.765,BILL-748041,4208.5678,6014,"4272 Cedar Ln, Tokyo",XML,DE,5.36,false,"[-0.2611, 0.5201, 0.9783, 0.2985, 0.9804, 0.8606, -0.0683, -0.9148]",724,267,Every 15 minutes,0.5262,15-68,2021-07-18 01:10:38,0.4571,0.4516,Central Park,-15.71%,"[-1.3276, -0.3138, -0.4, 0.3089, 0.752, 0.0221, 0.383, 0.7514]",716,Shellfish,-27.83%,kg,1503,15.5649,XXL,462,45.0218,49832.8,27.0,2348.7137,13.8363,972,02:40:14,44.84,"[-0.7692, -1.2283, 0.6682, -1.4926, 0.756, -0.4886, 0.6436, 0.3685]",-0.6048,39.678,Weekly on Monday,-29.53%,0.9805,"[0.4647, 0.9306, -1.1723, -0.646, -0.0881, -1.0456, 0.255, 1.0964]",15-65,8636,"[22.05, 85.48]",26.3911,"[27.17, 86.39]",924,91.97%,"[0.8696, 0.287, 0.8537, 0.9784, 0.9071, 0.6563, 0.1146, 0.5008]",914,CLM-344441,71,"[-0.1608, 0.4219, 1.3812, -0.3729, -0.4553, 0.5034, -0.9153, -0.4295]",77a580d8cb01d36f4c135083d0200a3c606af2bd4f0ccb1648e79b9f1ef2f7cc,4.68%,5767,3172.5961,4265,6133.2632,504146,Patricia,-24.931,-46.7076,7.2359,"[-0.5359, 0.2171, 0.3465, 0.6724, 0.2423, -0.0633, -0.143, 0.4502]","[39.49, 62.59]",2020-06-05,"[8.36, 67.04]","[-1.6078, 0.5061, 0.1184, -0.3085, -0.3742, 0.302, -0.3269, -0.2218]",0,90.86,Article,0.4836,799,1,"[-0.4844, 0.7118, -0.0801, -0.3871, -1.0348, 0.9535, -0.0392, 1.0858]",voice_76ca380690facb87.wav,"[14.29, 83.36]","[0.0241, 0.3131, 0.2268, 0.984, 0.0465, 0.6708, 0.8052, 0.3286]","[0.9458, -0.3544, -0.169, 0.6687, 0.2179, -0.0842, 0.4978, -0.3452]",68.08,11/27,22.22,NaCl,-52.4059,0.9599,0xef6353ce8b69539ca1f75fda13de923ace4047bb,Tacos
application/pdf,91.0,30-99,"[0.9875, 0.9051, 0.7018, 0.2449, 0.3614, 0.322, 0.7975, 0.472]",2FJYINURP,11-99,13-85,"[0.5924, 0.1389, 0.0645, 0.6524, 0.4273, 0.5246, 0.2702, 0.9653]",876,49.79%,7079,39.44%,Golden Gate Bridge,43.7064,"$8,471,829",2026-01-06T20:16:33Z,-96.6681,susan.miller,77.86,"[15.88, 88.02]",158.6568,BILL-332063,2543.125,3197,"2762 Park Blvd, Houston",JSON,US,14.12,false,"[-0.1109, 0.1922, -1.8191, 0.7485, -1.8945, 0.8008, -0.2453, 0.1479]",720,138,Daily at 2am,0.9877,7-62,2022-11-04T10:36:59Z,0.4424,14.4951,Statue of Liberty,-35.54%,"[-0.2049, 0.3108, -0.7448, 0.4376, -0.0295, -0.446, -0.2103, -0.0649]",6572,Pollen,-1.31%,ft,9400,-38.6951,XS,733,27.5536,13526.6,64.64,7693.5039,3.5572,416,06:03:06,21.19,"[-0.5839, 1.7155, -0.2168, 0.3435, 1.817, -1.6152, -1.1408, -1.5507]",-0.8071,44.6483,Every 15 minutes,10.31%,0.088,"[0.2585, -0.0467, -1.2434, -0.0802, 0.6123, -1.1983, 0.1586, 0.4244]",3-79,3254,"[13.85, 88.27]",85.8852,"[25.34, 90.97]",7508,53.15%,"[0.054, 0.861, 0.4627, 0.1531, 0.3365, 0.7066, 0.5981, 0.138]",616,CLM-425149,80,"[-0.3221, 0.1581, 0.9389, 0.5211, -0.0097, -0.1864, 0.3066, 0.6554]",1463b3b1c901949b55e6ac97617175ab4e11fe11f3f3399de940b80727bc81a7,9.38%,4242,6567.2509,8767,3850.8942,41139,Mary,28.6047,-22.5751,30.1717,"[-0.1474, 0.0354, 0.1864, -0.1358, -0.9323, 0.3248, -0.0337, 0.3606]","[7.9, 90.75]",2019-09-07,"[3.86, 71.95]","[-0.0621, 0.5621, -0.385, -0.2713, 0.5255, -1.0766, 0.1401, -0.4899]",1,75.47,Article,0.185,393,1,"[1.06, -0.6264, -0.072, -1.9401, 0.449, 0.6657, -0.2267, -0.9303]",voice_2ca32eb74bbc6bd3.wav,"[15.42, 63.14]","[0.9023, 0.0295, 0.1556, 0.3771, 0.5753, 0.3425, 0.418, 0.6691]","[0.3267, 0.5862, -0.0584, -0.2121, -0.0715, 0.0049, -0.6188, -0.1274]",16.81,11/27,10.48,NaCl,99.4385,0.6311,0x0bd0a4f797ce2bacfa9b1db0bb65cc4b7f37738b,Pasta
text/html,61.0,9-63,"[0.6846, 0.0343, 0.3951, 0.9859, 0.8314, 0.9886, 0.6156, 0.3082]",4FMWBJ5L1,2-83,10-95,"[0.901, 0.5466, 0.4685, 0.8722, 0.127, 0.5441, 0.1408, 0.1058]",335,-44.29%,5184,49.54%,Golden Gate Bridge,87.9965,"$1,690,140",2025-03-27T06:51:40Z,-93.1768,emma.miller,50.6,"[20.45, 94.85]",789.334,BILL-207088,8707.0166,6664,"9832 Park Blvd, Tokyo",JSON,DE,57.64,YES,"[-0.6888, -0.824, -2.1808, 0.9264, 0.9282, 1.3838, -0.1516, 1.2148]",199,425,Weekly on Monday,0.4118,5-56,2023-06-17 01:04:24,0.5484,43.3684,Golden Gate Bridge,11.97%,"[-0.8254, 0.3362, -1.0386, 0.5393, 0.2687, -0.1583, 0.1675, 0.206]",6962,Penicillin,-3.77%,ft,759,61.6455,M,513,19.5201,32511.2,15.56,3338.6718,9.1029,829,07:38:53,14.07,"[-0.8336, -0.7867, 0.3116, 1.4533, 1.7115, -1.0903, -0.2035, 1.6094]",-0.1232,20.3964,Monthly on 1st,-46.64%,0.6982,"[0.0839, 0.0831, -0.1924, -2.3802, 1.1919, 1.1858, 1.8133, 0.5032]",10-73,4110,"[24.43, 81.11]",-77.9421,"[14.51, 83.94]",8295,35.46%,"[0.3584, 0.8333, 0.0109, 0.6626, 0.9883, 0.1421, 0.1077, 0.1763]",615,CLM-328143,81,"[0.279, -0.2941, -0.7944, 0.0764, 0.536, 0.4896, 0.4587, 0.1571]",df71999abad3955664329b9a79d36f521986da8f6e82ff98c75e21b3863d4cc8,19.88%,8542,1689.9925,6056,8500.6751,579939,Amy,16.8949,-33.3809,30.2574,"[0.4507, -0.5129, 0.8799, -0.5981, -0.0524, -0.2563, -0.2444, -0.6727]","[30.35, 97.58]",2020-08-18,"[15.15, 91.43]","[0.3558, -0.1663, -0.5009, 0.7334, 0.4577, -0.3562, 0.0414, 0.1577]",0,98.84,Video,0.9548,839,0,"[-0.1204, -0.0643, -1.1371, 1.379, 0.3899, 0.2185, 0.8105, -2.0302]",voice_b19a904b8ff53771.wav,"[4.65, 81.35]","[0.3083, 0.9867, 0.369, 0.1848, 0.913, 0.1157, 0.3676, 0.0403]","[-0.1595, 0.6017, 0.2135, 0.167, 0.2169, 0.1552, 0.115, 0.327]",21.83,06/25,95.25,Homo sapiens,90.0223,0.6165,0x7333031e18aed4fd0564e6a81fca7d547ba07feb,Pizza
text/html,77.6,20-72,"[0.7127, 0.5932, 0.4115, 0.545, 0.3755, 0.7241, 0.7352, 0.299]",9GDT91WB9,12-67,43-98,"[0.5133, 0.358, 0.8871, 0.1707, 0.633, 0.5998, 0.2543, 0.9835]",427,-31.4%,1143,-27.13%,Eiffel Tower,30.6084,"$6,473,653",2019-03-12 12:16:04,78.9294,liam.miller,35.01,"[14.4, 61.41]",7773.0316,BILL-132784,631.5317,3022,"9563 Pine Rd, New York",XML,FR,14.05,true,"[-0.0669, 0.6391, 0.4112, -0.1176, -0.4649, -1.4264, -1.5459, 0.3246]",910,561,Daily at 2am,0.6175,41-100,2022-02-12T16:00:23Z,0.3937,43.5627,Big Ben,-37.78%,"[-1.2969, 0.3436, 0.1434, -0.4826, -0.7752, -0.3066, 0.0443, 0.0184]",6928,Latex,42.38%,m,819,-47.9265,L,572,13.8434,16350.6,68.75,-393.8875,4.0072,222,21:30:57,76.22,"[-3.7145, 0.3169, 0.168, 1.5546, 0.4038, 0.2144, 0.3362, 0.5363]",0.6356,47.8388,Daily at 2am,46.28%,0.1264,"[0.7476, -1.1515, 0.6652, 1.5175, -1.038, -1.5021, 0.3654, -0.8711]",45-86,7203,"[5.94, 93.52]",-35.3939,"[25.95, 82.06]",5502,91.55%,"[0.5451, 0.2618, 0.1218, 0.0554, 0.8674, 0.5591, 0.6107, 0.5891]",767,CLM-948929,18,"[0.2792, 0.1277, -0.3715, -0.2977, 0.2041, 0.0805, -0.9011, 0.2478]",ba52cf45af521c0a5b6119bcb1349c812716c77d3906093fcd7af9be66a8829d,2.48%,8994,2874.9482,6793,9297.5313,60118913,Richard,67.852,-24.1501,11.4588,"[-0.3227, 0.2679, 0.0861, -0.8239, -0.1882, -0.4865, 0.1007, -0.9728]","[1.18, 85.22]",2026-10-09,"[39.5, 86.72]","[0.2874, 0.9243, 0.3219, 0.1522, -0.2601, -0.0353, 0.1519, 0.3892]",1,11.37,Video,0.0358,25,0,"[0.5144, 0.2864, 0.5572, 0.3067, 2.6696, 1.2904, 0.7786, -2.3067]",voice_2315e1b5493d0b76.wav,"[0.5, 62.44]","[0.0871, 0.925, 0.6696, 0.8773, 0.6225, 0.5167, 0.4841, 0.2708]","[0.4509, -0.0233, 0.5228, 0.3246, 0.3635, 0.0243, 0.6645, -0.2452]",23.01,01/27,34.89,E. coli,-24.7874,0.378,0xa93ee35fa6eefc12581364c23e8d5023207d3f4b,Salad
